,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-09-21,00:00:00,12.0,21.0,,0.58,16.0,
1,02t,2019-09-21,01:00:00,12.0,21.0,,0.62,17.0,
2,02t,2019-09-21,02:00:00,16.0,28.0,,0.57,14.0,
3,02t,2019-09-21,03:00:00,12.0,22.0,,0.47,10.0,
4,02t,2019-09-21,04:00:00,5.0,10.0,,0.6,16.0,
5,02t,2019-09-21,05:00:00,6.0,11.0,,0.71,18.0,
6,02t,2019-09-21,06:00:00,7.0,12.0,,1.06,20.0,
7,02t,2019-09-21,07:00:00,15.0,25.0,,1.39,24.0,
8,02t,2019-09-21,08:00:00,17.0,38.0,,1.37,32.0,
9,02t,2019-09-21,09:00:00,12.0,38.0,,1.05,30.0,
10,02t,2019-09-21,10:00:00,10.0,32.0,,0.73,26.0,
11,02t,2019-09-21,11:00:00,10.0,32.0,,,,
12,02t,2019-09-21,12:00:00,5.0,16.0,,0.9,31.0,
13,02t,2019-09-21,13:00:00,7.0,22.0,,0.8,24.0,
14,02t,2019-09-21,14:00:00,5.0,15.0,,0.81,24.0,
15,02t,2019-09-21,15:00:00,6.0,16.0,,1.02,31.0,
16,02t,2019-09-21,16:00:00,15.0,19.0,,1.11,30.0,
17,02t,2019-09-21,17:00:00,20.0,26.0,,1.09,33.0,
18,02t,2019-09-21,18:00:00,21.0,26.0,,1.21,31.0,
19,02t,2019-09-21,19:00:00,17.0,22.0,,1.39,28.0,
20,02t,2019-09-21,20:00:00,19.0,24.0,,1.35,29.0,
21,02t,2019-09-21,21:00:00,44.0,28.0,,1.33,27.0,
22,02t,2019-09-21,22:00:00,41.0,22.0,,1.11,26.0,
23,02t,2019-09-21,23:00:00,39.0,27.0,,1.03,24.0,
24,03t,2019-09-21,00:00:00,18.0,48.0,,2.18,42.0,
25,03t,2019-09-21,01:00:00,23.0,40.0,,2.18,4.0,
26,03t,2019-09-21,02:00:00,21.0,30.0,,2.05,2.0,
27,03t,2019-09-21,03:00:00,13.0,23.0,,2.07,2.0,
28,03t,2019-09-21,04:00:00,21.0,38.0,,2.15,,
29,03t,2019-09-21,05:00:00,35.0,59.0,,2.22,,
30,03t,2019-09-21,06:00:00,38.0,43.0,,2.17,,
31,03t,2019-09-21,07:00:00,24.0,28.0,,2.22,,
32,03t,2019-09-21,08:00:00,23.0,29.0,,2.19,2.0,
33,03t,2019-09-21,09:00:00,24.0,29.0,,2.29,2.0,
34,03t,2019-09-21,10:00:00,28.0,52.0,,2.3,1.0,
35,03t,2019-09-21,11:00:00,28.0,60.0,,2.18,1.0,
36,03t,2019-09-21,12:00:00,25.0,43.0,,2.15,8.0,
37,03t,2019-09-21,13:00:00,16.0,20.0,,2.4,2.0,
38,03t,2019-09-21,14:00:00,6.0,27.0,,2.42,1.0,
39,03t,2019-09-21,15:00:00,3.0,12.0,,,,
40,03t,2019-09-21,16:00:00,6.0,21.0,,2.52,6.0,
41,03t,2019-09-21,17:00:00,14.0,23.0,,2.49,8.0,
42,03t,2019-09-21,18:00:00,16.0,21.0,,2.7,,
43,03t,2019-09-21,19:00:00,11.0,27.0,,2.77,,
44,03t,2019-09-21,20:00:00,15.0,48.0,,2.84,1.0,
45,03t,2019-09-21,21:00:00,31.0,130.0,,2.97,2.0,
46,03t,2019-09-21,22:00:00,38.0,106.0,,2.84,,
47,03t,2019-09-21,23:00:00,28.0,52.0,,2.64,,
48,05t,2019-09-21,00:00:00,2.0,7.0,5.0,0.29,11.0,
49,05t,2019-09-21,01:00:00,3.0,9.0,5.0,0.27,21.0,
50,05t,2019-09-21,02:00:00,11.0,17.0,3.0,0.26,23.0,
51,05t,2019-09-21,03:00:00,6.0,14.0,6.0,0.23,10.0,1.0
52,05t,2019-09-21,04:00:00,2.0,11.0,5.0,0.27,9.0,
53,05t,2019-09-21,05:00:00,4.0,9.0,3.0,0.4,18.0,
54,05t,2019-09-21,06:00:00,10.0,16.0,1.0,0.54,24.0,1.0
55,05t,2019-09-21,07:00:00,13.0,21.0,2.0,0.7,25.0,1.0
56,05t,2019-09-21,08:00:00,15.0,28.0,6.0,0.56,21.0,
57,05t,2019-09-21,09:00:00,15.0,25.0,7.0,0.44,20.0,
58,05t,2019-09-21,10:00:00,13.0,23.0,10.0,0.4,21.0,1.0
59,05t,2019-09-21,11:00:00,13.0,17.0,12.0,0.44,26.0,1.0
60,05t,2019-09-21,12:00:00,14.0,18.0,13.0,0.37,26.0,
61,05t,2019-09-21,13:00:00,11.0,12.0,11.0,0.39,26.0,
62,05t,2019-09-21,14:00:00,7.0,9.0,4.0,0.51,34.0,1.0
63,05t,2019-09-21,15:00:00,10.0,14.0,4.0,0.48,33.0,1.0
64,05t,2019-09-21,16:00:00,8.0,15.0,,,,
65,05t,2019-09-21,17:00:00,14.0,23.0,2.0,0.83,38.0,1.0
66,05t,2019-09-21,18:00:00,14.0,29.0,2.0,0.98,40.0,1.0
67,05t,2019-09-21,19:00:00,11.0,23.0,2.0,0.88,41.0,1.0
68,05t,2019-09-21,20:00:00,13.0,17.0,2.0,1.05,37.0,
69,05t,2019-09-21,21:00:00,16.0,24.0,3.0,0.9,38.0,1.0
70,05t,2019-09-21,22:00:00,24.0,30.0,3.0,1.02,37.0,1.0
71,05t,2019-09-21,23:00:00,22.0,32.0,2.0,0.87,34.0,1.0
72,08t,2019-09-21,00:00:00,14.0,25.0,4.0,0.4,14.0,4.0
73,08t,2019-09-21,01:00:00,13.0,25.0,4.0,0.31,12.0,3.0
74,08t,2019-09-21,02:00:00,15.0,18.0,3.0,0.35,15.0,2.0
75,08t,2019-09-21,03:00:00,18.0,24.0,3.0,0.3,13.0,2.0
76,08t,2019-09-21,04:00:00,21.0,27.0,3.0,0.33,13.0,2.0
77,08t,2019-09-21,05:00:00,16.0,30.0,2.0,0.39,13.0,2.0
78,08t,2019-09-21,06:00:00,20.0,28.0,3.0,0.61,11.0,1.0
79,08t,2019-09-21,07:00:00,19.0,29.0,3.0,0.76,13.0,2.0
80,08t,2019-09-21,08:00:00,21.0,36.0,4.0,0.62,14.0,1.0
81,08t,2019-09-21,09:00:00,26.0,38.0,6.0,0.54,17.0,1.0
82,08t,2019-09-21,10:00:00,29.0,48.0,7.0,0.55,22.0,1.0
83,08t,2019-09-21,11:00:00,31.0,42.0,12.0,0.44,20.0,2.0
84,08t,2019-09-21,12:00:00,28.0,38.0,11.0,0.38,15.0,2.0
85,08t,2019-09-21,13:00:00,20.0,23.0,9.0,0.35,15.0,2.0
86,08t,2019-09-21,14:00:00,9.0,16.0,4.0,0.5,19.0,2.0
87,08t,2019-09-21,15:00:00,10.0,18.0,5.0,0.4,18.0,3.0
88,08t,2019-09-21,16:00:00,14.0,26.0,3.0,0.6,37.0,3.0
89,08t,2019-09-21,17:00:00,15.0,28.0,2.0,0.73,49.0,2.0
90,08t,2019-09-21,18:00:00,10.0,32.0,3.0,0.88,34.0,1.0
91,08t,2019-09-21,19:00:00,23.0,36.0,3.0,1.22,30.0,2.0
92,08t,2019-09-21,20:00:00,34.0,41.0,3.0,1.43,25.0,2.0
93,08t,2019-09-21,21:00:00,32.0,41.0,3.0,1.34,24.0,2.0
94,08t,2019-09-21,22:00:00,31.0,45.0,,,,
95,08t,2019-09-21,23:00:00,26.0,40.0,5.0,0.91,24.0,3.0
96,10t,2019-09-21,00:00:00,6.0,11.0,8.0,,15.0,
97,10t,2019-09-21,01:00:00,4.0,9.0,16.0,,10.0,
98,10t,2019-09-21,02:00:00,5.0,8.0,14.0,,10.0,
99,10t,2019-09-21,03:00:00,7.0,8.0,7.0,,16.0,
100,10t,2019-09-21,04:00:00,9.0,10.0,4.0,,19.0,
101,10t,2019-09-21,05:00:00,12.0,13.0,4.0,,21.0,
102,10t,2019-09-21,06:00:00,13.0,21.0,5.0,,20.0,
103,10t,2019-09-21,07:00:00,16.0,21.0,5.0,,20.0,
104,10t,2019-09-21,08:00:00,17.0,29.0,8.0,,15.0,
105,10t,2019-09-21,09:00:00,15.0,23.0,9.0,,15.0,
106,10t,2019-09-21,10:00:00,15.0,19.0,14.0,,11.0,
107,10t,2019-09-21,11:00:00,13.0,14.0,22.0,,,
108,10t,2019-09-21,12:00:00,9.0,12.0,,,9.0,
109,10t,2019-09-21,13:00:00,6.0,8.0,8.0,,19.0,
110,10t,2019-09-21,14:00:00,5.0,6.0,6.0,,21.0,
111,10t,2019-09-21,15:00:00,7.0,9.0,6.0,,23.0,
112,10t,2019-09-21,16:00:00,8.0,10.0,5.0,,25.0,
113,10t,2019-09-21,17:00:00,8.0,10.0,4.0,,25.0,
114,10t,2019-09-21,18:00:00,14.0,18.0,5.0,,27.0,
115,10t,2019-09-21,19:00:00,12.0,15.0,4.0,,27.0,
116,10t,2019-09-21,20:00:00,16.0,20.0,5.0,,27.0,
117,10t,2019-09-21,21:00:00,17.0,23.0,5.0,,30.0,
118,10t,2019-09-21,22:00:00,17.0,20.0,5.0,,26.0,
119,10t,2019-09-21,23:00:00,20.0,22.0,5.0,,25.0,
120,11t,2019-09-21,00:00:00,5.0,35.0,3.0,,,8.0
121,11t,2019-09-21,01:00:00,4.0,32.0,10.0,,,8.0
122,11t,2019-09-21,02:00:00,7.0,28.0,9.0,,,7.0
123,11t,2019-09-21,03:00:00,8.0,28.0,4.0,,,8.0
124,11t,2019-09-21,04:00:00,9.0,28.0,4.0,,,7.0
125,11t,2019-09-21,05:00:00,10.0,28.0,4.0,,,7.0
126,11t,2019-09-21,06:00:00,12.0,30.0,4.0,,,7.0
127,11t,2019-09-21,07:00:00,14.0,31.0,5.0,,,8.0
128,11t,2019-09-21,08:00:00,15.0,29.0,8.0,,,8.0
129,11t,2019-09-21,09:00:00,15.0,23.0,11.0,,,8.0
130,11t,2019-09-21,10:00:00,16.0,24.0,17.0,,,8.0
131,11t,2019-09-21,11:00:00,11.0,17.0,22.0,,,8.0
132,11t,2019-09-21,12:00:00,18.0,25.0,8.0,,,8.0
133,11t,2019-09-21,13:00:00,15.0,48.0,4.0,,,8.0
134,11t,2019-09-21,14:00:00,14.0,45.0,5.0,,,7.0
135,11t,2019-09-21,15:00:00,12.0,35.0,4.0,,,8.0
