,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-05-10,00:00:00,,,,,,
1,02t,2019-05-10,01:00:00,,,,,,
2,02t,2019-05-10,02:00:00,,,,,,
3,02t,2019-05-10,03:00:00,,,,,,
4,02t,2019-05-10,04:00:00,,,,,,
5,02t,2019-05-10,05:00:00,,,,,,
6,02t,2019-05-10,06:00:00,,,,,,
7,02t,2019-05-10,07:00:00,,,,,,
8,02t,2019-05-10,08:00:00,,,,,,
9,02t,2019-05-10,09:00:00,,,,,,
10,02t,2019-05-10,10:00:00,,,,,,
11,02t,2019-05-10,11:00:00,,,,,,
12,02t,2019-05-10,12:00:00,,,,,,
13,02t,2019-05-10,13:00:00,,,,,,
14,02t,2019-05-10,14:00:00,,,,,,
15,02t,2019-05-10,15:00:00,,,,,,
16,02t,2019-05-10,16:00:00,,,,,,
17,02t,2019-05-10,17:00:00,,,,,,
18,02t,2019-05-10,18:00:00,,,,,,
19,02t,2019-05-10,19:00:00,,,,,,
20,02t,2019-05-10,20:00:00,,,,,,
21,02t,2019-05-10,21:00:00,,,,,,
22,02t,2019-05-10,22:00:00,,,,,,
23,02t,2019-05-10,23:00:00,,,,,,
24,03t,2019-05-10,00:00:00,45.0,87.0,1.0,0.57,28.0,
25,03t,2019-05-10,01:00:00,36.0,84.0,7.0,0.39,31.0,
26,03t,2019-05-10,02:00:00,34.0,78.0,5.0,0.4,23.0,
27,03t,2019-05-10,03:00:00,39.0,70.0,3.0,0.5,27.0,
28,03t,2019-05-10,04:00:00,46.0,80.0,4.0,0.58,30.0,
29,03t,2019-05-10,05:00:00,55.0,106.0,3.0,0.62,37.0,
30,03t,2019-05-10,06:00:00,61.0,148.0,3.0,0.82,38.0,
31,03t,2019-05-10,07:00:00,61.0,137.0,4.0,0.8,36.0,
32,03t,2019-05-10,08:00:00,58.0,118.0,7.0,0.63,37.0,
33,03t,2019-05-10,09:00:00,59.0,121.0,9.0,0.48,45.0,
34,03t,2019-05-10,10:00:00,58.0,138.0,13.0,0.54,47.0,
35,03t,2019-05-10,11:00:00,52.0,125.0,,,,
36,03t,2019-05-10,12:00:00,47.0,106.0,13.0,0.58,52.0,
37,03t,2019-05-10,13:00:00,45.0,101.0,11.0,0.52,49.0,
38,03t,2019-05-10,14:00:00,57.0,99.0,11.0,0.62,53.0,
39,03t,2019-05-10,15:00:00,56.0,96.0,7.0,0.68,58.0,
40,03t,2019-05-10,16:00:00,52.0,107.0,12.0,0.58,42.0,
41,03t,2019-05-10,17:00:00,46.0,112.0,16.0,0.61,40.0,
42,03t,2019-05-10,18:00:00,41.0,55.0,10.0,0.61,40.0,
43,03t,2019-05-10,19:00:00,34.0,83.0,6.0,0.68,50.0,
44,03t,2019-05-10,20:00:00,27.0,64.0,5.0,0.72,56.0,
45,03t,2019-05-10,21:00:00,26.0,67.0,4.0,0.62,54.0,
46,03t,2019-05-10,22:00:00,42.0,94.0,3.0,0.56,43.0,
47,03t,2019-05-10,23:00:00,42.0,73.0,3.0,0.59,35.0,
48,05t,2019-05-10,00:00:00,23.0,51.0,17.0,0.18,5.0,
