,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-03-14,00:00:00,,,,,,
1,02t,2019-03-14,01:00:00,,,,,,
2,02t,2019-03-14,02:00:00,,,,,,
3,02t,2019-03-14,03:00:00,,,,,,
4,02t,2019-03-14,04:00:00,,,,,,
5,02t,2019-03-14,05:00:00,,,,,,
6,02t,2019-03-14,06:00:00,,,,,,
7,02t,2019-03-14,07:00:00,,,,,,
8,02t,2019-03-14,08:00:00,,,,,,
9,02t,2019-03-14,09:00:00,,,,,,
10,02t,2019-03-14,10:00:00,,,,,,
11,02t,2019-03-14,11:00:00,,,,,,
12,02t,2019-03-14,12:00:00,,,,,,
13,02t,2019-03-14,13:00:00,,,,,,
14,02t,2019-03-14,14:00:00,,,,,,
15,02t,2019-03-14,15:00:00,,,,,,
16,02t,2019-03-14,16:00:00,,,,,,
17,02t,2019-03-14,17:00:00,,,,,,
18,02t,2019-03-14,18:00:00,,,,,,
19,02t,2019-03-14,19:00:00,,,,,,
20,02t,2019-03-14,20:00:00,,,,,,
21,02t,2019-03-14,21:00:00,,,,,,
22,02t,2019-03-14,22:00:00,,,,,,
23,02t,2019-03-14,23:00:00,,,,,,
24,03t,2019-03-14,00:00:00,31.0,45.0,6.0,0.65,21.0,
25,03t,2019-03-14,01:00:00,28.0,34.0,6.0,0.57,19.0,
26,03t,2019-03-14,02:00:00,23.0,28.0,4.0,0.71,22.0,
27,03t,2019-03-14,03:00:00,21.0,33.0,2.0,0.75,25.0,
28,03t,2019-03-14,04:00:00,21.0,48.0,1.0,0.78,30.0,
29,03t,2019-03-14,05:00:00,28.0,50.0,1.0,0.69,29.0,
30,03t,2019-03-14,06:00:00,25.0,47.0,1.0,0.99,35.0,
31,03t,2019-03-14,07:00:00,23.0,51.0,1.0,1.15,37.0,
32,03t,2019-03-14,08:00:00,29.0,72.0,3.0,1.18,38.0,
33,03t,2019-03-14,09:00:00,29.0,99.0,4.0,0.91,39.0,
34,03t,2019-03-14,10:00:00,44.0,86.0,5.0,0.92,37.0,
35,03t,2019-03-14,11:00:00,51.0,71.0,5.0,0.93,37.0,
36,03t,2019-03-14,12:00:00,41.0,76.0,6.0,0.83,36.0,
37,03t,2019-03-14,13:00:00,29.0,62.0,,,,
38,03t,2019-03-14,14:00:00,27.0,59.0,6.0,0.83,37.0,
39,03t,2019-03-14,15:00:00,27.0,64.0,5.0,0.89,35.0,
40,03t,2019-03-14,16:00:00,36.0,71.0,6.0,0.82,37.0,
41,03t,2019-03-14,17:00:00,32.0,62.0,4.0,0.92,38.0,
42,03t,2019-03-14,18:00:00,31.0,69.0,2.0,1.01,40.0,
43,03t,2019-03-14,19:00:00,34.0,63.0,2.0,0.97,37.0,
44,03t,2019-03-14,20:00:00,30.0,46.0,3.0,0.86,33.0,
45,03t,2019-03-14,21:00:00,21.0,47.0,3.0,0.75,31.0,
46,03t,2019-03-14,22:00:00,22.0,46.0,3.0,0.77,27.0,
