,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-04-03,00:00:00,,,,,,
1,02t,2019-04-03,01:00:00,,,,,,
2,02t,2019-04-03,02:00:00,,,,,,
3,02t,2019-04-03,03:00:00,,,,,,
4,02t,2019-04-03,04:00:00,,,,,,
5,02t,2019-04-03,05:00:00,,,,,,
6,02t,2019-04-03,06:00:00,,,,,,
7,02t,2019-04-03,07:00:00,,,,,,
8,02t,2019-04-03,08:00:00,,,,,,
9,02t,2019-04-03,09:00:00,,,,,,
10,02t,2019-04-03,10:00:00,,,,,,
11,02t,2019-04-03,11:00:00,,,,,,
12,02t,2019-04-03,12:00:00,,,,,,
13,02t,2019-04-03,13:00:00,,,,,,
14,02t,2019-04-03,14:00:00,,,,,,
15,02t,2019-04-03,15:00:00,,,,,,
16,02t,2019-04-03,16:00:00,,,,,,
17,02t,2019-04-03,17:00:00,,,,,,
18,02t,2019-04-03,18:00:00,,,,,,
19,02t,2019-04-03,19:00:00,,,,,,
20,02t,2019-04-03,20:00:00,,,,,,
21,02t,2019-04-03,21:00:00,,,,,,
22,02t,2019-04-03,22:00:00,,,,,,
23,02t,2019-04-03,23:00:00,,,,,,
24,03t,2019-04-03,00:00:00,30.0,60.0,,0.87,26.0,
25,03t,2019-04-03,01:00:00,38.0,107.0,,0.8,27.0,
26,03t,2019-04-03,02:00:00,39.0,131.0,,0.88,30.0,
27,03t,2019-04-03,03:00:00,41.0,190.0,,1.04,27.0,
28,03t,2019-04-03,04:00:00,43.0,,,1.16,36.0,
29,03t,2019-04-03,05:00:00,49.0,,,1.28,41.0,
30,03t,2019-04-03,06:00:00,64.0,,,1.49,45.0,
31,03t,2019-04-03,07:00:00,81.0,383.0,,1.83,46.0,
32,03t,2019-04-03,08:00:00,83.0,423.0,,1.39,33.0,
33,03t,2019-04-03,09:00:00,69.0,182.0,,1.17,32.0,
34,03t,2019-04-03,10:00:00,62.0,,,1.15,40.0,
35,03t,2019-04-03,11:00:00,60.0,422.0,,1.08,37.0,
36,03t,2019-04-03,12:00:00,58.0,222.0,,1.1,38.0,
37,03t,2019-04-03,13:00:00,57.0,229.0,,1.05,38.0,
38,03t,2019-04-03,14:00:00,56.0,228.0,,1.09,44.0,
39,03t,2019-04-03,15:00:00,56.0,182.0,,1.09,36.0,
40,03t,2019-04-03,16:00:00,56.0,150.0,,1.09,39.0,
41,03t,2019-04-03,17:00:00,55.0,122.0,,1.16,39.0,
42,03t,2019-04-03,18:00:00,55.0,167.0,,1.16,37.0,
43,03t,2019-04-03,19:00:00,44.0,118.0,,1.02,32.0,
44,03t,2019-04-03,20:00:00,34.0,72.0,,0.95,26.0,
45,03t,2019-04-03,21:00:00,31.0,52.0,,1.0,32.0,
46,03t,2019-04-03,22:00:00,33.0,66.0,,0.98,39.0,
47,03t,2019-04-03,23:00:00,35.0,74.0,,0.91,29.0,
48,05t,2019-04-03,00:00:00,9.0,15.0,25.0,,,
49,05t,2019-04-03,01:00:00,6.0,31.0,23.0,,1.0,
50,05t,2019-04-03,02:00:00,11.0,21.0,25.0,,7.0,
51,05t,2019-04-03,03:00:00,10.0,27.0,26.0,,6.0,
52,05t,2019-04-03,04:00:00,12.0,26.0,19.0,0.03,12.0,
53,05t,2019-04-03,05:00:00,12.0,29.0,9.0,0.21,30.0,
54,05t,2019-04-03,06:00:00,17.0,34.0,9.0,0.74,28.0,
55,05t,2019-04-03,07:00:00,23.0,47.0,6.0,0.63,38.0,
56,05t,2019-04-03,08:00:00,25.0,58.0,13.0,0.23,29.0,
57,05t,2019-04-03,09:00:00,16.0,27.0,25.0,0.14,19.0,
58,05t,2019-04-03,10:00:00,13.0,21.0,30.0,0.12,22.0,
59,05t,2019-04-03,11:00:00,16.0,33.0,36.0,,8.0,
60,05t,2019-04-03,12:00:00,15.0,35.0,,,,
61,05t,2019-04-03,13:00:00,12.0,25.0,35.0,,1.0,
62,05t,2019-04-03,14:00:00,8.0,20.0,34.0,,2.0,
63,05t,2019-04-03,15:00:00,6.0,21.0,28.0,,2.0,
64,05t,2019-04-03,16:00:00,4.0,17.0,24.0,,1.0,
65,05t,2019-04-03,17:00:00,6.0,21.0,25.0,,3.0,
66,05t,2019-04-03,18:00:00,14.0,26.0,21.0,,5.0,
67,05t,2019-04-03,19:00:00,14.0,27.0,30.0,0.03,9.0,
68,05t,2019-04-03,20:00:00,17.0,51.0,27.0,0.06,17.0,
69,05t,2019-04-03,21:00:00,9.0,23.0,20.0,0.15,27.0,
70,05t,2019-04-03,22:00:00,16.0,30.0,16.0,0.22,31.0,
71,05t,2019-04-03,23:00:00,21.0,33.0,19.0,0.1,18.0,
72,08t,2019-04-03,00:00:00,27.0,31.0,19.0,0.17,15.0,6.0
73,08t,2019-04-03,01:00:00,25.0,39.0,16.0,0.12,20.0,10.0
74,08t,2019-04-03,02:00:00,27.0,40.0,13.0,0.17,24.0,10.0
75,08t,2019-04-03,03:00:00,29.0,37.0,22.0,0.18,17.0,3.0
76,08t,2019-04-03,04:00:00,24.0,35.0,14.0,0.29,24.0,7.0
77,08t,2019-04-03,05:00:00,38.0,43.0,8.0,0.39,30.0,5.0
78,08t,2019-04-03,06:00:00,37.0,55.0,6.0,0.55,31.0,6.0
79,08t,2019-04-03,07:00:00,34.0,57.0,6.0,0.72,33.0,6.0
80,08t,2019-04-03,08:00:00,42.0,70.0,13.0,0.44,28.0,3.0
81,08t,2019-04-03,09:00:00,32.0,80.0,25.0,0.22,18.0,5.0
82,08t,2019-04-03,10:00:00,23.0,73.0,32.0,0.15,11.0,2.0
83,08t,2019-04-03,11:00:00,23.0,71.0,31.0,0.15,11.0,2.0
84,08t,2019-04-03,12:00:00,23.0,40.0,,,,
85,08t,2019-04-03,13:00:00,20.0,34.0,35.0,0.12,6.0,1.0
86,08t,2019-04-03,14:00:00,23.0,45.0,35.0,0.14,9.0,1.0
87,08t,2019-04-03,15:00:00,18.0,35.0,30.0,0.12,7.0,1.0
88,08t,2019-04-03,16:00:00,21.0,42.0,24.0,0.13,9.0,1.0
89,08t,2019-04-03,17:00:00,19.0,46.0,22.0,0.13,12.0,1.0
90,08t,2019-04-03,18:00:00,22.0,39.0,20.0,0.08,13.0,2.0
91,08t,2019-04-03,19:00:00,25.0,32.0,28.0,0.16,11.0,2.0
92,08t,2019-04-03,20:00:00,25.0,51.0,28.0,0.23,23.0,4.0
93,08t,2019-04-03,21:00:00,27.0,44.0,20.0,0.29,27.0,5.0
94,08t,2019-04-03,22:00:00,30.0,47.0,14.0,0.31,29.0,6.0
95,08t,2019-04-03,23:00:00,42.0,57.0,17.0,0.24,22.0,5.0
96,10t,2019-04-03,00:00:00,13.0,16.0,18.0,,7.0,
97,10t,2019-04-03,01:00:00,13.0,16.0,20.0,,7.0,
98,10t,2019-04-03,02:00:00,14.0,21.0,21.0,,6.0,
99,10t,2019-04-03,03:00:00,15.0,22.0,25.0,,6.0,
100,10t,2019-04-03,04:00:00,14.0,19.0,21.0,,8.0,
101,10t,2019-04-03,05:00:00,15.0,18.0,10.0,,24.0,
102,10t,2019-04-03,06:00:00,18.0,27.0,7.0,,29.0,
103,10t,2019-04-03,07:00:00,23.0,41.0,4.0,,21.0,
104,10t,2019-04-03,08:00:00,27.0,51.0,9.0,,,
105,10t,2019-04-03,09:00:00,25.0,32.0,,,15.0,
106,10t,2019-04-03,10:00:00,20.0,22.0,25.0,,10.0,
107,10t,2019-04-03,11:00:00,15.0,23.0,35.0,,12.0,
108,10t,2019-04-03,12:00:00,13.0,28.0,30.0,,14.0,
109,10t,2019-04-03,13:00:00,13.0,29.0,31.0,,10.0,
110,10t,2019-04-03,14:00:00,13.0,21.0,36.0,,7.0,
111,10t,2019-04-03,15:00:00,13.0,23.0,32.0,,7.0,
112,10t,2019-04-03,16:00:00,10.0,17.0,23.0,,8.0,
113,10t,2019-04-03,17:00:00,25.0,19.0,17.0,,11.0,
114,10t,2019-04-03,18:00:00,19.0,20.0,19.0,,11.0,
115,10t,2019-04-03,19:00:00,16.0,22.0,33.0,,9.0,
116,10t,2019-04-03,20:00:00,15.0,45.0,22.0,,18.0,
117,10t,2019-04-03,21:00:00,14.0,22.0,11.0,,30.0,
118,10t,2019-04-03,22:00:00,14.0,33.0,14.0,,23.0,
119,10t,2019-04-03,23:00:00,19.0,26.0,12.0,,21.0,
120,11t,2019-04-03,00:00:00,16.0,,16.0,,,2.0
121,11t,2019-04-03,01:00:00,15.0,,20.0,,,2.0
122,11t,2019-04-03,02:00:00,15.0,,26.0,,,2.0
123,11t,2019-04-03,03:00:00,15.0,,23.0,,,2.0
124,11t,2019-04-03,04:00:00,14.0,,14.0,,,2.0
125,11t,2019-04-03,05:00:00,17.0,,5.0,,,3.0
