,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-06-02,00:00:00,,,,,,
1,02t,2019-06-02,01:00:00,,,,,,
2,02t,2019-06-02,02:00:00,,,,,,
3,02t,2019-06-02,03:00:00,,,,,,
4,02t,2019-06-02,04:00:00,,,,,,
5,02t,2019-06-02,05:00:00,,,,,,
6,02t,2019-06-02,06:00:00,,,,,,
7,02t,2019-06-02,07:00:00,,,,,,
8,02t,2019-06-02,08:00:00,,,,,,
9,02t,2019-06-02,09:00:00,,,,,,
10,02t,2019-06-02,10:00:00,,,,,,
11,02t,2019-06-02,11:00:00,,,,,,
12,02t,2019-06-02,12:00:00,,,,,,
13,02t,2019-06-02,13:00:00,,,,,,
14,02t,2019-06-02,14:00:00,,,,,,
15,02t,2019-06-02,15:00:00,,,,,,
16,02t,2019-06-02,16:00:00,,,,,,
17,02t,2019-06-02,17:00:00,,,,,,
18,02t,2019-06-02,18:00:00,,,,,,
19,02t,2019-06-02,19:00:00,,,,,,
20,02t,2019-06-02,20:00:00,,,,,,
21,02t,2019-06-02,21:00:00,,,,,,
22,02t,2019-06-02,22:00:00,,,,,,
23,02t,2019-06-02,23:00:00,,,,,,
24,03t,2019-06-02,00:00:00,18.0,24.0,7.0,0.57,,
25,03t,2019-06-02,01:00:00,17.0,22.0,5.0,0.54,1.0,
26,03t,2019-06-02,02:00:00,28.0,36.0,3.0,0.8,,
27,03t,2019-06-02,03:00:00,28.0,63.0,,,,
28,03t,2019-06-02,04:00:00,26.0,32.0,7.0,0.46,,
29,03t,2019-06-02,05:00:00,11.0,14.0,3.0,0.52,,
30,03t,2019-06-02,06:00:00,11.0,16.0,2.0,0.77,,
31,03t,2019-06-02,07:00:00,9.0,28.0,3.0,0.87,,
32,03t,2019-06-02,08:00:00,,,,,,
33,03t,2019-06-02,09:00:00,,,,,,
34,03t,2019-06-02,10:00:00,,,,,,
35,03t,2019-06-02,11:00:00,,,,,,
36,03t,2019-06-02,12:00:00,,,,,,
37,03t,2019-06-02,13:00:00,,,,,,
38,03t,2019-06-02,14:00:00,,,,,,
39,03t,2019-06-02,15:00:00,,,,,,
40,03t,2019-06-02,16:00:00,,,,,,
41,03t,2019-06-02,17:00:00,,,,,,
42,03t,2019-06-02,18:00:00,,,,,,
43,03t,2019-06-02,19:00:00,,,,,,
44,03t,2019-06-02,20:00:00,,,,,,
45,03t,2019-06-02,21:00:00,,,,,,
46,03t,2019-06-02,22:00:00,,,,,,
47,03t,2019-06-02,23:00:00,,,,,,
48,05t,2019-06-02,00:00:00,12.0,15.0,9.0,,10.0,
49,05t,2019-06-02,01:00:00,13.0,22.0,10.0,,6.0,
50,05t,2019-06-02,02:00:00,11.0,17.0,10.0,,4.0,
51,05t,2019-06-02,03:00:00,9.0,12.0,11.0,,2.0,
52,05t,2019-06-02,04:00:00,4.0,11.0,9.0,,4.0,
53,05t,2019-06-02,05:00:00,1.0,12.0,3.0,,11.0,
54,05t,2019-06-02,06:00:00,12.0,19.0,4.0,0.04,10.0,
55,05t,2019-06-02,07:00:00,9.0,12.0,4.0,0.04,10.0,
56,05t,2019-06-02,08:00:00,,,,,,
57,05t,2019-06-02,09:00:00,,,,,,
58,05t,2019-06-02,10:00:00,,,,,,
