,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-10-04,00:00:00,24.0,36.0,11.0,,23.0,2.0
1,02t,2019-10-04,01:00:00,27.0,41.0,15.0,,16.0,2.0
2,02t,2019-10-04,02:00:00,21.0,32.0,13.0,,18.0,1.0
3,02t,2019-10-04,03:00:00,17.0,24.0,7.0,0.05,19.0,1.0
4,02t,2019-10-04,04:00:00,18.0,29.0,4.0,0.09,21.0,1.0
5,02t,2019-10-04,05:00:00,20.0,29.0,5.0,0.25,24.0,1.0
6,02t,2019-10-04,06:00:00,21.0,32.0,4.0,0.31,23.0,1.0
7,02t,2019-10-04,07:00:00,21.0,33.0,4.0,0.68,31.0,2.0
8,02t,2019-10-04,08:00:00,22.0,43.0,5.0,0.87,42.0,3.0
9,02t,2019-10-04,09:00:00,18.0,44.0,8.0,0.32,30.0,3.0
10,02t,2019-10-04,10:00:00,18.0,43.0,14.0,0.18,27.0,3.0
11,02t,2019-10-04,11:00:00,16.0,40.0,31.0,0.05,24.0,3.0
12,02t,2019-10-04,12:00:00,21.0,46.0,17.0,0.15,23.0,1.0
13,02t,2019-10-04,13:00:00,15.0,34.0,6.0,0.51,34.0,1.0
14,02t,2019-10-04,14:00:00,20.0,30.0,3.0,1.13,61.0,1.0
15,02t,2019-10-04,15:00:00,22.0,40.0,6.0,1.44,58.0,1.0
16,02t,2019-10-04,16:00:00,30.0,55.0,19.0,0.35,18.0,1.0
17,02t,2019-10-04,17:00:00,20.0,44.0,14.0,0.23,18.0,1.0
18,02t,2019-10-04,18:00:00,21.0,37.0,5.0,0.62,30.0,1.0
19,02t,2019-10-04,19:00:00,20.0,36.0,5.0,0.47,33.0,2.0
20,02t,2019-10-04,20:00:00,21.0,37.0,3.0,,,
21,02t,2019-10-04,21:00:00,27.0,48.0,,0.47,35.0,2.0
22,02t,2019-10-04,22:00:00,26.0,46.0,3.0,0.38,32.0,2.0
23,02t,2019-10-04,23:00:00,27.0,48.0,4.0,0.35,30.0,2.0
24,03t,2019-10-04,00:00:00,21.0,43.0,,2.52,14.0,
25,03t,2019-10-04,01:00:00,17.0,34.0,,2.5,2.0,
26,03t,2019-10-04,02:00:00,21.0,38.0,,,,
27,03t,2019-10-04,03:00:00,22.0,39.0,,2.36,4.0,
28,03t,2019-10-04,04:00:00,23.0,42.0,,2.5,2.0,
29,03t,2019-10-04,05:00:00,29.0,54.0,,2.53,,
30,03t,2019-10-04,06:00:00,30.0,56.0,,2.61,1.0,
31,03t,2019-10-04,07:00:00,39.0,73.0,,2.7,1.0,
32,03t,2019-10-04,08:00:00,28.0,52.0,,2.81,7.0,
33,03t,2019-10-04,09:00:00,29.0,53.0,,2.63,5.0,
34,03t,2019-10-04,10:00:00,36.0,67.0,,2.4,10.0,
35,03t,2019-10-04,11:00:00,29.0,54.0,,2.52,29.0,
36,03t,2019-10-04,12:00:00,39.0,73.0,,2.53,76.0,
37,03t,2019-10-04,13:00:00,,,,2.56,28.0,
38,03t,2019-10-04,14:00:00,22.0,51.0,,2.52,19.0,
39,03t,2019-10-04,15:00:00,20.0,61.0,,2.66,13.0,
40,03t,2019-10-04,16:00:00,37.0,71.0,,2.56,59.0,
41,03t,2019-10-04,17:00:00,40.0,66.0,,2.54,31.0,
42,03t,2019-10-04,18:00:00,34.0,55.0,,2.42,19.0,
43,03t,2019-10-04,19:00:00,33.0,53.0,,2.68,13.0,
44,03t,2019-10-04,20:00:00,34.0,62.0,,2.41,19.0,
45,03t,2019-10-04,21:00:00,26.0,57.0,,2.6,4.0,
46,03t,2019-10-04,22:00:00,28.0,61.0,,2.48,2.0,
47,03t,2019-10-04,23:00:00,26.0,57.0,,2.49,23.0,
48,05t,2019-10-04,00:00:00,17.0,41.0,3.0,0.44,35.0,2.0
49,05t,2019-10-04,01:00:00,21.0,33.0,6.0,0.36,28.0,1.0
50,05t,2019-10-04,02:00:00,14.0,21.0,3.0,0.4,29.0,1.0
51,05t,2019-10-04,03:00:00,9.0,22.0,2.0,0.55,36.0,2.0
52,05t,2019-10-04,04:00:00,13.0,34.0,3.0,0.54,32.0,1.0
53,05t,2019-10-04,05:00:00,26.0,50.0,2.0,0.54,28.0,1.0
54,05t,2019-10-04,06:00:00,27.0,52.0,3.0,0.55,25.0,1.0
55,05t,2019-10-04,07:00:00,23.0,52.0,3.0,0.64,27.0,2.0
56,05t,2019-10-04,08:00:00,23.0,57.0,,,,
57,05t,2019-10-04,09:00:00,26.0,45.0,12.0,0.41,19.0,2.0
58,05t,2019-10-04,10:00:00,22.0,41.0,32.0,0.41,18.0,1.0
59,05t,2019-10-04,11:00:00,26.0,49.0,37.0,0.46,21.0,2.0
60,05t,2019-10-04,12:00:00,28.0,53.0,28.0,0.41,26.0,1.0
61,05t,2019-10-04,13:00:00,20.0,37.0,13.0,0.6,52.0,1.0
62,05t,2019-10-04,14:00:00,25.0,40.0,13.0,0.69,48.0,2.0
63,05t,2019-10-04,15:00:00,27.0,50.0,28.0,0.51,29.0,2.0
64,05t,2019-10-04,16:00:00,25.0,46.0,26.0,0.35,10.0,
65,05t,2019-10-04,17:00:00,19.0,32.0,19.0,0.43,15.0,1.0
66,05t,2019-10-04,18:00:00,15.0,31.0,13.0,0.48,20.0,1.0
67,05t,2019-10-04,19:00:00,20.0,44.0,2.0,0.58,43.0,2.0
68,05t,2019-10-04,20:00:00,28.0,60.0,2.0,0.54,35.0,1.0
69,05t,2019-10-04,21:00:00,27.0,47.0,2.0,0.55,35.0,1.0
70,05t,2019-10-04,22:00:00,20.0,44.0,2.0,0.55,36.0,1.0
71,05t,2019-10-04,23:00:00,20.0,48.0,1.0,0.46,34.0,2.0
72,08t,2019-10-04,00:00:00,22.0,38.0,6.0,0.4,23.0,6.0
73,08t,2019-10-04,01:00:00,21.0,28.0,5.0,0.38,35.0,4.0
74,08t,2019-10-04,02:00:00,21.0,30.0,2.0,0.47,23.0,4.0
75,08t,2019-10-04,03:00:00,20.0,34.0,2.0,0.43,22.0,3.0
76,08t,2019-10-04,04:00:00,23.0,34.0,3.0,0.52,22.0,3.0
77,08t,2019-10-04,05:00:00,22.0,46.0,3.0,0.6,22.0,4.0
78,08t,2019-10-04,06:00:00,26.0,50.0,3.0,0.66,20.0,11.0
79,08t,2019-10-04,07:00:00,39.0,61.0,4.0,0.62,19.0,10.0
80,08t,2019-10-04,08:00:00,42.0,62.0,,,,
81,08t,2019-10-04,09:00:00,36.0,55.0,16.0,0.47,22.0,4.0
82,08t,2019-10-04,10:00:00,38.0,63.0,17.0,0.37,23.0,2.0
83,08t,2019-10-04,11:00:00,37.0,52.0,35.0,0.37,19.0,2.0
84,08t,2019-10-04,12:00:00,40.0,56.0,24.0,0.28,13.0,2.0
85,08t,2019-10-04,13:00:00,27.0,38.0,16.0,0.5,26.0,2.0
86,08t,2019-10-04,14:00:00,26.0,37.0,8.0,0.7,40.0,3.0
87,08t,2019-10-04,15:00:00,34.0,54.0,15.0,0.58,34.0,3.0
88,08t,2019-10-04,16:00:00,39.0,45.0,21.0,0.27,10.0,4.0
89,08t,2019-10-04,17:00:00,26.0,32.0,16.0,0.28,8.0,3.0
90,08t,2019-10-04,18:00:00,27.0,32.0,9.0,0.37,15.0,1.0
91,08t,2019-10-04,19:00:00,25.0,33.0,6.0,0.4,18.0,2.0
92,08t,2019-10-04,20:00:00,26.0,45.0,3.0,0.58,25.0,2.0
93,08t,2019-10-04,21:00:00,36.0,66.0,3.0,0.6,25.0,2.0
94,08t,2019-10-04,22:00:00,37.0,67.0,3.0,0.6,24.0,3.0
95,08t,2019-10-04,23:00:00,37.0,68.0,5.0,0.62,20.0,2.0
96,10t,2019-10-04,00:00:00,20.0,26.0,5.0,,26.0,
97,10t,2019-10-04,01:00:00,22.0,33.0,5.0,,28.0,
98,10t,2019-10-04,02:00:00,20.0,30.0,4.0,,28.0,
99,10t,2019-10-04,03:00:00,18.0,24.0,5.0,,28.0,
100,10t,2019-10-04,04:00:00,19.0,30.0,5.0,,22.0,
101,10t,2019-10-04,05:00:00,21.0,37.0,5.0,,17.0,
102,10t,2019-10-04,06:00:00,22.0,33.0,4.0,,16.0,
103,10t,2019-10-04,07:00:00,23.0,41.0,5.0,,17.0,
104,10t,2019-10-04,08:00:00,20.0,42.0,8.0,,18.0,
105,10t,2019-10-04,09:00:00,21.0,39.0,11.0,,15.0,
106,10t,2019-10-04,10:00:00,22.0,37.0,19.0,,13.0,
107,10t,2019-10-04,11:00:00,22.0,34.0,29.0,,13.0,
108,10t,2019-10-04,12:00:00,20.0,40.0,25.0,,16.0,
109,10t,2019-10-04,13:00:00,14.0,27.0,17.0,,27.0,
110,10t,2019-10-04,14:00:00,13.0,25.0,17.0,,31.0,
111,10t,2019-10-04,15:00:00,16.0,24.0,23.0,,27.0,
112,10t,2019-10-04,16:00:00,18.0,29.0,22.0,,20.0,
113,10t,2019-10-04,17:00:00,20.0,32.0,20.0,,14.0,
114,10t,2019-10-04,18:00:00,26.0,37.0,16.0,,19.0,
115,10t,2019-10-04,19:00:00,38.0,59.0,8.0,,28.0,
116,10t,2019-10-04,20:00:00,46.0,71.0,5.0,,28.0,
117,10t,2019-10-04,21:00:00,43.0,58.0,4.0,,,
118,10t,2019-10-04,22:00:00,36.0,46.0,,,23.0,
119,10t,2019-10-04,23:00:00,32.0,46.0,6.0,,21.0,
120,11t,2019-10-04,00:00:00,13.0,20.0,5.0,,,9.0
121,11t,2019-10-04,01:00:00,15.0,26.0,8.0,,,9.0
122,11t,2019-10-04,02:00:00,15.0,27.0,4.0,,,9.0
123,11t,2019-10-04,03:00:00,15.0,29.0,2.0,,,9.0
124,11t,2019-10-04,04:00:00,16.0,33.0,3.0,,,9.0
125,11t,2019-10-04,05:00:00,19.0,45.0,3.0,,,9.0
126,11t,2019-10-04,06:00:00,25.0,58.0,3.0,,,9.0
127,11t,2019-10-04,07:00:00,28.0,61.0,4.0,,,10.0
128,11t,2019-10-04,08:00:00,29.0,50.0,8.0,,,10.0
129,11t,2019-10-04,09:00:00,26.0,39.0,11.0,,,10.0
130,11t,2019-10-04,10:00:00,23.0,34.0,16.0,,,10.0
131,11t,2019-10-04,11:00:00,24.0,35.0,24.0,,,10.0
132,11t,2019-10-04,12:00:00,25.0,46.0,30.0,,,8.0
133,11t,2019-10-04,13:00:00,21.0,54.0,23.0,,,8.0
134,11t,2019-10-04,14:00:00,16.0,38.0,13.0,,,8.0
135,11t,2019-10-04,15:00:00,16.0,33.0,14.0,,,9.0
136,11t,2019-10-04,16:00:00,21.0,35.0,22.0,,,9.0
137,11t,2019-10-04,17:00:00,26.0,41.0,13.0,,,9.0
138,11t,2019-10-04,18:00:00,27.0,51.0,10.0,,,9.0
139,11t,2019-10-04,19:00:00,32.0,66.0,3.0,,,9.0
140,11t,2019-10-04,20:00:00,38.0,81.0,2.0,,,9.0
141,11t,2019-10-04,21:00:00,42.0,86.0,2.0,,,9.0
142,11t,2019-10-04,22:00:00,43.0,82.0,2.0,,,9.0
143,11t,2019-10-04,23:00:00,39.0,81.0,2.0,,,9.0
144,12t,2019-10-04,00:00:00,14.0,45.0,10.0,0.21,18.0,3.0
145,12t,2019-10-04,01:00:00,8.0,43.0,6.0,,,
146,12t,2019-10-04,02:00:00,8.0,39.0,5.0,0.41,25.0,3.0
147,12t,2019-10-04,03:00:00,12.0,40.0,1.0,0.54,30.0,4.0
148,12t,2019-10-04,04:00:00,17.0,47.0,1.0,0.64,30.0,5.0
149,12t,2019-10-04,05:00:00,23.0,48.0,1.0,0.68,33.0,4.0
150,12t,2019-10-04,06:00:00,26.0,54.0,1.0,0.69,30.0,3.0
151,12t,2019-10-04,07:00:00,26.0,58.0,2.0,0.59,29.0,3.0
152,12t,2019-10-04,08:00:00,25.0,52.0,4.0,0.47,29.0,3.0
153,12t,2019-10-04,09:00:00,24.0,59.0,9.0,0.36,23.0,3.0
154,12t,2019-10-04,10:00:00,23.0,56.0,19.0,0.29,33.0,3.0
155,12t,2019-10-04,11:00:00,25.0,60.0,20.0,0.33,46.0,3.0
156,12t,2019-10-04,12:00:00,29.0,59.0,27.0,0.27,23.0,3.0
157,12t,2019-10-04,13:00:00,27.0,55.0,,0.53,29.0,2.0
158,12t,2019-10-04,14:00:00,19.0,42.0,4.0,0.89,48.0,3.0
159,12t,2019-10-04,15:00:00,19.0,40.0,7.0,1.04,53.0,3.0
160,12t,2019-10-04,16:00:00,25.0,50.0,8.0,0.32,35.0,3.0
161,12t,2019-10-04,17:00:00,26.0,55.0,1.0,0.62,35.0,3.0
162,12t,2019-10-04,18:00:00,24.0,51.0,,0.68,36.0,3.0
163,12t,2019-10-04,19:00:00,26.0,57.0,,0.88,50.0,4.0
164,12t,2019-10-04,20:00:00,36.0,54.0,,0.77,36.0,4.0
165,12t,2019-10-04,21:00:00,39.0,59.0,,0.78,32.0,3.0
166,12t,2019-10-04,22:00:00,39.0,60.0,1.0,0.62,29.0,3.0
167,12t,2019-10-04,23:00:00,33.0,78.0,1.0,,,
168,13t,2019-10-04,00:00:00,8.0,27.0,11.0,0.41,15.0,4.0
169,13t,2019-10-04,01:00:00,10.0,23.0,15.0,0.32,9.0,3.0
170,13t,2019-10-04,02:00:00,10.0,20.0,13.0,0.38,10.0,3.0
171,13t,2019-10-04,03:00:00,12.0,24.0,,,,
172,13t,2019-10-04,04:00:00,12.0,25.0,1.0,0.6,,3.0
173,13t,2019-10-04,05:00:00,27.0,46.0,1.0,0.9,,4.0
174,13t,2019-10-04,06:00:00,29.0,54.0,1.0,1.0,,4.0
175,13t,2019-10-04,07:00:00,21.0,44.0,2.0,1.1,,4.0
176,13t,2019-10-04,08:00:00,28.0,58.0,5.0,1.3,,4.0
177,13t,2019-10-04,09:00:00,36.0,68.0,9.0,1.12,39.0,5.0
178,13t,2019-10-04,10:00:00,30.0,57.0,20.0,0.9,,5.0
179,13t,2019-10-04,11:00:00,28.0,43.0,37.0,0.7,,4.0
180,13t,2019-10-04,12:00:00,24.0,37.0,40.0,0.6,,4.0
181,13t,2019-10-04,13:00:00,,,20.0,0.7,,4.0
182,13t,2019-10-04,14:00:00,22.0,34.0,,1.2,,4.0
183,13t,2019-10-04,15:00:00,29.0,45.0,7.0,1.17,47.0,4.0
184,13t,2019-10-04,16:00:00,27.0,42.0,17.0,1.17,42.0,4.0
