,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-03-10,00:00:00,,,,,,
1,02t,2019-03-10,01:00:00,,,,,,
2,02t,2019-03-10,02:00:00,,,,,,
3,02t,2019-03-10,03:00:00,,,,,,
4,02t,2019-03-10,04:00:00,,,,,,
5,02t,2019-03-10,05:00:00,,,,,,
6,02t,2019-03-10,06:00:00,,,,,,
7,02t,2019-03-10,07:00:00,,,,,,
8,02t,2019-03-10,08:00:00,,,,,,
9,02t,2019-03-10,09:00:00,,,,,,
10,02t,2019-03-10,10:00:00,,,,,,
11,02t,2019-03-10,11:00:00,,,,,,
12,02t,2019-03-10,12:00:00,,,,,,
13,02t,2019-03-10,13:00:00,,,,,,
14,02t,2019-03-10,14:00:00,,,,,,
15,02t,2019-03-10,15:00:00,,,,,,
16,02t,2019-03-10,16:00:00,,,,,,
17,02t,2019-03-10,17:00:00,,,,,,
18,02t,2019-03-10,18:00:00,,,,,,
19,02t,2019-03-10,19:00:00,,,,,,
20,02t,2019-03-10,20:00:00,,,,,,
21,02t,2019-03-10,21:00:00,,,,,,
22,02t,2019-03-10,22:00:00,,,,,,
23,02t,2019-03-10,23:00:00,,,,,,
24,03t,2019-03-10,00:00:00,15.0,32.0,11.0,0.58,19.0,
25,03t,2019-03-10,01:00:00,22.0,26.0,10.0,0.54,19.0,
26,03t,2019-03-10,02:00:00,18.0,26.0,7.0,0.6,23.0,
27,03t,2019-03-10,03:00:00,16.0,30.0,,,,
28,03t,2019-03-10,04:00:00,13.0,25.0,5.0,0.63,30.0,
29,03t,2019-03-10,05:00:00,20.0,37.0,4.0,0.7,33.0,
30,03t,2019-03-10,06:00:00,24.0,41.0,2.0,0.95,39.0,
31,03t,2019-03-10,07:00:00,28.0,56.0,3.0,0.95,37.0,
32,03t,2019-03-10,08:00:00,18.0,55.0,6.0,0.79,30.0,
33,03t,2019-03-10,09:00:00,20.0,45.0,7.0,0.7,33.0,
34,03t,2019-03-10,10:00:00,28.0,45.0,11.0,0.73,26.0,
35,03t,2019-03-10,11:00:00,20.0,47.0,12.0,0.74,24.0,
36,03t,2019-03-10,12:00:00,19.0,34.0,14.0,0.67,27.0,
37,03t,2019-03-10,13:00:00,19.0,37.0,14.0,0.66,26.0,
38,03t,2019-03-10,14:00:00,24.0,40.0,14.0,0.7,24.0,
39,03t,2019-03-10,15:00:00,29.0,39.0,11.0,0.74,27.0,
40,03t,2019-03-10,16:00:00,19.0,39.0,9.0,0.77,29.0,
41,03t,2019-03-10,17:00:00,18.0,49.0,8.0,0.76,29.0,
42,03t,2019-03-10,18:00:00,19.0,45.0,4.0,0.93,35.0,
43,03t,2019-03-10,19:00:00,26.0,49.0,6.0,0.91,30.0,
44,03t,2019-03-10,20:00:00,24.0,45.0,5.0,0.77,26.0,
45,03t,2019-03-10,21:00:00,28.0,40.0,7.0,0.66,25.0,
46,03t,2019-03-10,22:00:00,27.0,36.0,6.0,0.74,24.0,
47,03t,2019-03-10,23:00:00,25.0,32.0,9.0,0.64,17.0,
48,05t,2019-03-10,00:00:00,8.0,19.0,27.0,0.14,2.0,
