,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-01-18,00:00:00,,,,,,
1,02t,2019-01-18,01:00:00,,,,,,
2,02t,2019-01-18,02:00:00,,,,,,
3,02t,2019-01-18,03:00:00,,,,,,
4,02t,2019-01-18,04:00:00,,,,,,
5,02t,2019-01-18,05:00:00,,,,,,
6,02t,2019-01-18,06:00:00,,,,,,
7,02t,2019-01-18,07:00:00,,,,,,
8,02t,2019-01-18,08:00:00,,,,,,
9,02t,2019-01-18,09:00:00,,,,,,
10,02t,2019-01-18,10:00:00,,,,,,
11,02t,2019-01-18,11:00:00,,,,,,
12,02t,2019-01-18,12:00:00,,,,,,
13,02t,2019-01-18,13:00:00,,,,,,
14,02t,2019-01-18,14:00:00,,,,,,
15,02t,2019-01-18,15:00:00,,,,,,
16,02t,2019-01-18,16:00:00,,,,,,
17,02t,2019-01-18,17:00:00,,,,,,
18,02t,2019-01-18,18:00:00,,,,,,
19,02t,2019-01-18,19:00:00,,,,,,
20,02t,2019-01-18,20:00:00,,,,,,
21,02t,2019-01-18,21:00:00,,,,,,
22,02t,2019-01-18,22:00:00,,,,,,
23,02t,2019-01-18,23:00:00,,,,,,
24,03t,2019-01-18,00:00:00,55.0,82.0,9.0,1.68,40.0,
25,03t,2019-01-18,01:00:00,54.0,77.0,5.0,1.7,45.0,
26,03t,2019-01-18,02:00:00,53.0,79.0,18.0,1.58,25.0,
27,03t,2019-01-18,03:00:00,49.0,64.0,23.0,1.55,19.0,
28,03t,2019-01-18,04:00:00,37.0,53.0,22.0,1.53,19.0,
29,03t,2019-01-18,05:00:00,29.0,49.0,17.0,1.51,24.0,
30,03t,2019-01-18,06:00:00,25.0,46.0,11.0,1.68,29.0,
31,03t,2019-01-18,07:00:00,25.0,50.0,12.0,1.76,32.0,
32,03t,2019-01-18,08:00:00,26.0,55.0,,,,
33,03t,2019-01-18,09:00:00,22.0,54.0,23.0,1.58,23.0,
34,03t,2019-01-18,10:00:00,23.0,47.0,25.0,1.66,24.0,
35,03t,2019-01-18,11:00:00,23.0,52.0,35.0,1.63,18.0,
36,03t,2019-01-18,12:00:00,24.0,51.0,35.0,1.6,19.0,
37,03t,2019-01-18,13:00:00,22.0,48.0,41.0,1.59,21.0,
38,03t,2019-01-18,14:00:00,26.0,42.0,44.0,1.7,32.0,
39,03t,2019-01-18,15:00:00,27.0,62.0,30.0,1.9,67.0,
40,03t,2019-01-18,16:00:00,29.0,96.0,31.0,1.87,59.0,
41,03t,2019-01-18,17:00:00,37.0,91.0,38.0,1.71,40.0,
42,03t,2019-01-18,18:00:00,42.0,70.0,22.0,1.83,44.0,
43,03t,2019-01-18,19:00:00,38.0,77.0,15.0,1.87,44.0,
44,03t,2019-01-18,20:00:00,38.0,75.0,15.0,1.83,37.0,
45,03t,2019-01-18,21:00:00,38.0,70.0,12.0,1.77,39.0,
46,03t,2019-01-18,22:00:00,46.0,74.0,5.0,1.88,41.0,
47,03t,2019-01-18,23:00:00,49.0,77.0,3.0,1.88,41.0,
48,05t,2019-01-18,00:00:00,51.0,85.0,16.0,0.77,31.0,3.0
49,05t,2019-01-18,01:00:00,40.0,73.0,16.0,0.81,32.0,3.0
50,05t,2019-01-18,02:00:00,46.0,81.0,,,,
51,05t,2019-01-18,03:00:00,22.0,49.0,25.0,0.71,19.0,3.0
52,05t,2019-01-18,04:00:00,16.0,46.0,25.0,0.69,16.0,2.0
53,05t,2019-01-18,05:00:00,20.0,41.0,23.0,0.71,18.0,2.0
54,05t,2019-01-18,06:00:00,15.0,40.0,20.0,0.76,23.0,3.0
55,05t,2019-01-18,07:00:00,14.0,50.0,15.0,0.87,30.0,3.0
56,05t,2019-01-18,08:00:00,20.0,52.0,22.0,0.87,24.0,3.0
57,05t,2019-01-18,09:00:00,16.0,53.0,26.0,0.81,21.0,5.0
58,05t,2019-01-18,10:00:00,20.0,50.0,32.0,0.86,17.0,3.0
59,05t,2019-01-18,11:00:00,20.0,53.0,33.0,0.83,17.0,2.0
60,05t,2019-01-18,12:00:00,11.0,52.0,40.0,0.8,19.0,2.0
61,05t,2019-01-18,13:00:00,22.0,57.0,53.0,0.79,13.0,3.0
62,05t,2019-01-18,14:00:00,22.0,51.0,58.0,0.74,10.0,3.0
63,05t,2019-01-18,15:00:00,24.0,50.0,63.0,0.71,9.0,3.0
64,05t,2019-01-18,16:00:00,23.0,51.0,57.0,0.75,12.0,2.0
65,05t,2019-01-18,17:00:00,25.0,53.0,46.0,0.88,29.0,3.0
66,05t,2019-01-18,18:00:00,30.0,67.0,32.0,1.1,48.0,3.0
67,05t,2019-01-18,19:00:00,33.0,82.0,14.0,1.21,62.0,4.0
68,05t,2019-01-18,20:00:00,38.0,89.0,10.0,1.19,61.0,5.0
69,05t,2019-01-18,21:00:00,34.0,85.0,7.0,1.19,61.0,4.0
70,05t,2019-01-18,22:00:00,33.0,79.0,2.0,1.26,66.0,6.0
71,05t,2019-01-18,23:00:00,35.0,83.0,3.0,1.15,58.0,6.0
72,08t,2019-01-18,00:00:00,56.0,107.0,3.0,0.68,39.0,1.0
73,08t,2019-01-18,01:00:00,57.0,81.0,18.0,0.6,21.0,
74,08t,2019-01-18,02:00:00,51.0,100.0,25.0,0.59,15.0,
75,08t,2019-01-18,03:00:00,38.0,86.0,23.0,0.57,16.0,
76,08t,2019-01-18,04:00:00,32.0,70.0,26.0,0.57,13.0,
77,08t,2019-01-18,05:00:00,27.0,69.0,27.0,0.6,11.0,
78,08t,2019-01-18,06:00:00,29.0,58.0,22.0,0.64,17.0,
79,08t,2019-01-18,07:00:00,31.0,73.0,16.0,0.78,25.0,
80,08t,2019-01-18,08:00:00,32.0,78.0,18.0,0.77,24.0,1.0
81,08t,2019-01-18,09:00:00,34.0,85.0,23.0,0.7,22.0,
82,08t,2019-01-18,10:00:00,27.0,100.0,31.0,0.67,16.0,
83,08t,2019-01-18,11:00:00,35.0,89.0,33.0,0.67,14.0,
84,08t,2019-01-18,12:00:00,30.0,84.0,42.0,0.63,11.0,
85,08t,2019-01-18,13:00:00,28.0,78.0,49.0,0.6,13.0,
86,08t,2019-01-18,14:00:00,30.0,66.0,55.0,0.59,16.0,
87,08t,2019-01-18,15:00:00,34.0,75.0,,,,
88,08t,2019-01-18,16:00:00,31.0,70.0,54.0,0.65,21.0,1.0
89,08t,2019-01-18,17:00:00,37.0,83.0,49.0,0.9,33.0,1.0
90,08t,2019-01-18,18:00:00,46.0,106.0,34.0,0.92,34.0,1.0
91,08t,2019-01-18,19:00:00,38.0,103.0,18.0,1.0,43.0,1.0
92,08t,2019-01-18,20:00:00,45.0,101.0,9.0,1.06,49.0,1.0
93,08t,2019-01-18,21:00:00,49.0,102.0,5.0,1.04,48.0,1.0
94,08t,2019-01-18,22:00:00,50.0,106.0,3.0,0.98,46.0,1.0
95,08t,2019-01-18,23:00:00,48.0,104.0,1.0,0.98,47.0,1.0
96,10t,2019-01-18,00:00:00,51.0,68.0,6.0,,40.0,
97,10t,2019-01-18,01:00:00,47.0,67.0,15.0,,28.0,
98,10t,2019-01-18,02:00:00,47.0,70.0,27.0,,14.0,
99,10t,2019-01-18,03:00:00,37.0,50.0,26.0,,12.0,
100,10t,2019-01-18,04:00:00,29.0,38.0,25.0,,12.0,
101,10t,2019-01-18,05:00:00,25.0,41.0,21.0,,15.0,
102,10t,2019-01-18,06:00:00,24.0,43.0,17.0,,19.0,
103,10t,2019-01-18,07:00:00,22.0,36.0,18.0,,19.0,
104,10t,2019-01-18,08:00:00,22.0,37.0,24.0,,,
105,10t,2019-01-18,09:00:00,21.0,38.0,,,12.0,
106,10t,2019-01-18,10:00:00,20.0,37.0,33.0,,10.0,
107,10t,2019-01-18,11:00:00,16.0,37.0,35.0,,9.0,
108,10t,2019-01-18,12:00:00,15.0,37.0,39.0,,8.0,
109,10t,2019-01-18,13:00:00,16.0,35.0,44.0,,8.0,
110,10t,2019-01-18,14:00:00,22.0,40.0,47.0,,7.0,
111,10t,2019-01-18,15:00:00,24.0,37.0,48.0,,6.0,
112,10t,2019-01-18,16:00:00,25.0,38.0,46.0,,10.0,
113,10t,2019-01-18,17:00:00,28.0,41.0,39.0,,29.0,
114,10t,2019-01-18,18:00:00,33.0,73.0,26.0,,37.0,
115,10t,2019-01-18,19:00:00,41.0,71.0,18.0,,37.0,
116,10t,2019-01-18,20:00:00,43.0,67.0,14.0,,37.0,
117,10t,2019-01-18,21:00:00,43.0,71.0,11.0,,35.0,
118,10t,2019-01-18,22:00:00,44.0,66.0,9.0,,34.0,
119,10t,2019-01-18,23:00:00,46.0,63.0,7.0,,35.0,
120,11t,2019-01-18,00:00:00,47.0,,11.0,,,
121,11t,2019-01-18,01:00:00,44.0,,17.0,,,
122,11t,2019-01-18,02:00:00,42.0,,30.0,,,
123,11t,2019-01-18,03:00:00,37.0,,30.0,,,
124,11t,2019-01-18,04:00:00,30.0,,30.0,,,
125,11t,2019-01-18,05:00:00,27.0,,17.0,,,
126,11t,2019-01-18,06:00:00,26.0,,9.0,,,
127,11t,2019-01-18,07:00:00,26.0,,9.0,,,
128,11t,2019-01-18,08:00:00,26.0,,14.0,,,
129,11t,2019-01-18,09:00:00,22.0,,18.0,,,
130,11t,2019-01-18,10:00:00,19.0,,23.0,,,
131,11t,2019-01-18,11:00:00,16.0,,28.0,,,
132,11t,2019-01-18,12:00:00,17.0,,32.0,,,
133,11t,2019-01-18,13:00:00,20.0,,40.0,,,
134,11t,2019-01-18,14:00:00,24.0,,46.0,,,
135,11t,2019-01-18,15:00:00,27.0,,62.0,,,
136,11t,2019-01-18,16:00:00,27.0,,71.0,,,
137,11t,2019-01-18,17:00:00,30.0,,51.0,,,
138,11t,2019-01-18,18:00:00,36.0,,32.0,,,
