,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-02-12,00:00:00,,,,,,
1,02t,2019-02-12,01:00:00,,,,,,
2,02t,2019-02-12,02:00:00,,,,,,
3,02t,2019-02-12,03:00:00,,,,,,
4,02t,2019-02-12,04:00:00,,,,,,
5,02t,2019-02-12,05:00:00,,,,,,
6,02t,2019-02-12,06:00:00,,,,,,
7,02t,2019-02-12,07:00:00,,,,,,
8,02t,2019-02-12,08:00:00,,,,,,
9,02t,2019-02-12,09:00:00,,,,,,
10,02t,2019-02-12,10:00:00,,,,,,
11,02t,2019-02-12,11:00:00,,,,,,
12,02t,2019-02-12,12:00:00,,,,,,
13,02t,2019-02-12,13:00:00,,,,,,
14,02t,2019-02-12,14:00:00,,,,,,
15,02t,2019-02-12,15:00:00,,,,,,
16,02t,2019-02-12,16:00:00,,,,,,
17,02t,2019-02-12,17:00:00,,,,,,
18,02t,2019-02-12,18:00:00,,,,,,
19,02t,2019-02-12,19:00:00,,,,,,
20,02t,2019-02-12,20:00:00,,,,,,
21,02t,2019-02-12,21:00:00,,,,,,
22,02t,2019-02-12,22:00:00,,,,,,
23,02t,2019-02-12,23:00:00,,,,,,
24,03t,2019-02-12,00:00:00,38.0,46.0,7.0,0.41,29.0,
25,03t,2019-02-12,01:00:00,31.0,57.0,4.0,0.37,34.0,
26,03t,2019-02-12,02:00:00,27.0,43.0,1.0,0.43,36.0,
27,03t,2019-02-12,03:00:00,27.0,45.0,1.0,0.55,37.0,
28,03t,2019-02-12,04:00:00,41.0,50.0,1.0,0.66,41.0,
29,03t,2019-02-12,05:00:00,51.0,66.0,1.0,0.66,44.0,
30,03t,2019-02-12,06:00:00,44.0,72.0,,,,
31,03t,2019-02-12,07:00:00,38.0,47.0,1.0,1.03,43.0,
32,03t,2019-02-12,08:00:00,40.0,76.0,3.0,0.84,46.0,
33,03t,2019-02-12,09:00:00,38.0,66.0,12.0,0.43,27.0,
34,03t,2019-02-12,10:00:00,27.0,48.0,21.0,0.42,18.0,
35,03t,2019-02-12,11:00:00,35.0,40.0,9.0,0.67,51.0,
36,03t,2019-02-12,12:00:00,34.0,75.0,8.0,0.73,67.0,
37,03t,2019-02-12,13:00:00,41.0,85.0,15.0,0.59,63.0,
38,03t,2019-02-12,14:00:00,43.0,74.0,11.0,0.72,75.0,
39,03t,2019-02-12,15:00:00,43.0,75.0,12.0,0.83,86.0,
40,03t,2019-02-12,16:00:00,45.0,87.0,10.0,0.81,85.0,
41,03t,2019-02-12,17:00:00,51.0,91.0,7.0,0.91,89.0,
42,03t,2019-02-12,18:00:00,54.0,89.0,4.0,1.02,84.0,
43,03t,2019-02-12,19:00:00,58.0,102.0,3.0,1.02,69.0,
44,03t,2019-02-12,20:00:00,57.0,99.0,2.0,1.05,64.0,
45,03t,2019-02-12,21:00:00,57.0,96.0,2.0,0.85,54.0,
46,03t,2019-02-12,22:00:00,54.0,75.0,2.0,0.66,42.0,
47,03t,2019-02-12,23:00:00,43.0,52.0,1.0,0.68,43.0,
48,05t,2019-02-12,00:00:00,10.0,28.0,31.0,0.13,3.0,
49,05t,2019-02-12,01:00:00,15.0,20.0,28.0,0.15,4.0,
50,05t,2019-02-12,02:00:00,11.0,25.0,27.0,0.14,5.0,
51,05t,2019-02-12,03:00:00,15.0,26.0,25.0,0.15,7.0,
52,05t,2019-02-12,04:00:00,12.0,22.0,20.0,0.19,10.0,
53,05t,2019-02-12,05:00:00,11.0,19.0,11.0,0.25,18.0,1.0
54,05t,2019-02-12,06:00:00,13.0,28.0,7.0,0.57,23.0,1.0
55,05t,2019-02-12,07:00:00,18.0,33.0,7.0,0.73,30.0,1.0
56,05t,2019-02-12,08:00:00,21.0,40.0,15.0,0.51,25.0,1.0
57,05t,2019-02-12,09:00:00,19.0,45.0,21.0,0.26,18.0,1.0
58,05t,2019-02-12,10:00:00,14.0,36.0,25.0,0.28,20.0,1.0
59,05t,2019-02-12,11:00:00,14.0,45.0,38.0,0.29,21.0,1.0
60,05t,2019-02-12,12:00:00,23.0,49.0,59.0,0.26,12.0,
61,05t,2019-02-12,13:00:00,27.0,53.0,75.0,0.25,8.0,
62,05t,2019-02-12,14:00:00,35.0,60.0,77.0,0.28,11.0,1.0
63,05t,2019-02-12,15:00:00,34.0,58.0,86.0,0.29,15.0,2.0
64,05t,2019-02-12,16:00:00,35.0,64.0,72.0,0.32,25.0,1.0
65,05t,2019-02-12,17:00:00,38.0,69.0,63.0,0.36,24.0,1.0
66,05t,2019-02-12,18:00:00,39.0,67.0,40.0,0.55,42.0,2.0
67,05t,2019-02-12,19:00:00,38.0,73.0,,,,
68,05t,2019-02-12,20:00:00,52.0,99.0,20.0,0.66,49.0,5.0
69,05t,2019-02-12,21:00:00,44.0,82.0,25.0,0.33,22.0,1.0
70,05t,2019-02-12,22:00:00,22.0,43.0,21.0,0.31,20.0,1.0
71,05t,2019-02-12,23:00:00,16.0,35.0,20.0,0.3,19.0,1.0
72,08t,2019-02-12,00:00:00,31.0,63.0,10.0,,21.0,2.0
73,08t,2019-02-12,01:00:00,25.0,50.0,12.0,,19.0,1.0
74,08t,2019-02-12,02:00:00,28.0,56.0,6.0,,24.0,1.0
75,08t,2019-02-12,03:00:00,33.0,51.0,5.0,0.04,26.0,1.0
76,08t,2019-02-12,04:00:00,29.0,63.0,2.0,0.01,31.0,4.0
77,08t,2019-02-12,05:00:00,30.0,59.0,,0.09,32.0,6.0
78,08t,2019-02-12,06:00:00,35.0,68.0,,0.07,28.0,4.0
79,08t,2019-02-12,07:00:00,36.0,68.0,1.0,0.26,29.0,3.0
80,08t,2019-02-12,08:00:00,47.0,84.0,13.0,0.02,16.0,2.0
81,08t,2019-02-12,09:00:00,29.0,53.0,18.0,0.04,15.0,2.0
82,08t,2019-02-12,10:00:00,32.0,67.0,26.0,0.07,16.0,1.0
83,08t,2019-02-12,11:00:00,36.0,67.0,33.0,0.1,20.0,
84,08t,2019-02-12,12:00:00,40.0,76.0,52.0,0.05,14.0,
85,08t,2019-02-12,13:00:00,44.0,79.0,,,,
86,08t,2019-02-12,14:00:00,49.0,86.0,77.0,0.07,15.0,1.0
87,08t,2019-02-12,15:00:00,52.0,92.0,84.0,0.05,15.0,
88,08t,2019-02-12,16:00:00,48.0,97.0,77.0,0.07,14.0,
89,08t,2019-02-12,17:00:00,48.0,,59.0,0.08,21.0,
90,08t,2019-02-12,18:00:00,54.0,93.0,50.0,0.1,18.0,
91,08t,2019-02-12,19:00:00,47.0,80.0,39.0,0.25,20.0,
92,08t,2019-02-12,20:00:00,48.0,86.0,28.0,0.23,24.0,
93,08t,2019-02-12,21:00:00,49.0,82.0,23.0,0.08,19.0,
94,08t,2019-02-12,22:00:00,40.0,64.0,17.0,0.07,16.0,
95,08t,2019-02-12,23:00:00,29.0,48.0,15.0,0.02,12.0,
96,10t,2019-02-12,00:00:00,21.0,30.0,20.0,,9.0,
97,10t,2019-02-12,01:00:00,13.0,19.0,19.0,,8.0,
98,10t,2019-02-12,02:00:00,11.0,23.0,17.0,,10.0,
99,10t,2019-02-12,03:00:00,6.0,25.0,16.0,,11.0,
100,10t,2019-02-12,04:00:00,5.0,26.0,14.0,,14.0,
101,10t,2019-02-12,05:00:00,9.0,29.0,6.0,,22.0,
102,10t,2019-02-12,06:00:00,16.0,28.0,4.0,,24.0,
103,10t,2019-02-12,07:00:00,23.0,41.0,5.0,,27.0,
104,10t,2019-02-12,08:00:00,24.0,44.0,8.0,,,
105,10t,2019-02-12,09:00:00,21.0,33.0,,,22.0,
106,10t,2019-02-12,10:00:00,20.0,49.0,18.0,,16.0,
107,10t,2019-02-12,11:00:00,19.0,54.0,36.0,,11.0,
108,10t,2019-02-12,12:00:00,21.0,51.0,49.0,,8.0,
109,10t,2019-02-12,13:00:00,24.0,51.0,55.0,,8.0,
110,10t,2019-02-12,14:00:00,27.0,54.0,61.0,,6.0,
111,10t,2019-02-12,15:00:00,30.0,54.0,62.0,,7.0,
112,10t,2019-02-12,16:00:00,37.0,59.0,64.0,,7.0,
113,10t,2019-02-12,17:00:00,45.0,54.0,58.0,,16.0,
114,10t,2019-02-12,18:00:00,38.0,63.0,44.0,,33.0,
115,10t,2019-02-12,19:00:00,37.0,69.0,25.0,,47.0,
116,10t,2019-02-12,20:00:00,38.0,71.0,16.0,,51.0,
117,10t,2019-02-12,21:00:00,36.0,70.0,14.0,,42.0,
118,10t,2019-02-12,22:00:00,39.0,62.0,12.0,,36.0,
119,10t,2019-02-12,23:00:00,41.0,56.0,7.0,,38.0,
120,11t,2019-02-12,00:00:00,24.0,,23.0,,,2.0
121,11t,2019-02-12,01:00:00,23.0,,24.0,,,2.0
122,11t,2019-02-12,02:00:00,20.0,,24.0,,,2.0
123,11t,2019-02-12,03:00:00,19.0,,23.0,,,2.0
