,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-04-21,00:00:00,,,,,,
1,02t,2019-04-21,01:00:00,,,,,,
2,02t,2019-04-21,02:00:00,,,,,,
3,02t,2019-04-21,03:00:00,,,,,,
4,02t,2019-04-21,04:00:00,,,,,,
5,02t,2019-04-21,05:00:00,,,,,,
6,02t,2019-04-21,06:00:00,,,,,,
7,02t,2019-04-21,07:00:00,,,,,,
8,02t,2019-04-21,08:00:00,,,,,,
9,02t,2019-04-21,09:00:00,,,,,,
10,02t,2019-04-21,10:00:00,,,,,,
11,02t,2019-04-21,11:00:00,,,,,,
12,02t,2019-04-21,12:00:00,,,,,,
13,02t,2019-04-21,13:00:00,,,,,,
14,02t,2019-04-21,14:00:00,,,,,,
15,02t,2019-04-21,15:00:00,,,,,,
16,02t,2019-04-21,16:00:00,,,,,,
17,02t,2019-04-21,17:00:00,,,,,,
18,02t,2019-04-21,18:00:00,,,,,,
19,02t,2019-04-21,19:00:00,,,,,,
20,02t,2019-04-21,20:00:00,,,,,,
21,02t,2019-04-21,21:00:00,,,,,,
22,02t,2019-04-21,22:00:00,,,,,,
23,02t,2019-04-21,23:00:00,,,,,,
24,03t,2019-04-21,00:00:00,46.0,54.0,4.0,0.99,20.0,
25,03t,2019-04-21,01:00:00,31.0,46.0,9.0,0.89,17.0,
26,03t,2019-04-21,02:00:00,27.0,61.0,7.0,1.01,17.0,
27,03t,2019-04-21,03:00:00,24.0,39.0,8.0,1.0,18.0,
28,03t,2019-04-21,04:00:00,28.0,46.0,5.0,1.1,19.0,
29,03t,2019-04-21,05:00:00,34.0,66.0,6.0,1.05,27.0,
30,03t,2019-04-21,06:00:00,46.0,77.0,4.0,1.41,32.0,
31,03t,2019-04-21,07:00:00,52.0,103.0,,,,
32,03t,2019-04-21,08:00:00,54.0,89.0,3.0,1.36,29.0,
33,03t,2019-04-21,09:00:00,53.0,94.0,12.0,1.25,32.0,
34,03t,2019-04-21,10:00:00,55.0,99.0,13.0,1.27,29.0,
35,03t,2019-04-21,11:00:00,56.0,87.0,15.0,1.31,30.0,
