,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-03-12,00:00:00,,,,,,
1,02t,2019-03-12,01:00:00,,,,,,
2,02t,2019-03-12,02:00:00,,,,,,
3,02t,2019-03-12,03:00:00,,,,,,
4,02t,2019-03-12,04:00:00,,,,,,
5,02t,2019-03-12,05:00:00,,,,,,
6,02t,2019-03-12,06:00:00,,,,,,
7,02t,2019-03-12,07:00:00,,,,,,
8,02t,2019-03-12,08:00:00,,,,,,
9,02t,2019-03-12,09:00:00,,,,,,
10,02t,2019-03-12,10:00:00,,,,,,
11,02t,2019-03-12,11:00:00,,,,,,
12,02t,2019-03-12,12:00:00,,,,,,
13,02t,2019-03-12,13:00:00,,,,,,
14,02t,2019-03-12,14:00:00,,,,,,
15,02t,2019-03-12,15:00:00,,,,,,
16,02t,2019-03-12,16:00:00,,,,,,
17,02t,2019-03-12,17:00:00,,,,,,
18,02t,2019-03-12,18:00:00,,,,,,
19,02t,2019-03-12,19:00:00,,,,,,
20,02t,2019-03-12,20:00:00,,,,,,
21,02t,2019-03-12,21:00:00,,,,,,
22,02t,2019-03-12,22:00:00,,,,,,
23,02t,2019-03-12,23:00:00,,,,,,
24,03t,2019-03-12,00:00:00,35.0,41.0,1.0,0.74,27.0,
25,03t,2019-03-12,01:00:00,25.0,32.0,,,,
26,03t,2019-03-12,02:00:00,23.0,40.0,1.0,0.78,27.0,
27,03t,2019-03-12,03:00:00,31.0,38.0,1.0,0.83,28.0,
28,03t,2019-03-12,04:00:00,44.0,48.0,1.0,0.94,31.0,
29,03t,2019-03-12,05:00:00,48.0,70.0,1.0,1.09,39.0,
30,03t,2019-03-12,06:00:00,52.0,84.0,1.0,1.51,42.0,
31,03t,2019-03-12,07:00:00,62.0,107.0,2.0,1.88,44.0,
32,03t,2019-03-12,08:00:00,91.0,158.0,4.0,1.73,70.0,
33,03t,2019-03-12,09:00:00,104.0,183.0,9.0,1.44,94.0,
34,03t,2019-03-12,10:00:00,110.0,196.0,30.0,1.28,84.0,
35,03t,2019-03-12,11:00:00,108.0,154.0,31.0,1.16,102.0,
36,03t,2019-03-12,12:00:00,99.0,132.0,28.0,1.26,125.0,
37,03t,2019-03-12,13:00:00,101.0,156.0,26.0,1.16,109.0,
38,03t,2019-03-12,14:00:00,108.0,137.0,16.0,1.11,93.0,
39,03t,2019-03-12,15:00:00,92.0,106.0,14.0,1.14,85.0,
40,03t,2019-03-12,16:00:00,72.0,94.0,15.0,1.02,76.0,
41,03t,2019-03-12,17:00:00,65.0,84.0,7.0,1.04,70.0,
42,03t,2019-03-12,18:00:00,62.0,80.0,3.0,1.27,73.0,
43,03t,2019-03-12,19:00:00,59.0,100.0,3.0,1.11,55.0,
44,03t,2019-03-12,20:00:00,60.0,86.0,5.0,0.97,45.0,
45,03t,2019-03-12,21:00:00,58.0,72.0,5.0,0.75,42.0,
46,03t,2019-03-12,22:00:00,51.0,67.0,5.0,0.82,34.0,
47,03t,2019-03-12,23:00:00,44.0,52.0,5.0,0.76,30.0,
48,05t,2019-03-12,00:00:00,9.0,21.0,16.0,0.2,9.0,
49,05t,2019-03-12,01:00:00,15.0,23.0,14.0,0.21,10.0,
50,05t,2019-03-12,02:00:00,12.0,25.0,12.0,0.25,11.0,
51,05t,2019-03-12,03:00:00,13.0,25.0,14.0,0.21,8.0,
52,05t,2019-03-12,04:00:00,11.0,24.0,15.0,0.18,9.0,
53,05t,2019-03-12,05:00:00,18.0,31.0,11.0,0.26,12.0,
54,05t,2019-03-12,06:00:00,14.0,33.0,8.0,0.45,18.0,
55,05t,2019-03-12,07:00:00,20.0,33.0,6.0,0.91,21.0,1.0
56,05t,2019-03-12,08:00:00,27.0,48.0,20.0,0.45,10.0,
57,05t,2019-03-12,09:00:00,29.0,50.0,38.0,0.57,16.0,
58,05t,2019-03-12,10:00:00,68.0,92.0,65.0,0.56,26.0,4.0
59,05t,2019-03-12,11:00:00,104.0,129.0,92.0,0.43,15.0,4.0
60,05t,2019-03-12,12:00:00,,,105.0,0.51,17.0,4.0
61,05t,2019-03-12,13:00:00,68.0,94.0,99.0,0.5,11.0,3.0
62,05t,2019-03-12,14:00:00,66.0,91.0,95.0,0.43,9.0,2.0
63,05t,2019-03-12,15:00:00,52.0,79.0,,,,
64,05t,2019-03-12,16:00:00,49.0,67.0,54.0,0.29,13.0,2.0
65,05t,2019-03-12,17:00:00,28.0,43.0,38.0,0.32,20.0,2.0
66,05t,2019-03-12,18:00:00,26.0,54.0,32.0,0.41,30.0,1.0
67,05t,2019-03-12,19:00:00,24.0,49.0,34.0,0.4,17.0,
68,05t,2019-03-12,20:00:00,32.0,54.0,28.0,0.3,11.0,
69,05t,2019-03-12,21:00:00,23.0,43.0,30.0,0.25,6.0,
70,05t,2019-03-12,22:00:00,24.0,41.0,31.0,0.21,5.0,
71,05t,2019-03-12,23:00:00,17.0,42.0,23.0,0.24,4.0,
72,08t,2019-03-12,00:00:00,14.0,42.0,10.0,0.02,10.0,
73,08t,2019-03-12,01:00:00,16.0,33.0,12.0,0.02,7.0,1.0
74,08t,2019-03-12,02:00:00,25.0,37.0,12.0,0.01,5.0,
75,08t,2019-03-12,03:00:00,22.0,39.0,11.0,0.01,8.0,
76,08t,2019-03-12,04:00:00,13.0,33.0,10.0,0.04,9.0,
77,08t,2019-03-12,05:00:00,24.0,44.0,4.0,0.21,13.0,1.0
78,08t,2019-03-12,06:00:00,33.0,49.0,2.0,0.43,16.0,1.0
79,08t,2019-03-12,07:00:00,50.0,63.0,4.0,0.54,17.0,1.0
80,08t,2019-03-12,08:00:00,55.0,77.0,15.0,0.4,13.0,1.0
81,08t,2019-03-12,09:00:00,74.0,97.0,35.0,0.45,21.0,1.0
82,08t,2019-03-12,10:00:00,100.0,112.0,70.0,0.46,17.0,4.0
83,08t,2019-03-12,11:00:00,94.0,115.0,111.0,0.41,19.0,4.0
84,08t,2019-03-12,12:00:00,91.0,103.0,107.0,0.39,18.0,5.0
85,08t,2019-03-12,13:00:00,103.0,113.0,110.0,0.42,15.0,5.0
86,08t,2019-03-12,14:00:00,98.0,113.0,94.0,0.29,14.0,5.0
87,08t,2019-03-12,15:00:00,72.0,91.0,,,,
88,08t,2019-03-12,16:00:00,62.0,77.0,51.0,0.13,25.0,6.0
89,08t,2019-03-12,17:00:00,49.0,69.0,43.0,0.1,17.0,4.0
90,08t,2019-03-12,18:00:00,45.0,59.0,22.0,0.2,37.0,6.0
91,08t,2019-03-12,19:00:00,60.0,72.0,26.0,0.16,22.0,2.0
