,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-03-23,00:00:00,,,,,,
1,02t,2019-03-23,01:00:00,,,,,,
2,02t,2019-03-23,02:00:00,,,,,,
3,02t,2019-03-23,03:00:00,,,,,,
4,02t,2019-03-23,04:00:00,,,,,,
5,02t,2019-03-23,05:00:00,,,,,,
6,02t,2019-03-23,06:00:00,,,,,,
7,02t,2019-03-23,07:00:00,,,,,,
8,02t,2019-03-23,08:00:00,,,,,,
9,02t,2019-03-23,09:00:00,,,,,,
10,02t,2019-03-23,10:00:00,,,,,,
11,02t,2019-03-23,11:00:00,,,,,,
12,02t,2019-03-23,12:00:00,,,,,,
13,02t,2019-03-23,13:00:00,,,,,,
14,02t,2019-03-23,14:00:00,,,,,,
15,02t,2019-03-23,15:00:00,,,,,,
16,02t,2019-03-23,16:00:00,,,,,,
17,02t,2019-03-23,17:00:00,,,,,,
18,02t,2019-03-23,18:00:00,,,,,,
19,02t,2019-03-23,19:00:00,,,,,,
20,02t,2019-03-23,20:00:00,,,,,,
21,02t,2019-03-23,21:00:00,,,,,,
22,02t,2019-03-23,22:00:00,,,,,,
23,02t,2019-03-23,23:00:00,,,,,,
24,03t,2019-03-23,00:00:00,53.0,76.0,2.0,0.91,30.0,
25,03t,2019-03-23,01:00:00,46.0,62.0,4.0,0.86,32.0,
26,03t,2019-03-23,02:00:00,51.0,70.0,2.0,0.91,31.0,
27,03t,2019-03-23,03:00:00,45.0,63.0,2.0,0.9,31.0,
28,03t,2019-03-23,04:00:00,35.0,55.0,,,,
29,03t,2019-03-23,05:00:00,37.0,83.0,1.0,0.92,35.0,
30,03t,2019-03-23,06:00:00,35.0,78.0,3.0,0.93,26.0,
31,03t,2019-03-23,07:00:00,42.0,50.0,2.0,1.42,41.0,
32,03t,2019-03-23,08:00:00,51.0,117.0,4.0,1.25,41.0,
33,03t,2019-03-23,09:00:00,49.0,131.0,12.0,0.92,32.0,
34,03t,2019-03-23,10:00:00,52.0,91.0,7.0,1.13,45.0,
35,03t,2019-03-23,11:00:00,55.0,122.0,7.0,1.12,47.0,
36,03t,2019-03-23,12:00:00,56.0,110.0,9.0,1.08,44.0,
37,03t,2019-03-23,13:00:00,54.0,90.0,9.0,0.96,42.0,
38,03t,2019-03-23,14:00:00,47.0,83.0,9.0,1.05,44.0,
39,03t,2019-03-23,15:00:00,51.0,77.0,8.0,1.1,49.0,
40,03t,2019-03-23,16:00:00,52.0,98.0,7.0,1.15,56.0,
41,03t,2019-03-23,17:00:00,50.0,111.0,6.0,1.14,52.0,
42,03t,2019-03-23,18:00:00,53.0,108.0,3.0,1.29,45.0,
43,03t,2019-03-23,19:00:00,54.0,93.0,2.0,1.29,47.0,
44,03t,2019-03-23,20:00:00,55.0,99.0,4.0,1.26,39.0,
45,03t,2019-03-23,21:00:00,56.0,88.0,5.0,0.95,31.0,
46,03t,2019-03-23,22:00:00,41.0,71.0,6.0,0.94,25.0,
47,03t,2019-03-23,23:00:00,31.0,57.0,8.0,0.88,25.0,
48,05t,2019-03-23,00:00:00,24.0,44.0,22.0,0.29,3.0,
49,05t,2019-03-23,01:00:00,26.0,39.0,24.0,0.28,3.0,
50,05t,2019-03-23,02:00:00,24.0,42.0,23.0,0.28,2.0,
51,05t,2019-03-23,03:00:00,25.0,39.0,23.0,0.31,3.0,
52,05t,2019-03-23,04:00:00,25.0,42.0,21.0,0.31,5.0,
53,05t,2019-03-23,05:00:00,27.0,43.0,15.0,0.44,7.0,
54,05t,2019-03-23,06:00:00,30.0,48.0,12.0,0.47,15.0,
55,05t,2019-03-23,07:00:00,29.0,48.0,12.0,0.5,13.0,
56,05t,2019-03-23,08:00:00,30.0,50.0,20.0,0.38,9.0,
57,05t,2019-03-23,09:00:00,34.0,54.0,29.0,0.33,8.0,
58,05t,2019-03-23,10:00:00,34.0,56.0,35.0,0.38,6.0,
59,05t,2019-03-23,11:00:00,37.0,61.0,44.0,0.35,5.0,
60,05t,2019-03-23,12:00:00,33.0,51.0,46.0,0.35,3.0,
61,05t,2019-03-23,13:00:00,31.0,52.0,39.0,0.31,2.0,
62,05t,2019-03-23,14:00:00,26.0,43.0,37.0,0.32,3.0,
63,05t,2019-03-23,15:00:00,34.0,51.0,39.0,0.34,5.0,
64,05t,2019-03-23,16:00:00,28.0,59.0,38.0,0.33,6.0,
65,05t,2019-03-23,17:00:00,32.0,58.0,33.0,0.37,5.0,
66,05t,2019-03-23,18:00:00,26.0,47.0,,,,
67,05t,2019-03-23,19:00:00,25.0,43.0,25.0,0.37,8.0,
68,05t,2019-03-23,20:00:00,27.0,51.0,21.0,0.38,10.0,
69,05t,2019-03-23,21:00:00,27.0,38.0,21.0,0.32,10.0,
70,05t,2019-03-23,22:00:00,26.0,43.0,17.0,0.27,10.0,
71,05t,2019-03-23,23:00:00,20.0,38.0,23.0,0.24,2.0,
72,08t,2019-03-23,00:00:00,37.0,66.0,14.0,0.26,17.0,
73,08t,2019-03-23,01:00:00,42.0,58.0,11.0,0.29,21.0,
74,08t,2019-03-23,02:00:00,39.0,67.0,13.0,0.27,18.0,
75,08t,2019-03-23,03:00:00,42.0,59.0,13.0,0.28,19.0,
76,08t,2019-03-23,04:00:00,45.0,65.0,12.0,0.31,18.0,1.0
77,08t,2019-03-23,05:00:00,46.0,61.0,10.0,0.29,18.0,
78,08t,2019-03-23,06:00:00,39.0,61.0,7.0,0.32,21.0,2.0
