,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2018-11-19,00:00:00,,,,,,
1,02t,2018-11-19,01:00:00,,,,,,
2,02t,2018-11-19,02:00:00,,,,,,
3,02t,2018-11-19,03:00:00,,,,,,
4,02t,2018-11-19,04:00:00,,,,,,
5,02t,2018-11-19,05:00:00,,,,,,
6,02t,2018-11-19,06:00:00,,,,,,
7,02t,2018-11-19,07:00:00,,,,,,
8,02t,2018-11-19,08:00:00,,,,,,
9,02t,2018-11-19,09:00:00,,,,,,
10,02t,2018-11-19,10:00:00,,,,,,
11,02t,2018-11-19,11:00:00,,,,,,
12,02t,2018-11-19,12:00:00,,,,,,
13,02t,2018-11-19,13:00:00,,,,,,
14,02t,2018-11-19,14:00:00,,,,,,
15,02t,2018-11-19,15:00:00,,,,,,
16,02t,2018-11-19,16:00:00,,,,,,
17,02t,2018-11-19,17:00:00,,,,,,
18,02t,2018-11-19,18:00:00,,,,,,
19,02t,2018-11-19,19:00:00,,,,,,
20,02t,2018-11-19,20:00:00,,,,,,
21,02t,2018-11-19,21:00:00,,,,,,
22,02t,2018-11-19,22:00:00,,,,,,
23,02t,2018-11-19,23:00:00,,,,,,
24,03t,2018-11-19,00:00:00,41.0,76.0,2.0,1.47,45.0,
25,03t,2018-11-19,01:00:00,53.0,66.0,1.0,1.26,41.0,
26,03t,2018-11-19,02:00:00,54.0,67.0,1.0,1.51,39.0,
27,03t,2018-11-19,03:00:00,45.0,67.0,1.0,1.53,33.0,
28,03t,2018-11-19,04:00:00,37.0,67.0,1.0,1.37,33.0,
29,03t,2018-11-19,05:00:00,36.0,86.0,1.0,1.09,30.0,
30,03t,2018-11-19,06:00:00,36.0,57.0,1.0,1.14,29.0,
31,03t,2018-11-19,07:00:00,35.0,54.0,2.0,1.13,27.0,
32,03t,2018-11-19,08:00:00,40.0,50.0,9.0,1.0,26.0,
33,03t,2018-11-19,09:00:00,34.0,52.0,18.0,0.86,25.0,
34,03t,2018-11-19,10:00:00,26.0,,24.0,0.88,26.0,
35,03t,2018-11-19,11:00:00,20.0,,31.0,0.9,34.0,
36,03t,2018-11-19,12:00:00,18.0,46.0,44.0,0.83,30.0,
37,03t,2018-11-19,13:00:00,34.0,47.0,42.0,0.85,42.0,
38,03t,2018-11-19,14:00:00,39.0,56.0,35.0,0.94,46.0,
39,03t,2018-11-19,15:00:00,32.0,56.0,33.0,0.81,28.0,
40,03t,2018-11-19,16:00:00,22.0,40.0,4.0,1.3,65.0,
41,03t,2018-11-19,17:00:00,33.0,67.0,1.0,1.47,65.0,
42,03t,2018-11-19,18:00:00,39.0,108.0,5.0,2.26,62.0,
43,03t,2018-11-19,19:00:00,42.0,155.0,8.0,2.46,68.0,
44,03t,2018-11-19,20:00:00,58.0,237.0,2.0,2.43,66.0,
45,03t,2018-11-19,21:00:00,79.0,324.0,2.0,2.35,64.0,
46,03t,2018-11-19,22:00:00,92.0,262.0,,,,
47,03t,2018-11-19,23:00:00,83.0,260.0,13.0,0.8,16.0,
48,05t,2018-11-19,00:00:00,29.0,50.0,5.0,0.52,26.0,1.0
49,05t,2018-11-19,01:00:00,24.0,43.0,5.0,0.54,27.0,2.0
50,05t,2018-11-19,02:00:00,28.0,45.0,4.0,0.58,31.0,2.0
51,05t,2018-11-19,03:00:00,28.0,50.0,6.0,0.48,25.0,1.0
52,05t,2018-11-19,04:00:00,25.0,48.0,8.0,0.43,21.0,1.0
53,05t,2018-11-19,05:00:00,25.0,34.0,6.0,0.52,28.0,1.0
54,05t,2018-11-19,06:00:00,29.0,40.0,4.0,0.67,33.0,2.0
55,05t,2018-11-19,07:00:00,32.0,52.0,6.0,0.76,35.0,2.0
56,05t,2018-11-19,08:00:00,25.0,57.0,13.0,0.69,34.0,3.0
57,05t,2018-11-19,09:00:00,20.0,48.0,23.0,0.6,28.0,3.0
58,05t,2018-11-19,10:00:00,24.0,51.0,38.0,0.53,22.0,4.0
59,05t,2018-11-19,11:00:00,25.0,44.0,49.0,0.54,24.0,4.0
60,05t,2018-11-19,12:00:00,34.0,52.0,64.0,0.44,14.0,3.0
61,05t,2018-11-19,13:00:00,27.0,48.0,71.0,0.42,11.0,2.0
62,05t,2018-11-19,14:00:00,26.0,46.0,55.0,0.49,23.0,2.0
63,05t,2018-11-19,15:00:00,29.0,54.0,34.0,0.53,28.0,2.0
64,05t,2018-11-19,16:00:00,22.0,39.0,26.0,0.61,39.0,3.0
65,05t,2018-11-19,17:00:00,36.0,57.0,11.0,0.72,50.0,4.0
66,05t,2018-11-19,18:00:00,26.0,51.0,5.0,1.03,61.0,5.0
67,05t,2018-11-19,19:00:00,39.0,72.0,,,,
68,05t,2018-11-19,20:00:00,33.0,71.0,4.0,1.71,66.0,5.0
69,05t,2018-11-19,21:00:00,44.0,89.0,4.0,2.02,60.0,4.0
70,05t,2018-11-19,22:00:00,49.0,101.0,15.0,1.13,37.0,4.0
71,05t,2018-11-19,23:00:00,36.0,84.0,28.0,0.28,6.0,2.0
72,08t,2018-11-19,00:00:00,,74.0,4.0,0.65,24.0,
73,08t,2018-11-19,01:00:00,,59.0,2.0,0.65,24.0,
74,08t,2018-11-19,02:00:00,,63.0,1.0,0.7,27.0,
75,08t,2018-11-19,03:00:00,,63.0,1.0,0.77,25.0,
76,08t,2018-11-19,04:00:00,,77.0,1.0,0.71,22.0,1.0
77,08t,2018-11-19,05:00:00,,68.0,1.0,0.9,26.0,2.0
78,08t,2018-11-19,06:00:00,,70.0,1.0,0.99,50.0,3.0
