,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-08-19,00:00:00,,,,,,
1,02t,2019-08-19,01:00:00,,,,,,
2,02t,2019-08-19,02:00:00,,,,,,
3,02t,2019-08-19,03:00:00,,,,,,
4,02t,2019-08-19,04:00:00,,,,,,
5,02t,2019-08-19,05:00:00,,,,,,
6,02t,2019-08-19,06:00:00,,,,,,
7,02t,2019-08-19,07:00:00,,,,,,
8,02t,2019-08-19,08:00:00,,,,,,
9,02t,2019-08-19,09:00:00,,,,,,
10,02t,2019-08-19,10:00:00,,,,,,
11,02t,2019-08-19,11:00:00,,,,,,
12,02t,2019-08-19,12:00:00,,,,,,
13,02t,2019-08-19,13:00:00,,,,,,
14,02t,2019-08-19,14:00:00,,,,,,
15,02t,2019-08-19,15:00:00,,,,,,
16,02t,2019-08-19,16:00:00,,,,,,
17,02t,2019-08-19,17:00:00,,,,,,
18,02t,2019-08-19,18:00:00,,,,,,
19,02t,2019-08-19,19:00:00,,,,,,
20,02t,2019-08-19,20:00:00,,,,,,
21,02t,2019-08-19,21:00:00,,,,,,
22,02t,2019-08-19,22:00:00,,,,,,
23,02t,2019-08-19,23:00:00,,,,,,
24,03t,2019-08-19,00:00:00,12.0,27.0,,1.32,2.0,
25,03t,2019-08-19,01:00:00,14.0,32.0,,1.33,3.0,
26,03t,2019-08-19,02:00:00,17.0,37.0,,,,
27,03t,2019-08-19,03:00:00,24.0,45.0,,1.29,32.0,
28,03t,2019-08-19,04:00:00,30.0,46.0,,1.28,17.0,
29,03t,2019-08-19,05:00:00,40.0,69.0,,1.34,2.0,
30,03t,2019-08-19,06:00:00,48.0,106.0,,1.41,,
31,03t,2019-08-19,07:00:00,50.0,92.0,,1.52,,
32,03t,2019-08-19,08:00:00,49.0,93.0,,1.52,,
33,03t,2019-08-19,09:00:00,42.0,61.0,,1.44,3.0,
34,03t,2019-08-19,10:00:00,36.0,57.0,,1.34,9.0,
35,03t,2019-08-19,11:00:00,27.0,47.0,,1.32,19.0,
36,03t,2019-08-19,12:00:00,24.0,48.0,,1.29,21.0,
37,03t,2019-08-19,13:00:00,24.0,40.0,,1.32,23.0,
38,03t,2019-08-19,14:00:00,20.0,37.0,,1.29,20.0,
39,03t,2019-08-19,15:00:00,17.0,39.0,,1.35,20.0,
40,03t,2019-08-19,16:00:00,19.0,48.0,,1.34,20.0,
41,03t,2019-08-19,17:00:00,22.0,43.0,,1.39,14.0,
42,03t,2019-08-19,18:00:00,25.0,46.0,,1.39,10.0,
43,03t,2019-08-19,19:00:00,24.0,47.0,,1.37,8.0,
44,03t,2019-08-19,20:00:00,25.0,48.0,,1.38,6.0,
45,03t,2019-08-19,21:00:00,21.0,46.0,,1.3,6.0,
