,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-01-11,00:00:00,,,,,,
1,02t,2019-01-11,01:00:00,,,,,,
2,02t,2019-01-11,02:00:00,,,,,,
3,02t,2019-01-11,03:00:00,,,,,,
4,02t,2019-01-11,04:00:00,,,,,,
5,02t,2019-01-11,05:00:00,,,,,,
6,02t,2019-01-11,06:00:00,,,,,,
7,02t,2019-01-11,07:00:00,,,,,,
8,02t,2019-01-11,08:00:00,,,,,,
9,02t,2019-01-11,09:00:00,,,,,,
10,02t,2019-01-11,10:00:00,,,,,,
11,02t,2019-01-11,11:00:00,,,,,,
12,02t,2019-01-11,12:00:00,,,,,,
13,02t,2019-01-11,13:00:00,,,,,,
14,02t,2019-01-11,14:00:00,,,,,,
15,02t,2019-01-11,15:00:00,,,,,,
16,02t,2019-01-11,16:00:00,,,,,,
17,02t,2019-01-11,17:00:00,,,,,,
18,02t,2019-01-11,18:00:00,,,,,,
19,02t,2019-01-11,19:00:00,,,,,,
20,02t,2019-01-11,20:00:00,,,,,,
21,02t,2019-01-11,21:00:00,,,,,,
22,02t,2019-01-11,22:00:00,,,,,,
23,02t,2019-01-11,23:00:00,,,,,,
24,03t,2019-01-11,00:00:00,81.0,120.0,2.0,1.61,58.0,
25,03t,2019-01-11,01:00:00,84.0,99.0,2.0,1.5,53.0,
26,03t,2019-01-11,02:00:00,80.0,105.0,1.0,1.54,51.0,
27,03t,2019-01-11,03:00:00,72.0,111.0,2.0,1.88,49.0,
28,03t,2019-01-11,04:00:00,79.0,136.0,2.0,1.79,41.0,
29,03t,2019-01-11,05:00:00,83.0,137.0,2.0,1.65,39.0,
30,03t,2019-01-11,06:00:00,80.0,121.0,2.0,2.1,46.0,
31,03t,2019-01-11,07:00:00,79.0,149.0,2.0,2.17,54.0,
32,03t,2019-01-11,08:00:00,81.0,154.0,3.0,1.88,48.0,
33,03t,2019-01-11,09:00:00,72.0,114.0,5.0,1.57,54.0,
34,03t,2019-01-11,10:00:00,65.0,99.0,13.0,1.56,59.0,
35,03t,2019-01-11,11:00:00,69.0,107.0,32.0,1.53,56.0,
