,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-05-14,00:00:00,,,,,,
1,02t,2019-05-14,01:00:00,,,,,,
2,02t,2019-05-14,02:00:00,,,,,,
3,02t,2019-05-14,03:00:00,,,,,,
4,02t,2019-05-14,04:00:00,,,,,,
5,02t,2019-05-14,05:00:00,,,,,,
6,02t,2019-05-14,06:00:00,,,,,,
7,02t,2019-05-14,07:00:00,,,,,,
8,02t,2019-05-14,08:00:00,,,,,,
9,02t,2019-05-14,09:00:00,,,,,,
10,02t,2019-05-14,10:00:00,,,,,,
11,02t,2019-05-14,11:00:00,,,,,,
12,02t,2019-05-14,12:00:00,,,,,,
13,02t,2019-05-14,13:00:00,,,,,,
14,02t,2019-05-14,14:00:00,,,,,,
15,02t,2019-05-14,15:00:00,,,,,,
16,02t,2019-05-14,16:00:00,,,,,,
17,02t,2019-05-14,17:00:00,,,,,,
18,02t,2019-05-14,18:00:00,,,,,,
19,02t,2019-05-14,19:00:00,,,,,,
20,02t,2019-05-14,20:00:00,,,,,,
21,02t,2019-05-14,21:00:00,,,,,,
22,02t,2019-05-14,22:00:00,,,,,,
23,02t,2019-05-14,23:00:00,,,,,,
24,03t,2019-05-14,00:00:00,45.0,128.0,4.0,0.67,36.0,
25,03t,2019-05-14,01:00:00,38.0,88.0,3.0,0.7,35.0,
26,03t,2019-05-14,02:00:00,26.0,108.0,2.0,0.79,36.0,
27,03t,2019-05-14,03:00:00,38.0,126.0,3.0,0.93,36.0,
28,03t,2019-05-14,04:00:00,33.0,110.0,4.0,0.74,36.0,
29,03t,2019-05-14,05:00:00,25.0,83.0,3.0,0.73,45.0,
30,03t,2019-05-14,06:00:00,19.0,62.0,2.0,0.81,33.0,
31,03t,2019-05-14,07:00:00,26.0,85.0,,,,
32,03t,2019-05-14,08:00:00,54.0,134.0,4.0,0.81,36.0,
33,03t,2019-05-14,09:00:00,49.0,122.0,7.0,0.59,29.0,
34,03t,2019-05-14,10:00:00,32.0,37.0,10.0,0.65,37.0,
35,03t,2019-05-14,11:00:00,25.0,73.0,19.0,0.61,46.0,
36,03t,2019-05-14,12:00:00,28.0,82.0,19.0,0.56,53.0,
37,03t,2019-05-14,13:00:00,37.0,101.0,10.0,0.5,38.0,
38,03t,2019-05-14,14:00:00,39.0,95.0,7.0,0.68,44.0,
39,03t,2019-05-14,15:00:00,42.0,102.0,8.0,0.69,46.0,
40,03t,2019-05-14,16:00:00,43.0,162.0,6.0,0.83,62.0,
41,03t,2019-05-14,17:00:00,57.0,144.0,7.0,0.63,38.0,
42,03t,2019-05-14,18:00:00,51.0,68.0,3.0,0.78,33.0,
43,03t,2019-05-14,19:00:00,42.0,57.0,4.0,0.64,24.0,
44,03t,2019-05-14,20:00:00,37.0,42.0,3.0,0.71,27.0,
45,03t,2019-05-14,21:00:00,,62.0,2.0,0.76,32.0,
46,03t,2019-05-14,22:00:00,,130.0,2.0,0.83,39.0,
47,03t,2019-05-14,23:00:00,,117.0,3.0,0.83,35.0,
48,05t,2019-05-14,00:00:00,29.0,42.0,3.0,0.67,39.0,
49,05t,2019-05-14,01:00:00,39.0,70.0,3.0,0.63,36.0,
50,05t,2019-05-14,02:00:00,36.0,49.0,2.0,0.61,34.0,
51,05t,2019-05-14,03:00:00,34.0,56.0,3.0,0.54,35.0,
52,05t,2019-05-14,04:00:00,35.0,52.0,4.0,0.51,35.0,
53,05t,2019-05-14,05:00:00,34.0,51.0,7.0,0.32,21.0,
54,05t,2019-05-14,06:00:00,,30.0,4.0,0.41,30.0,
55,05t,2019-05-14,07:00:00,19.0,33.0,1.0,0.65,31.0,
56,05t,2019-05-14,08:00:00,33.0,41.0,4.0,0.71,30.0,
57,05t,2019-05-14,09:00:00,27.0,43.0,7.0,0.68,35.0,
58,05t,2019-05-14,10:00:00,19.0,39.0,15.0,0.52,27.0,
59,05t,2019-05-14,11:00:00,13.0,36.0,30.0,0.47,27.0,
60,05t,2019-05-14,12:00:00,14.0,36.0,29.0,0.35,26.0,
61,05t,2019-05-14,13:00:00,23.0,48.0,47.0,0.32,24.0,
62,05t,2019-05-14,14:00:00,26.0,56.0,,,,
63,05t,2019-05-14,15:00:00,24.0,64.0,20.0,0.33,33.0,
64,05t,2019-05-14,16:00:00,35.0,72.0,31.0,0.36,29.0,
65,05t,2019-05-14,17:00:00,29.0,66.0,35.0,0.38,18.0,
66,05t,2019-05-14,18:00:00,44.0,46.0,19.0,0.33,16.0,
67,05t,2019-05-14,19:00:00,,30.0,5.0,0.53,33.0,
68,05t,2019-05-14,20:00:00,21.0,30.0,2.0,0.73,34.0,
69,05t,2019-05-14,21:00:00,23.0,31.0,2.0,0.89,34.0,
70,05t,2019-05-14,22:00:00,32.0,44.0,1.0,0.97,37.0,1.0
71,05t,2019-05-14,23:00:00,40.0,65.0,3.0,1.04,36.0,1.0
72,08t,2019-05-14,00:00:00,26.0,33.0,5.0,0.35,28.0,
73,08t,2019-05-14,01:00:00,26.0,38.0,6.0,0.31,25.0,
74,08t,2019-05-14,02:00:00,26.0,48.0,6.0,0.32,23.0,
75,08t,2019-05-14,03:00:00,42.0,54.0,6.0,0.29,26.0,
76,08t,2019-05-14,04:00:00,37.0,54.0,9.0,0.25,23.0,
77,08t,2019-05-14,05:00:00,47.0,58.0,15.0,0.13,16.0,1.0
78,08t,2019-05-14,06:00:00,26.0,33.0,6.0,0.35,20.0,1.0
79,08t,2019-05-14,07:00:00,37.0,47.0,6.0,0.46,25.0,
80,08t,2019-05-14,08:00:00,34.0,45.0,8.0,0.46,19.0,
81,08t,2019-05-14,09:00:00,24.0,40.0,,,,
82,08t,2019-05-14,10:00:00,18.0,39.0,,,,
83,08t,2019-05-14,11:00:00,23.0,44.0,,,,
84,08t,2019-05-14,12:00:00,22.0,38.0,,,,
85,08t,2019-05-14,13:00:00,27.0,47.0,54.0,0.16,10.0,
86,08t,2019-05-14,14:00:00,30.0,63.0,,,,
87,08t,2019-05-14,15:00:00,35.0,79.0,30.0,0.11,15.0,
88,08t,2019-05-14,16:00:00,38.0,69.0,37.0,0.12,12.0,
89,08t,2019-05-14,17:00:00,35.0,62.0,29.0,0.17,12.0,
90,08t,2019-05-14,18:00:00,33.0,66.0,21.0,0.18,15.0,
91,08t,2019-05-14,19:00:00,39.0,53.0,11.0,0.3,14.0,
92,08t,2019-05-14,20:00:00,37.0,46.0,4.0,0.32,25.0,
93,08t,2019-05-14,21:00:00,37.0,50.0,2.0,0.52,29.0,
94,08t,2019-05-14,22:00:00,46.0,64.0,3.0,0.71,29.0,
95,08t,2019-05-14,23:00:00,52.0,67.0,2.0,0.55,21.0,
96,10t,2019-05-14,00:00:00,18.0,21.0,,,36.0,
97,10t,2019-05-14,01:00:00,23.0,26.0,5.0,,35.0,
98,10t,2019-05-14,02:00:00,22.0,39.0,5.0,,33.0,
99,10t,2019-05-14,03:00:00,22.0,39.0,5.0,,33.0,
100,10t,2019-05-14,04:00:00,24.0,32.0,7.0,,25.0,
101,10t,2019-05-14,05:00:00,25.0,36.0,11.0,,18.0,
102,10t,2019-05-14,06:00:00,12.0,18.0,9.0,,20.0,
103,10t,2019-05-14,07:00:00,18.0,27.0,5.0,,22.0,
104,10t,2019-05-14,08:00:00,20.0,30.0,5.0,,23.0,
105,10t,2019-05-14,09:00:00,19.0,30.0,7.0,,27.0,
106,10t,2019-05-14,10:00:00,26.0,32.0,8.0,,30.0,
107,10t,2019-05-14,11:00:00,23.0,38.0,16.0,,23.0,
108,10t,2019-05-14,12:00:00,19.0,28.0,20.0,,23.0,
109,10t,2019-05-14,13:00:00,16.0,40.0,25.0,,17.0,
110,10t,2019-05-14,14:00:00,15.0,40.0,23.0,,19.0,
111,10t,2019-05-14,15:00:00,20.0,50.0,21.0,,20.0,
112,10t,2019-05-14,16:00:00,22.0,47.0,20.0,,20.0,
113,10t,2019-05-14,17:00:00,23.0,49.0,21.0,,21.0,
114,10t,2019-05-14,18:00:00,25.0,49.0,20.0,,15.0,
115,10t,2019-05-14,19:00:00,25.0,31.0,8.0,,24.0,
116,10t,2019-05-14,20:00:00,27.0,25.0,4.0,,31.0,
117,10t,2019-05-14,21:00:00,25.0,36.0,4.0,,31.0,
118,10t,2019-05-14,22:00:00,26.0,38.0,4.0,,31.0,
119,10t,2019-05-14,23:00:00,30.0,54.0,5.0,,30.0,
120,11t,2019-05-14,00:00:00,19.0,,8.0,,,2.0
121,11t,2019-05-14,01:00:00,20.0,,12.0,,,2.0
122,11t,2019-05-14,02:00:00,20.0,,12.0,,,2.0
123,11t,2019-05-14,03:00:00,21.0,,9.0,,,3.0
124,11t,2019-05-14,04:00:00,23.0,,22.0,,,2.0
125,11t,2019-05-14,05:00:00,25.0,,16.0,,,2.0
126,11t,2019-05-14,06:00:00,26.0,,8.0,,,2.0
127,11t,2019-05-14,07:00:00,27.0,,5.0,,,2.0
128,11t,2019-05-14,08:00:00,27.0,,10.0,,,2.0
129,11t,2019-05-14,09:00:00,21.0,,11.0,,,2.0
130,11t,2019-05-14,10:00:00,15.0,,13.0,,,2.0
131,11t,2019-05-14,11:00:00,14.0,,24.0,,,2.0
132,11t,2019-05-14,12:00:00,16.0,,41.0,,,2.0
133,11t,2019-05-14,13:00:00,17.0,,36.0,,,2.0
