,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2018-12-14,00:00:00,,,,,,
1,02t,2018-12-14,01:00:00,,,,,,
2,02t,2018-12-14,02:00:00,,,,,,
3,02t,2018-12-14,03:00:00,,,,,,
4,02t,2018-12-14,04:00:00,,,,,,
5,02t,2018-12-14,05:00:00,,,,,,
6,02t,2018-12-14,06:00:00,,,,,,
7,02t,2018-12-14,07:00:00,,,,,,
8,02t,2018-12-14,08:00:00,,,,,,
9,02t,2018-12-14,09:00:00,,,,,,
10,02t,2018-12-14,10:00:00,,,,,,
11,02t,2018-12-14,11:00:00,,,,,,
12,02t,2018-12-14,12:00:00,,,,,,
13,02t,2018-12-14,13:00:00,,,,,,
14,02t,2018-12-14,14:00:00,,,,,,
15,02t,2018-12-14,15:00:00,,,,,,
16,02t,2018-12-14,16:00:00,,,,,,
17,02t,2018-12-14,17:00:00,,,,,,
18,02t,2018-12-14,18:00:00,,,,,,
19,02t,2018-12-14,19:00:00,,,,,,
20,02t,2018-12-14,20:00:00,,,,,,
21,02t,2018-12-14,21:00:00,,,,,,
22,02t,2018-12-14,22:00:00,,,,,,
23,02t,2018-12-14,23:00:00,,,,,,
24,03t,2018-12-14,00:00:00,45.0,67.0,3.0,1.31,42.0,
25,03t,2018-12-14,01:00:00,44.0,69.0,2.0,1.28,41.0,
26,03t,2018-12-14,02:00:00,42.0,63.0,1.0,1.34,39.0,
27,03t,2018-12-14,03:00:00,39.0,63.0,1.0,1.32,43.0,
28,03t,2018-12-14,04:00:00,36.0,68.0,2.0,1.23,41.0,
29,03t,2018-12-14,05:00:00,33.0,67.0,5.0,1.12,33.0,
30,03t,2018-12-14,06:00:00,32.0,55.0,5.0,1.2,30.0,
31,03t,2018-12-14,07:00:00,41.0,55.0,6.0,1.3,29.0,
32,03t,2018-12-14,08:00:00,35.0,51.0,10.0,1.33,29.0,
33,03t,2018-12-14,09:00:00,27.0,53.0,19.0,1.19,28.0,
34,03t,2018-12-14,10:00:00,22.0,47.0,30.0,1.13,19.0,
35,03t,2018-12-14,11:00:00,16.0,26.0,41.0,1.11,18.0,
36,03t,2018-12-14,12:00:00,13.0,28.0,35.0,1.2,33.0,
37,03t,2018-12-14,13:00:00,23.0,40.0,30.0,1.27,54.0,
38,03t,2018-12-14,14:00:00,35.0,65.0,44.0,1.27,43.0,
39,03t,2018-12-14,15:00:00,32.0,58.0,29.0,1.4,72.0,
40,03t,2018-12-14,16:00:00,29.0,73.0,34.0,1.34,63.0,
41,03t,2018-12-14,17:00:00,26.0,70.0,27.0,1.26,60.0,
42,03t,2018-12-14,18:00:00,29.0,59.0,23.0,1.33,54.0,
43,03t,2018-12-14,19:00:00,30.0,44.0,19.0,1.34,51.0,
44,03t,2018-12-14,20:00:00,28.0,53.0,,,,
45,03t,2018-12-14,21:00:00,26.0,55.0,8.0,1.28,54.0,
46,03t,2018-12-14,22:00:00,29.0,57.0,5.0,1.43,56.0,
47,03t,2018-12-14,23:00:00,32.0,64.0,7.0,1.36,43.0,
48,05t,2018-12-14,00:00:00,21.0,48.0,10.0,0.65,36.0,2.0
49,05t,2018-12-14,01:00:00,27.0,51.0,14.0,0.66,32.0,2.0
50,05t,2018-12-14,02:00:00,23.0,51.0,28.0,0.58,18.0,2.0
51,05t,2018-12-14,03:00:00,19.0,45.0,29.0,0.58,15.0,2.0
52,05t,2018-12-14,04:00:00,21.0,42.0,11.0,0.68,32.0,2.0
53,05t,2018-12-14,05:00:00,24.0,50.0,5.0,0.7,44.0,3.0
54,05t,2018-12-14,06:00:00,28.0,67.0,4.0,0.76,41.0,3.0
55,05t,2018-12-14,07:00:00,32.0,63.0,9.0,0.76,35.0,3.0
56,05t,2018-12-14,08:00:00,22.0,62.0,17.0,0.69,26.0,2.0
57,05t,2018-12-14,09:00:00,19.0,57.0,28.0,0.54,10.0,1.0
58,05t,2018-12-14,10:00:00,,28.0,36.0,0.55,12.0,2.0
59,05t,2018-12-14,11:00:00,8.0,38.0,48.0,0.53,10.0,2.0
60,05t,2018-12-14,12:00:00,8.0,30.0,53.0,0.52,8.0,1.0
61,05t,2018-12-14,13:00:00,8.0,28.0,,,,
62,05t,2018-12-14,14:00:00,9.0,28.0,54.0,0.54,7.0,2.0
63,05t,2018-12-14,15:00:00,15.0,30.0,52.0,0.53,7.0,2.0
64,05t,2018-12-14,16:00:00,8.0,27.0,47.0,0.55,12.0,1.0
65,05t,2018-12-14,17:00:00,14.0,25.0,41.0,0.64,23.0,2.0
66,05t,2018-12-14,18:00:00,17.0,30.0,48.0,0.78,34.0,3.0
67,05t,2018-12-14,19:00:00,20.0,50.0,38.0,0.84,42.0,2.0
68,05t,2018-12-14,20:00:00,19.0,54.0,24.0,0.92,55.0,2.0
69,05t,2018-12-14,21:00:00,25.0,60.0,6.0,1.08,72.0,3.0
70,05t,2018-12-14,22:00:00,23.0,63.0,8.0,1.0,65.0,2.0
71,05t,2018-12-14,23:00:00,25.0,59.0,13.0,0.89,51.0,3.0
72,08t,2018-12-14,00:00:00,31.0,60.0,6.0,0.8,36.0,
73,08t,2018-12-14,01:00:00,33.0,55.0,2.0,0.79,38.0,1.0
74,08t,2018-12-14,02:00:00,41.0,69.0,12.0,0.71,33.0,2.0
75,08t,2018-12-14,03:00:00,35.0,82.0,15.0,0.65,29.0,2.0
76,08t,2018-12-14,04:00:00,32.0,64.0,5.0,0.72,37.0,2.0
77,08t,2018-12-14,05:00:00,35.0,72.0,5.0,0.82,37.0,3.0
78,08t,2018-12-14,06:00:00,41.0,73.0,2.0,0.96,39.0,4.0
79,08t,2018-12-14,07:00:00,43.0,80.0,7.0,0.96,33.0,3.0
80,08t,2018-12-14,08:00:00,38.0,73.0,13.0,0.94,29.0,2.0
81,08t,2018-12-14,09:00:00,40.0,79.0,25.0,0.82,18.0,1.0
82,08t,2018-12-14,10:00:00,26.0,64.0,35.0,0.75,15.0,1.0
83,08t,2018-12-14,11:00:00,20.0,50.0,50.0,0.63,11.0,
84,08t,2018-12-14,12:00:00,18.0,51.0,57.0,0.49,9.0,
85,08t,2018-12-14,13:00:00,21.0,41.0,57.0,0.51,9.0,
86,08t,2018-12-14,14:00:00,17.0,41.0,58.0,0.51,9.0,
87,08t,2018-12-14,15:00:00,16.0,43.0,50.0,0.61,10.0,
88,08t,2018-12-14,16:00:00,21.0,54.0,49.0,0.55,13.0,
89,08t,2018-12-14,17:00:00,19.0,41.0,48.0,0.81,30.0,2.0
90,08t,2018-12-14,18:00:00,25.0,63.0,48.0,0.99,35.0,2.0
91,08t,2018-12-14,19:00:00,30.0,67.0,38.0,1.02,41.0,1.0
92,08t,2018-12-14,20:00:00,33.0,69.0,28.0,1.07,45.0,2.0
93,08t,2018-12-14,21:00:00,38.0,74.0,12.0,1.11,54.0,1.0
94,08t,2018-12-14,22:00:00,38.0,65.0,,,,
95,08t,2018-12-14,23:00:00,37.0,69.0,6.0,1.01,52.0,
96,10t,2018-12-14,00:00:00,32.0,62.0,4.0,,38.0,
97,10t,2018-12-14,01:00:00,32.0,62.0,4.0,,32.0,
98,10t,2018-12-14,02:00:00,36.0,54.0,4.0,,34.0,
99,10t,2018-12-14,03:00:00,37.0,58.0,3.0,,35.0,
100,10t,2018-12-14,04:00:00,35.0,57.0,5.0,,35.0,
101,10t,2018-12-14,05:00:00,32.0,54.0,4.0,,33.0,
102,10t,2018-12-14,06:00:00,29.0,58.0,4.0,,30.0,
103,10t,2018-12-14,07:00:00,27.0,53.0,6.0,,27.0,
104,10t,2018-12-14,08:00:00,25.0,50.0,12.0,,22.0,
105,10t,2018-12-14,09:00:00,23.0,44.0,23.0,,9.0,
106,10t,2018-12-14,10:00:00,19.0,24.0,30.0,,10.0,
107,10t,2018-12-14,11:00:00,16.0,25.0,40.0,,8.0,
108,10t,2018-12-14,12:00:00,13.0,23.0,42.0,,9.0,
109,10t,2018-12-14,13:00:00,9.0,23.0,41.0,,7.0,
110,10t,2018-12-14,14:00:00,8.0,19.0,43.0,,6.0,
111,10t,2018-12-14,15:00:00,7.0,22.0,45.0,,6.0,
112,10t,2018-12-14,16:00:00,8.0,19.0,42.0,,9.0,
113,10t,2018-12-14,17:00:00,14.0,23.0,41.0,,28.0,
114,10t,2018-12-14,18:00:00,21.0,47.0,33.0,,35.0,
115,10t,2018-12-14,19:00:00,25.0,48.0,21.0,,44.0,
116,10t,2018-12-14,20:00:00,29.0,47.0,13.0,,48.0,
117,10t,2018-12-14,21:00:00,29.0,56.0,11.0,,47.0,
118,10t,2018-12-14,22:00:00,30.0,51.0,5.0,,52.0,
119,10t,2018-12-14,23:00:00,33.0,61.0,5.0,,,
120,11t,2018-12-14,00:00:00,44.0,,4.0,,,3.0
121,11t,2018-12-14,01:00:00,44.0,,2.0,,,3.0
122,11t,2018-12-14,02:00:00,40.0,,3.0,,,3.0
123,11t,2018-12-14,03:00:00,40.0,,3.0,,,3.0
124,11t,2018-12-14,04:00:00,37.0,,3.0,,,3.0
125,11t,2018-12-14,05:00:00,31.0,,4.0,,,3.0
126,11t,2018-12-14,06:00:00,31.0,,3.0,,,3.0
127,11t,2018-12-14,07:00:00,27.0,,5.0,,,3.0
128,11t,2018-12-14,08:00:00,22.0,,11.0,,,3.0
129,11t,2018-12-14,09:00:00,21.0,,16.0,,,3.0
130,11t,2018-12-14,10:00:00,22.0,,33.0,,,3.0
131,11t,2018-12-14,11:00:00,21.0,,41.0,,,2.0
132,11t,2018-12-14,12:00:00,17.0,,43.0,,,2.0
133,11t,2018-12-14,13:00:00,11.0,,41.0,,,2.0
134,11t,2018-12-14,14:00:00,5.0,,43.0,,,2.0
135,11t,2018-12-14,15:00:00,2.0,,56.0,,,3.0
136,11t,2018-12-14,16:00:00,9.0,,68.0,,,2.0
137,11t,2018-12-14,17:00:00,18.0,,61.0,,,2.0
138,11t,2018-12-14,18:00:00,22.0,,41.0,,,2.0
139,11t,2018-12-14,19:00:00,25.0,,23.0,,,2.0
140,11t,2018-12-14,20:00:00,25.0,,16.0,,,3.0
141,11t,2018-12-14,21:00:00,25.0,,8.0,,,2.0
142,11t,2018-12-14,22:00:00,25.0,,2.0,,,2.0
143,11t,2018-12-14,23:00:00,25.0,,3.0,,,3.0
144,12t,2018-12-14,00:00:00,,,,,,
145,12t,2018-12-14,01:00:00,,,,,,
146,12t,2018-12-14,02:00:00,,,,,,
147,12t,2018-12-14,03:00:00,,,,,,
148,12t,2018-12-14,04:00:00,,,,,,
149,12t,2018-12-14,05:00:00,,,,,,
150,12t,2018-12-14,06:00:00,,,,,,
151,12t,2018-12-14,07:00:00,,,,,,
152,12t,2018-12-14,08:00:00,,,,,,
153,12t,2018-12-14,09:00:00,,,,,,
154,12t,2018-12-14,10:00:00,,,,,,
155,12t,2018-12-14,11:00:00,,,,,,
156,12t,2018-12-14,12:00:00,,,,,,
157,12t,2018-12-14,13:00:00,,,,,,
158,12t,2018-12-14,14:00:00,,,,,,
159,12t,2018-12-14,15:00:00,,,,,,
160,12t,2018-12-14,16:00:00,,,,,,
161,12t,2018-12-14,17:00:00,,,,,,
162,12t,2018-12-14,18:00:00,,,,,,
163,12t,2018-12-14,19:00:00,,,,,,
164,12t,2018-12-14,20:00:00,,,,,,
165,12t,2018-12-14,21:00:00,,,,,,
166,12t,2018-12-14,22:00:00,,,,,,
167,12t,2018-12-14,23:00:00,,,,,,
168,13t,2018-12-14,00:00:00,,56.0,1.0,0.83,33.0,
169,13t,2018-12-14,01:00:00,,40.0,1.0,0.77,38.0,
170,13t,2018-12-14,02:00:00,,38.0,1.0,0.77,39.0,
171,13t,2018-12-14,03:00:00,,40.0,1.0,0.75,36.0,
172,13t,2018-12-14,04:00:00,,51.0,1.0,0.75,34.0,
173,13t,2018-12-14,05:00:00,,43.0,1.0,0.73,29.0,
174,13t,2018-12-14,06:00:00,,50.0,,,29.0,
175,13t,2018-12-14,07:00:00,,41.0,1.0,0.88,30.0,1.0
176,13t,2018-12-14,08:00:00,,27.0,1.0,0.98,30.0,1.0
177,13t,2018-12-14,09:00:00,,32.0,2.0,0.99,28.0,1.0
178,13t,2018-12-14,10:00:00,,48.0,2.0,0.91,32.0,1.0
179,13t,2018-12-14,11:00:00,,64.0,2.0,0.86,26.0,
180,13t,2018-12-14,12:00:00,,43.0,4.0,0.79,21.0,
181,13t,2018-12-14,13:00:00,,47.0,6.0,0.76,29.0,
182,13t,2018-12-14,14:00:00,,62.0,7.0,0.74,31.0,
183,13t,2018-12-14,15:00:00,,55.0,7.0,0.73,32.0,
184,13t,2018-12-14,16:00:00,,73.0,5.0,0.86,33.0,1.0
185,13t,2018-12-14,17:00:00,,48.0,6.0,0.77,27.0,
186,13t,2018-12-14,18:00:00,,33.0,5.0,0.75,22.0,
187,13t,2018-12-14,19:00:00,,42.0,4.0,0.73,21.0,
188,13t,2018-12-14,20:00:00,,35.0,3.0,0.73,23.0,
189,13t,2018-12-14,21:00:00,,42.0,3.0,0.76,30.0,
190,13t,2018-12-14,22:00:00,,54.0,2.0,0.81,34.0,
191,13t,2018-12-14,23:00:00,,58.0,1.0,0.87,39.0,
192,14t,2018-12-14,00:00:00,37.0,89.0,14.0,,,
193,14t,2018-12-14,01:00:00,35.0,70.0,,0.52,,
194,14t,2018-12-14,02:00:00,38.0,62.0,,,,
195,14t,2018-12-14,03:00:00,42.0,64.0,8.0,,,
196,14t,2018-12-14,04:00:00,44.0,63.0,20.0,,,
197,14t,2018-12-14,05:00:00,38.0,46.0,23.0,,,
198,14t,2018-12-14,06:00:00,26.0,48.0,,,,
199,14t,2018-12-14,07:00:00,19.0,47.0,,0.47,,
200,14t,2018-12-14,08:00:00,17.0,35.0,23.0,0.5,,
201,14t,2018-12-14,09:00:00,20.0,43.0,24.0,0.5,,
202,14t,2018-12-14,10:00:00,24.0,47.0,29.0,0.51,,
203,14t,2018-12-14,11:00:00,23.0,50.0,39.0,,,
204,14t,2018-12-14,12:00:00,17.0,53.0,52.0,0.41,,
205,14t,2018-12-14,13:00:00,14.0,40.0,,0.43,12.0,18.0
206,14t,2018-12-14,14:00:00,20.0,59.0,,,,
207,14t,2018-12-14,15:00:00,30.0,54.0,67.0,0.43,,
208,14t,2018-12-14,16:00:00,30.0,62.0,,,,
