,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-01-04,00:00:00,,,,,,
1,02t,2019-01-04,01:00:00,,,,,,
2,02t,2019-01-04,02:00:00,,,,,,
3,02t,2019-01-04,03:00:00,,,,,,
4,02t,2019-01-04,04:00:00,,,,,,
5,02t,2019-01-04,05:00:00,,,,,,
6,02t,2019-01-04,06:00:00,,,,,,
7,02t,2019-01-04,07:00:00,,,,,,
8,02t,2019-01-04,08:00:00,,,,,,
9,02t,2019-01-04,09:00:00,,,,,,
10,02t,2019-01-04,10:00:00,,,,,,
11,02t,2019-01-04,11:00:00,,,,,,
12,02t,2019-01-04,12:00:00,,,,,,
13,02t,2019-01-04,13:00:00,,,,,,
14,02t,2019-01-04,14:00:00,,,,,,
15,02t,2019-01-04,15:00:00,,,,,,
16,02t,2019-01-04,16:00:00,,,,,,
17,02t,2019-01-04,17:00:00,,,,,,
18,02t,2019-01-04,18:00:00,,,,,,
19,02t,2019-01-04,19:00:00,,,,,,
20,02t,2019-01-04,20:00:00,,,,,,
21,02t,2019-01-04,21:00:00,,,,,,
22,02t,2019-01-04,22:00:00,,,,,,
23,02t,2019-01-04,23:00:00,,,,,,
24,03t,2019-01-04,00:00:00,23.0,65.0,1.0,1.52,45.0,
25,03t,2019-01-04,01:00:00,25.0,58.0,1.0,1.45,44.0,
26,03t,2019-01-04,02:00:00,32.0,68.0,1.0,1.41,37.0,
27,03t,2019-01-04,03:00:00,41.0,60.0,5.0,1.33,28.0,
28,03t,2019-01-04,04:00:00,37.0,53.0,6.0,1.31,28.0,
29,03t,2019-01-04,05:00:00,32.0,50.0,3.0,1.28,32.0,
30,03t,2019-01-04,06:00:00,33.0,48.0,1.0,1.53,38.0,
31,03t,2019-01-04,07:00:00,45.0,61.0,2.0,1.51,34.0,
32,03t,2019-01-04,08:00:00,42.0,60.0,7.0,1.45,30.0,
33,03t,2019-01-04,09:00:00,35.0,60.0,12.0,1.35,29.0,
34,03t,2019-01-04,10:00:00,36.0,47.0,18.0,1.37,26.0,
35,03t,2019-01-04,11:00:00,34.0,52.0,26.0,1.33,26.0,
36,03t,2019-01-04,12:00:00,28.0,49.0,37.0,1.33,25.0,
37,03t,2019-01-04,13:00:00,25.0,57.0,42.0,1.26,24.0,
38,03t,2019-01-04,14:00:00,29.0,55.0,34.0,1.37,30.0,
39,03t,2019-01-04,15:00:00,30.0,54.0,41.0,1.33,22.0,
40,03t,2019-01-04,16:00:00,29.0,54.0,36.0,1.35,26.0,
41,03t,2019-01-04,17:00:00,27.0,51.0,28.0,1.32,32.0,
42,03t,2019-01-04,18:00:00,22.0,50.0,9.0,1.56,45.0,
43,03t,2019-01-04,19:00:00,34.0,53.0,7.0,1.59,44.0,
44,03t,2019-01-04,20:00:00,46.0,63.0,9.0,1.5,35.0,
45,03t,2019-01-04,21:00:00,37.0,67.0,5.0,1.48,38.0,
46,03t,2019-01-04,22:00:00,33.0,61.0,,,,
47,03t,2019-01-04,23:00:00,31.0,59.0,5.0,1.44,38.0,
48,05t,2019-01-04,00:00:00,27.0,49.0,5.0,0.64,42.0,1.0
49,05t,2019-01-04,01:00:00,24.0,54.0,3.0,0.63,42.0,2.0
50,05t,2019-01-04,02:00:00,24.0,45.0,1.0,0.69,46.0,3.0
51,05t,2019-01-04,03:00:00,27.0,51.0,,0.72,50.0,4.0
52,05t,2019-01-04,04:00:00,31.0,56.0,,0.72,48.0,4.0
