,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-01-17,00:00:00,,,,,,
1,02t,2019-01-17,01:00:00,,,,,,
2,02t,2019-01-17,02:00:00,,,,,,
3,02t,2019-01-17,03:00:00,,,,,,
4,02t,2019-01-17,04:00:00,,,,,,
5,02t,2019-01-17,05:00:00,,,,,,
6,02t,2019-01-17,06:00:00,,,,,,
7,02t,2019-01-17,07:00:00,,,,,,
8,02t,2019-01-17,08:00:00,,,,,,
9,02t,2019-01-17,09:00:00,,,,,,
10,02t,2019-01-17,10:00:00,,,,,,
11,02t,2019-01-17,11:00:00,,,,,,
12,02t,2019-01-17,12:00:00,,,,,,
13,02t,2019-01-17,13:00:00,,,,,,
14,02t,2019-01-17,14:00:00,,,,,,
15,02t,2019-01-17,15:00:00,,,,,,
16,02t,2019-01-17,16:00:00,,,,,,
17,02t,2019-01-17,17:00:00,,,,,,
18,02t,2019-01-17,18:00:00,,,,,,
19,02t,2019-01-17,19:00:00,,,,,,
20,02t,2019-01-17,20:00:00,,,,,,
21,02t,2019-01-17,21:00:00,,,,,,
22,02t,2019-01-17,22:00:00,,,,,,
23,02t,2019-01-17,23:00:00,,,,,,
24,03t,2019-01-17,00:00:00,57.0,92.0,2.0,1.99,57.0,
25,03t,2019-01-17,01:00:00,66.0,93.0,2.0,2.17,55.0,
26,03t,2019-01-17,02:00:00,66.0,100.0,2.0,2.09,52.0,
27,03t,2019-01-17,03:00:00,60.0,91.0,2.0,1.94,50.0,
28,03t,2019-01-17,04:00:00,58.0,103.0,2.0,2.06,54.0,
29,03t,2019-01-17,05:00:00,65.0,137.0,2.0,1.85,45.0,
30,03t,2019-01-17,06:00:00,66.0,102.0,2.0,1.9,39.0,
31,03t,2019-01-17,07:00:00,78.0,115.0,2.0,2.84,52.0,
32,03t,2019-01-17,08:00:00,92.0,159.0,5.0,2.02,43.0,
33,03t,2019-01-17,09:00:00,85.0,115.0,,,,
34,03t,2019-01-17,10:00:00,70.0,95.0,33.0,1.42,23.0,
35,03t,2019-01-17,11:00:00,57.0,77.0,47.0,1.33,15.0,
36,03t,2019-01-17,12:00:00,42.0,58.0,57.0,1.25,13.0,
