,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-03-30,00:00:00,,,,,,
1,02t,2019-03-30,01:00:00,,,,,,
2,02t,2019-03-30,02:00:00,,,,,,
3,02t,2019-03-30,03:00:00,,,,,,
4,02t,2019-03-30,04:00:00,,,,,,
5,02t,2019-03-30,05:00:00,,,,,,
6,02t,2019-03-30,06:00:00,,,,,,
7,02t,2019-03-30,07:00:00,,,,,,
8,02t,2019-03-30,08:00:00,,,,,,
9,02t,2019-03-30,09:00:00,,,,,,
10,02t,2019-03-30,10:00:00,,,,,,
11,02t,2019-03-30,11:00:00,,,,,,
12,02t,2019-03-30,12:00:00,,,,,,
13,02t,2019-03-30,13:00:00,,,,,,
14,02t,2019-03-30,14:00:00,,,,,,
15,02t,2019-03-30,15:00:00,,,,,,
16,02t,2019-03-30,16:00:00,,,,,,
17,02t,2019-03-30,17:00:00,,,,,,
18,02t,2019-03-30,18:00:00,,,,,,
19,02t,2019-03-30,19:00:00,,,,,,
20,02t,2019-03-30,20:00:00,,,,,,
21,02t,2019-03-30,21:00:00,,,,,,
22,02t,2019-03-30,22:00:00,,,,,,
23,02t,2019-03-30,23:00:00,,,,,,
24,03t,2019-03-30,00:00:00,33.0,66.0,,0.89,26.0,
25,03t,2019-03-30,01:00:00,41.0,58.0,,0.77,23.0,
26,03t,2019-03-30,02:00:00,34.0,43.0,,0.81,21.0,
27,03t,2019-03-30,03:00:00,31.0,44.0,,0.9,24.0,
28,03t,2019-03-30,04:00:00,29.0,55.0,,1.0,32.0,
29,03t,2019-03-30,05:00:00,30.0,75.0,,1.04,39.0,
30,03t,2019-03-30,06:00:00,40.0,107.0,,1.32,40.0,
31,03t,2019-03-30,07:00:00,50.0,98.0,,1.38,39.0,
32,03t,2019-03-30,08:00:00,51.0,100.0,,1.22,35.0,
33,03t,2019-03-30,09:00:00,41.0,84.0,,1.11,38.0,
34,03t,2019-03-30,10:00:00,45.0,86.0,,1.18,39.0,
35,03t,2019-03-30,11:00:00,49.0,82.0,,1.13,41.0,
36,03t,2019-03-30,12:00:00,53.0,78.0,,1.08,38.0,
37,03t,2019-03-30,13:00:00,45.0,77.0,,1.06,38.0,
38,03t,2019-03-30,14:00:00,40.0,72.0,,1.1,36.0,
39,03t,2019-03-30,15:00:00,34.0,70.0,,1.09,33.0,
40,03t,2019-03-30,16:00:00,31.0,68.0,,1.09,33.0,
41,03t,2019-03-30,17:00:00,33.0,69.0,,1.23,36.0,
42,03t,2019-03-30,18:00:00,46.0,75.0,,1.23,35.0,
43,03t,2019-03-30,19:00:00,49.0,82.0,,1.24,32.0,
44,03t,2019-03-30,20:00:00,37.0,77.0,,,,
45,03t,2019-03-30,21:00:00,30.0,72.0,,0.94,25.0,
46,03t,2019-03-30,22:00:00,26.0,49.0,,0.97,21.0,
47,03t,2019-03-30,23:00:00,25.0,48.0,,0.99,24.0,
48,05t,2019-03-30,00:00:00,9.0,27.0,16.0,,1.0,
49,05t,2019-03-30,01:00:00,19.0,30.0,20.0,,,
50,05t,2019-03-30,02:00:00,17.0,26.0,,,,
51,05t,2019-03-30,03:00:00,12.0,34.0,17.0,,,
52,05t,2019-03-30,04:00:00,14.0,24.0,19.0,,,
53,05t,2019-03-30,05:00:00,15.0,26.0,17.0,,2.0,
54,05t,2019-03-30,06:00:00,16.0,30.0,16.0,0.01,5.0,
55,05t,2019-03-30,07:00:00,12.0,33.0,15.0,0.05,7.0,
56,05t,2019-03-30,08:00:00,18.0,30.0,19.0,,3.0,
57,05t,2019-03-30,09:00:00,20.0,33.0,21.0,,1.0,
58,05t,2019-03-30,10:00:00,25.0,37.0,23.0,,1.0,
59,05t,2019-03-30,11:00:00,16.0,30.0,26.0,,,
60,05t,2019-03-30,12:00:00,18.0,31.0,27.0,,,
61,05t,2019-03-30,13:00:00,8.0,27.0,31.0,,,
62,05t,2019-03-30,14:00:00,11.0,26.0,27.0,0.02,,
63,05t,2019-03-30,15:00:00,14.0,28.0,26.0,,1.0,
64,05t,2019-03-30,16:00:00,14.0,31.0,21.0,0.01,4.0,
65,05t,2019-03-30,17:00:00,13.0,31.0,18.0,0.02,5.0,
66,05t,2019-03-30,18:00:00,18.0,30.0,16.0,,3.0,
