,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-04-05,00:00:00,,,,,,
1,02t,2019-04-05,01:00:00,,,,,,
2,02t,2019-04-05,02:00:00,,,,,,
3,02t,2019-04-05,03:00:00,,,,,,
4,02t,2019-04-05,04:00:00,,,,,,
5,02t,2019-04-05,05:00:00,,,,,,
6,02t,2019-04-05,06:00:00,,,,,,
7,02t,2019-04-05,07:00:00,,,,,,
8,02t,2019-04-05,08:00:00,,,,,,
9,02t,2019-04-05,09:00:00,,,,,,
10,02t,2019-04-05,10:00:00,,,,,,
11,02t,2019-04-05,11:00:00,,,,,,
12,02t,2019-04-05,12:00:00,,,,,,
13,02t,2019-04-05,13:00:00,,,,,,
14,02t,2019-04-05,14:00:00,,,,,,
15,02t,2019-04-05,15:00:00,,,,,,
16,02t,2019-04-05,16:00:00,,,,,,
17,02t,2019-04-05,17:00:00,,,,,,
18,02t,2019-04-05,18:00:00,,,,,,
19,02t,2019-04-05,19:00:00,,,,,,
20,02t,2019-04-05,20:00:00,,,,,,
21,02t,2019-04-05,21:00:00,,,,,,
22,02t,2019-04-05,22:00:00,,,,,,
23,02t,2019-04-05,23:00:00,,,,,,
24,03t,2019-04-05,00:00:00,26.0,43.0,,,,
25,03t,2019-04-05,01:00:00,21.0,46.0,4.0,0.78,19.0,
26,03t,2019-04-05,02:00:00,25.0,48.0,3.0,0.86,20.0,
27,03t,2019-04-05,03:00:00,29.0,45.0,2.0,0.9,24.0,
28,03t,2019-04-05,04:00:00,32.0,54.0,2.0,1.03,29.0,
29,03t,2019-04-05,05:00:00,29.0,74.0,1.0,1.15,39.0,
30,03t,2019-04-05,06:00:00,39.0,90.0,1.0,1.43,44.0,
31,03t,2019-04-05,07:00:00,48.0,94.0,1.0,1.43,37.0,
32,03t,2019-04-05,08:00:00,54.0,84.0,,,,
33,03t,2019-04-05,09:00:00,42.0,83.0,6.0,1.06,38.0,
34,03t,2019-04-05,10:00:00,41.0,79.0,6.0,1.11,35.0,
35,03t,2019-04-05,11:00:00,45.0,82.0,6.0,1.16,38.0,
36,03t,2019-04-05,12:00:00,51.0,89.0,8.0,1.01,31.0,
37,03t,2019-04-05,13:00:00,39.0,75.0,7.0,1.01,35.0,
38,03t,2019-04-05,14:00:00,31.0,71.0,7.0,1.14,36.0,
39,03t,2019-04-05,15:00:00,36.0,76.0,6.0,1.23,41.0,
40,03t,2019-04-05,16:00:00,46.0,94.0,5.0,1.17,35.0,
41,03t,2019-04-05,17:00:00,37.0,87.0,5.0,1.22,41.0,
42,03t,2019-04-05,18:00:00,33.0,90.0,5.0,1.21,38.0,
43,03t,2019-04-05,19:00:00,36.0,75.0,6.0,1.19,39.0,
44,03t,2019-04-05,20:00:00,35.0,79.0,5.0,1.17,41.0,
45,03t,2019-04-05,21:00:00,30.0,85.0,5.0,1.07,40.0,
46,03t,2019-04-05,22:00:00,32.0,63.0,4.0,1.13,38.0,
47,03t,2019-04-05,23:00:00,38.0,59.0,5.0,1.07,35.0,
48,05t,2019-04-05,00:00:00,7.0,18.0,16.0,,,
49,05t,2019-04-05,01:00:00,12.0,25.0,14.0,,,
50,05t,2019-04-05,02:00:00,7.0,10.0,16.0,,,
51,05t,2019-04-05,03:00:00,3.0,18.0,16.0,,1.0,
52,05t,2019-04-05,04:00:00,6.0,21.0,12.0,,,
53,05t,2019-04-05,05:00:00,13.0,26.0,11.0,,4.0,
54,05t,2019-04-05,06:00:00,11.0,22.0,5.0,0.15,16.0,
55,05t,2019-04-05,07:00:00,14.0,35.0,10.0,0.13,15.0,
56,05t,2019-04-05,08:00:00,12.0,28.0,20.0,,4.0,
57,05t,2019-04-05,09:00:00,9.0,20.0,25.0,,1.0,
58,05t,2019-04-05,10:00:00,11.0,24.0,,,,
59,05t,2019-04-05,11:00:00,15.0,31.0,27.0,,4.0,1.0
60,05t,2019-04-05,12:00:00,11.0,28.0,30.0,,1.0,
61,05t,2019-04-05,13:00:00,8.0,26.0,27.0,,2.0,
62,05t,2019-04-05,14:00:00,14.0,24.0,27.0,,1.0,
63,05t,2019-04-05,15:00:00,10.0,21.0,27.0,,2.0,
64,05t,2019-04-05,16:00:00,8.0,21.0,22.0,,4.0,
65,05t,2019-04-05,17:00:00,8.0,25.0,20.0,,5.0,
66,05t,2019-04-05,18:00:00,12.0,26.0,18.0,,12.0,
67,05t,2019-04-05,19:00:00,15.0,28.0,18.0,0.01,12.0,
68,05t,2019-04-05,20:00:00,16.0,27.0,20.0,,3.0,
69,05t,2019-04-05,21:00:00,11.0,27.0,18.0,,4.0,
70,05t,2019-04-05,22:00:00,15.0,21.0,16.0,,1.0,
71,05t,2019-04-05,23:00:00,14.0,26.0,18.0,,1.0,
72,08t,2019-04-05,00:00:00,16.0,34.0,10.0,0.06,14.0,1.0
73,08t,2019-04-05,01:00:00,19.0,29.0,12.0,0.06,12.0,
74,08t,2019-04-05,02:00:00,23.0,29.0,12.0,0.05,10.0,
75,08t,2019-04-05,03:00:00,19.0,30.0,9.0,0.06,13.0,
76,08t,2019-04-05,04:00:00,20.0,27.0,9.0,0.06,14.0,
77,08t,2019-04-05,05:00:00,25.0,34.0,6.0,0.12,17.0,3.0
78,08t,2019-04-05,06:00:00,23.0,31.0,7.0,0.18,20.0,5.0
79,08t,2019-04-05,07:00:00,30.0,41.0,17.0,0.11,11.0,4.0
80,08t,2019-04-05,08:00:00,19.0,30.0,23.0,0.08,9.0,2.0
81,08t,2019-04-05,09:00:00,17.0,41.0,24.0,0.12,13.0,1.0
82,08t,2019-04-05,10:00:00,27.0,47.0,,,,
83,08t,2019-04-05,11:00:00,24.0,41.0,31.0,0.08,6.0,1.0
84,08t,2019-04-05,12:00:00,22.0,31.0,30.0,0.06,5.0,
85,08t,2019-04-05,13:00:00,19.0,44.0,30.0,0.04,5.0,1.0
86,08t,2019-04-05,14:00:00,21.0,38.0,27.0,0.07,8.0,2.0
87,08t,2019-04-05,15:00:00,17.0,37.0,27.0,0.09,8.0,1.0
88,08t,2019-04-05,16:00:00,22.0,34.0,23.0,0.08,9.0,1.0
89,08t,2019-04-05,17:00:00,24.0,45.0,12.0,0.07,13.0,2.0
90,08t,2019-04-05,18:00:00,18.0,44.0,19.0,0.12,15.0,2.0
91,08t,2019-04-05,19:00:00,26.0,45.0,19.0,0.16,15.0,
92,08t,2019-04-05,20:00:00,27.0,38.0,14.0,0.14,19.0,1.0
93,08t,2019-04-05,21:00:00,23.0,40.0,13.0,0.13,20.0,1.0
94,08t,2019-04-05,22:00:00,21.0,43.0,12.0,0.15,20.0,2.0
95,08t,2019-04-05,23:00:00,21.0,38.0,12.0,0.14,18.0,1.0
96,10t,2019-04-05,00:00:00,13.0,17.0,14.0,,8.0,
97,10t,2019-04-05,01:00:00,8.0,15.0,13.0,,8.0,
98,10t,2019-04-05,02:00:00,8.0,17.0,13.0,,8.0,
99,10t,2019-04-05,03:00:00,9.0,13.0,10.0,,11.0,
100,10t,2019-04-05,04:00:00,10.0,19.0,12.0,,11.0,
101,10t,2019-04-05,05:00:00,11.0,15.0,8.0,,18.0,
102,10t,2019-04-05,06:00:00,12.0,21.0,6.0,,21.0,
103,10t,2019-04-05,07:00:00,16.0,27.0,7.0,,19.0,
104,10t,2019-04-05,08:00:00,19.0,32.0,13.0,,11.0,
105,10t,2019-04-05,09:00:00,17.0,,22.0,,7.0,
106,10t,2019-04-05,10:00:00,15.0,,,,,
107,10t,2019-04-05,11:00:00,16.0,,,,,
108,10t,2019-04-05,12:00:00,20.0,,,,,
109,10t,2019-04-05,13:00:00,6.0,21.0,39.0,,8.0,
110,10t,2019-04-05,14:00:00,2.0,21.0,39.0,,8.0,
111,10t,2019-04-05,15:00:00,2.0,23.0,39.0,,10.0,
112,10t,2019-04-05,16:00:00,2.0,24.0,30.0,,13.0,
113,10t,2019-04-05,17:00:00,2.0,18.0,16.0,,16.0,
114,10t,2019-04-05,18:00:00,3.0,22.0,14.0,,18.0,
115,10t,2019-04-05,19:00:00,3.0,23.0,12.0,,21.0,
116,10t,2019-04-05,20:00:00,2.0,26.0,15.0,,15.0,
117,10t,2019-04-05,21:00:00,2.0,15.0,13.0,,13.0,
118,10t,2019-04-05,22:00:00,2.0,18.0,12.0,,14.0,
119,10t,2019-04-05,23:00:00,2.0,19.0,12.0,,10.0,
120,11t,2019-04-05,00:00:00,14.0,,8.0,,,4.0
121,11t,2019-04-05,01:00:00,12.0,,11.0,,,3.0
122,11t,2019-04-05,02:00:00,11.0,,12.0,,,3.0
123,11t,2019-04-05,03:00:00,11.0,,13.0,,,3.0
124,11t,2019-04-05,04:00:00,12.0,,8.0,,,4.0
125,11t,2019-04-05,05:00:00,13.0,,7.0,,,4.0
126,11t,2019-04-05,06:00:00,14.0,,4.0,,,5.0
127,11t,2019-04-05,07:00:00,17.0,,7.0,,,5.0
128,11t,2019-04-05,08:00:00,17.0,,12.0,,,5.0
129,11t,2019-04-05,09:00:00,16.0,,19.0,,,5.0
130,11t,2019-04-05,10:00:00,20.0,,27.0,,,5.0
131,11t,2019-04-05,11:00:00,20.0,,28.0,,,5.0
132,11t,2019-04-05,12:00:00,20.0,,31.0,,,5.0
133,11t,2019-04-05,13:00:00,19.0,,26.0,,,5.0
134,11t,2019-04-05,14:00:00,18.0,,29.0,,,4.0
135,11t,2019-04-05,15:00:00,16.0,,31.0,,,4.0
136,11t,2019-04-05,16:00:00,16.0,,19.0,,,4.0
137,11t,2019-04-05,17:00:00,17.0,,9.0,,,4.0
138,11t,2019-04-05,18:00:00,18.0,,8.0,,,4.0
139,11t,2019-04-05,19:00:00,18.0,,13.0,,,3.0
140,11t,2019-04-05,20:00:00,19.0,,9.0,,,3.0
141,11t,2019-04-05,21:00:00,19.0,,10.0,,,4.0
142,11t,2019-04-05,22:00:00,19.0,,11.0,,,3.0
143,11t,2019-04-05,23:00:00,18.0,,13.0,,,3.0
144,12t,2019-04-05,00:00:00,,,,,,
145,12t,2019-04-05,01:00:00,,,,,,
146,12t,2019-04-05,02:00:00,,,,,,
147,12t,2019-04-05,03:00:00,,,,,,
148,12t,2019-04-05,04:00:00,,,,,,
149,12t,2019-04-05,05:00:00,,,,,,
150,12t,2019-04-05,06:00:00,,,,,,
151,12t,2019-04-05,07:00:00,,,,,,
152,12t,2019-04-05,08:00:00,,,,,,
153,12t,2019-04-05,09:00:00,,,,,,
154,12t,2019-04-05,10:00:00,,,,,,
155,12t,2019-04-05,11:00:00,,,,,,
156,12t,2019-04-05,12:00:00,,,,,,
157,12t,2019-04-05,13:00:00,,,,,,
158,12t,2019-04-05,14:00:00,,,,,,
159,12t,2019-04-05,15:00:00,,,,,,
160,12t,2019-04-05,16:00:00,,,,,,
161,12t,2019-04-05,17:00:00,,,,,,
162,12t,2019-04-05,18:00:00,,,,,,
163,12t,2019-04-05,19:00:00,,,,,,
164,12t,2019-04-05,20:00:00,,,,,,
165,12t,2019-04-05,21:00:00,,,,,,
166,12t,2019-04-05,22:00:00,,,,,,
167,12t,2019-04-05,23:00:00,,,,,,
168,13t,2019-04-05,00:00:00,10.0,,,,,
169,13t,2019-04-05,01:00:00,11.0,,,,,
170,13t,2019-04-05,02:00:00,11.0,,,,,
171,13t,2019-04-05,03:00:00,13.0,,,,,
172,13t,2019-04-05,04:00:00,13.0,,,,,
173,13t,2019-04-05,05:00:00,16.0,,,,,
174,13t,2019-04-05,06:00:00,15.0,,,,,
175,13t,2019-04-05,07:00:00,16.0,,,,,
176,13t,2019-04-05,08:00:00,19.0,,,,,
177,13t,2019-04-05,09:00:00,23.0,,,,,
178,13t,2019-04-05,10:00:00,22.0,,,,,
179,13t,2019-04-05,11:00:00,24.0,,,,,
180,13t,2019-04-05,12:00:00,18.0,,,,,
181,13t,2019-04-05,13:00:00,15.0,,,,,
182,13t,2019-04-05,14:00:00,16.0,,,,,
183,13t,2019-04-05,15:00:00,19.0,,,,,
184,13t,2019-04-05,16:00:00,17.0,,,,,
185,13t,2019-04-05,17:00:00,19.0,,,,,
186,13t,2019-04-05,18:00:00,16.0,,,,,
187,13t,2019-04-05,19:00:00,15.0,,,,,
188,13t,2019-04-05,20:00:00,16.0,,,,,
189,13t,2019-04-05,21:00:00,19.0,,,,,
190,13t,2019-04-05,22:00:00,17.0,,,,,
191,13t,2019-04-05,23:00:00,13.0,,,,,
192,14t,2019-04-05,00:00:00,2.0,16.0,30.0,0.43,10.0,3.0
193,14t,2019-04-05,01:00:00,12.0,15.0,32.0,0.44,9.0,2.0
194,14t,2019-04-05,02:00:00,10.0,12.0,36.0,0.44,9.0,3.0
195,14t,2019-04-05,03:00:00,14.0,17.0,35.0,0.47,11.0,2.0
196,14t,2019-04-05,04:00:00,13.0,16.0,31.0,0.54,16.0,3.0
197,14t,2019-04-05,05:00:00,12.0,26.0,30.0,0.66,20.0,3.0
198,14t,2019-04-05,06:00:00,3.0,25.0,27.0,0.93,22.0,3.0
199,14t,2019-04-05,07:00:00,6.0,39.0,30.0,0.92,23.0,3.0
200,14t,2019-04-05,08:00:00,15.0,58.0,,0.7,19.0,3.0
201,14t,2019-04-05,09:00:00,31.0,42.0,42.0,0.67,20.0,2.0
202,14t,2019-04-05,10:00:00,26.0,35.0,43.0,0.49,16.0,2.0
203,14t,2019-04-05,11:00:00,26.0,35.0,,0.51,18.0,2.0
204,14t,2019-04-05,12:00:00,22.0,30.0,26.0,0.49,15.0,2.0
205,14t,2019-04-05,13:00:00,21.0,30.0,,0.88,13.0,3.0
206,14t,2019-04-05,14:00:00,21.0,50.0,,2.54,,2.0
207,14t,2019-04-05,15:00:00,30.0,33.0,29.0,4.26,,31.0
208,14t,2019-04-05,16:00:00,,,,,,
209,14t,2019-04-05,17:00:00,41.0,,14.0,0.81,19.0,2.0
210,14t,2019-04-05,18:00:00,31.0,,,,,
211,14t,2019-04-05,19:00:00,13.0,53.0,18.0,0.8,20.0,2.0
212,14t,2019-04-05,20:00:00,3.0,,15.0,0.79,20.0,3.0
213,14t,2019-04-05,21:00:00,,22.0,13.0,0.7,20.0,3.0
214,14t,2019-04-05,22:00:00,1.0,25.0,17.0,0.59,16.0,3.0
215,14t,2019-04-05,23:00:00,10.0,35.0,16.0,0.53,14.0,2.0
216,16t,2019-04-05,00:00:00,,,,,,
217,16t,2019-04-05,01:00:00,,,,,,
218,16t,2019-04-05,02:00:00,,,,,,
219,16t,2019-04-05,03:00:00,,,,,,
220,16t,2019-04-05,04:00:00,,,,,,
221,16t,2019-04-05,05:00:00,,,,,,
222,16t,2019-04-05,06:00:00,,,,,,
223,16t,2019-04-05,07:00:00,,,,,,
224,16t,2019-04-05,08:00:00,,,,,,
225,16t,2019-04-05,09:00:00,,,,,,
226,16t,2019-04-05,10:00:00,,,,,,
227,16t,2019-04-05,11:00:00,,,,,,
228,16t,2019-04-05,12:00:00,,,,,,
229,16t,2019-04-05,13:00:00,,,,,,
230,16t,2019-04-05,14:00:00,,,,,,
231,16t,2019-04-05,15:00:00,,,,,,
232,16t,2019-04-05,16:00:00,,,,,,
233,16t,2019-04-05,17:00:00,,,,,,
234,16t,2019-04-05,18:00:00,,,,,,
235,16t,2019-04-05,19:00:00,,,,,,
236,16t,2019-04-05,20:00:00,,,,,,
237,16t,2019-04-05,21:00:00,,,,,,
238,16t,2019-04-05,22:00:00,,,,,,
239,16t,2019-04-05,23:00:00,,,,,,
240,17t,2019-04-05,00:00:00,25.0,,,,,
241,17t,2019-04-05,01:00:00,24.0,,,,,
242,17t,2019-04-05,02:00:00,25.0,,,,,
243,17t,2019-04-05,03:00:00,27.0,,,,,
244,17t,2019-04-05,04:00:00,32.0,,,,,
245,17t,2019-04-05,05:00:00,33.0,,,,,
246,17t,2019-04-05,06:00:00,56.0,,,,,
247,17t,2019-04-05,07:00:00,44.0,,,,,
248,17t,2019-04-05,08:00:00,29.0,,,,,
249,17t,2019-04-05,09:00:00,36.0,,,,,
250,17t,2019-04-05,10:00:00,29.0,,,,,
251,17t,2019-04-05,11:00:00,41.0,,,,,
252,17t,2019-04-05,12:00:00,37.0,,,,,
253,17t,2019-04-05,13:00:00,31.0,,,,,
254,17t,2019-04-05,14:00:00,34.0,,,,,
255,17t,2019-04-05,15:00:00,,,,,,
256,17t,2019-04-05,16:00:00,,,,,,
257,17t,2019-04-05,17:00:00,,,,,,
258,17t,2019-04-05,18:00:00,,,,,,
259,17t,2019-04-05,19:00:00,,,,,,
260,17t,2019-04-05,20:00:00,,,,,,
261,17t,2019-04-05,21:00:00,,,,,,
262,17t,2019-04-05,22:00:00,,,,,,
263,17t,2019-04-05,23:00:00,,,,,,
264,18t,2019-04-05,00:00:00,15.0,21.0,25.0,,,
265,18t,2019-04-05,01:00:00,13.0,20.0,25.0,,1.0,1.0
266,18t,2019-04-05,02:00:00,14.0,23.0,24.0,,3.0,1.0
267,18t,2019-04-05,03:00:00,15.0,24.0,23.0,,5.0,1.0
268,18t,2019-04-05,04:00:00,18.0,26.0,19.0,0.06,7.0,1.0
269,18t,2019-04-05,05:00:00,18.0,23.0,13.0,0.1,12.0,
270,18t,2019-04-05,06:00:00,21.0,30.0,9.0,0.27,18.0,2.0
271,18t,2019-04-05,07:00:00,25.0,43.0,18.0,0.24,13.0,2.0
272,18t,2019-04-05,08:00:00,6.0,31.0,30.0,0.04,6.0,1.0
273,18t,2019-04-05,09:00:00,16.0,27.0,32.0,0.05,6.0,1.0
274,18t,2019-04-05,10:00:00,19.0,26.0,,,,
275,18t,2019-04-05,11:00:00,22.0,29.0,38.0,,2.0,1.0
276,18t,2019-04-05,12:00:00,18.0,26.0,36.0,0.01,3.0,1.0
277,18t,2019-04-05,13:00:00,11.0,27.0,37.0,,,1.0
278,18t,2019-04-05,14:00:00,12.0,21.0,35.0,,2.0,2.0
279,18t,2019-04-05,15:00:00,11.0,20.0,33.0,,2.0,1.0
280,18t,2019-04-05,16:00:00,21.0,24.0,28.0,,2.0,
281,18t,2019-04-05,17:00:00,20.0,25.0,26.0,0.07,7.0,1.0
282,18t,2019-04-05,18:00:00,21.0,31.0,31.0,0.01,5.0,1.0
283,18t,2019-04-05,19:00:00,21.0,30.0,34.0,,3.0,1.0
284,18t,2019-04-05,20:00:00,15.0,28.0,30.0,0.07,5.0,1.0
285,18t,2019-04-05,21:00:00,19.0,30.0,21.0,0.11,10.0,1.0
286,18t,2019-04-05,22:00:00,21.0,29.0,23.0,0.02,7.0,1.0
287,18t,2019-04-05,23:00:00,21.0,29.0,26.0,,4.0,1.0
288,19t,2019-04-05,00:00:00,13.0,19.0,16.0,0.52,9.0,5.0
289,19t,2019-04-05,01:00:00,17.0,24.0,10.0,0.58,11.0,5.0
290,19t,2019-04-05,02:00:00,14.0,30.0,5.0,0.64,16.0,5.0
291,19t,2019-04-05,03:00:00,15.0,30.0,11.0,0.58,12.0,5.0
292,19t,2019-04-05,04:00:00,14.0,24.0,9.0,0.77,13.0,5.0
293,19t,2019-04-05,05:00:00,11.0,19.0,15.0,0.84,13.0,4.0
294,19t,2019-04-05,06:00:00,15.0,30.0,2.0,1.07,31.0,5.0
295,19t,2019-04-05,07:00:00,18.0,58.0,7.0,0.91,21.0,6.0
296,19t,2019-04-05,08:00:00,17.0,48.0,15.0,0.65,15.0,5.0
297,19t,2019-04-05,09:00:00,17.0,40.0,20.0,0.6,13.0,5.0
298,19t,2019-04-05,10:00:00,14.0,30.0,26.0,0.57,11.0,4.0
