,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-03-16,00:00:00,,,,,,
1,02t,2019-03-16,01:00:00,,,,,,
2,02t,2019-03-16,02:00:00,,,,,,
3,02t,2019-03-16,03:00:00,,,,,,
4,02t,2019-03-16,04:00:00,,,,,,
5,02t,2019-03-16,05:00:00,,,,,,
6,02t,2019-03-16,06:00:00,,,,,,
7,02t,2019-03-16,07:00:00,,,,,,
8,02t,2019-03-16,08:00:00,,,,,,
9,02t,2019-03-16,09:00:00,,,,,,
10,02t,2019-03-16,10:00:00,,,,,,
11,02t,2019-03-16,11:00:00,,,,,,
12,02t,2019-03-16,12:00:00,,,,,,
13,02t,2019-03-16,13:00:00,,,,,,
14,02t,2019-03-16,14:00:00,,,,,,
15,02t,2019-03-16,15:00:00,,,,,,
16,02t,2019-03-16,16:00:00,,,,,,
17,02t,2019-03-16,17:00:00,,,,,,
18,02t,2019-03-16,18:00:00,,,,,,
19,02t,2019-03-16,19:00:00,,,,,,
20,02t,2019-03-16,20:00:00,,,,,,
21,02t,2019-03-16,21:00:00,,,,,,
22,02t,2019-03-16,22:00:00,,,,,,
23,02t,2019-03-16,23:00:00,,,,,,
24,03t,2019-03-16,00:00:00,24.0,41.0,9.0,0.7,25.0,
25,03t,2019-03-16,01:00:00,16.0,40.0,7.0,0.66,30.0,
26,03t,2019-03-16,02:00:00,25.0,45.0,6.0,0.77,31.0,
27,03t,2019-03-16,03:00:00,29.0,46.0,6.0,0.74,29.0,
28,03t,2019-03-16,04:00:00,25.0,39.0,3.0,0.8,36.0,
29,03t,2019-03-16,05:00:00,30.0,55.0,12.0,0.6,23.0,
30,03t,2019-03-16,06:00:00,27.0,34.0,11.0,0.77,26.0,
31,03t,2019-03-16,07:00:00,33.0,41.0,26.0,0.87,23.0,
32,03t,2019-03-16,08:00:00,45.0,51.0,18.0,1.02,35.0,
33,03t,2019-03-16,09:00:00,45.0,66.0,10.0,0.97,36.0,
34,03t,2019-03-16,10:00:00,42.0,54.0,3.0,1.25,62.0,
35,03t,2019-03-16,11:00:00,47.0,70.0,,,,
36,03t,2019-03-16,12:00:00,52.0,76.0,3.0,1.28,65.0,
37,03t,2019-03-16,13:00:00,50.0,77.0,4.0,1.17,65.0,
38,03t,2019-03-16,14:00:00,56.0,135.0,3.0,1.28,64.0,
39,03t,2019-03-16,15:00:00,60.0,206.0,3.0,1.3,68.0,
40,03t,2019-03-16,16:00:00,59.0,166.0,16.0,1.01,43.0,
41,03t,2019-03-16,17:00:00,44.0,79.0,19.0,0.87,27.0,
42,03t,2019-03-16,18:00:00,31.0,50.0,17.0,0.96,26.0,
43,03t,2019-03-16,19:00:00,31.0,47.0,7.0,1.15,35.0,
44,03t,2019-03-16,20:00:00,44.0,67.0,3.0,1.13,40.0,
45,03t,2019-03-16,21:00:00,50.0,61.0,1.0,1.35,55.0,
46,03t,2019-03-16,22:00:00,53.0,85.0,2.0,1.29,48.0,
