,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-02-28,00:00:00,,,,,,
1,02t,2019-02-28,01:00:00,,,,,,
2,02t,2019-02-28,02:00:00,,,,,,
3,02t,2019-02-28,03:00:00,,,,,,
4,02t,2019-02-28,04:00:00,,,,,,
5,02t,2019-02-28,05:00:00,,,,,,
6,02t,2019-02-28,06:00:00,,,,,,
7,02t,2019-02-28,07:00:00,,,,,,
8,02t,2019-02-28,08:00:00,,,,,,
9,02t,2019-02-28,09:00:00,,,,,,
10,02t,2019-02-28,10:00:00,,,,,,
11,02t,2019-02-28,11:00:00,,,,,,
12,02t,2019-02-28,12:00:00,,,,,,
13,02t,2019-02-28,13:00:00,,,,,,
14,02t,2019-02-28,14:00:00,,,,,,
15,02t,2019-02-28,15:00:00,,,,,,
16,02t,2019-02-28,16:00:00,,,,,,
17,02t,2019-02-28,17:00:00,,,,,,
18,02t,2019-02-28,18:00:00,,,,,,
19,02t,2019-02-28,19:00:00,,,,,,
20,02t,2019-02-28,20:00:00,,,,,,
21,02t,2019-02-28,21:00:00,,,,,,
22,02t,2019-02-28,22:00:00,,,,,,
23,02t,2019-02-28,23:00:00,,,,,,
24,03t,2019-02-28,00:00:00,38.0,45.0,12.0,0.59,31.0,
25,03t,2019-02-28,01:00:00,25.0,48.0,13.0,0.51,30.0,
26,03t,2019-02-28,02:00:00,25.0,53.0,9.0,0.59,36.0,
27,03t,2019-02-28,03:00:00,31.0,52.0,5.0,0.66,44.0,
28,03t,2019-02-28,04:00:00,34.0,64.0,6.0,0.71,43.0,
29,03t,2019-02-28,05:00:00,37.0,64.0,4.0,0.73,47.0,
30,03t,2019-02-28,06:00:00,36.0,71.0,4.0,0.97,56.0,
31,03t,2019-02-28,07:00:00,37.0,78.0,5.0,1.42,54.0,
32,03t,2019-02-28,08:00:00,49.0,103.0,4.0,1.03,51.0,
33,03t,2019-02-28,09:00:00,49.0,84.0,5.0,0.79,51.0,
34,03t,2019-02-28,10:00:00,52.0,80.0,6.0,0.89,53.0,
35,03t,2019-02-28,11:00:00,52.0,81.0,8.0,0.86,48.0,
36,03t,2019-02-28,12:00:00,51.0,78.0,8.0,0.8,49.0,
37,03t,2019-02-28,13:00:00,54.0,71.0,,,,
38,03t,2019-02-28,14:00:00,55.0,67.0,9.0,0.81,57.0,
39,03t,2019-02-28,15:00:00,52.0,64.0,8.0,0.88,54.0,
40,03t,2019-02-28,16:00:00,47.0,70.0,6.0,0.81,48.0,
41,03t,2019-02-28,17:00:00,48.0,67.0,4.0,0.91,50.0,
42,03t,2019-02-28,18:00:00,43.0,78.0,4.0,0.97,47.0,
43,03t,2019-02-28,19:00:00,44.0,73.0,3.0,0.97,48.0,
44,03t,2019-02-28,20:00:00,51.0,59.0,3.0,0.92,46.0,
45,03t,2019-02-28,21:00:00,47.0,71.0,7.0,0.66,38.0,
46,03t,2019-02-28,22:00:00,42.0,55.0,9.0,0.7,32.0,
47,03t,2019-02-28,23:00:00,31.0,53.0,11.0,0.64,26.0,
48,05t,2019-02-28,00:00:00,22.0,34.0,39.0,0.19,3.0,
