,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2018-12-19,00:00:00,,,,,,
1,02t,2018-12-19,01:00:00,,,,,,
2,02t,2018-12-19,02:00:00,,,,,,
3,02t,2018-12-19,03:00:00,,,,,,
4,02t,2018-12-19,04:00:00,,,,,,
5,02t,2018-12-19,05:00:00,,,,,,
6,02t,2018-12-19,06:00:00,,,,,,
7,02t,2018-12-19,07:00:00,,,,,,
8,02t,2018-12-19,08:00:00,,,,,,
9,02t,2018-12-19,09:00:00,,,,,,
10,02t,2018-12-19,10:00:00,,,,,,
11,02t,2018-12-19,11:00:00,,,,,,
12,02t,2018-12-19,12:00:00,,,,,,
13,02t,2018-12-19,13:00:00,,,,,,
14,02t,2018-12-19,14:00:00,,,,,,
15,02t,2018-12-19,15:00:00,,,,,,
16,02t,2018-12-19,16:00:00,,,,,,
17,02t,2018-12-19,17:00:00,,,,,,
18,02t,2018-12-19,18:00:00,,,,,,
19,02t,2018-12-19,19:00:00,,,,,,
20,02t,2018-12-19,20:00:00,,,,,,
21,02t,2018-12-19,21:00:00,,,,,,
22,02t,2018-12-19,22:00:00,,,,,,
23,02t,2018-12-19,23:00:00,,,,,,
24,03t,2018-12-19,00:00:00,39.0,77.0,15.0,1.28,35.0,
25,03t,2018-12-19,01:00:00,51.0,75.0,14.0,1.25,34.0,
26,03t,2018-12-19,02:00:00,59.0,76.0,7.0,1.33,38.0,
27,03t,2018-12-19,03:00:00,53.0,82.0,3.0,1.34,40.0,
28,03t,2018-12-19,04:00:00,51.0,83.0,3.0,1.33,37.0,
29,03t,2018-12-19,05:00:00,48.0,87.0,3.0,1.41,35.0,
30,03t,2018-12-19,06:00:00,50.0,79.0,2.0,1.73,38.0,
31,03t,2018-12-19,07:00:00,58.0,98.0,3.0,1.87,44.0,
32,03t,2018-12-19,08:00:00,64.0,108.0,12.0,1.54,41.0,
33,03t,2018-12-19,09:00:00,54.0,93.0,32.0,1.24,27.0,
34,03t,2018-12-19,10:00:00,46.0,51.0,47.0,1.25,23.0,
35,03t,2018-12-19,11:00:00,45.0,52.0,64.0,1.22,20.0,
36,03t,2018-12-19,12:00:00,37.0,52.0,78.0,1.19,20.0,
37,03t,2018-12-19,13:00:00,31.0,52.0,57.0,1.27,59.0,
38,03t,2018-12-19,14:00:00,36.0,66.0,23.0,1.55,112.0,
39,03t,2018-12-19,15:00:00,44.0,97.0,,,,
40,03t,2018-12-19,16:00:00,55.0,95.0,11.0,1.7,135.0,
41,03t,2018-12-19,17:00:00,66.0,111.0,10.0,1.85,141.0,
42,03t,2018-12-19,18:00:00,75.0,130.0,8.0,2.4,139.0,
43,03t,2018-12-19,19:00:00,133.0,146.0,11.0,2.52,97.0,
44,03t,2018-12-19,20:00:00,163.0,280.0,6.0,2.63,102.0,
45,03t,2018-12-19,21:00:00,145.0,256.0,2.0,2.03,99.0,
46,03t,2018-12-19,22:00:00,133.0,165.0,2.0,2.26,96.0,
47,03t,2018-12-19,23:00:00,119.0,192.0,2.0,2.34,85.0,
48,05t,2018-12-19,00:00:00,34.0,68.0,4.0,0.9,61.0,8.0
49,05t,2018-12-19,01:00:00,47.0,73.0,8.0,0.85,56.0,9.0
50,05t,2018-12-19,02:00:00,39.0,78.0,3.0,0.73,53.0,6.0
51,05t,2018-12-19,03:00:00,43.0,73.0,2.0,0.79,46.0,5.0
52,05t,2018-12-19,04:00:00,45.0,77.0,,0.83,47.0,5.0
53,05t,2018-12-19,05:00:00,53.0,86.0,,0.93,49.0,4.0
54,05t,2018-12-19,06:00:00,51.0,93.0,,1.28,52.0,5.0
55,05t,2018-12-19,07:00:00,62.0,104.0,3.0,1.07,49.0,5.0
56,05t,2018-12-19,08:00:00,43.0,80.0,25.0,0.59,26.0,3.0
57,05t,2018-12-19,09:00:00,32.0,61.0,36.0,0.48,18.0,3.0
58,05t,2018-12-19,10:00:00,29.0,59.0,50.0,0.45,14.0,3.0
59,05t,2018-12-19,11:00:00,31.0,57.0,63.0,0.51,12.0,3.0
60,05t,2018-12-19,12:00:00,33.0,61.0,68.0,0.42,7.0,3.0
61,05t,2018-12-19,13:00:00,27.0,47.0,73.0,0.41,7.0,3.0
62,05t,2018-12-19,14:00:00,29.0,43.0,78.0,0.48,8.0,3.0
63,05t,2018-12-19,15:00:00,27.0,51.0,79.0,0.45,11.0,3.0
64,05t,2018-12-19,16:00:00,34.0,56.0,78.0,0.53,13.0,3.0
65,05t,2018-12-19,17:00:00,35.0,55.0,68.0,0.54,16.0,3.0
66,05t,2018-12-19,18:00:00,32.0,64.0,42.0,0.65,35.0,3.0
67,05t,2018-12-19,19:00:00,37.0,66.0,12.0,1.08,66.0,3.0
68,05t,2018-12-19,20:00:00,44.0,85.0,,,,
69,05t,2018-12-19,21:00:00,78.0,137.0,3.0,1.43,97.0,8.0
70,05t,2018-12-19,22:00:00,80.0,148.0,2.0,1.36,98.0,6.0
71,05t,2018-12-19,23:00:00,76.0,129.0,5.0,1.23,93.0,6.0
72,08t,2018-12-19,00:00:00,42.0,70.0,17.0,0.89,30.0,1.0
73,08t,2018-12-19,01:00:00,48.0,65.0,25.0,0.77,17.0,1.0
74,08t,2018-12-19,02:00:00,49.0,78.0,11.0,0.79,24.0,1.0
75,08t,2018-12-19,03:00:00,48.0,76.0,4.0,0.83,23.0,1.0
76,08t,2018-12-19,04:00:00,50.0,81.0,,0.96,31.0,1.0
77,08t,2018-12-19,05:00:00,62.0,96.0,,1.06,32.0,4.0
78,08t,2018-12-19,06:00:00,61.0,98.0,,1.26,33.0,5.0
79,08t,2018-12-19,07:00:00,73.0,112.0,2.0,1.45,37.0,4.0
80,08t,2018-12-19,08:00:00,75.0,126.0,19.0,0.96,26.0,2.0
81,08t,2018-12-19,09:00:00,50.0,84.0,38.0,0.82,13.0,2.0
82,08t,2018-12-19,10:00:00,42.0,82.0,51.0,0.76,11.0,2.0
83,08t,2018-12-19,11:00:00,43.0,79.0,68.0,0.67,3.0,1.0
84,08t,2018-12-19,12:00:00,42.0,69.0,81.0,0.59,,
85,08t,2018-12-19,13:00:00,41.0,59.0,86.0,0.62,1.0,1.0
86,08t,2018-12-19,14:00:00,39.0,63.0,90.0,0.62,3.0,1.0
87,08t,2018-12-19,15:00:00,46.0,68.0,94.0,0.62,3.0,1.0
88,08t,2018-12-19,16:00:00,48.0,70.0,98.0,0.68,6.0,
89,08t,2018-12-19,17:00:00,51.0,77.0,84.0,0.88,16.0,2.0
