,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-01-29,00:00:00,,,,,,
1,02t,2019-01-29,01:00:00,,,,,,
2,02t,2019-01-29,02:00:00,,,,,,
3,02t,2019-01-29,03:00:00,,,,,,
4,02t,2019-01-29,04:00:00,,,,,,
5,02t,2019-01-29,05:00:00,,,,,,
6,02t,2019-01-29,06:00:00,,,,,,
7,02t,2019-01-29,07:00:00,,,,,,
8,02t,2019-01-29,08:00:00,,,,,,
9,02t,2019-01-29,09:00:00,,,,,,
10,02t,2019-01-29,10:00:00,,,,,,
11,02t,2019-01-29,11:00:00,,,,,,
12,02t,2019-01-29,12:00:00,,,,,,
13,02t,2019-01-29,13:00:00,,,,,,
14,02t,2019-01-29,14:00:00,,,,,,
15,02t,2019-01-29,15:00:00,,,,,,
16,02t,2019-01-29,16:00:00,,,,,,
17,02t,2019-01-29,17:00:00,,,,,,
18,02t,2019-01-29,18:00:00,,,,,,
19,02t,2019-01-29,19:00:00,,,,,,
20,02t,2019-01-29,20:00:00,,,,,,
21,02t,2019-01-29,21:00:00,,,,,,
22,02t,2019-01-29,22:00:00,,,,,,
23,02t,2019-01-29,23:00:00,,,,,,
24,03t,2019-01-29,00:00:00,114.0,210.0,3.0,1.43,79.0,
25,03t,2019-01-29,01:00:00,110.0,173.0,3.0,1.22,69.0,
26,03t,2019-01-29,02:00:00,99.0,125.0,3.0,1.36,66.0,
27,03t,2019-01-29,03:00:00,93.0,140.0,3.0,1.39,61.0,
28,03t,2019-01-29,04:00:00,91.0,140.0,3.0,1.05,58.0,
29,03t,2019-01-29,05:00:00,91.0,135.0,4.0,1.23,61.0,
30,03t,2019-01-29,06:00:00,96.0,167.0,3.0,1.35,56.0,
31,03t,2019-01-29,07:00:00,97.0,167.0,3.0,1.23,47.0,
32,03t,2019-01-29,08:00:00,103.0,143.0,3.0,1.61,61.0,
33,03t,2019-01-29,09:00:00,106.0,187.0,10.0,1.08,60.0,
34,03t,2019-01-29,10:00:00,95.0,141.0,29.0,0.84,52.0,
35,03t,2019-01-29,11:00:00,78.0,111.0,46.0,0.85,54.0,
36,03t,2019-01-29,12:00:00,66.0,96.0,77.0,0.54,30.0,
37,03t,2019-01-29,13:00:00,59.0,74.0,59.0,0.56,70.0,
38,03t,2019-01-29,14:00:00,57.0,89.0,57.0,0.78,97.0,
39,03t,2019-01-29,15:00:00,57.0,108.0,31.0,1.01,153.0,
40,03t,2019-01-29,16:00:00,67.0,169.0,27.0,0.96,155.0,
41,03t,2019-01-29,17:00:00,81.0,142.0,9.0,1.06,169.0,
42,03t,2019-01-29,18:00:00,90.0,150.0,25.0,1.2,160.0,
43,03t,2019-01-29,19:00:00,98.0,165.0,33.0,1.54,84.0,
44,03t,2019-01-29,20:00:00,92.0,96.0,,,,
45,03t,2019-01-29,21:00:00,84.0,108.0,2.0,1.1,92.0,
46,03t,2019-01-29,22:00:00,78.0,103.0,2.0,1.55,98.0,
47,03t,2019-01-29,23:00:00,74.0,131.0,2.0,1.38,87.0,
