,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-09-07,00:00:00,11.0,25.0,,0.06,12.0,
1,02t,2019-09-07,01:00:00,17.0,27.0,,0.11,12.0,
2,02t,2019-09-07,02:00:00,19.0,30.0,,0.2,9.0,
3,02t,2019-09-07,03:00:00,20.0,32.0,,,,
4,02t,2019-09-07,04:00:00,16.0,26.0,,0.32,11.0,
5,02t,2019-09-07,05:00:00,22.0,36.0,,0.43,10.0,
6,02t,2019-09-07,06:00:00,20.0,34.0,,0.78,11.0,
7,02t,2019-09-07,07:00:00,24.0,41.0,,1.17,13.0,
8,02t,2019-09-07,08:00:00,29.0,46.0,,1.04,18.0,
9,02t,2019-09-07,09:00:00,19.0,40.0,,0.22,11.0,
10,02t,2019-09-07,10:00:00,10.0,21.0,,0.07,10.0,
11,02t,2019-09-07,11:00:00,13.0,28.0,,0.08,11.0,
12,02t,2019-09-07,12:00:00,12.0,28.0,,,7.0,
13,02t,2019-09-07,13:00:00,9.0,20.0,,,9.0,
14,02t,2019-09-07,14:00:00,18.0,25.0,,,8.0,
15,02t,2019-09-07,15:00:00,9.0,22.0,,,7.0,
16,02t,2019-09-07,16:00:00,4.0,26.0,,,8.0,
17,02t,2019-09-07,17:00:00,6.0,16.0,,0.01,8.0,
18,02t,2019-09-07,18:00:00,8.0,7.0,,0.04,9.0,
19,02t,2019-09-07,19:00:00,9.0,6.0,,0.06,11.0,
20,02t,2019-09-07,20:00:00,7.0,9.0,,0.19,15.0,
21,02t,2019-09-07,21:00:00,11.0,31.0,,0.17,15.0,
22,02t,2019-09-07,22:00:00,17.0,24.0,,0.21,12.0,
23,02t,2019-09-07,23:00:00,27.0,32.0,,0.2,12.0,
24,03t,2019-09-07,00:00:00,33.0,70.0,4.0,2.13,,
25,03t,2019-09-07,01:00:00,28.0,71.0,3.0,2.13,,
26,03t,2019-09-07,02:00:00,32.0,81.0,4.0,2.08,,
27,03t,2019-09-07,03:00:00,38.0,66.0,3.0,2.06,,
28,03t,2019-09-07,04:00:00,36.0,69.0,12.0,2.07,,
29,03t,2019-09-07,05:00:00,32.0,62.0,3.0,2.11,,
30,03t,2019-09-07,06:00:00,30.0,62.0,,,,
31,03t,2019-09-07,07:00:00,44.0,104.0,3.0,2.28,,
32,03t,2019-09-07,08:00:00,60.0,144.0,3.0,2.36,,
33,03t,2019-09-07,09:00:00,51.0,122.0,4.0,2.34,,
34,03t,2019-09-07,10:00:00,38.0,92.0,3.0,2.32,,
35,03t,2019-09-07,11:00:00,32.0,89.0,4.0,2.26,,
36,03t,2019-09-07,12:00:00,35.0,70.0,3.0,2.23,1.0,
37,03t,2019-09-07,13:00:00,42.0,75.0,3.0,2.18,1.0,
38,03t,2019-09-07,14:00:00,46.0,73.0,3.0,2.17,2.0,
39,03t,2019-09-07,15:00:00,33.0,76.0,3.0,2.11,16.0,
40,03t,2019-09-07,16:00:00,25.0,65.0,3.0,2.11,9.0,
41,03t,2019-09-07,17:00:00,27.0,63.0,7.0,2.13,4.0,
42,03t,2019-09-07,18:00:00,24.0,54.0,4.0,2.1,2.0,
43,03t,2019-09-07,19:00:00,21.0,63.0,4.0,2.19,,
44,03t,2019-09-07,20:00:00,28.0,86.0,4.0,2.2,,
45,03t,2019-09-07,21:00:00,34.0,76.0,4.0,2.2,,
46,03t,2019-09-07,22:00:00,31.0,59.0,4.0,2.18,,
47,03t,2019-09-07,23:00:00,27.0,57.0,4.0,2.13,,
48,05t,2019-09-07,00:00:00,13.0,34.0,3.0,0.2,13.0,
49,05t,2019-09-07,01:00:00,18.0,24.0,2.0,0.23,13.0,1.0
50,05t,2019-09-07,02:00:00,14.0,36.0,,,,
51,05t,2019-09-07,03:00:00,19.0,37.0,3.0,0.31,15.0,5.0
52,05t,2019-09-07,04:00:00,21.0,48.0,3.0,0.4,13.0,3.0
53,05t,2019-09-07,05:00:00,25.0,48.0,3.0,0.62,14.0,4.0
54,05t,2019-09-07,06:00:00,30.0,52.0,2.0,0.64,14.0,3.0
55,05t,2019-09-07,07:00:00,24.0,58.0,3.0,0.7,15.0,4.0
56,05t,2019-09-07,08:00:00,29.0,60.0,3.0,0.7,17.0,3.0
57,05t,2019-09-07,09:00:00,29.0,53.0,6.0,0.27,11.0,1.0
58,05t,2019-09-07,10:00:00,12.0,40.0,7.0,0.25,14.0,2.0
59,05t,2019-09-07,11:00:00,17.0,36.0,11.0,0.25,15.0,2.0
60,05t,2019-09-07,12:00:00,15.0,45.0,19.0,0.25,14.0,1.0
61,05t,2019-09-07,13:00:00,13.0,33.0,18.0,0.27,17.0,1.0
62,05t,2019-09-07,14:00:00,14.0,30.0,19.0,0.29,21.0,1.0
63,05t,2019-09-07,15:00:00,14.0,35.0,22.0,0.28,17.0,2.0
64,05t,2019-09-07,16:00:00,16.0,53.0,21.0,0.26,15.0,1.0
65,05t,2019-09-07,17:00:00,14.0,46.0,12.0,0.32,18.0,1.0
66,05t,2019-09-07,18:00:00,13.0,41.0,6.0,0.39,26.0,1.0
67,05t,2019-09-07,19:00:00,14.0,41.0,4.0,0.45,26.0,2.0
68,05t,2019-09-07,20:00:00,15.0,49.0,6.0,0.38,17.0,
69,05t,2019-09-07,21:00:00,17.0,43.0,5.0,0.37,15.0,
70,05t,2019-09-07,22:00:00,18.0,37.0,3.0,0.36,25.0,2.0
71,05t,2019-09-07,23:00:00,14.0,35.0,2.0,0.3,14.0,1.0
72,08t,2019-09-07,00:00:00,26.0,37.0,2.0,0.04,11.0,
73,08t,2019-09-07,01:00:00,24.0,33.0,2.0,0.04,10.0,
74,08t,2019-09-07,02:00:00,18.0,35.0,,,,
75,08t,2019-09-07,03:00:00,19.0,41.0,3.0,0.11,10.0,3.0
76,08t,2019-09-07,04:00:00,33.0,58.0,3.0,0.34,10.0,2.0
77,08t,2019-09-07,05:00:00,35.0,60.0,3.0,0.42,9.0,1.0
78,08t,2019-09-07,06:00:00,28.0,62.0,3.0,0.48,9.0,1.0
79,08t,2019-09-07,07:00:00,35.0,59.0,3.0,0.63,11.0,2.0
80,08t,2019-09-07,08:00:00,39.0,64.0,3.0,0.35,14.0,2.0
81,08t,2019-09-07,09:00:00,35.0,63.0,6.0,0.02,9.0,
82,08t,2019-09-07,10:00:00,26.0,47.0,11.0,,9.0,2.0
83,08t,2019-09-07,11:00:00,25.0,40.0,18.0,0.11,9.0,
84,08t,2019-09-07,12:00:00,24.0,37.0,21.0,0.01,6.0,
85,08t,2019-09-07,13:00:00,22.0,41.0,19.0,0.03,12.0,
86,08t,2019-09-07,14:00:00,23.0,38.0,21.0,0.04,12.0,
87,08t,2019-09-07,15:00:00,19.0,40.0,24.0,0.03,10.0,
88,08t,2019-09-07,16:00:00,25.0,40.0,19.0,0.01,10.0,
89,08t,2019-09-07,17:00:00,22.0,31.0,14.0,0.03,10.0,
90,08t,2019-09-07,18:00:00,23.0,35.0,6.0,0.07,17.0,
91,08t,2019-09-07,19:00:00,17.0,29.0,7.0,0.06,15.0,
92,08t,2019-09-07,20:00:00,25.0,37.0,5.0,0.06,14.0,
93,08t,2019-09-07,21:00:00,19.0,41.0,4.0,0.09,12.0,
94,08t,2019-09-07,22:00:00,17.0,39.0,3.0,0.09,11.0,
95,08t,2019-09-07,23:00:00,18.0,38.0,4.0,0.04,15.0,
96,10t,2019-09-07,00:00:00,21.0,25.0,4.0,,12.0,
97,10t,2019-09-07,01:00:00,20.0,21.0,4.0,,11.0,
98,10t,2019-09-07,02:00:00,17.0,23.0,4.0,,,
99,10t,2019-09-07,03:00:00,11.0,23.0,,,11.0,
100,10t,2019-09-07,04:00:00,12.0,25.0,5.0,,11.0,
101,10t,2019-09-07,05:00:00,16.0,34.0,5.0,,11.0,
102,10t,2019-09-07,06:00:00,22.0,36.0,5.0,,12.0,
103,10t,2019-09-07,07:00:00,28.0,51.0,5.0,,15.0,
104,10t,2019-09-07,08:00:00,29.0,51.0,5.0,,17.0,
105,10t,2019-09-07,09:00:00,30.0,43.0,6.0,,14.0,
106,10t,2019-09-07,10:00:00,22.0,39.0,8.0,,13.0,
107,10t,2019-09-07,11:00:00,19.0,29.0,13.0,,14.0,
108,10t,2019-09-07,12:00:00,18.0,29.0,20.0,,14.0,
109,10t,2019-09-07,13:00:00,16.0,28.0,14.0,,14.0,
110,10t,2019-09-07,14:00:00,14.0,17.0,14.0,,10.0,
111,10t,2019-09-07,15:00:00,11.0,16.0,16.0,,8.0,
112,10t,2019-09-07,16:00:00,10.0,15.0,18.0,,11.0,
113,10t,2019-09-07,17:00:00,14.0,15.0,14.0,,11.0,
114,10t,2019-09-07,18:00:00,11.0,12.0,10.0,,16.0,
115,10t,2019-09-07,19:00:00,9.0,11.0,5.0,,19.0,
116,10t,2019-09-07,20:00:00,10.0,12.0,5.0,,17.0,
117,10t,2019-09-07,21:00:00,10.0,14.0,4.0,,18.0,
118,10t,2019-09-07,22:00:00,8.0,26.0,5.0,,13.0,
119,10t,2019-09-07,23:00:00,7.0,15.0,4.0,,12.0,
120,11t,2019-09-07,00:00:00,17.0,32.0,2.0,,,9.0
121,11t,2019-09-07,01:00:00,21.0,37.0,2.0,,,9.0
122,11t,2019-09-07,02:00:00,21.0,43.0,2.0,,,9.0
123,11t,2019-09-07,03:00:00,19.0,42.0,2.0,,,9.0
124,11t,2019-09-07,04:00:00,17.0,40.0,2.0,,,9.0
125,11t,2019-09-07,05:00:00,17.0,41.0,2.0,,,9.0
126,11t,2019-09-07,06:00:00,16.0,43.0,3.0,,,9.0
127,11t,2019-09-07,07:00:00,19.0,45.0,3.0,,,10.0
128,11t,2019-09-07,08:00:00,24.0,46.0,4.0,,,10.0
129,11t,2019-09-07,09:00:00,26.0,40.0,6.0,,,9.0
130,11t,2019-09-07,10:00:00,15.0,23.0,13.0,,,9.0
131,11t,2019-09-07,11:00:00,10.0,16.0,19.0,,,10.0
132,11t,2019-09-07,12:00:00,13.0,21.0,24.0,,,10.0
133,11t,2019-09-07,13:00:00,18.0,24.0,19.0,,,9.0
134,11t,2019-09-07,14:00:00,14.0,24.0,18.0,,,9.0
135,11t,2019-09-07,15:00:00,7.0,18.0,19.0,,,8.0
136,11t,2019-09-07,16:00:00,1.0,16.0,19.0,,,8.0
137,11t,2019-09-07,17:00:00,7.0,17.0,13.0,,,8.0
138,11t,2019-09-07,18:00:00,9.0,22.0,8.0,,,9.0
139,11t,2019-09-07,19:00:00,9.0,31.0,4.0,,,8.0
140,11t,2019-09-07,20:00:00,11.0,44.0,4.0,,,9.0
141,11t,2019-09-07,21:00:00,13.0,47.0,3.0,,,9.0
142,11t,2019-09-07,22:00:00,15.0,48.0,4.0,,,8.0
143,11t,2019-09-07,23:00:00,14.0,46.0,4.0,,,8.0
144,12t,2019-09-07,00:00:00,14.0,52.0,2.0,0.04,11.0,1.0
145,12t,2019-09-07,01:00:00,15.0,47.0,1.0,,12.0,2.0
146,12t,2019-09-07,02:00:00,15.0,48.0,1.0,0.04,13.0,2.0
147,12t,2019-09-07,03:00:00,20.0,49.0,1.0,0.01,13.0,2.0
148,12t,2019-09-07,04:00:00,21.0,51.0,1.0,0.1,12.0,2.0
149,12t,2019-09-07,05:00:00,21.0,55.0,1.0,0.24,11.0,3.0
150,12t,2019-09-07,06:00:00,22.0,62.0,1.0,,,
151,12t,2019-09-07,07:00:00,27.0,64.0,1.0,0.74,15.0,3.0
152,12t,2019-09-07,08:00:00,31.0,74.0,2.0,0.42,16.0,3.0
153,12t,2019-09-07,09:00:00,29.0,72.0,3.0,0.1,12.0,2.0
154,12t,2019-09-07,10:00:00,23.0,57.0,8.0,0.01,12.0,2.0
155,12t,2019-09-07,11:00:00,32.0,52.0,17.0,,11.0,2.0
156,12t,2019-09-07,12:00:00,30.0,56.0,24.0,0.01,8.0,2.0
157,12t,2019-09-07,13:00:00,21.0,51.0,22.0,,9.0,2.0
158,12t,2019-09-07,14:00:00,16.0,49.0,22.0,,8.0,2.0
159,12t,2019-09-07,15:00:00,14.0,45.0,24.0,,12.0,2.0
160,12t,2019-09-07,16:00:00,12.0,52.0,19.0,0.03,17.0,2.0
161,12t,2019-09-07,17:00:00,11.0,57.0,14.0,0.01,12.0,2.0
162,12t,2019-09-07,18:00:00,13.0,45.0,,0.1,11.0,2.0
163,12t,2019-09-07,19:00:00,11.0,37.0,7.0,0.14,15.0,2.0
164,12t,2019-09-07,20:00:00,10.0,33.0,4.0,0.19,18.0,2.0
165,12t,2019-09-07,21:00:00,10.0,53.0,2.0,0.08,18.0,2.0
166,12t,2019-09-07,22:00:00,11.0,50.0,1.0,0.12,17.0,3.0
167,12t,2019-09-07,23:00:00,12.0,51.0,4.0,0.01,10.0,2.0
168,13t,2019-09-07,00:00:00,13.0,19.0,1.0,0.21,9.0,3.0
169,13t,2019-09-07,01:00:00,14.0,40.0,1.0,0.2,10.0,3.0
170,13t,2019-09-07,02:00:00,17.0,27.0,1.0,0.22,10.0,4.0
171,13t,2019-09-07,03:00:00,14.0,26.0,1.0,0.25,9.0,3.0
172,13t,2019-09-07,04:00:00,16.0,29.0,1.0,0.33,10.0,4.0
173,13t,2019-09-07,05:00:00,24.0,38.0,1.0,0.5,,4.0
174,13t,2019-09-07,06:00:00,26.0,44.0,1.0,0.78,9.0,5.0
175,13t,2019-09-07,07:00:00,29.0,41.0,1.0,1.0,,6.0
176,13t,2019-09-07,08:00:00,24.0,30.0,,,,
177,13t,2019-09-07,09:00:00,15.0,27.0,7.0,0.4,,5.0
178,13t,2019-09-07,10:00:00,16.0,29.0,14.0,0.2,,4.0
179,13t,2019-09-07,11:00:00,18.0,,,,,
180,13t,2019-09-07,12:00:00,15.0,,,,,
181,13t,2019-09-07,13:00:00,13.0,,,,,
182,13t,2019-09-07,14:00:00,10.0,,,,,
183,13t,2019-09-07,15:00:00,4.0,,,,,
184,13t,2019-09-07,16:00:00,7.0,,,,,
185,13t,2019-09-07,17:00:00,5.0,,,,,
186,13t,2019-09-07,18:00:00,9.0,,,,,
187,13t,2019-09-07,19:00:00,8.0,,,,,
188,13t,2019-09-07,20:00:00,11.0,,,,,
189,13t,2019-09-07,21:00:00,13.0,,,,,
190,13t,2019-09-07,22:00:00,18.0,,,,,
191,13t,2019-09-07,23:00:00,13.0,,,,,
192,14t,2019-09-07,00:00:00,37.0,63.0,3.0,0.76,14.0,19.0
