,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-09-29,00:00:00,56.0,82.0,4.0,0.44,55.0,2.0
1,02t,2019-09-29,01:00:00,53.0,79.0,3.0,0.65,57.0,2.0
2,02t,2019-09-29,02:00:00,47.0,87.0,16.0,0.26,36.0,2.0
3,02t,2019-09-29,03:00:00,58.0,76.0,21.0,,,
4,02t,2019-09-29,04:00:00,49.0,64.0,,,22.0,1.0
5,02t,2019-09-29,05:00:00,42.0,55.0,29.0,0.02,24.0,1.0
6,02t,2019-09-29,06:00:00,50.0,65.0,6.0,0.3,34.0,1.0
7,02t,2019-09-29,07:00:00,60.0,73.0,9.0,0.04,37.0,2.0
8,02t,2019-09-29,08:00:00,54.0,74.0,19.0,0.13,35.0,4.0
9,02t,2019-09-29,09:00:00,31.0,69.0,37.0,,23.0,4.0
10,02t,2019-09-29,10:00:00,28.0,63.0,61.0,,16.0,2.0
11,02t,2019-09-29,11:00:00,24.0,53.0,71.0,,16.0,2.0
12,02t,2019-09-29,12:00:00,27.0,59.0,84.0,,16.0,2.0
13,02t,2019-09-29,13:00:00,31.0,68.0,83.0,,14.0,2.0
14,02t,2019-09-29,14:00:00,35.0,52.0,110.0,0.06,17.0,2.0
15,02t,2019-09-29,15:00:00,40.0,59.0,127.0,0.13,14.0,2.0
16,02t,2019-09-29,16:00:00,39.0,58.0,122.0,,15.0,2.0
17,02t,2019-09-29,17:00:00,34.0,50.0,122.0,0.09,17.0,2.0
18,02t,2019-09-29,18:00:00,37.0,55.0,110.0,0.16,25.0,2.0
19,02t,2019-09-29,19:00:00,38.0,56.0,85.0,0.31,28.0,2.0
20,02t,2019-09-29,20:00:00,45.0,67.0,64.0,0.41,32.0,2.0
21,02t,2019-09-29,21:00:00,44.0,66.0,44.0,0.36,32.0,2.0
22,02t,2019-09-29,22:00:00,46.0,69.0,27.0,0.39,40.0,2.0
23,02t,2019-09-29,23:00:00,53.0,80.0,17.0,0.54,48.0,2.0
24,03t,2019-09-29,00:00:00,45.0,102.0,,2.73,,
25,03t,2019-09-29,01:00:00,44.0,85.0,,2.87,,
26,03t,2019-09-29,02:00:00,45.0,87.0,,2.91,,
27,03t,2019-09-29,03:00:00,46.0,89.0,,2.92,,
28,03t,2019-09-29,04:00:00,41.0,79.0,,2.95,,
29,03t,2019-09-29,05:00:00,46.0,87.0,,2.93,,
30,03t,2019-09-29,06:00:00,51.0,96.0,,2.86,,
31,03t,2019-09-29,07:00:00,59.0,85.0,,,,
32,03t,2019-09-29,08:00:00,54.0,78.0,,2.7,,
33,03t,2019-09-29,09:00:00,59.0,85.0,,2.56,,
34,03t,2019-09-29,10:00:00,49.0,72.0,,2.43,,
35,03t,2019-09-29,11:00:00,41.0,65.0,,2.37,,
36,03t,2019-09-29,12:00:00,37.0,57.0,,2.32,,
37,03t,2019-09-29,13:00:00,38.0,59.0,,2.35,,
38,03t,2019-09-29,14:00:00,47.0,73.0,,2.52,,
39,03t,2019-09-29,15:00:00,51.0,79.0,,2.52,,
40,03t,2019-09-29,16:00:00,55.0,76.0,,2.57,,
41,03t,2019-09-29,17:00:00,57.0,97.0,,2.56,,
42,03t,2019-09-29,18:00:00,65.0,114.0,,2.74,,
43,03t,2019-09-29,19:00:00,63.0,114.0,,2.87,,
44,03t,2019-09-29,20:00:00,66.0,123.0,,2.93,,
45,03t,2019-09-29,21:00:00,73.0,136.0,,2.88,,
46,03t,2019-09-29,22:00:00,78.0,145.0,,2.97,,
47,03t,2019-09-29,23:00:00,76.0,142.0,,3.02,,
48,05t,2019-09-29,00:00:00,59.0,90.0,5.0,0.94,67.0,2.0
49,05t,2019-09-29,01:00:00,53.0,89.0,5.0,0.85,57.0,1.0
50,05t,2019-09-29,02:00:00,54.0,87.0,17.0,0.54,33.0,1.0
51,05t,2019-09-29,03:00:00,40.0,63.0,28.0,0.43,15.0,1.0
52,05t,2019-09-29,04:00:00,34.0,53.0,25.0,0.44,17.0,
53,05t,2019-09-29,05:00:00,32.0,51.0,24.0,0.45,17.0,1.0
