,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-01-19,00:00:00,,,,,,
1,02t,2019-01-19,01:00:00,,,,,,
2,02t,2019-01-19,02:00:00,,,,,,
3,02t,2019-01-19,03:00:00,,,,,,
4,02t,2019-01-19,04:00:00,,,,,,
5,02t,2019-01-19,05:00:00,,,,,,
6,02t,2019-01-19,06:00:00,,,,,,
7,02t,2019-01-19,07:00:00,,,,,,
8,02t,2019-01-19,08:00:00,,,,,,
9,02t,2019-01-19,09:00:00,,,,,,
10,02t,2019-01-19,10:00:00,,,,,,
11,02t,2019-01-19,11:00:00,,,,,,
12,02t,2019-01-19,12:00:00,,,,,,
13,02t,2019-01-19,13:00:00,,,,,,
14,02t,2019-01-19,14:00:00,,,,,,
15,02t,2019-01-19,15:00:00,,,,,,
16,02t,2019-01-19,16:00:00,,,,,,
17,02t,2019-01-19,17:00:00,,,,,,
18,02t,2019-01-19,18:00:00,,,,,,
19,02t,2019-01-19,19:00:00,,,,,,
20,02t,2019-01-19,20:00:00,,,,,,
21,02t,2019-01-19,21:00:00,,,,,,
22,02t,2019-01-19,22:00:00,,,,,,
23,02t,2019-01-19,23:00:00,,,,,,
24,03t,2019-01-19,00:00:00,50.0,80.0,6.0,1.86,37.0,
25,03t,2019-01-19,01:00:00,54.0,85.0,13.0,1.72,32.0,
26,03t,2019-01-19,02:00:00,55.0,79.0,9.0,1.75,25.0,
27,03t,2019-01-19,03:00:00,56.0,69.0,5.0,1.81,33.0,
28,03t,2019-01-19,04:00:00,54.0,83.0,5.0,1.88,34.0,
29,03t,2019-01-19,05:00:00,52.0,110.0,5.0,1.82,34.0,
30,03t,2019-01-19,06:00:00,54.0,89.0,4.0,2.03,36.0,
31,03t,2019-01-19,07:00:00,60.0,122.0,,,,
32,03t,2019-01-19,08:00:00,62.0,105.0,7.0,2.03,35.0,
33,03t,2019-01-19,09:00:00,64.0,109.0,8.0,2.12,47.0,
34,03t,2019-01-19,10:00:00,65.0,101.0,30.0,1.8,34.0,
35,03t,2019-01-19,11:00:00,50.0,68.0,53.0,1.51,16.0,
36,03t,2019-01-19,12:00:00,37.0,57.0,65.0,1.46,13.0,
37,03t,2019-01-19,13:00:00,29.0,58.0,76.0,1.44,16.0,
38,03t,2019-01-19,14:00:00,28.0,61.0,89.0,1.52,15.0,
39,03t,2019-01-19,15:00:00,33.0,67.0,87.0,1.58,25.0,
40,03t,2019-01-19,16:00:00,41.0,69.0,59.0,1.64,54.0,
41,03t,2019-01-19,17:00:00,42.0,84.0,50.0,1.62,48.0,
42,03t,2019-01-19,18:00:00,49.0,84.0,46.0,1.78,42.0,
43,03t,2019-01-19,19:00:00,55.0,97.0,34.0,1.87,51.0,
44,03t,2019-01-19,20:00:00,58.0,101.0,19.0,1.96,65.0,
45,03t,2019-01-19,21:00:00,59.0,107.0,11.0,1.95,70.0,
46,03t,2019-01-19,22:00:00,61.0,106.0,6.0,2.15,67.0,
47,03t,2019-01-19,23:00:00,63.0,119.0,5.0,2.13,62.0,
48,05t,2019-01-19,00:00:00,37.0,78.0,2.0,1.14,56.0,7.0
49,05t,2019-01-19,01:00:00,44.0,80.0,,,,
50,05t,2019-01-19,02:00:00,44.0,84.0,2.0,1.12,54.0,7.0
51,05t,2019-01-19,03:00:00,37.0,76.0,2.0,1.11,53.0,6.0
52,05t,2019-01-19,04:00:00,40.0,79.0,3.0,1.06,50.0,6.0
53,05t,2019-01-19,05:00:00,44.0,79.0,5.0,1.02,48.0,5.0
54,05t,2019-01-19,06:00:00,48.0,73.0,5.0,1.05,50.0,4.0
55,05t,2019-01-19,07:00:00,48.0,75.0,5.0,1.12,51.0,4.0
56,05t,2019-01-19,08:00:00,48.0,84.0,11.0,1.16,49.0,5.0
57,05t,2019-01-19,09:00:00,50.0,89.0,26.0,0.97,39.0,4.0
58,05t,2019-01-19,10:00:00,33.0,73.0,43.0,0.71,12.0,3.0
59,05t,2019-01-19,11:00:00,18.0,50.0,50.0,0.65,9.0,4.0
60,05t,2019-01-19,12:00:00,26.0,54.0,59.0,0.62,8.0,3.0
61,05t,2019-01-19,13:00:00,27.0,56.0,65.0,0.63,7.0,3.0
62,05t,2019-01-19,14:00:00,30.0,61.0,67.0,0.66,9.0,3.0
63,05t,2019-01-19,15:00:00,41.0,71.0,70.0,0.72,8.0,3.0
64,05t,2019-01-19,16:00:00,45.0,79.0,68.0,0.73,14.0,3.0
65,05t,2019-01-19,17:00:00,48.0,82.0,51.0,0.71,21.0,3.0
66,05t,2019-01-19,18:00:00,39.0,67.0,40.0,0.93,42.0,3.0
67,05t,2019-01-19,19:00:00,35.0,81.0,48.0,1.01,39.0,4.0
68,05t,2019-01-19,20:00:00,38.0,94.0,37.0,1.07,51.0,4.0
69,05t,2019-01-19,21:00:00,42.0,94.0,24.0,1.17,63.0,4.0
70,05t,2019-01-19,22:00:00,42.0,88.0,11.0,1.3,71.0,4.0
71,05t,2019-01-19,23:00:00,43.0,86.0,15.0,1.13,57.0,6.0
72,08t,2019-01-19,00:00:00,47.0,91.0,,0.99,44.0,1.0
73,08t,2019-01-19,01:00:00,45.0,84.0,,0.97,40.0,1.0
74,08t,2019-01-19,02:00:00,50.0,99.0,,0.99,37.0,1.0
75,08t,2019-01-19,03:00:00,55.0,94.0,,1.01,32.0,
76,08t,2019-01-19,04:00:00,56.0,100.0,,1.06,37.0,1.0
77,08t,2019-01-19,05:00:00,61.0,107.0,,1.1,39.0,2.0
78,08t,2019-01-19,06:00:00,60.0,108.0,,1.35,37.0,2.0
79,08t,2019-01-19,07:00:00,72.0,215.0,1.0,1.73,35.0,2.0
80,08t,2019-01-19,08:00:00,76.0,137.0,2.0,1.45,44.0,4.0
81,08t,2019-01-19,09:00:00,75.0,139.0,18.0,0.95,40.0,2.0
82,08t,2019-01-19,10:00:00,61.0,108.0,42.0,0.63,16.0,1.0
83,08t,2019-01-19,11:00:00,39.0,95.0,53.0,0.51,9.0,
84,08t,2019-01-19,12:00:00,32.0,83.0,65.0,0.45,6.0,
85,08t,2019-01-19,13:00:00,42.0,81.0,75.0,0.48,7.0,
86,08t,2019-01-19,14:00:00,44.0,89.0,,,,
87,08t,2019-01-19,15:00:00,48.0,96.0,75.0,0.57,12.0,1.0
88,08t,2019-01-19,16:00:00,64.0,113.0,78.0,0.59,12.0,1.0
89,08t,2019-01-19,17:00:00,68.0,105.0,53.0,0.61,20.0,2.0
90,08t,2019-01-19,18:00:00,54.0,101.0,49.0,0.87,33.0,
91,08t,2019-01-19,19:00:00,59.0,111.0,47.0,0.9,38.0,1.0
92,08t,2019-01-19,20:00:00,57.0,116.0,37.0,0.98,45.0,1.0
93,08t,2019-01-19,21:00:00,56.0,128.0,22.0,1.11,51.0,
94,08t,2019-01-19,22:00:00,59.0,122.0,10.0,1.15,50.0,
95,08t,2019-01-19,23:00:00,59.0,115.0,2.0,1.2,57.0,
96,10t,2019-01-19,00:00:00,45.0,55.0,6.0,,37.0,
97,10t,2019-01-19,01:00:00,45.0,65.0,6.0,,36.0,
98,10t,2019-01-19,02:00:00,43.0,71.0,5.0,,35.0,
99,10t,2019-01-19,03:00:00,42.0,73.0,5.0,,35.0,
100,10t,2019-01-19,04:00:00,46.0,74.0,6.0,,35.0,
101,10t,2019-01-19,05:00:00,48.0,74.0,5.0,,36.0,
102,10t,2019-01-19,06:00:00,57.0,80.0,6.0,,37.0,
103,10t,2019-01-19,07:00:00,58.0,79.0,7.0,,38.0,
104,10t,2019-01-19,08:00:00,57.0,90.0,9.0,,40.0,
105,10t,2019-01-19,09:00:00,58.0,85.0,24.0,,,
106,10t,2019-01-19,10:00:00,50.0,79.0,,,14.0,
107,10t,2019-01-19,11:00:00,32.0,44.0,46.0,,9.0,
108,10t,2019-01-19,12:00:00,28.0,48.0,50.0,,8.0,
109,10t,2019-01-19,13:00:00,37.0,52.0,58.0,,8.0,
110,10t,2019-01-19,14:00:00,37.0,56.0,63.0,,8.0,
111,10t,2019-01-19,15:00:00,38.0,57.0,60.0,,10.0,
112,10t,2019-01-19,16:00:00,37.0,54.0,53.0,,10.0,
113,10t,2019-01-19,17:00:00,40.0,52.0,49.0,,19.0,
114,10t,2019-01-19,18:00:00,46.0,66.0,43.0,,32.0,
115,10t,2019-01-19,19:00:00,53.0,83.0,37.0,,35.0,
116,10t,2019-01-19,20:00:00,56.0,88.0,32.0,,38.0,
117,10t,2019-01-19,21:00:00,51.0,77.0,18.0,,49.0,
118,10t,2019-01-19,22:00:00,47.0,81.0,12.0,,53.0,
119,10t,2019-01-19,23:00:00,47.0,87.0,13.0,,46.0,
120,11t,2019-01-19,00:00:00,46.0,,3.0,,,
121,11t,2019-01-19,01:00:00,43.0,,4.0,,,
122,11t,2019-01-19,02:00:00,46.0,,2.0,,,
123,11t,2019-01-19,03:00:00,46.0,,3.0,,,
124,11t,2019-01-19,04:00:00,45.0,,3.0,,,
125,11t,2019-01-19,05:00:00,47.0,,5.0,,,
126,11t,2019-01-19,06:00:00,46.0,,4.0,,,
127,11t,2019-01-19,07:00:00,48.0,,5.0,,,
128,11t,2019-01-19,08:00:00,51.0,,4.0,,,
129,11t,2019-01-19,09:00:00,57.0,,15.0,,,
130,11t,2019-01-19,10:00:00,54.0,,27.0,,,
131,11t,2019-01-19,11:00:00,44.0,,44.0,,,
132,11t,2019-01-19,12:00:00,35.0,,41.0,,,
133,11t,2019-01-19,13:00:00,29.0,,56.0,,,
134,11t,2019-01-19,14:00:00,31.0,,57.0,,,
135,11t,2019-01-19,15:00:00,36.0,,68.0,,,
136,11t,2019-01-19,16:00:00,37.0,,49.0,,,
137,11t,2019-01-19,17:00:00,40.0,,54.0,,,
138,11t,2019-01-19,18:00:00,44.0,,61.0,,,
139,11t,2019-01-19,19:00:00,50.0,,47.0,,,
140,11t,2019-01-19,20:00:00,53.0,,31.0,,,
141,11t,2019-01-19,21:00:00,53.0,,16.0,,,
142,11t,2019-01-19,22:00:00,54.0,,11.0,,,
143,11t,2019-01-19,23:00:00,52.0,,21.0,,,
144,12t,2019-01-19,00:00:00,,,,,,
145,12t,2019-01-19,01:00:00,,,,,,
146,12t,2019-01-19,02:00:00,,,,,,
147,12t,2019-01-19,03:00:00,,,,,,
148,12t,2019-01-19,04:00:00,,,,,,
149,12t,2019-01-19,05:00:00,,,,,,
150,12t,2019-01-19,06:00:00,,,,,,
151,12t,2019-01-19,07:00:00,,,,,,
152,12t,2019-01-19,08:00:00,,,,,,
153,12t,2019-01-19,09:00:00,,,,,,
154,12t,2019-01-19,10:00:00,,,,,,
155,12t,2019-01-19,11:00:00,,,,,,
156,12t,2019-01-19,12:00:00,,,,,,
157,12t,2019-01-19,13:00:00,,,,,,
158,12t,2019-01-19,14:00:00,,,,,,
159,12t,2019-01-19,15:00:00,,,,,,
160,12t,2019-01-19,16:00:00,,,,,,
161,12t,2019-01-19,17:00:00,,,,,,
162,12t,2019-01-19,18:00:00,,,,,,
163,12t,2019-01-19,19:00:00,,,,,,
164,12t,2019-01-19,20:00:00,,,,,,
165,12t,2019-01-19,21:00:00,,,,,,
166,12t,2019-01-19,22:00:00,,,,,,
167,12t,2019-01-19,23:00:00,,,,,,
168,13t,2019-01-19,00:00:00,47.0,52.0,2.0,1.16,19.0,
169,13t,2019-01-19,01:00:00,56.0,62.0,1.0,1.13,20.0,
170,13t,2019-01-19,02:00:00,55.0,64.0,1.0,1.17,20.0,
171,13t,2019-01-19,03:00:00,55.0,63.0,1.0,1.2,23.0,
172,13t,2019-01-19,04:00:00,57.0,63.0,1.0,1.19,25.0,1.0
173,13t,2019-01-19,05:00:00,60.0,75.0,1.0,1.22,23.0,1.0
174,13t,2019-01-19,06:00:00,62.0,79.0,,,29.0,
175,13t,2019-01-19,07:00:00,63.0,81.0,1.0,1.29,28.0,1.0
176,13t,2019-01-19,08:00:00,57.0,70.0,1.0,1.34,35.0,1.0
