,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-05-11,00:00:00,,,,,,
1,02t,2019-05-11,01:00:00,,,,,,
2,02t,2019-05-11,02:00:00,,,,,,
3,02t,2019-05-11,03:00:00,,,,,,
4,02t,2019-05-11,04:00:00,,,,,,
5,02t,2019-05-11,05:00:00,,,,,,
6,02t,2019-05-11,06:00:00,,,,,,
7,02t,2019-05-11,07:00:00,,,,,,
8,02t,2019-05-11,08:00:00,,,,,,
9,02t,2019-05-11,09:00:00,,,,,,
10,02t,2019-05-11,10:00:00,,,,,,
11,02t,2019-05-11,11:00:00,,,,,,
12,02t,2019-05-11,12:00:00,,,,,,
13,02t,2019-05-11,13:00:00,,,,,,
14,02t,2019-05-11,14:00:00,,,,,,
15,02t,2019-05-11,15:00:00,,,,,,
16,02t,2019-05-11,16:00:00,,,,,,
17,02t,2019-05-11,17:00:00,,,,,,
18,02t,2019-05-11,18:00:00,,,,,,
19,02t,2019-05-11,19:00:00,,,,,,
20,02t,2019-05-11,20:00:00,,,,,,
21,02t,2019-05-11,21:00:00,,,,,,
22,02t,2019-05-11,22:00:00,,,,,,
23,02t,2019-05-11,23:00:00,,,,,,
24,03t,2019-05-11,00:00:00,33.0,35.0,3.0,0.6,36.0,
25,03t,2019-05-11,01:00:00,31.0,43.0,3.0,0.51,37.0,
26,03t,2019-05-11,02:00:00,32.0,63.0,3.0,0.6,37.0,
27,03t,2019-05-11,03:00:00,38.0,65.0,3.0,0.61,32.0,
28,03t,2019-05-11,04:00:00,43.0,71.0,4.0,0.56,36.0,
29,03t,2019-05-11,05:00:00,48.0,79.0,3.0,0.53,39.0,
30,03t,2019-05-11,06:00:00,49.0,100.0,3.0,0.74,42.0,
31,03t,2019-05-11,07:00:00,51.0,113.0,5.0,0.77,36.0,
32,03t,2019-05-11,08:00:00,50.0,93.0,9.0,0.59,33.0,
33,03t,2019-05-11,09:00:00,46.0,91.0,9.0,0.5,38.0,
34,03t,2019-05-11,10:00:00,44.0,109.0,,,,
35,03t,2019-05-11,11:00:00,42.0,113.0,12.0,0.57,43.0,
36,03t,2019-05-11,12:00:00,36.0,104.0,13.0,0.49,43.0,
37,03t,2019-05-11,13:00:00,30.0,101.0,18.0,0.44,43.0,
38,03t,2019-05-11,14:00:00,31.0,83.0,11.0,0.59,57.0,
39,03t,2019-05-11,15:00:00,39.0,94.0,9.0,0.7,61.0,
40,03t,2019-05-11,16:00:00,48.0,104.0,9.0,0.66,54.0,
41,03t,2019-05-11,17:00:00,45.0,92.0,8.0,0.71,50.0,
42,03t,2019-05-11,18:00:00,44.0,94.0,8.0,0.76,45.0,
43,03t,2019-05-11,19:00:00,44.0,87.0,9.0,0.68,38.0,
44,03t,2019-05-11,20:00:00,43.0,97.0,12.0,0.62,32.0,
45,03t,2019-05-11,21:00:00,44.0,83.0,8.0,0.48,28.0,
46,03t,2019-05-11,22:00:00,40.0,59.0,7.0,0.51,27.0,
47,03t,2019-05-11,23:00:00,32.0,56.0,7.0,0.52,26.0,
48,05t,2019-05-11,00:00:00,10.0,39.0,6.0,0.37,33.0,
49,05t,2019-05-11,01:00:00,18.0,46.0,7.0,0.35,22.0,
50,05t,2019-05-11,02:00:00,28.0,46.0,4.0,0.38,27.0,
51,05t,2019-05-11,03:00:00,27.0,41.0,4.0,0.38,35.0,
52,05t,2019-05-11,04:00:00,25.0,36.0,10.0,0.28,32.0,
53,05t,2019-05-11,05:00:00,25.0,38.0,7.0,0.24,35.0,
54,05t,2019-05-11,06:00:00,27.0,52.0,9.0,0.3,33.0,
55,05t,2019-05-11,07:00:00,28.0,62.0,11.0,0.35,28.0,
56,05t,2019-05-11,08:00:00,27.0,69.0,16.0,0.32,27.0,
57,05t,2019-05-11,09:00:00,32.0,75.0,24.0,0.3,23.0,
58,05t,2019-05-11,10:00:00,29.0,75.0,39.0,0.3,22.0,1.0
59,05t,2019-05-11,11:00:00,33.0,75.0,50.0,0.27,19.0,1.0
