,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-07-08,00:00:00,,,,,,
1,02t,2019-07-08,01:00:00,,,,,,
2,02t,2019-07-08,02:00:00,,,,,,
3,02t,2019-07-08,03:00:00,,,,,,
4,02t,2019-07-08,04:00:00,,,,,,
5,02t,2019-07-08,05:00:00,,,,,,
6,02t,2019-07-08,06:00:00,,,,,,
7,02t,2019-07-08,07:00:00,,,,,,
8,02t,2019-07-08,08:00:00,,,,,,
9,02t,2019-07-08,09:00:00,,,,,,
10,02t,2019-07-08,10:00:00,,,,,,
11,02t,2019-07-08,11:00:00,,,,,,
12,02t,2019-07-08,12:00:00,,,,,,
13,02t,2019-07-08,13:00:00,,,,,,
14,02t,2019-07-08,14:00:00,,,,,,
15,02t,2019-07-08,15:00:00,,,,,,
16,02t,2019-07-08,16:00:00,,,,,,
17,02t,2019-07-08,17:00:00,,,,,,
18,02t,2019-07-08,18:00:00,,,,,,
19,02t,2019-07-08,19:00:00,,,,,,
20,02t,2019-07-08,20:00:00,,,,,,
21,02t,2019-07-08,21:00:00,,,,,,
22,02t,2019-07-08,22:00:00,,,,,,
23,02t,2019-07-08,23:00:00,,,,,,
24,03t,2019-07-08,00:00:00,25.0,60.0,,1.18,2.0,
25,03t,2019-07-08,01:00:00,22.0,54.0,,1.03,2.0,
26,03t,2019-07-08,02:00:00,24.0,56.0,,1.04,1.0,
27,03t,2019-07-08,03:00:00,24.0,52.0,,1.08,5.0,
28,03t,2019-07-08,04:00:00,27.0,72.0,,1.13,8.0,
29,03t,2019-07-08,05:00:00,40.0,68.0,,1.06,10.0,
30,03t,2019-07-08,06:00:00,48.0,70.0,,1.17,18.0,
31,03t,2019-07-08,07:00:00,36.0,110.0,,1.34,7.0,
32,03t,2019-07-08,08:00:00,25.0,82.0,,1.34,5.0,
33,03t,2019-07-08,09:00:00,32.0,73.0,,1.17,10.0,
34,03t,2019-07-08,10:00:00,36.0,74.0,,1.12,10.0,
35,03t,2019-07-08,11:00:00,29.0,65.0,,1.11,12.0,
36,03t,2019-07-08,12:00:00,25.0,62.0,,1.07,9.0,
37,03t,2019-07-08,13:00:00,24.0,64.0,,1.02,19.0,
38,03t,2019-07-08,14:00:00,23.0,84.0,,1.04,13.0,
39,03t,2019-07-08,15:00:00,25.0,66.0,,1.04,9.0,
40,03t,2019-07-08,16:00:00,27.0,71.0,,1.1,27.0,
41,03t,2019-07-08,17:00:00,39.0,73.0,,1.2,43.0,
42,03t,2019-07-08,18:00:00,54.0,177.0,,1.44,34.0,
43,03t,2019-07-08,19:00:00,55.0,158.0,,1.46,12.0,
44,03t,2019-07-08,20:00:00,53.0,152.0,,1.47,13.0,
45,03t,2019-07-08,21:00:00,55.0,134.0,,,,
46,03t,2019-07-08,22:00:00,48.0,111.0,,1.35,5.0,
47,03t,2019-07-08,23:00:00,35.0,84.0,,1.33,8.0,
48,05t,2019-07-08,00:00:00,16.0,27.0,7.0,0.12,7.0,
49,05t,2019-07-08,01:00:00,14.0,29.0,6.0,0.13,6.0,
50,05t,2019-07-08,02:00:00,13.0,25.0,6.0,0.12,6.0,
51,05t,2019-07-08,03:00:00,14.0,23.0,2.0,0.17,16.0,
52,05t,2019-07-08,04:00:00,16.0,29.0,3.0,0.17,15.0,
53,05t,2019-07-08,05:00:00,13.0,22.0,2.0,0.22,17.0,
54,05t,2019-07-08,06:00:00,15.0,30.0,2.0,0.42,20.0,
55,05t,2019-07-08,07:00:00,18.0,46.0,2.0,0.49,18.0,1.0
56,05t,2019-07-08,08:00:00,17.0,39.0,5.0,0.24,14.0,1.0
57,05t,2019-07-08,09:00:00,13.0,38.0,7.0,0.19,10.0,
58,05t,2019-07-08,10:00:00,16.0,41.0,7.0,0.1,8.0,
