,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-01-24,00:00:00,,,,,,
1,02t,2019-01-24,01:00:00,,,,,,
2,02t,2019-01-24,02:00:00,,,,,,
3,02t,2019-01-24,03:00:00,,,,,,
4,02t,2019-01-24,04:00:00,,,,,,
5,02t,2019-01-24,05:00:00,,,,,,
6,02t,2019-01-24,06:00:00,,,,,,
7,02t,2019-01-24,07:00:00,,,,,,
8,02t,2019-01-24,08:00:00,,,,,,
9,02t,2019-01-24,09:00:00,,,,,,
10,02t,2019-01-24,10:00:00,,,,,,
11,02t,2019-01-24,11:00:00,,,,,,
12,02t,2019-01-24,12:00:00,,,,,,
13,02t,2019-01-24,13:00:00,,,,,,
14,02t,2019-01-24,14:00:00,,,,,,
15,02t,2019-01-24,15:00:00,,,,,,
16,02t,2019-01-24,16:00:00,,,,,,
17,02t,2019-01-24,17:00:00,,,,,,
18,02t,2019-01-24,18:00:00,,,,,,
19,02t,2019-01-24,19:00:00,,,,,,
20,02t,2019-01-24,20:00:00,,,,,,
21,02t,2019-01-24,21:00:00,,,,,,
22,02t,2019-01-24,22:00:00,,,,,,
23,02t,2019-01-24,23:00:00,,,,,,
24,03t,2019-01-24,00:00:00,65.0,107.0,3.0,2.15,64.0,
25,03t,2019-01-24,01:00:00,62.0,95.0,3.0,1.92,54.0,
26,03t,2019-01-24,02:00:00,58.0,85.0,,,,
27,03t,2019-01-24,03:00:00,58.0,,3.0,1.87,52.0,
28,03t,2019-01-24,04:00:00,60.0,,5.0,1.69,44.0,
29,03t,2019-01-24,05:00:00,59.0,,2.0,1.73,47.0,
30,03t,2019-01-24,06:00:00,55.0,,2.0,1.98,47.0,
31,03t,2019-01-24,07:00:00,54.0,,4.0,2.17,49.0,
32,03t,2019-01-24,08:00:00,53.0,,10.0,2.08,49.0,
33,03t,2019-01-24,09:00:00,52.0,,24.0,1.66,39.0,
34,03t,2019-01-24,10:00:00,47.0,,34.0,1.6,35.0,
35,03t,2019-01-24,11:00:00,36.0,,33.0,2.63,19.0,
36,03t,2019-01-24,12:00:00,31.0,49.0,,,,
37,03t,2019-01-24,13:00:00,25.0,40.0,69.0,0.31,20.0,
38,03t,2019-01-24,14:00:00,26.0,42.0,25.0,0.64,76.0,
39,03t,2019-01-24,15:00:00,33.0,71.0,11.0,0.76,97.0,
40,03t,2019-01-24,16:00:00,39.0,80.0,10.0,0.76,105.0,
41,03t,2019-01-24,17:00:00,46.0,80.0,9.0,0.74,102.0,
42,03t,2019-01-24,18:00:00,52.0,87.0,5.0,1.05,98.0,
43,03t,2019-01-24,19:00:00,62.0,107.0,3.0,1.21,95.0,
44,03t,2019-01-24,20:00:00,75.0,142.0,3.0,1.23,85.0,
45,03t,2019-01-24,21:00:00,81.0,158.0,3.0,1.34,85.0,
46,03t,2019-01-24,22:00:00,91.0,155.0,3.0,1.53,85.0,
47,03t,2019-01-24,23:00:00,100.0,176.0,3.0,1.51,81.0,
48,05t,2019-01-24,00:00:00,55.0,92.0,2.0,1.0,57.0,2.0
49,05t,2019-01-24,01:00:00,61.0,100.0,3.0,0.96,54.0,3.0
50,05t,2019-01-24,02:00:00,72.0,114.0,10.0,0.78,44.0,16.0
51,05t,2019-01-24,03:00:00,64.0,96.0,8.0,0.88,48.0,15.0
52,05t,2019-01-24,04:00:00,114.0,127.0,4.0,0.82,51.0,6.0
53,05t,2019-01-24,05:00:00,67.0,91.0,2.0,0.86,53.0,3.0
54,05t,2019-01-24,06:00:00,53.0,82.0,2.0,1.25,54.0,4.0
55,05t,2019-01-24,07:00:00,61.0,95.0,3.0,1.43,57.0,5.0
56,05t,2019-01-24,08:00:00,60.0,106.0,8.0,1.15,55.0,8.0
57,05t,2019-01-24,09:00:00,60.0,100.0,,,,
58,05t,2019-01-24,10:00:00,43.0,83.0,38.0,0.54,22.0,4.0
59,05t,2019-01-24,11:00:00,34.0,60.0,51.0,0.43,9.0,2.0
60,05t,2019-01-24,12:00:00,20.0,40.0,61.0,0.41,4.0,1.0
61,05t,2019-01-24,13:00:00,22.0,39.0,66.0,0.41,3.0,1.0
62,05t,2019-01-24,14:00:00,23.0,42.0,69.0,0.39,3.0,
63,05t,2019-01-24,15:00:00,21.0,40.0,71.0,0.4,7.0,1.0
64,05t,2019-01-24,16:00:00,32.0,46.0,62.0,0.34,8.0,
65,05t,2019-01-24,17:00:00,27.0,44.0,55.0,0.37,14.0,1.0
66,05t,2019-01-24,18:00:00,34.0,48.0,30.0,0.68,46.0,5.0
67,05t,2019-01-24,19:00:00,35.0,60.0,19.0,0.91,59.0,6.0
68,05t,2019-01-24,20:00:00,37.0,67.0,3.0,1.2,84.0,3.0
69,05t,2019-01-24,21:00:00,40.0,81.0,2.0,1.56,90.0,4.0
70,05t,2019-01-24,22:00:00,53.0,107.0,2.0,1.89,99.0,5.0
71,05t,2019-01-24,23:00:00,60.0,120.0,2.0,1.98,90.0,5.0
72,08t,2019-01-24,00:00:00,59.0,111.0,2.0,0.93,46.0,2.0
73,08t,2019-01-24,01:00:00,66.0,126.0,2.0,0.84,37.0,1.0
74,08t,2019-01-24,02:00:00,70.0,130.0,,0.84,40.0,1.0
75,08t,2019-01-24,03:00:00,76.0,128.0,1.0,0.75,36.0,1.0
76,08t,2019-01-24,04:00:00,77.0,124.0,2.0,0.73,39.0,2.0
77,08t,2019-01-24,05:00:00,80.0,124.0,,0.84,39.0,1.0
78,08t,2019-01-24,06:00:00,75.0,123.0,,1.07,38.0,2.0
79,08t,2019-01-24,07:00:00,77.0,125.0,1.0,1.42,41.0,2.0
80,08t,2019-01-24,08:00:00,74.0,133.0,8.0,1.0,43.0,4.0
81,08t,2019-01-24,09:00:00,70.0,128.0,,,,
82,08t,2019-01-24,10:00:00,54.0,118.0,42.0,0.45,19.0,1.0
83,08t,2019-01-24,11:00:00,32.0,114.0,55.0,0.3,10.0,1.0
84,08t,2019-01-24,12:00:00,32.0,91.0,69.0,0.29,5.0,
85,08t,2019-01-24,13:00:00,33.0,63.0,78.0,0.27,4.0,
86,08t,2019-01-24,14:00:00,36.0,63.0,80.0,0.26,6.0,
87,08t,2019-01-24,15:00:00,27.0,60.0,84.0,0.26,6.0,
88,08t,2019-01-24,16:00:00,32.0,66.0,73.0,0.26,9.0,
89,08t,2019-01-24,17:00:00,36.0,64.0,62.0,0.25,7.0,
90,08t,2019-01-24,18:00:00,41.0,61.0,31.0,0.58,23.0,
91,08t,2019-01-24,19:00:00,47.0,86.0,10.0,1.17,48.0,
92,08t,2019-01-24,20:00:00,55.0,117.0,,1.31,66.0,2.0
93,08t,2019-01-24,21:00:00,59.0,125.0,,1.5,64.0,2.0
94,08t,2019-01-24,22:00:00,67.0,137.0,,1.47,57.0,2.0
95,08t,2019-01-24,23:00:00,74.0,123.0,,1.53,59.0,3.0
96,10t,2019-01-24,00:00:00,59.0,91.0,5.0,,42.0,
97,10t,2019-01-24,01:00:00,61.0,91.0,6.0,,38.0,
98,10t,2019-01-24,02:00:00,66.0,92.0,7.0,,38.0,
99,10t,2019-01-24,03:00:00,68.0,88.0,7.0,,36.0,
100,10t,2019-01-24,04:00:00,62.0,69.0,7.0,,34.0,
101,10t,2019-01-24,05:00:00,54.0,63.0,6.0,,35.0,
102,10t,2019-01-24,06:00:00,53.0,80.0,6.0,,35.0,
103,10t,2019-01-24,07:00:00,60.0,85.0,7.0,,37.0,
104,10t,2019-01-24,08:00:00,66.0,93.0,16.0,,30.0,
105,10t,2019-01-24,09:00:00,63.0,73.0,32.0,,19.0,
106,10t,2019-01-24,10:00:00,38.0,44.0,42.0,,12.0,
107,10t,2019-01-24,11:00:00,29.0,37.0,50.0,,8.0,
108,10t,2019-01-24,12:00:00,30.0,32.0,59.0,,7.0,
