,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2019-06-06,00:00:00,,,,,,
1,02t,2019-06-06,01:00:00,,,,,,
2,02t,2019-06-06,02:00:00,,,,,,
3,02t,2019-06-06,03:00:00,,,,,,
4,02t,2019-06-06,04:00:00,,,,,,
5,02t,2019-06-06,05:00:00,,,,,,
6,02t,2019-06-06,06:00:00,,,,,,
7,02t,2019-06-06,07:00:00,,,,,,
8,02t,2019-06-06,08:00:00,,,,,,
9,02t,2019-06-06,09:00:00,,,,,,
10,02t,2019-06-06,10:00:00,,,,,,
11,02t,2019-06-06,11:00:00,,,,,,
12,02t,2019-06-06,12:00:00,,,,,,
13,02t,2019-06-06,13:00:00,,,,,,
14,02t,2019-06-06,14:00:00,,,,,,
15,02t,2019-06-06,15:00:00,,,,,,
16,02t,2019-06-06,16:00:00,,,,,,
17,02t,2019-06-06,17:00:00,,,,,,
18,02t,2019-06-06,18:00:00,,,,,,
19,02t,2019-06-06,19:00:00,,,,,,
20,02t,2019-06-06,20:00:00,,,,,,
21,02t,2019-06-06,21:00:00,,,,,,
22,02t,2019-06-06,22:00:00,,,,,,
23,02t,2019-06-06,23:00:00,,,,,,
24,03t,2019-06-06,00:00:00,21.0,47.0,14.0,0.45,,
25,03t,2019-06-06,01:00:00,20.0,45.0,17.0,0.4,,
26,03t,2019-06-06,02:00:00,30.0,50.0,12.0,0.5,,
27,03t,2019-06-06,03:00:00,33.0,55.0,3.0,0.72,5.0,
28,03t,2019-06-06,04:00:00,27.0,45.0,3.0,0.72,5.0,
29,03t,2019-06-06,05:00:00,35.0,58.0,3.0,0.66,,
30,03t,2019-06-06,06:00:00,27.0,42.0,2.0,0.95,,
31,03t,2019-06-06,07:00:00,22.0,44.0,,,,
32,03t,2019-06-06,08:00:00,22.0,40.0,6.0,1.0,7.0,
33,03t,2019-06-06,09:00:00,28.0,49.0,10.0,0.87,14.0,
34,03t,2019-06-06,10:00:00,31.0,58.0,9.0,1.05,43.0,
35,03t,2019-06-06,11:00:00,37.0,98.0,12.0,0.92,49.0,
36,03t,2019-06-06,12:00:00,38.0,83.0,17.0,0.87,46.0,
37,03t,2019-06-06,13:00:00,45.0,66.0,16.0,0.84,50.0,
38,03t,2019-06-06,14:00:00,49.0,66.0,16.0,0.79,41.0,
39,03t,2019-06-06,15:00:00,44.0,61.0,9.0,0.83,44.0,
40,03t,2019-06-06,16:00:00,39.0,70.0,7.0,0.95,43.0,
41,03t,2019-06-06,17:00:00,38.0,76.0,10.0,0.97,39.0,
42,03t,2019-06-06,18:00:00,43.0,85.0,7.0,0.98,37.0,
43,03t,2019-06-06,19:00:00,36.0,71.0,8.0,0.93,27.0,
44,03t,2019-06-06,20:00:00,29.0,77.0,22.0,0.59,,
45,03t,2019-06-06,21:00:00,13.0,25.0,31.0,0.43,,
46,03t,2019-06-06,22:00:00,10.0,19.0,7.0,0.85,21.0,
47,03t,2019-06-06,23:00:00,25.0,48.0,4.0,0.84,6.0,
48,05t,2019-06-06,00:00:00,25.0,47.0,9.0,0.21,14.0,
49,05t,2019-06-06,01:00:00,,27.0,12.0,0.1,10.0,
50,05t,2019-06-06,02:00:00,10.0,19.0,6.0,0.13,11.0,
51,05t,2019-06-06,03:00:00,6.0,11.0,1.0,0.16,14.0,
52,05t,2019-06-06,04:00:00,11.0,23.0,1.0,0.21,16.0,
53,05t,2019-06-06,05:00:00,8.0,18.0,1.0,0.26,15.0,
54,05t,2019-06-06,06:00:00,18.0,30.0,2.0,0.46,18.0,
55,05t,2019-06-06,07:00:00,17.0,35.0,3.0,0.44,18.0,
56,05t,2019-06-06,08:00:00,19.0,39.0,5.0,0.44,21.0,1.0
57,05t,2019-06-06,09:00:00,22.0,41.0,9.0,0.34,21.0,
58,05t,2019-06-06,10:00:00,5.0,28.0,19.0,0.23,14.0,
59,05t,2019-06-06,11:00:00,4.0,31.0,34.0,0.39,13.0,
60,05t,2019-06-06,12:00:00,22.0,40.0,,,,
61,05t,2019-06-06,13:00:00,27.0,43.0,32.0,0.34,28.0,2.0
62,05t,2019-06-06,14:00:00,20.0,34.0,34.0,0.32,10.0,3.0
63,05t,2019-06-06,15:00:00,18.0,33.0,28.0,0.23,9.0,1.0
64,05t,2019-06-06,16:00:00,12.0,24.0,24.0,0.22,24.0,
65,05t,2019-06-06,17:00:00,12.0,25.0,19.0,0.37,26.0,
66,05t,2019-06-06,18:00:00,14.0,24.0,22.0,0.58,46.0,
67,05t,2019-06-06,19:00:00,22.0,41.0,18.0,0.29,18.0,
68,05t,2019-06-06,20:00:00,19.0,22.0,10.0,0.5,28.0,
69,05t,2019-06-06,21:00:00,25.0,36.0,20.0,0.24,22.0,
70,05t,2019-06-06,22:00:00,7.0,17.0,17.0,0.3,23.0,
71,05t,2019-06-06,23:00:00,21.0,35.0,4.0,0.38,33.0,
72,08t,2019-06-06,00:00:00,10.0,22.0,16.0,0.18,11.0,2.0
73,08t,2019-06-06,01:00:00,9.0,19.0,11.0,0.2,12.0,2.0
74,08t,2019-06-06,02:00:00,16.0,21.0,9.0,0.22,15.0,2.0
75,08t,2019-06-06,03:00:00,12.0,26.0,5.0,0.29,30.0,1.0
76,08t,2019-06-06,04:00:00,15.0,23.0,3.0,0.37,28.0,2.0
77,08t,2019-06-06,05:00:00,17.0,30.0,3.0,0.48,29.0,3.0
78,08t,2019-06-06,06:00:00,21.0,48.0,3.0,0.52,27.0,3.0
79,08t,2019-06-06,07:00:00,25.0,41.0,5.0,0.56,28.0,4.0
80,08t,2019-06-06,08:00:00,25.0,46.0,8.0,0.46,25.0,3.0
81,08t,2019-06-06,09:00:00,26.0,49.0,14.0,0.35,18.0,3.0
82,08t,2019-06-06,10:00:00,19.0,36.0,27.0,0.37,22.0,4.0
83,08t,2019-06-06,11:00:00,36.0,47.0,37.0,0.32,20.0,4.0
84,08t,2019-06-06,12:00:00,33.0,52.0,57.0,0.27,14.0,2.0
85,08t,2019-06-06,13:00:00,34.0,45.0,52.0,0.25,9.0,1.0
86,08t,2019-06-06,14:00:00,24.0,38.0,,,,
87,08t,2019-06-06,15:00:00,27.0,38.0,43.0,0.25,13.0,2.0
88,08t,2019-06-06,16:00:00,27.0,41.0,34.0,0.3,23.0,3.0
89,08t,2019-06-06,17:00:00,25.0,38.0,28.0,0.41,25.0,2.0
90,08t,2019-06-06,18:00:00,30.0,40.0,21.0,0.69,45.0,2.0
91,08t,2019-06-06,19:00:00,33.0,52.0,22.0,0.29,22.0,2.0
92,08t,2019-06-06,20:00:00,23.0,29.0,30.0,0.35,19.0,1.0
93,08t,2019-06-06,21:00:00,20.0,29.0,30.0,0.26,15.0,1.0
94,08t,2019-06-06,22:00:00,18.0,21.0,13.0,0.35,31.0,
95,08t,2019-06-06,23:00:00,21.0,26.0,7.0,0.46,35.0,1.0
96,10t,2019-06-06,00:00:00,21.0,38.0,5.0,,16.0,
97,10t,2019-06-06,01:00:00,15.0,22.0,12.0,,9.0,
98,10t,2019-06-06,02:00:00,11.0,16.0,12.0,,9.0,
99,10t,2019-06-06,03:00:00,10.0,15.0,6.0,,,
100,10t,2019-06-06,04:00:00,9.0,14.0,,,18.0,
101,10t,2019-06-06,05:00:00,8.0,18.0,5.0,,19.0,
102,10t,2019-06-06,06:00:00,11.0,26.0,4.0,,18.0,
103,10t,2019-06-06,07:00:00,14.0,29.0,5.0,,18.0,
104,10t,2019-06-06,08:00:00,14.0,25.0,9.0,,15.0,
105,10t,2019-06-06,09:00:00,16.0,31.0,15.0,,14.0,
106,10t,2019-06-06,10:00:00,19.0,24.0,20.0,,12.0,
107,10t,2019-06-06,11:00:00,11.0,27.0,26.0,,10.0,
108,10t,2019-06-06,12:00:00,11.0,25.0,39.0,,9.0,
109,10t,2019-06-06,13:00:00,12.0,,54.0,,14.0,
110,10t,2019-06-06,14:00:00,21.0,,39.0,,22.0,
111,10t,2019-06-06,15:00:00,20.0,40.0,23.0,,26.0,
112,10t,2019-06-06,16:00:00,17.0,21.0,17.0,,34.0,
113,10t,2019-06-06,17:00:00,17.0,33.0,15.0,,36.0,
114,10t,2019-06-06,18:00:00,16.0,29.0,9.0,,40.0,
115,10t,2019-06-06,19:00:00,18.0,33.0,7.0,,40.0,
116,10t,2019-06-06,20:00:00,18.0,28.0,6.0,,39.0,
117,10t,2019-06-06,21:00:00,20.0,39.0,9.0,,30.0,
118,10t,2019-06-06,22:00:00,24.0,30.0,5.0,,38.0,
119,10t,2019-06-06,23:00:00,25.0,27.0,3.0,,39.0,
120,11t,2019-06-06,00:00:00,25.0,,9.0,,,2.0
121,11t,2019-06-06,01:00:00,24.0,,22.0,,,2.0
122,11t,2019-06-06,02:00:00,17.0,,13.0,,,2.0
123,11t,2019-06-06,03:00:00,11.0,,9.0,,,2.0
124,11t,2019-06-06,04:00:00,9.0,,5.0,,,2.0
125,11t,2019-06-06,05:00:00,10.0,,4.0,,,2.0
126,11t,2019-06-06,06:00:00,12.0,,4.0,,,3.0
127,11t,2019-06-06,07:00:00,16.0,,6.0,,,3.0
128,11t,2019-06-06,08:00:00,16.0,,8.0,,,4.0
129,11t,2019-06-06,09:00:00,13.0,,20.0,,,4.0
130,11t,2019-06-06,10:00:00,14.0,,20.0,,,4.0
131,11t,2019-06-06,11:00:00,16.0,,32.0,,,3.0
132,11t,2019-06-06,12:00:00,17.0,,44.0,,,3.0
133,11t,2019-06-06,13:00:00,20.0,,48.0,,,4.0
134,11t,2019-06-06,14:00:00,23.0,,42.0,,,2.0
135,11t,2019-06-06,15:00:00,23.0,,44.0,,,2.0
136,11t,2019-06-06,16:00:00,22.0,,16.0,,,2.0
137,11t,2019-06-06,17:00:00,25.0,,30.0,,,2.0
138,11t,2019-06-06,18:00:00,25.0,,13.0,,,2.0
139,11t,2019-06-06,19:00:00,25.0,,9.0,,,2.0
140,11t,2019-06-06,20:00:00,23.0,,20.0,,,2.0
141,11t,2019-06-06,21:00:00,21.0,,14.0,,,2.0
142,11t,2019-06-06,22:00:00,19.0,,10.0,,,2.0
143,11t,2019-06-06,23:00:00,17.0,,13.0,,,2.0
144,12t,2019-06-06,00:00:00,,,,,,
145,12t,2019-06-06,01:00:00,,,,,,
146,12t,2019-06-06,02:00:00,,,,,,
147,12t,2019-06-06,03:00:00,,,,,,
148,12t,2019-06-06,04:00:00,,,,,,
149,12t,2019-06-06,05:00:00,,,,,,
150,12t,2019-06-06,06:00:00,,,,,,
151,12t,2019-06-06,07:00:00,,,,,,
