,station,date,time,PM25,PM10,O3,CO,NO2,SO2
0,02t,2018-11-05,00:00:00,,,,,,
1,02t,2018-11-05,01:00:00,,,,,,
2,02t,2018-11-05,02:00:00,,,,,,
3,02t,2018-11-05,03:00:00,,,,,,
4,02t,2018-11-05,04:00:00,,,,,,
5,02t,2018-11-05,05:00:00,,,,,,
6,02t,2018-11-05,06:00:00,,,,,,
7,02t,2018-11-05,07:00:00,,,,,,
8,02t,2018-11-05,08:00:00,,,,,,
9,02t,2018-11-05,09:00:00,,,,,,
10,02t,2018-11-05,10:00:00,,,,,,
11,02t,2018-11-05,11:00:00,,,,,,
12,02t,2018-11-05,12:00:00,,,,,,
13,02t,2018-11-05,13:00:00,,,,,,
14,02t,2018-11-05,14:00:00,,,,,,
15,02t,2018-11-05,15:00:00,,,,,,
16,02t,2018-11-05,16:00:00,,,,,,
17,02t,2018-11-05,17:00:00,,,,,,
18,02t,2018-11-05,18:00:00,,,,,,
19,02t,2018-11-05,19:00:00,,,,,,
20,02t,2018-11-05,20:00:00,,,,,,
21,02t,2018-11-05,21:00:00,,,,,,
22,02t,2018-11-05,22:00:00,,,,,,
23,02t,2018-11-05,23:00:00,,,,,,
24,03t,2018-11-05,00:00:00,51.0,86.0,1.0,1.34,65.0,
25,03t,2018-11-05,01:00:00,49.0,94.0,1.0,1.2,60.0,
26,03t,2018-11-05,02:00:00,53.0,96.0,1.0,1.28,49.0,
27,03t,2018-11-05,03:00:00,57.0,97.0,1.0,1.13,40.0,
28,03t,2018-11-05,04:00:00,60.0,98.0,4.0,0.93,32.0,
29,03t,2018-11-05,05:00:00,53.0,85.0,6.0,0.85,29.0,
30,03t,2018-11-05,06:00:00,50.0,72.0,1.0,1.12,39.0,
31,03t,2018-11-05,07:00:00,52.0,87.0,7.0,1.08,33.0,
32,03t,2018-11-05,08:00:00,50.0,77.0,15.0,1.07,32.0,
33,03t,2018-11-05,09:00:00,48.0,83.0,24.0,1.07,42.0,
34,03t,2018-11-05,10:00:00,47.0,79.0,37.0,1.09,45.0,
35,03t,2018-11-05,11:00:00,43.0,86.0,47.0,1.09,53.0,
36,03t,2018-11-05,12:00:00,40.0,91.0,61.0,0.94,48.0,
37,03t,2018-11-05,13:00:00,42.0,80.0,,,,
38,03t,2018-11-05,14:00:00,40.0,87.0,86.0,0.81,30.0,
39,03t,2018-11-05,15:00:00,38.0,74.0,49.0,0.91,55.0,
40,03t,2018-11-05,16:00:00,39.0,84.0,37.0,0.88,59.0,
41,03t,2018-11-05,17:00:00,41.0,75.0,36.0,0.81,56.0,
42,03t,2018-11-05,18:00:00,42.0,73.0,25.0,0.94,51.0,
43,03t,2018-11-05,19:00:00,46.0,70.0,13.0,1.0,56.0,
44,03t,2018-11-05,20:00:00,45.0,75.0,7.0,1.0,60.0,
45,03t,2018-11-05,21:00:00,43.0,72.0,6.0,0.96,58.0,
46,03t,2018-11-05,22:00:00,41.0,71.0,12.0,0.93,47.0,
47,03t,2018-11-05,23:00:00,39.0,64.0,26.0,0.82,30.0,
48,05t,2018-11-05,00:00:00,55.0,87.0,4.0,1.09,71.0,6.0
49,05t,2018-11-05,01:00:00,56.0,96.0,4.0,1.02,66.0,4.0
50,05t,2018-11-05,02:00:00,44.0,72.0,4.0,0.94,59.0,3.0
51,05t,2018-11-05,03:00:00,48.0,71.0,18.0,0.63,34.0,5.0
52,05t,2018-11-05,04:00:00,45.0,67.0,17.0,0.54,28.0,4.0
53,05t,2018-11-05,05:00:00,45.0,72.0,9.0,0.63,38.0,3.0
54,05t,2018-11-05,06:00:00,48.0,80.0,5.0,0.78,44.0,3.0
55,05t,2018-11-05,07:00:00,48.0,80.0,11.0,0.84,40.0,4.0
56,05t,2018-11-05,08:00:00,47.0,78.0,17.0,0.81,42.0,4.0
57,05t,2018-11-05,09:00:00,52.0,90.0,33.0,0.71,34.0,4.0
58,05t,2018-11-05,10:00:00,47.0,96.0,51.0,0.56,22.0,4.0
59,05t,2018-11-05,11:00:00,45.0,83.0,69.0,0.43,10.0,3.0
60,05t,2018-11-05,12:00:00,36.0,56.0,77.0,0.42,7.0,2.0
61,05t,2018-11-05,13:00:00,26.0,49.0,73.0,0.39,9.0,2.0
62,05t,2018-11-05,14:00:00,28.0,49.0,83.0,0.39,7.0,2.0
63,05t,2018-11-05,15:00:00,24.0,53.0,93.0,0.46,14.0,2.0
64,05t,2018-11-05,16:00:00,31.0,63.0,103.0,0.71,30.0,3.0
65,05t,2018-11-05,17:00:00,50.0,99.0,81.0,0.69,40.0,4.0
66,05t,2018-11-05,18:00:00,52.0,91.0,51.0,0.66,38.0,4.0
67,05t,2018-11-05,19:00:00,45.0,79.0,35.0,0.72,44.0,3.0
68,05t,2018-11-05,20:00:00,42.0,75.0,,,,
69,05t,2018-11-05,21:00:00,40.0,70.0,32.0,0.61,37.0,2.0
70,05t,2018-11-05,22:00:00,38.0,71.0,37.0,0.55,31.0,2.0
71,05t,2018-11-05,23:00:00,36.0,62.0,35.0,0.55,24.0,3.0
72,08t,2018-11-05,00:00:00,61.0,83.0,,0.87,42.0,
