,station,date,time,PM25,PM10,O3,CO,NO2,SO2
104,10t,2019-01-09,08:00:00,33.0,41.0,4.0,,19.0,
105,10t,2019-01-09,09:00:00,32.0,48.0,6.0,,19.0,
106,10t,2019-01-09,10:00:00,25.0,44.0,11.0,,15.0,
107,10t,2019-01-09,11:00:00,22.0,41.0,17.0,,17.0,
108,10t,2019-01-09,12:00:00,20.0,47.0,33.0,,13.0,
109,10t,2019-01-09,13:00:00,23.0,49.0,46.0,,8.0,
110,10t,2019-01-09,14:00:00,25.0,44.0,44.0,,8.0,
111,10t,2019-01-09,15:00:00,28.0,45.0,25.0,,26.0,
112,10t,2019-01-09,16:00:00,30.0,47.0,16.0,,33.0,
113,10t,2019-01-09,17:00:00,34.0,52.0,12.0,,42.0,
114,10t,2019-01-09,18:00:00,39.0,54.0,7.0,,52.0,
115,10t,2019-01-09,19:00:00,41.0,57.0,4.0,,58.0,
116,10t,2019-01-09,20:00:00,42.0,65.0,4.0,,57.0,
117,10t,2019-01-09,21:00:00,41.0,63.0,4.0,,47.0,
118,10t,2019-01-09,22:00:00,36.0,58.0,5.0,,37.0,
119,10t,2019-01-09,23:00:00,30.0,40.0,4.0,,34.0,
120,11t,2019-01-09,00:00:00,15.0,,10.0,,,2.0
121,11t,2019-01-09,01:00:00,15.0,,16.0,,,1.0
122,11t,2019-01-09,02:00:00,14.0,,16.0,,,1.0
123,11t,2019-01-09,03:00:00,13.0,,13.0,,,1.0
124,11t,2019-01-09,04:00:00,10.0,,12.0,,,1.0
125,11t,2019-01-09,05:00:00,9.0,,7.0,,,1.0
126,11t,2019-01-09,06:00:00,11.0,,4.0,,,1.0
127,11t,2019-01-09,07:00:00,14.0,,3.0,,,2.0
128,11t,2019-01-09,08:00:00,19.0,,4.0,,,2.0
129,11t,2019-01-09,09:00:00,23.0,,5.0,,,1.0
130,11t,2019-01-09,10:00:00,26.0,,8.0,,,1.0
131,11t,2019-01-09,11:00:00,25.0,,13.0,,,1.0
132,11t,2019-01-09,12:00:00,24.0,,15.0,,,1.0
133,11t,2019-01-09,13:00:00,25.0,,25.0,,,3.0
134,11t,2019-01-09,14:00:00,28.0,,26.0,,,3.0
135,11t,2019-01-09,15:00:00,30.0,,27.0,,,2.0
136,11t,2019-01-09,16:00:00,33.0,,23.0,,,2.0
137,11t,2019-01-09,17:00:00,37.0,,14.0,,,2.0
138,11t,2019-01-09,18:00:00,40.0,,10.0,,,2.0
139,11t,2019-01-09,19:00:00,47.0,,6.0,,,2.0
140,11t,2019-01-09,20:00:00,51.0,,4.0,,,2.0
141,11t,2019-01-09,21:00:00,53.0,,3.0,,,3.0
142,11t,2019-01-09,22:00:00,49.0,,6.0,,,2.0
143,11t,2019-01-09,23:00:00,36.0,,13.0,,,1.0
144,12t,2019-01-09,00:00:00,,,,,,
145,12t,2019-01-09,01:00:00,,,,,,
146,12t,2019-01-09,02:00:00,,,,,,
147,12t,2019-01-09,03:00:00,,,,,,
148,12t,2019-01-09,04:00:00,,,,,,
149,12t,2019-01-09,05:00:00,,,,,,
150,12t,2019-01-09,06:00:00,,,,,,
151,12t,2019-01-09,07:00:00,,,,,,
152,12t,2019-01-09,08:00:00,,,,,,
153,12t,2019-01-09,09:00:00,,,,,,
154,12t,2019-01-09,10:00:00,,,,,,
155,12t,2019-01-09,11:00:00,,,,,,
156,12t,2019-01-09,12:00:00,,,,,,
157,12t,2019-01-09,13:00:00,,,,,,
158,12t,2019-01-09,14:00:00,,,,,,
159,12t,2019-01-09,15:00:00,,,,,,
160,12t,2019-01-09,16:00:00,,,,,,
161,12t,2019-01-09,17:00:00,,,,,,
162,12t,2019-01-09,18:00:00,,,,,,
163,12t,2019-01-09,19:00:00,,,,,,
164,12t,2019-01-09,20:00:00,,,,,,
165,12t,2019-01-09,21:00:00,,,,,,
166,12t,2019-01-09,22:00:00,,,,,,
167,12t,2019-01-09,23:00:00,,,,,,
168,13t,2019-01-09,00:00:00,,36.0,1.0,0.53,7.0,
169,13t,2019-01-09,01:00:00,,31.0,2.0,0.54,6.0,
170,13t,2019-01-09,02:00:00,,25.0,2.0,0.49,6.0,
171,13t,2019-01-09,03:00:00,,20.0,1.0,0.49,7.0,
172,13t,2019-01-09,04:00:00,,22.0,1.0,0.45,8.0,
173,13t,2019-01-09,05:00:00,,16.0,1.0,0.5,13.0,
174,13t,2019-01-09,06:00:00,,23.0,,,15.0,
175,13t,2019-01-09,07:00:00,,47.0,1.0,0.78,19.0,1.0
176,13t,2019-01-09,08:00:00,,52.0,1.0,1.19,26.0,1.0
177,13t,2019-01-09,09:00:00,,61.0,1.0,1.27,26.0,1.0
178,13t,2019-01-09,10:00:00,,62.0,1.0,1.18,28.0,1.0
179,13t,2019-01-09,11:00:00,,72.0,2.0,1.13,30.0,1.0
180,13t,2019-01-09,12:00:00,,47.0,2.0,1.05,35.0,1.0
181,13t,2019-01-09,13:00:00,,86.0,2.0,0.96,31.0,1.0
182,13t,2019-01-09,14:00:00,,57.0,2.0,0.94,25.0,
183,13t,2019-01-09,15:00:00,,50.0,3.0,0.89,28.0,
184,13t,2019-01-09,16:00:00,,60.0,2.0,0.93,35.0,
185,13t,2019-01-09,17:00:00,,56.0,2.0,0.91,27.0,
186,13t,2019-01-09,18:00:00,,51.0,3.0,0.93,26.0,
187,13t,2019-01-09,19:00:00,,84.0,1.0,1.12,43.0,
188,13t,2019-01-09,20:00:00,,95.0,1.0,1.28,43.0,1.0
189,13t,2019-01-09,21:00:00,,76.0,1.0,1.27,33.0,1.0
190,13t,2019-01-09,22:00:00,,49.0,1.0,1.24,33.0,1.0
191,13t,2019-01-09,23:00:00,,64.0,1.0,1.17,28.0,1.0
192,14t,2019-01-09,00:00:00,14.0,,5.0,0.47,17.0,15.0
193,14t,2019-01-09,01:00:00,19.0,,6.0,0.45,17.0,20.0
194,14t,2019-01-09,02:00:00,31.0,,6.0,0.42,14.0,17.0
195,14t,2019-01-09,03:00:00,34.0,,4.0,0.45,18.0,17.0
196,14t,2019-01-09,04:00:00,31.0,,4.0,0.4,16.0,14.0
197,14t,2019-01-09,05:00:00,22.0,,3.0,0.47,18.0,15.0
198,14t,2019-01-09,06:00:00,16.0,,3.0,0.51,18.0,17.0
199,14t,2019-01-09,07:00:00,19.0,,3.0,0.66,15.0,15.0
200,14t,2019-01-09,08:00:00,27.0,,3.0,0.65,19.0,16.0
201,14t,2019-01-09,09:00:00,33.0,,6.0,0.62,23.0,19.0
202,14t,2019-01-09,10:00:00,,,,,,
203,14t,2019-01-09,11:00:00,37.0,,,,,
204,14t,2019-01-09,12:00:00,37.0,,,,,
205,14t,2019-01-09,13:00:00,,,,,,
206,14t,2019-01-09,14:00:00,42.0,81.0,,,,
207,14t,2019-01-09,15:00:00,40.0,53.0,,0.4,20.0,23.0
208,14t,2019-01-09,16:00:00,39.0,46.0,60.0,0.4,13.0,10.0
209,14t,2019-01-09,17:00:00,31.0,41.0,63.0,0.42,9.0,4.0
210,14t,2019-01-09,18:00:00,32.0,45.0,23.0,0.9,31.0,7.0
211,14t,2019-01-09,19:00:00,41.0,83.0,9.0,1.26,36.0,9.0
212,14t,2019-01-09,20:00:00,57.0,104.0,6.0,1.31,36.0,14.0
213,14t,2019-01-09,21:00:00,64.0,122.0,7.0,1.09,31.0,15.0
214,14t,2019-01-09,22:00:00,60.0,78.0,6.0,0.9,28.0,10.0
215,14t,2019-01-09,23:00:00,44.0,68.0,7.0,0.63,24.0,9.0
216,16t,2019-01-09,00:00:00,,,,,,
217,16t,2019-01-09,01:00:00,,,,,,
218,16t,2019-01-09,02:00:00,,,,,,
219,16t,2019-01-09,03:00:00,,,,,,
220,16t,2019-01-09,04:00:00,,,,,,
221,16t,2019-01-09,05:00:00,,,,,,
222,16t,2019-01-09,06:00:00,,,,,,
223,16t,2019-01-09,07:00:00,,,,,,
224,16t,2019-01-09,08:00:00,,,,,,
225,16t,2019-01-09,09:00:00,,,,,,
226,16t,2019-01-09,10:00:00,,,,,,
227,16t,2019-01-09,11:00:00,,,,,,
228,16t,2019-01-09,12:00:00,,,,,,
229,16t,2019-01-09,13:00:00,,,,,,
230,16t,2019-01-09,14:00:00,,,,,,
231,16t,2019-01-09,15:00:00,,,,,,
232,16t,2019-01-09,16:00:00,,,,,,
233,16t,2019-01-09,17:00:00,,,,,,
234,16t,2019-01-09,18:00:00,,,,,,
235,16t,2019-01-09,19:00:00,,,,,,
236,16t,2019-01-09,20:00:00,,,,,,
237,16t,2019-01-09,21:00:00,,,,,,
238,16t,2019-01-09,22:00:00,,,,,,
239,16t,2019-01-09,23:00:00,,,,,,
240,17t,2019-01-09,00:00:00,12.0,19.0,10.0,,,
241,17t,2019-01-09,01:00:00,22.0,31.0,9.0,,,
242,17t,2019-01-09,02:00:00,25.0,56.0,10.0,,,
243,17t,2019-01-09,03:00:00,21.0,30.0,9.0,,,
244,17t,2019-01-09,04:00:00,13.0,24.0,6.0,,,
245,17t,2019-01-09,05:00:00,13.0,22.0,2.0,,,
246,17t,2019-01-09,06:00:00,16.0,28.0,1.0,,,
247,17t,2019-01-09,07:00:00,20.0,36.0,2.0,,,
248,17t,2019-01-09,08:00:00,11.0,20.0,,,,
249,17t,2019-01-09,09:00:00,20.0,28.0,18.0,,,
250,17t,2019-01-09,10:00:00,19.0,26.0,26.0,,,
251,17t,2019-01-09,11:00:00,14.0,19.0,28.0,,,
252,17t,2019-01-09,12:00:00,16.0,35.0,35.0,,,
253,17t,2019-01-09,13:00:00,13.0,28.0,46.0,,,
254,17t,2019-01-09,14:00:00,15.0,52.0,50.0,,,
255,17t,2019-01-09,15:00:00,19.0,43.0,45.0,,,
256,17t,2019-01-09,16:00:00,24.0,42.0,28.0,,,
257,17t,2019-01-09,17:00:00,39.0,50.0,23.0,,,
258,17t,2019-01-09,18:00:00,26.0,33.0,19.0,,,
259,17t,2019-01-09,19:00:00,20.0,26.0,18.0,,,
260,17t,2019-01-09,20:00:00,20.0,26.0,12.0,,,
261,17t,2019-01-09,21:00:00,28.0,31.0,9.0,,,
262,17t,2019-01-09,22:00:00,27.0,31.0,12.0,,,
263,17t,2019-01-09,23:00:00,21.0,37.0,18.0,,,
264,18t,2019-01-09,00:00:00,8.0,32.0,17.0,,8.0,2.0
265,18t,2019-01-09,01:00:00,4.0,26.0,17.0,0.13,7.0,1.0
266,18t,2019-01-09,02:00:00,7.0,30.0,19.0,,4.0,
267,18t,2019-01-09,03:00:00,8.0,27.0,15.0,,6.0,2.0
268,18t,2019-01-09,04:00:00,18.0,37.0,16.0,,6.0,1.0
269,18t,2019-01-09,05:00:00,13.0,31.0,10.0,0.06,12.0,
270,18t,2019-01-09,06:00:00,11.0,24.0,5.0,0.15,19.0,3.0
271,18t,2019-01-09,07:00:00,11.0,30.0,3.0,0.54,25.0,3.0
272,18t,2019-01-09,08:00:00,18.0,50.0,14.0,0.09,13.0,3.0
273,18t,2019-01-09,09:00:00,18.0,37.0,13.0,,15.0,1.0
274,18t,2019-01-09,10:00:00,15.0,34.0,23.0,,9.0,1.0
275,18t,2019-01-09,11:00:00,10.0,31.0,30.0,,6.0,1.0
276,18t,2019-01-09,12:00:00,7.0,26.0,,,,
277,18t,2019-01-09,13:00:00,7.0,32.0,,0.03,14.0,3.0
278,18t,2019-01-09,14:00:00,12.0,37.0,45.0,,10.0,
279,18t,2019-01-09,15:00:00,19.0,37.0,42.0,,9.0,
280,18t,2019-01-09,16:00:00,18.0,39.0,38.0,,8.0,
281,18t,2019-01-09,17:00:00,19.0,38.0,31.0,0.04,11.0,
282,18t,2019-01-09,18:00:00,20.0,42.0,30.0,0.01,9.0,
283,18t,2019-01-09,19:00:00,15.0,39.0,27.0,,13.0,
284,18t,2019-01-09,20:00:00,16.0,40.0,28.0,0.04,9.0,
285,18t,2019-01-09,21:00:00,15.0,35.0,16.0,,19.0,2.0
286,18t,2019-01-09,22:00:00,19.0,34.0,17.0,0.05,18.0,2.0
287,18t,2019-01-09,23:00:00,17.0,34.0,24.0,0.08,8.0,
288,19t,2019-01-09,00:00:00,12.0,24.0,29.0,0.11,6.0,1.0
289,19t,2019-01-09,01:00:00,11.0,27.0,16.0,0.16,5.0,1.0
290,19t,2019-01-09,02:00:00,11.0,28.0,15.0,0.14,5.0,2.0
291,19t,2019-01-09,03:00:00,14.0,28.0,5.0,0.13,5.0,2.0
292,19t,2019-01-09,04:00:00,11.0,25.0,1.0,0.35,6.0,5.0
293,19t,2019-01-09,05:00:00,11.0,26.0,4.0,0.55,9.0,6.0
294,19t,2019-01-09,06:00:00,17.0,33.0,1.0,1.52,23.0,7.0
295,19t,2019-01-09,07:00:00,38.0,65.0,2.0,,,
296,19t,2019-01-09,08:00:00,30.0,68.0,,0.53,19.0,5.0
297,19t,2019-01-09,09:00:00,31.0,74.0,3.0,0.4,20.0,2.0
298,19t,2019-01-09,10:00:00,25.0,66.0,18.0,0.34,17.0,2.0
299,19t,2019-01-09,11:00:00,29.0,57.0,17.0,0.46,19.0,4.0
300,19t,2019-01-09,12:00:00,33.0,57.0,26.0,0.69,18.0,7.0
301,19t,2019-01-09,13:00:00,33.0,53.0,27.0,0.7,18.0,7.0
302,19t,2019-01-09,14:00:00,39.0,62.0,36.0,0.68,16.0,7.0
303,19t,2019-01-09,15:00:00,35.0,67.0,65.0,0.62,15.0,6.0
304,19t,2019-01-09,16:00:00,39.0,67.0,43.0,0.46,12.0,4.0
305,19t,2019-01-09,17:00:00,29.0,63.0,30.0,0.37,13.0,2.0
306,19t,2019-01-09,18:00:00,29.0,58.0,22.0,0.38,15.0,2.0
307,19t,2019-01-09,19:00:00,30.0,50.0,10.0,0.55,13.0,6.0
308,19t,2019-01-09,20:00:00,17.0,46.0,13.0,0.71,12.0,7.0
309,19t,2019-01-09,21:00:00,22.0,44.0,10.0,0.77,15.0,7.0
310,19t,2019-01-09,22:00:00,20.0,41.0,14.0,0.69,12.0,7.0
311,19t,2019-01-09,23:00:00,20.0,36.0,20.0,0.35,11.0,6.0
312,20t,2019-01-09,00:00:00,15.0,24.0,1.0,,,2.0
313,20t,2019-01-09,01:00:00,16.0,20.0,1.0,,,1.0
314,20t,2019-01-09,02:00:00,16.0,19.0,1.0,,,2.0
315,20t,2019-01-09,03:00:00,16.0,21.0,1.0,,,1.0
316,20t,2019-01-09,04:00:00,17.0,21.0,1.0,,,1.0
317,20t,2019-01-09,05:00:00,18.0,25.0,1.0,,,1.0
318,20t,2019-01-09,06:00:00,19.0,28.0,1.0,,,1.0
319,20t,2019-01-09,07:00:00,20.0,28.0,1.0,,,2.0
320,20t,2019-01-09,08:00:00,23.0,30.0,3.0,,,2.0
321,20t,2019-01-09,09:00:00,28.0,34.0,9.0,,,2.0
322,20t,2019-01-09,10:00:00,25.0,32.0,13.0,,,4.0
323,20t,2019-01-09,11:00:00,21.0,30.0,18.0,,,3.0
324,20t,2019-01-09,12:00:00,20.0,28.0,34.0,,,2.0
325,20t,2019-01-09,13:00:00,22.0,27.0,45.0,,,2.0
326,20t,2019-01-09,14:00:00,23.0,26.0,49.0,,,2.0
327,20t,2019-01-09,15:00:00,25.0,33.0,35.0,,,2.0
328,20t,2019-01-09,16:00:00,26.0,47.0,21.0,,,1.0
329,20t,2019-01-09,17:00:00,30.0,52.0,17.0,,,1.0
330,20t,2019-01-09,18:00:00,34.0,51.0,16.0,,,2.0
331,20t,2019-01-09,19:00:00,36.0,46.0,10.0,,,1.0
332,20t,2019-01-09,20:00:00,39.0,48.0,2.0,,,1.0
333,20t,2019-01-09,21:00:00,43.0,50.0,1.0,,,1.0
334,20t,2019-01-09,22:00:00,45.0,53.0,1.0,,,2.0
335,20t,2019-01-09,23:00:00,45.0,56.0,1.0,,,2.0
336,21t,2019-01-09,00:00:00,25.0,55.0,,0.58,24.0,3.0
337,21t,2019-01-09,01:00:00,43.0,53.0,,0.64,23.0,3.0
338,21t,2019-01-09,02:00:00,34.0,47.0,,0.53,20.0,3.0
339,21t,2019-01-09,03:00:00,21.0,31.0,,0.53,17.0,3.0
340,21t,2019-01-09,04:00:00,15.0,33.0,,0.54,16.0,3.0
341,21t,2019-01-09,05:00:00,13.0,36.0,,0.57,18.0,3.0
342,21t,2019-01-09,06:00:00,11.0,46.0,,0.85,16.0,3.0
343,21t,2019-01-09,07:00:00,14.0,63.0,,1.23,20.0,4.0
344,21t,2019-01-09,08:00:00,18.0,70.0,1.0,0.89,22.0,4.0
345,21t,2019-01-09,09:00:00,19.0,75.0,9.0,0.42,16.0,4.0
346,21t,2019-01-09,10:00:00,18.0,50.0,20.0,0.26,7.0,2.0
347,21t,2019-01-09,11:00:00,14.0,37.0,23.0,0.24,7.0,1.0
348,21t,2019-01-09,12:00:00,11.0,38.0,24.0,0.32,10.0,1.0
349,21t,2019-01-09,13:00:00,31.0,50.0,33.0,0.29,7.0,1.0
350,21t,2019-01-09,14:00:00,31.0,52.0,48.0,0.3,6.0,1.0
351,21t,2019-01-09,15:00:00,26.0,56.0,50.0,0.35,8.0,1.0
352,21t,2019-01-09,16:00:00,26.0,64.0,52.0,0.38,5.0,1.0
353,21t,2019-01-09,17:00:00,27.0,65.0,44.0,0.43,6.0,1.0
354,21t,2019-01-09,18:00:00,30.0,66.0,,,,
355,21t,2019-01-09,19:00:00,35.0,84.0,17.0,0.71,22.0,1.0
356,21t,2019-01-09,20:00:00,41.0,81.0,1.0,1.1,42.0,2.0
357,21t,2019-01-09,21:00:00,48.0,98.0,3.0,1.63,37.0,3.0
358,21t,2019-01-09,22:00:00,52.0,117.0,1.0,1.25,33.0,3.0
359,21t,2019-01-09,23:00:00,50.0,102.0,2.0,1.82,30.0,4.0
360,22t,2019-01-09,00:00:00,,26.0,,,,
361,22t,2019-01-09,01:00:00,,24.0,,,,
362,22t,2019-01-09,02:00:00,,26.0,,,,
363,22t,2019-01-09,03:00:00,,17.0,,,,
364,22t,2019-01-09,04:00:00,,20.0,,,,
365,22t,2019-01-09,05:00:00,,25.0,,,,
366,22t,2019-01-09,06:00:00,,34.0,,,,
367,22t,2019-01-09,07:00:00,,39.0,,,,
368,22t,2019-01-09,08:00:00,,61.0,,,,
369,22t,2019-01-09,09:00:00,,71.0,,,,
370,22t,2019-01-09,10:00:00,,59.0,,,,
371,22t,2019-01-09,11:00:00,,59.0,,,,
372,22t,2019-01-09,12:00:00,,63.0,,,,
373,22t,2019-01-09,13:00:00,,58.0,,,,
374,22t,2019-01-09,14:00:00,,58.0,,,,
375,22t,2019-01-09,15:00:00,,43.0,,,,
376,22t,2019-01-09,16:00:00,,32.0,,,,
377,22t,2019-01-09,17:00:00,,40.0,,,,
378,22t,2019-01-09,18:00:00,,49.0,,,,
379,22t,2019-01-09,19:00:00,,56.0,,,,
380,22t,2019-01-09,20:00:00,,84.0,,,,
381,22t,2019-01-09,21:00:00,,79.0,,,,
382,22t,2019-01-09,22:00:00,,77.0,,,,
383,22t,2019-01-09,23:00:00,,84.0,,,,
384,24t,2019-01-09,00:00:00,67.0,112.0,1.0,0.65,26.0,2.0
385,24t,2019-01-09,01:00:00,61.0,156.0,1.0,0.59,24.0,2.0
386,24t,2019-01-09,02:00:00,53.0,165.0,1.0,0.48,19.0,1.0
387,24t,2019-01-09,03:00:00,48.0,111.0,1.0,0.51,17.0,1.0
388,24t,2019-01-09,04:00:00,45.0,140.0,,,,
389,24t,2019-01-09,05:00:00,44.0,199.0,1.0,0.64,20.0,3.0
390,24t,2019-01-09,06:00:00,49.0,228.0,1.0,0.86,21.0,3.0
391,24t,2019-01-09,07:00:00,60.0,343.0,1.0,1.14,22.0,3.0
392,24t,2019-01-09,08:00:00,67.0,346.0,2.0,1.0,30.0,3.0
393,24t,2019-01-09,09:00:00,70.0,325.0,6.0,0.44,26.0,2.0
394,24t,2019-01-09,10:00:00,62.0,156.0,20.0,0.29,16.0,1.0
395,24t,2019-01-09,11:00:00,46.0,86.0,21.0,0.32,23.0,1.0
396,24t,2019-01-09,12:00:00,40.0,118.0,10.0,0.49,39.0,2.0
397,24t,2019-01-09,13:00:00,43.0,198.0,28.0,0.43,33.0,1.0
398,24t,2019-01-09,14:00:00,45.0,145.0,,,,
399,24t,2019-01-09,15:00:00,51.0,108.0,,,,
400,24t,2019-01-09,16:00:00,85.0,156.0,38.0,0.57,32.0,1.0
401,24t,2019-01-09,17:00:00,89.0,155.0,43.0,0.51,22.0,
402,24t,2019-01-09,18:00:00,82.0,128.0,28.0,0.63,28.0,
