WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,AirTemperature,Date,Time,WindDirection,WindSpeed,RelativeHumidity,LandVisibility,Rainfall24Hr,VaporPressure,StationPressure,MeanSeaLevelPressure,Rainfall,DewPoint
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,25.1,08-25-2019,04:00:00,000,0.0,98,9.00,28.90,31.31,999.93,1005.84,4.20,24.8
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,27.1,08-25-2019,04:00:00,230,5.6,90,8.00,0.00,32.13,1005.12,1005.92,0.00,25.2
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,28.3,08-25-2019,04:00:00,230,7.4,76,10.00,0.40,29.22,1005.30,1005.74,0.00,23.7
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,24.5,08-25-2019,04:00:00,000,0.0,96,3.00,7.40,29.41,995.66,1007.06,0.00,23.8
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,26.5,08-25-2019,04:00:00,180,3.7,87,10.00,0.00,30.16,1004.78,1005.79,0.00,24.2
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,26.0,08-25-2019,04:00:00,000,0.0,93,6.00,1.90,31.11,1004.09,1005.91,0.40,24.7
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,25.0,08-25-2019,04:00:00,000,0.0,93,5.00,4.60,29.52,1004.71,1005.48,0.01,23.8
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,26.1,08-25-2019,04:00:00,290,3.7,84,10.00,0.10,28.36,1005.70,1006.40,0.00,23.2
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,27.3,08-25-2019,04:00:00,000,0.0,93,7.00,9.80,33.66,1005.22,1005.93,0.00,26.0
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,25.5,08-25-2019,04:00:00,260,3.7,93,8.00,0.80,30.44,984.62,1005.85,0.70,24.3
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,24.5,08-25-2019,04:00:00,000,0.0,98,5.00,43.20,30.20,988.82,1005.65,19.60,24.2
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,24.6,08-25-2019,04:00:00,230,5.6,95,5.00,50.00,29.33,988.88,1005.42,38.70,23.7
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,26.0,08-25-2019,04:00:00,000,0.0,80,10.00,0.01,26.88,984.30,1006.20,0.01,22.3
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,24.0,08-25-2019,04:00:00,000,0.0,97,10.00,0.60,29.04,962.85,1006.49,0.20,23.6
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,24.8,08-25-2019,04:00:00,000,0.0,97,8.00,13.80,30.48,985.42,1006.11,2.20,24.4
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,24.0,08-25-2019,04:00:00,240,18.5,100,7.00,7.20,29.82,985.95,1006.97,3.00,24.0
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,27.3,08-25-2019,04:00:00,220,5.6,82,10.00,0.00,29.77,1005.86,1006.30,0.00,24.0
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,25.5,08-25-2019,04:00:00,000,0.0,97,6.00,3.50,31.52,1004.96,1006.39,0.60,24.9
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,25.4,08-25-2019,04:00:00,000,0.0,98,6.00,39.00,31.87,1001.45,1006.41,0.40,25.1
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,26.0,08-25-2019,04:00:00,000,0.0,85,10.00,0.01,28.70,1002.98,1006.29,0.00,23.4
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,25.8,08-25-2019,04:00:00,000,0.0,91,10.00,0.01,30.19,1004.99,1006.10,0.00,24.2
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,27.0,08-25-2019,04:00:00,300,3.7,83,10.00,1.10,29.48,1005.89,1006.19,0.00,23.8
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,27.5,08-25-2019,04:00:00,000,0.0,88,10.00,0.00,32.36,1006.25,1006.74,0.00,25.4
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,27.1,08-25-2019,04:00:00,250,9.3,83,10.00,3.60,29.66,1004.68,1006.09,0.00,23.9
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,25.5,08-25-2019,04:00:00,000,0.0,96,10.00,2.90,31.25,1000.15,1008.20,0.00,24.8
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,28.0,08-25-2019,04:00:00,000,0.0,77,10.00,6.50,29.19,1005.83,1006.11,0.00,23.6
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,28.5,08-25-2019,04:00:00,000,0.0,78,10.00,0.00,30.15,1003.06,1006.17,0.00,24.2
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,27.1,08-25-2019,04:00:00,180,5.6,81,10.00,0.20,29.13,999.60,1006.53,0.00,23.6
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,26.0,08-25-2019,04:00:00,230,3.7,95,7.00,8.80,31.93,1000.91,1006.52,0.30,25.1
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,25.7,08-25-2019,04:00:00,000,0.0,94,10.00,0.00,31.08,1006.47,1007.74,0.00,24.7
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,27.1,08-25-2019,04:00:00,280,5.6,78,11.00,0.01,28.06,1005.66,1006.09,0.00,23.0
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,24.3,08-25-2019,04:00:00,000,0.0,93,10.00,0.30,28.28,994.46,1006.83,0.00,23.1
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,26.3,08-25-2019,04:00:00,200,9.3,81,10.00,0.00,27.67,1005.91,1006.62,0.00,22.8
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,25.8,08-25-2019,04:00:00,220,5.6,90,10.00,3.50,29.93,1005.53,1007.98,0.30,24.1
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,28.0,08-25-2019,04:00:00,230,13.0,77,8.00,0.40,29.19,1007.03,1007.55,0.10,23.6
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,25.6,08-25-2019,04:00:00,000,0.0,90,7.00,1.80,29.56,1001.62,1006.80,0.60,23.8
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,25.8,08-25-2019,04:00:00,000,0.0,97,6.00,47.50,32.09,1007.23,1007.65,22.00,25.2
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,25.0,08-25-2019,04:00:00,030,7.4,98,8.00,9.20,31.12,1005.14,1007.93,7.20,24.7
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,25.0,08-25-2019,04:00:00,000,0.0,83,10.00,0.30,26.43,1006.54,1007.33,0.00,22.0
48501,TRAD,ตราด,ตราด,11.76667,102.88333,26.3,08-25-2019,04:00:00,260,11.1,93,4.00,13.30,31.68,1007.50,1007.96,3.20,25.0
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,25.5,08-25-2019,04:00:00,000,0.0,88,7.00,0.10,28.59,1007.42,1008.11,0.00,23.3
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,25.2,08-25-2019,04:00:00,260,3.7,82,8.00,1.20,26.27,1006.69,1008.23,0.00,21.9
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,24.1,08-25-2019,04:00:00,250,13.0,94,5.00,59.50,28.19,1009.82,1010.75,20.80,23.1
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,28.7,08-25-2019,04:00:00,300,5.6,74,10.00,0.20,29.16,1007.64,1008.33,0.00,23.6
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,24.0,08-25-2019,04:00:00,200,3.7,97,8.00,0.70,28.78,1007.92,1008.73,0.70,23.4
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,25.4,08-25-2019,04:00:00,000,0.0,88,10.00,0.40,28.67,1006.94,1007.57,0.00,23.3
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,25.1,08-25-2019,04:00:00,200,7.4,92,10.00,0.90,29.44,1007.96,1008.37,0.00,23.8
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,24.4,08-25-2019,04:00:00,000,0.0,91,6.00,0.30,27.69,1005.86,1010.12,0.10,22.8
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,24.5,08-25-2019,04:00:00,000,0.0,98,5.00,1.10,30.20,1007.89,1009.51,0.20,24.2
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,24.0,08-25-2019,04:00:00,000,0.0,91,10.00,5.70,27.25,1005.82,1009.34,4.50,22.5
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,26.4,08-25-2019,04:00:00,260,5.6,83,8.00,0.20,28.64,1006.99,1008.35,0.00,23.3
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,23.5,08-25-2019,04:00:00,000,0.0,97,10.00,19.20,28.17,1008.16,1009.06,7.40,23.0
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,23.0,08-25-2019,04:00:00,000,0.0,96,7.00,12.40,26.83,1006.07,1009.68,6.60,22.2
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,25.8,08-25-2019,04:00:00,000,0.0,93,10.00,10.60,31.00,1008.70,1009.14,5.40,24.6
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,26.8,08-25-2019,04:00:00,290,7.4,87,7.00,13.30,30.72,1007.77,1008.76,4.50,24.5
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,27.2,08-25-2019,04:00:00,270,42.6,81,10.00,23.00,29.31,1008.41,1009.23,4.20,23.7
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,24.5,08-25-2019,04:00:00,000,0.0,96,8.00,7.40,29.41,1007.44,1009.27,4.60,23.8
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,25.2,08-25-2019,04:00:00,220,3.7,86,10.00,0.00,27.54,1008.47,1009.23,0.00,22.7
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,24.7,08-25-2019,04:00:00,140,5.6,95,10.00,2.60,29.51,1005.28,1009.32,0.00,23.8
48570,SATUN,สตูล,สตูล,6.65000,100.08333,25.5,08-25-2019,04:00:00,000,0.0,96,10.00,7.70,31.25,1009.53,1010.22,0.00,24.8
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,25.1,08-25-2019,04:00:00,000,0.0,92,10.00,3.00,29.18,1007.85,1008.98,0.00,23.6
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,25.3,08-25-2019,04:00:00,000,0.0,94,10.00,7.90,30.34,1006.30,1009.25,0.00,24.3
