WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,AirTemperature,Date,Time,MeanSeaLevelPressure,RelativeHumidity,Rainfall,WindSpeed,VaporPressure,LandVisibility,Rainfall24Hr,WindDirection,StationPressure,DewPoint
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,32.6,10-06-2019,16:00:00,1007.48,52,0.00,5.6,25.41,15.00,1.00,050,978.36,21.4
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,34.5,10-06-2019,16:00:00,1006.66,48,0.00,0.0,26.04,10.00,0.00,000,999.53,21.8
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,34.0,10-06-2019,16:00:00,1009.00,51,0.00,13.0,27.01,8.00,0.00,090,989.53,22.4
48353,LOEI,เลย,เลย,17.45000,101.73333,32.9,10-06-2019,16:00:00,1008.08,48,0.00,7.4,23.83,12.00,8.60,070,979.98,20.3
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,32.3,10-06-2019,16:00:00,1008.52,52,0.00,9.3,25.12,15.00,17.00,080,988.69,21.2
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,32.9,10-06-2019,16:00:00,1008.82,56,0.00,0.0,27.92,12.00,5.30,000,987.48,22.9
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,32.5,10-06-2019,16:00:00,1007.93,52,0.00,9.3,25.49,15.00,0.01,160,988.78,21.4
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,32.4,10-06-2019,16:00:00,1008.29,54,0.00,5.6,26.39,13.00,1.40,320,991.83,22.0
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,32.6,10-06-2019,16:00:00,1008.39,54,0.00,3.7,26.78,12.00,4.50,120,991.28,22.2
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,31.6,10-06-2019,16:00:00,1007.35,54,0.00,7.4,24.89,12.00,2.50,080,981.96,21.0
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,33.1,10-06-2019,16:00:00,1007.50,63,0.00,0.0,32.08,10.00,0.00,000,1001.82,25.2
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,33.0,10-06-2019,16:00:00,1007.21,61,0.00,0.0,30.69,8.00,0.00,000,1001.14,24.5
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,34.5,10-06-2019,16:00:00,1007.75,39,0.00,5.6,21.20,12.00,3.80,360,991.70,18.4
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,31.5,10-06-2019,16:00:00,1005.29,63,0.00,5.6,29.07,10.00,3.50,270,983.34,23.6
48376,TAK,ตาก,ตาก,16.87833,99.14333,30.5,10-06-2019,16:00:00,1008.57,66,0.00,0.0,28.78,7.00,0.00,000,994.33,23.4
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,31.5,10-06-2019,16:00:00,1007.63,66,0.00,0.0,30.49,8.00,0.00,000,991.48,24.4
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,32.6,10-06-2019,16:00:00,1007.61,57,0.00,3.7,28.17,9.00,0.00,130,1002.47,23.0
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,34.0,10-06-2019,16:00:00,1006.11,46,0.00,0.0,24.26,12.00,0.00,000,993.22,20.6
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,27.3,10-06-2019,16:00:00,1007.90,87,8.50,1.9,31.69,12.00,20.80,210,998.58,25.0
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,31.0,10-06-2019,16:00:00,1007.89,63,0.00,5.6,28.09,10.00,4.00,060,986.47,23.0
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,32.3,10-06-2019,16:00:00,1008.04,66,0.00,5.6,32.15,10.00,7.50,060,990.83,25.2
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,32.5,10-06-2019,16:00:00,1008.04,55,0.00,0.0,26.86,12.00,11.00,000,992.48,22.3
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,32.0,10-06-2019,16:00:00,1007.17,68,0.00,0.0,32.40,10.00,7.00,000,988.60,25.4
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,31.1,10-06-2019,16:00:00,1007.38,47,0.00,0.0,21.43,10.00,0.00,000,957.03,18.6
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,33.1,10-06-2019,16:00:00,1007.15,55,0.00,7.4,27.75,12.00,0.10,090,1003.27,22.8
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,26.1,10-06-2019,16:00:00,1007.54,72,0.00,14.8,24.28,8.00,0.00,050,913.78,20.6
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,32.0,10-06-2019,16:00:00,1008.23,61,0.00,0.0,29.22,10.00,19.40,000,992.48,23.7
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,33.6,10-06-2019,16:00:00,1007.82,60,0.00,5.6,31.08,8.00,1.20,050,1003.87,24.7
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,32.0,10-06-2019,16:00:00,1008.48,61,0.00,0.0,29.22,10.00,5.80,000,997.97,23.7
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,31.7,10-06-2019,16:00:00,1007.81,64,0.00,5.6,30.04,12.00,0.01,240,1005.91,24.1
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,32.0,10-06-2019,16:00:00,1007.60,52,0.00,5.6,24.57,10.00,0.00,030,987.06,20.8
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,31.2,10-06-2019,16:00:00,1007.58,61,0.00,7.4,27.93,10.00,8.00,050,990.15,22.9
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,32.1,10-06-2019,16:00:00,1007.38,60,0.00,5.6,28.58,10.00,6.30,080,991.48,23.3
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,27.4,10-06-2019,16:00:00,1008.48,75,0.00,0.0,27.29,10.00,0.00,000,994.45,22.5
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,28.7,10-06-2019,16:00:00,1008.78,69,0.00,13.0,27.28,7.00,0.00,030,994.01,22.5
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,30.0,10-06-2019,16:00:00,1010.23,68,0.00,7.4,28.91,10.00,0.00,070,995.66,23.5
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,31.3,10-06-2019,16:00:00,1007.13,73,0.80,0.0,33.57,8.00,1.80,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",1004.15,26.0
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,33.5,10-06-2019,16:00:00,1006.99,49,0.00,7.4,25.22,10.00,0.90,050,999.21,21.2
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,26.5,10-06-2019,16:00:00,1008.74,85,0.60,0.0,29.35,8.00,0.60,000,1007.63,23.7
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,31.2,10-06-2019,16:00:00,1008.94,68,0.00,0.0,30.73,8.00,0.00,000,994.43,24.5
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,19.3,10-06-2019,16:00:00,1009.52,91,3.20,3.7,20.41,8.00,3.20,110,874.11,17.8
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,32.7,10-06-2019,16:00:00,1007.34,57,0.00,5.6,28.08,10.00,0.00,070,1001.57,23.0
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,29.0,10-06-2019,16:00:00,1008.20,68,0.00,9.3,27.03,7.00,2.10,150,1007.40,22.4
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,28.0,10-06-2019,16:00:00,1007.99,83,5.00,5.6,31.39,10.00,43.90,210,1007.55,24.8
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,28.3,10-06-2019,16:00:00,1007.42,79,0.60,0.0,30.31,8.00,4.90,000,996.16,24.3
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,33.5,10-06-2019,16:00:00,1007.65,54,0.00,5.6,27.99,9.00,0.30,350,1006.66,22.9
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,26.0,10-06-2019,16:00:00,1008.05,85,5.20,3.7,28.70,8.00,6.40,210,1006.22,23.4
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,32.5,10-06-2019,16:00:00,1007.43,54,0.00,0.0,26.58,9.00,0.00,000,1006.68,22.1
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,28.2,10-06-2019,16:00:00,1007.84,79,0.00,14.8,30.12,8.00,5.40,210,1007.14,24.2
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,27.6,10-06-2019,16:00:00,1008.22,76,0.00,0.0,28.18,10.00,4.30,000,1007.52,23.1
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,30.5,10-06-2019,16:00:00,1007.51,65,0.00,1.9,28.50,7.00,0.00,010,986.59,23.2
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,30.8,10-06-2019,16:00:00,1007.88,64,0.00,3.7,28.53,11.00,0.20,130,991.36,23.3
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,31.3,10-06-2019,16:00:00,1008.67,60,0.00,3.7,27.30,12.00,0.00,140,992.44,22.5
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,28.0,10-06-2019,16:00:00,1008.04,80,6.50,0.0,30.28,10.00,21.50,000,986.24,24.3
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,25.2,10-06-2019,16:00:00,1008.56,78,0.01,11.1,25.02,3.00,0.01,130,965.00,21.1
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,30.0,10-06-2019,16:00:00,1007.65,75,0.00,0.0,32.01,10.00,11.40,000,987.28,25.2
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,30.7,10-06-2019,16:00:00,1009.40,72,0.00,9.3,32.01,10.00,0.00,010,988.79,25.2
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,30.3,10-06-2019,16:00:00,1008.19,68,0.30,0.0,29.50,10.00,0.30,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",1007.76,23.8
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,27.5,10-06-2019,16:00:00,1008.11,81,0.00,0.0,29.60,11.00,0.10,000,1006.69,23.9
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,27.2,10-06-2019,16:00:00,1008.25,78,0.01,0.0,28.24,8.00,12.50,000,1003.32,23.1
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,32.0,10-06-2019,16:00:00,1007.41,61,0.00,11.1,28.94,12.00,0.00,320,1004.17,23.5
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,32.4,10-06-2019,16:00:00,1007.41,58,0.00,0.0,28.33,10.00,0.00,000,1006.32,23.1
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,27.5,10-06-2019,16:00:00,1007.92,81,0.00,9.3,29.88,10.00,0.60,290,1007.62,24.0
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,27.5,10-06-2019,16:00:00,1009.96,84,5.20,3.7,30.97,10.00,10.40,130,1009.27,24.6
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,26.2,10-06-2019,16:00:00,1007.93,93,13.00,3.7,31.49,10.00,13.40,140,1007.44,24.9
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,26.8,10-06-2019,16:00:00,1007.64,80,15.00,14.8,28.31,10.00,18.00,280,1006.23,23.1
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,29.0,10-06-2019,16:00:00,1008.09,79,0.00,0.0,31.69,7.00,26.50,000,1006.42,25.0
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,25.8,10-06-2019,16:00:00,1010.04,90,23.70,0.0,29.93,10.00,47.50,000,1001.98,24.1
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,28.5,10-06-2019,16:00:00,1007.62,74,0.00,0.0,28.78,10.00,14.60,000,1007.34,23.4
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,29.5,10-06-2019,16:00:00,1007.83,75,0.00,0.0,30.72,10.00,11.00,000,1004.72,24.5
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,27.7,10-06-2019,16:00:00,1007.81,84,0.00,5.6,31.36,10.00,29.60,360,1000.88,24.8
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,28.0,10-06-2019,16:00:00,1008.69,79,0.00,0.0,29.74,8.00,4.60,000,1003.10,23.9
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,30.0,10-06-2019,16:00:00,1008.12,78,0.00,5.6,33.17,10.00,8.20,350,998.89,25.8
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,29.0,10-06-2019,16:00:00,1008.67,74,0.00,7.4,29.74,10.00,0.01,260,1007.42,23.9
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,32.5,10-06-2019,16:00:00,1007.49,68,0.00,0.0,33.17,11.00,7.90,000,1007.07,25.8
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,26.2,10-06-2019,16:00:00,1008.28,86,10.60,9.3,29.33,6.00,12.10,350,995.98,23.7
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,28.9,10-06-2019,16:00:00,1008.21,81,0.00,0.0,32.34,8.00,11.80,000,1007.50,25.4
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,27.3,10-06-2019,16:00:00,1008.83,84,0.00,7.4,30.31,10.00,145.90,360,1006.40,24.3
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,27.3,10-06-2019,16:00:00,1007.99,77,0.00,0.0,27.90,10.00,5.70,000,1007.47,22.9
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,26.3,10-06-2019,16:00:00,1007.93,86,1.20,1.9,29.25,11.00,59.90,350,1002.76,23.7
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,28.8,10-06-2019,16:00:00,1008.51,76,0.00,0.0,29.90,7.00,0.40,000,1008.09,24.0
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,28.5,10-06-2019,16:00:00,1008.07,87,0.00,0.0,33.82,8.00,0.00,000,1005.31,26.1
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,31.7,10-06-2019,16:00:00,1007.65,67,0.00,7.4,31.19,10.00,0.00,120,1006.87,24.7
48501,TRAD,ตราด,ตราด,11.76667,102.88333,29.8,10-06-2019,16:00:00,1008.40,75,0.00,7.4,31.60,10.00,0.20,030,1007.94,25.0
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,27.4,10-06-2019,16:00:00,1007.99,88,2.00,3.7,32.16,7.00,2.00,310,1007.31,25.3
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,31.6,10-06-2019,16:00:00,1007.88,69,0.00,1.9,31.85,8.00,0.00,060,1006.37,25.1
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,26.9,10-06-2019,16:00:00,1008.58,85,9.30,0.0,30.10,10.00,13.50,000,1007.67,24.1
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,27.9,10-06-2019,16:00:00,1007.88,85,0.00,7.4,31.75,10.00,0.00,060,1007.20,25.0
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,29.0,10-06-2019,16:00:00,1007.52,80,0.00,5.6,31.98,10.00,1.80,120,1006.73,25.2
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,26.7,10-06-2019,16:00:00,1008.04,83,0.00,5.6,29.19,10.00,0.20,300,1007.40,23.6
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,29.4,10-06-2019,16:00:00,1007.87,79,0.00,7.4,32.22,10.00,0.00,350,1007.47,25.3
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,27.8,10-06-2019,16:00:00,1009.87,90,0.10,0.0,33.53,6.00,0.10,000,1005.66,26.0
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,30.5,10-06-2019,16:00:00,1007.69,68,0.00,0.0,29.89,10.00,8.60,000,1006.09,24.0
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,26.5,10-06-2019,16:00:00,1008.26,86,0.01,3.7,29.62,7.00,0.90,240,1004.77,23.9
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,26.9,10-06-2019,16:00:00,1007.78,82,0.00,0.0,29.02,8.00,0.00,000,1006.42,23.5
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,30.7,10-06-2019,16:00:00,1007.76,64,0.00,7.4,28.34,10.00,1.70,270,1006.89,23.1
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,30.0,10-06-2019,16:00:00,1007.56,72,0.00,7.4,30.59,10.00,1.70,200,1004.03,24.4
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,31.5,10-06-2019,16:00:00,1007.96,65,0.00,0.0,29.92,10.00,0.00,000,1007.53,24.0
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,30.9,10-06-2019,16:00:00,1007.49,63,0.00,3.7,28.17,10.00,0.20,320,1006.51,23.1
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,29.2,10-06-2019,16:00:00,1008.13,76,0.00,7.4,30.96,10.00,0.40,240,1007.32,24.6
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,24.5,10-06-2019,16:00:00,1008.21,92,32.90,0.0,28.37,6.00,32.90,000,1006.38,23.2
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,29.6,10-06-2019,16:00:00,1008.28,70,0.00,5.6,28.97,12.00,0.00,250,1007.53,23.5
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,25.6,10-06-2019,16:00:00,1008.62,92,24.60,7.4,30.09,10.00,24.60,120,1004.60,24.1
48570,SATUN,สตูล,สตูล,6.65000,100.08333,26.2,10-06-2019,16:00:00,1008.70,85,0.00,0.0,28.80,10.00,0.00,000,1008.02,23.4
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,25.6,10-06-2019,16:00:00,1008.33,95,13.80,0.0,31.17,8.00,13.80,000,1007.21,24.7
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,27.0,10-06-2019,16:00:00,1008.74,91,0.50,9.3,32.49,10.00,3.60,210,1005.82,25.4
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,31.6,10-06-2019,16:00:00,1007.46,65,0.00,0.0,30.41,8.00,1.70,000,1006.78,24.3
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,26.2,10-06-2019,16:00:00,1008.88,84,0.00,11.1,28.54,8.00,0.00,200,1004.74,23.3
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,30.0,10-06-2019,16:00:00,1008.31,68,0.00,11.1,28.91,10.00,0.00,060,1007.72,23.5
