WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,DewPoint,Date,Time,AirTemperature,WindDirection,LandVisibility,Rainfall,WindSpeed,StationPressure,MeanSeaLevelPressure,Rainfall24Hr,VaporPressure,RelativeHumidity
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,24.1,09-27-2019,13:00:00,33.2,130,8.00,0.00,5.6,1007.57,1013.68,0.00,29.95,59
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,21.2,09-27-2019,13:00:00,34.5,030,12.00,0.00,5.6,997.79,1013.94,0.00,25.21,46
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,22.0,09-27-2019,13:00:00,32.0,360,10.00,0.00,5.6,989.28,1011.32,0.00,26.45,56
48376,TAK,ตาก,ตาก,16.87833,99.14333,24.2,09-27-2019,13:00:00,28.5,100,6.00,4.80,14.8,1000.94,1015.37,4.80,30.15,78
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,23.0,09-27-2019,13:00:00,27.8,000,8.00,0.00,0.0,998.59,1015.05,0.00,28.02,75
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,22.3,09-27-2019,13:00:00,32.8,300,10.00,0.00,5.6,1008.61,1013.78,0.00,26.89,54
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,20.6,09-27-2019,13:00:00,34.0,010,12.00,0.00,9.3,999.19,1012.15,0.00,24.26,46
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,24.8,09-27-2019,13:00:00,31.1,080,8.00,0.00,11.1,1004.75,1014.01,5.70,31.39,69
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,18.4,09-27-2019,13:00:00,33.0,060,8.00,0.00,11.1,992.47,1013.88,0.00,21.14,42
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,25.0,09-27-2019,13:00:00,33.6,110,10.00,0.00,11.1,995.50,1012.72,0.00,31.67,61
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,20.8,09-27-2019,13:00:00,33.0,060,14.00,0.00,7.4,997.43,1013.05,0.00,24.55,49
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,22.1,09-27-2019,13:00:00,33.1,000,10.00,0.00,0.0,994.33,1012.95,0.00,26.64,53
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,21.1,09-27-2019,13:00:00,31.8,000,11.00,0.00,0.0,962.62,1013.15,0.00,25.00,53
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,23.4,09-27-2019,13:00:00,33.3,000,3.00,0.00,0.0,1009.45,1013.35,0.00,28.72,56
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,20.3,09-27-2019,13:00:00,25.1,060,8.00,0.00,11.1,919.05,1013.68,0.00,23.88,75
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,20.2,09-27-2019,13:00:00,32.4,070,10.00,0.00,3.7,998.11,1013.92,0.00,23.71,49
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,22.6,09-27-2019,13:00:00,33.5,120,7.00,0.00,9.3,1010.19,1014.17,0.00,27.43,53
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,19.9,09-27-2019,13:00:00,33.0,080,10.00,0.00,9.3,1003.76,1014.30,0.00,23.22,46
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,21.3,09-27-2019,13:00:00,33.1,050,14.00,0.00,3.7,1012.08,1013.99,0.00,25.27,50
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,19.0,09-27-2019,13:00:00,32.0,030,7.00,0.00,7.4,992.95,1013.60,0.00,21.96,46
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,19.3,09-27-2019,13:00:00,31.5,080,10.00,0.00,14.8,995.92,1013.44,0.00,22.37,48
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,18.8,09-27-2019,13:00:00,32.7,050,10.00,0.00,5.6,997.42,1013.38,0.00,21.64,44
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,21.4,09-27-2019,13:00:00,32.5,030,10.00,0.00,7.4,999.29,1013.15,0.00,25.49,52
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,22.2,09-27-2019,13:00:00,32.2,330,10.00,0.00,3.7,999.00,1013.67,0.00,26.83,56
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,20.8,09-27-2019,13:00:00,33.9,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",10.00,0.00,0.0,1010.72,1013.69,0.00,24.61,47
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,19.8,09-27-2019,13:00:00,33.8,030,10.00,0.00,11.1,1005.34,1013.16,0.00,23.09,44
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,22.5,09-27-2019,13:00:00,33.7,050,9.00,0.00,14.8,1012.69,1013.78,0.00,27.26,52
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,24.8,09-27-2019,13:00:00,31.1,090,9.00,0.00,3.7,996.88,1011.43,0.00,31.39,69
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,18.0,09-27-2019,13:00:00,25.9,000,8.00,0.00,0.0,878.23,1011.12,0.00,20.61,62
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,19.9,09-27-2019,13:00:00,32.3,070,9.00,0.00,7.4,1007.72,1013.54,0.00,23.27,48
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,23.6,09-27-2019,13:00:00,35.0,100,8.00,0.00,13.0,1012.41,1013.20,1.80,29.05,52
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,22.4,09-27-2019,13:00:00,34.0,120,10.00,0.00,11.1,1012.14,1012.57,0.00,27.01,51
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,23.9,09-27-2019,13:00:00,33.5,000,6.00,0.00,0.0,1001.96,1013.09,0.00,29.70,57
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,22.0,09-27-2019,13:00:00,34.0,020,10.00,0.00,5.6,1012.60,1013.60,0.00,26.46,50
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,21.1,09-27-2019,13:00:00,33.8,060,8.00,0.00,5.6,1011.72,1013.51,0.00,24.97,47
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,22.9,09-27-2019,13:00:00,33.5,000,9.00,0.00,0.0,1012.19,1012.94,0.00,27.99,54
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,21.2,09-27-2019,13:00:00,33.5,100,10.00,0.00,7.4,1012.26,1012.95,0.00,25.22,49
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,23.0,09-27-2019,13:00:00,34.4,090,12.00,0.00,9.3,1011.92,1012.61,0.00,28.10,52
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,21.7,09-27-2019,13:00:00,31.6,060,9.00,0.00,11.1,992.72,1013.69,0.00,25.96,56
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,23.9,09-27-2019,13:00:00,30.7,060,9.00,0.00,3.7,996.96,1013.58,0.00,29.73,67
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,23.0,09-27-2019,13:00:00,31.0,050,12.00,0.00,7.4,997.98,1014.31,0.00,28.09,63
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,22.5,09-27-2019,13:00:00,32.0,040,8.00,0.00,3.7,991.90,1013.54,0.00,27.27,57
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,19.9,09-27-2019,13:00:00,30.4,040,10.00,0.00,14.8,970.31,1013.34,0.00,23.27,54
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,23.0,09-27-2019,13:00:00,31.0,340,10.00,0.00,3.7,993.30,1013.73,0.00,28.09,63
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,23.7,09-27-2019,13:00:00,30.9,050,9.00,0.00,14.8,994.80,1015.52,0.00,29.28,66
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,25.2,09-27-2019,13:00:00,32.1,190,8.00,0.00,11.1,1012.50,1012.93,13.00,32.02,67
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,24.9,09-27-2019,13:00:00,32.8,000,11.00,0.00,0.0,1011.56,1012.96,0.00,31.44,63
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,24.7,09-27-2019,13:00:00,32.5,100,10.00,0.00,7.4,1007.75,1012.62,0.00,31.11,64
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,23.0,09-27-2019,13:00:00,33.8,110,8.00,0.00,9.3,1009.92,1013.16,0.00,28.02,53
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,23.8,09-27-2019,13:00:00,33.0,000,10.00,0.00,0.0,1012.18,1013.27,2.50,29.54,59
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,23.0,09-27-2019,13:00:00,34.5,050,10.00,0.00,13.0,1012.18,1012.47,0.01,28.02,51
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,23.1,09-27-2019,13:00:00,35.2,090,12.00,0.00,3.7,1012.19,1012.87,0.00,28.30,50
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,23.9,09-27-2019,13:00:00,33.5,330,10.00,0.00,3.7,1011.64,1012.13,0.00,29.70,57
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,22.3,09-27-2019,13:00:00,33.5,060,10.00,0.00,5.6,1011.33,1012.72,0.00,26.87,52
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,25.7,09-27-2019,13:00:00,32.0,060,8.00,0.00,5.6,1010.84,1012.50,0.00,32.99,69
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,23.4,09-27-2019,13:00:00,33.5,210,10.00,0.00,11.1,1006.46,1014.35,0.00,28.84,56
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,23.0,09-27-2019,13:00:00,34.5,090,10.00,0.00,3.7,1011.59,1011.87,0.00,28.02,51
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,24.5,09-27-2019,13:00:00,33.0,330,10.00,0.00,7.4,1009.04,1012.13,0.00,30.69,61
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,25.4,09-27-2019,13:00:00,31.0,330,8.00,0.00,9.3,1005.75,1012.63,11.20,32.34,72
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,24.9,09-27-2019,13:00:00,32.0,060,10.00,0.00,9.3,1007.95,1013.49,0.20,31.52,66
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,25.2,09-27-2019,13:00:00,32.1,320,8.00,0.00,11.1,1003.76,1012.97,0.00,32.02,67
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,24.4,09-27-2019,13:00:00,32.5,040,10.00,0.00,3.7,1012.43,1013.68,0.00,30.53,62
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,25.5,09-27-2019,13:00:00,32.4,090,11.00,0.00,3.7,1012.36,1012.79,3.10,32.66,67
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,25.1,09-27-2019,13:00:00,29.8,330,7.00,13.20,7.4,1001.34,1013.56,23.10,31.89,76
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,26.0,09-27-2019,13:00:00,32.0,070,7.00,0.00,7.4,1012.54,1013.24,6.80,33.58,71
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,25.1,09-27-2019,13:00:00,31.5,140,5.00,0.00,11.1,1003.99,1006.39,0.01,31.93,69
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,25.2,09-27-2019,13:00:00,29.5,000,10.00,0.10,0.0,1013.56,1014.08,0.10,32.13,78
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,24.7,09-27-2019,13:00:00,31.0,140,11.00,0.00,7.4,1007.59,1012.70,0.00,31.19,69
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,24.4,09-27-2019,13:00:00,31.8,040,9.00,0.00,7.4,1012.34,1012.75,0.00,30.53,65
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,26.3,09-27-2019,13:00:00,30.4,040,8.00,0.00,7.4,1009.96,1012.71,8.90,34.31,79
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,24.6,09-27-2019,13:00:00,27.5,150,6.00,4.30,14.8,1013.36,1014.15,4.30,30.97,84
48501,TRAD,ตราด,ตราด,11.76667,102.88333,25.6,09-27-2019,13:00:00,30.5,300,8.00,0.00,5.6,1012.36,1012.82,0.01,32.75,75
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,24.4,09-27-2019,13:00:00,28.6,070,8.00,0.70,11.1,1012.13,1012.81,0.70,30.62,78
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,23.4,09-27-2019,13:00:00,26.0,050,7.00,4.40,11.1,1011.81,1013.36,4.60,28.70,85
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,24.9,09-27-2019,13:00:00,32.0,060,10.00,0.40,5.6,1012.01,1012.92,0.40,31.52,66
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,25.8,09-27-2019,13:00:00,28.3,090,10.00,0.30,5.6,1012.67,1013.36,1.00,33.12,86
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,24.5,09-27-2019,13:00:00,31.8,040,10.00,0.00,9.3,1012.21,1013.00,0.00,30.81,66
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,26.0,09-27-2019,13:00:00,31.7,080,10.00,0.00,3.7,1011.90,1012.53,0.50,33.53,72
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,25.8,09-27-2019,13:00:00,30.7,080,10.00,0.00,18.5,1010.83,1011.23,0.00,33.17,75
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,26.3,09-27-2019,13:00:00,30.5,300,6.00,0.01,5.6,1010.78,1014.98,0.01,34.22,78
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,22.5,09-27-2019,13:00:00,33.8,000,10.00,0.00,0.0,1010.31,1011.89,0.00,27.18,52
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,25.7,09-27-2019,13:00:00,32.0,240,10.00,0.00,7.4,1008.57,1012.00,0.00,32.99,69
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,24.3,09-27-2019,13:00:00,31.7,090,10.00,0.00,11.1,1011.46,1012.80,0.00,30.32,65
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,25.7,09-27-2019,13:00:00,32.0,270,10.00,0.00,18.5,1011.45,1012.32,0.00,32.99,69
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,23.2,09-27-2019,13:00:00,33.6,080,{'@attributes': {'Unit': 'km'}},0.00,7.4,1008.36,1011.86,0.00,28.47,55
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,24.6,09-27-2019,13:00:00,33.1,050,10.00,0.00,7.4,1011.64,1012.07,3.20,30.90,61
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,23.7,09-27-2019,13:00:00,32.6,100,10.00,0.00,5.6,1011.07,1012.05,0.00,29.30,60
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,26.9,09-27-2019,13:00:00,33.1,080,10.00,0.00,11.1,1010.89,1011.70,0.00,35.41,70
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,23.2,09-27-2019,13:00:00,33.7,050,12.00,0.00,13.0,1010.01,1011.80,0.00,28.39,54
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,25.4,09-27-2019,13:00:00,31.0,030,11.00,0.00,13.0,1011.95,1012.69,0.30,32.34,72
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,23.9,09-27-2019,13:00:00,31.5,060,10.00,0.00,16.7,1007.69,1011.65,0.40,29.63,64
48570,SATUN,สตูล,สตูล,6.65000,100.08333,24.0,09-27-2019,13:00:00,33.7,090,10.00,0.00,7.4,1010.76,1011.44,10.90,29.83,57
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,23.2,09-27-2019,13:00:00,32.3,090,10.00,0.00,11.1,1010.85,1011.95,0.40,28.41,59
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,25.6,09-27-2019,13:00:00,32.2,120,11.00,0.00,9.3,1009.18,1012.06,11.80,32.82,68
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,24.8,09-27-2019,13:00:00,25.5,000,2.00,34.70,0.0,1011.48,1012.18,34.70,31.25,96
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,24.3,09-27-2019,13:00:00,32.4,020,10.00,0.00,7.4,1008.28,1012.35,0.00,30.32,62
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,23.3,09-27-2019,13:00:00,30.7,060,10.00,0.00,13.0,1010.86,1011.44,0.00,28.62,65
