WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,WindDirection,Date,Time,StationPressure,VaporPressure,WindSpeed,Rainfall24Hr,LandVisibility,Rainfall,MeanSeaLevelPressure,DewPoint,RelativeHumidity,AirTemperature
48328,LAMPANG,ลำปาง,ลำปาง,18.28333,99.51667,000,09-11-2019,04:00:00,981.34,26.43,0.0,0.00,10.00,0.00,1009.04,22.0,83,25.0
48329,LAMPHUN,ลำพูน,ลำพูน,18.56722,99.03389,000,09-11-2019,04:00:00,974.65,29.00,0.0,1.20,10.00,0.40,1008.38,23.5,92,25.0
48330,PHRAE,แพร่,แพร่,18.16667,100.16667,220,09-11-2019,04:00:00,990.29,26.93,3.7,0.00,10.00,0.00,1008.94,22.3,87,24.7
48331,NAN,น่าน,น่าน,18.77972,100.77778,000,09-11-2019,04:00:00,986.18,27.19,0.0,0.00,10.00,0.00,1009.16,22.5,86,25.0
48333,NAN AGROMET.,น่าน สกษ.,น่าน,18.86667,100.75000,000,09-11-2019,04:00:00,979.13,26.26,0.0,0.00,7.00,0.00,1009.28,21.9,86,24.3
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,000,09-11-2019,04:00:00,973.17,29.13,0.0,1.00,4.00,0.00,1008.97,23.6,97,24.2
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,000,09-11-2019,04:00:00,979.18,27.91,0.0,5.70,3.00,1.20,1009.27,22.9,98,23.2
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,000,09-11-2019,04:00:00,1002.28,28.48,0.0,0.00,8.00,0.00,1009.65,23.2,90,25.0
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,210,09-11-2019,04:00:00,990.00,30.58,7.4,11.80,3.00,6.20,1010.08,24.4,97,25.0
48353,LOEI,เลย,เลย,17.45000,101.73333,000,09-11-2019,04:00:00,981.05,28.78,0.0,1.40,10.00,0.10,1010.04,23.4,97,24.0
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,000,09-11-2019,04:00:00,990.30,27.16,0.0,62.70,8.00,5.80,1010.77,22.4,94,23.5
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,000,09-11-2019,04:00:00,988.62,27.66,0.0,53.90,8.00,12.30,1010.66,22.8,96,23.5
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,200,09-11-2019,04:00:00,990.75,28.85,5.6,23.60,6.00,16.40,1010.52,23.4,99,23.6
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,000,09-11-2019,04:00:00,994.28,27.33,0.0,60.60,7.00,50.00,1011.30,22.5,96,23.3
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,000,09-11-2019,04:00:00,993.85,27.49,0.0,40.00,5.00,33.10,1011.53,22.6,96,23.4
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,000,09-11-2019,04:00:00,983.76,27.57,0.0,19.40,8.00,9.10,1009.94,22.7,98,23.0
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,000,09-11-2019,04:00:00,1004.00,32.34,0.0,15.50,10.00,0.00,1009.84,25.3,99,25.5
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,000,09-11-2019,04:00:00,1002.29,31.66,0.0,14.00,10.00,0.00,1008.53,25.0,100,25.0
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,000,09-11-2019,04:00:00,994.36,28.11,0.0,13.70,8.00,0.00,1010.99,23.0,91,24.5
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,000,09-11-2019,04:00:00,986.29,28.69,0.0,17.60,10.00,0.00,1008.88,23.4,97,23.8
48376,TAK,ตาก,ตาก,16.87833,99.14333,000,09-11-2019,04:00:00,996.16,29.36,0.0,0.00,10.00,0.00,1010.68,23.7,92,25.2
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,000,09-11-2019,04:00:00,992.20,26.99,0.0,0.00,7.00,0.00,1008.63,22.3,78,26.5
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,000,09-11-2019,04:00:00,1004.14,30.25,0.0,1.50,10.00,0.00,1009.41,24.2,93,25.4
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,000,09-11-2019,04:00:00,995.01,29.16,0.0,10.80,10.00,1.20,1008.32,23.6,93,24.8
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,000,09-11-2019,04:00:00,1000.23,30.77,0.0,11.60,10.00,0.20,1009.64,24.5,97,25.1
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,180,09-11-2019,04:00:00,988.87,29.04,5.6,15.00,5.00,4.40,1010.85,23.6,97,24.0
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,000,09-11-2019,04:00:00,993.74,30.03,0.0,4.90,10.00,1.70,1011.45,24.1,97,24.7
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,060,09-11-2019,04:00:00,993.00,30.32,5.6,7.80,9.00,0.30,1008.97,24.3,96,25.0
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,000,09-11-2019,04:00:00,990.97,29.66,0.0,9.70,6.00,3.10,1010.08,23.9,98,24.2
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,000,09-11-2019,04:00:00,957.47,25.52,0.0,12.50,5.00,1.00,1009.34,21.4,94,22.5
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,100,09-11-2019,04:00:00,1005.56,30.92,9.3,3.10,4.00,0.00,1009.54,24.6,93,25.9
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,260,09-11-2019,04:00:00,914.42,22.16,14.8,1.30,4.00,0.00,1010.25,19.1,94,20.1
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,000,09-11-2019,04:00:00,994.79,30.85,0.0,4.00,6.00,2.10,1010.94,24.6,97,25.0
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,000,09-11-2019,04:00:00,1005.23,28.04,0.0,0.00,10.00,0.00,1009.28,23.0,80,26.8
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,000,09-11-2019,04:00:00,1000.22,29.89,0.0,21.60,5.00,0.00,1011.00,24.0,93,25.2
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,150,09-11-2019,04:00:00,1008.70,27.21,3.7,1.90,9.00,0.00,1010.64,22.5,83,25.6
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,000,09-11-2019,04:00:00,989.50,26.84,0.0,16.80,10.00,0.80,1010.61,22.3,87,24.5
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,170,09-11-2019,04:00:00,992.84,30.22,3.7,22.70,7.00,5.50,1010.70,24.2,97,24.8
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,160,09-11-2019,04:00:00,994.32,30.48,7.4,7.40,7.00,2.00,1010.66,24.4,97,24.8
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,180,09-11-2019,04:00:00,997.35,30.32,3.7,3.90,10.00,0.50,1011.54,24.3,96,25.0
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,000,09-11-2019,04:00:00,996.68,29.00,0.0,6.40,6.00,0.20,1011.67,23.5,92,25.0
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,000,09-11-2019,04:00:00,996.74,31.41,0.0,7.50,6.00,0.50,1011.56,24.9,97,25.3
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",09-11-2019,04:00:00,1006.88,28.74,0.0,0.00,10.00,0.00,1009.91,23.4,83,26.6
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,000,09-11-2019,04:00:00,1002.37,29.95,0.0,36.60,7.00,0.00,1010.41,24.1,96,24.8
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,150,09-11-2019,04:00:00,1009.69,30.73,3.7,0.50,7.00,0.00,1010.80,24.5,93,25.8
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,000,09-11-2019,04:00:00,996.21,31.49,0.0,35.50,5.00,0.00,1011.04,24.9,98,25.2
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,290,09-11-2019,04:00:00,873.97,{'@attributes': {'Unit': 'mb'}},11.1,56.80,.05,9.00,{'@attributes': {'Unit': 'hPa'}},{'@attributes': {'Unit': 'celcius'}},{'@attributes': {'Unit': '%'}},{'@attributes': {'Unit': 'celcius'}}
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,000,09-11-2019,04:00:00,1004.87,30.40,0.0,6.60,10.00,0.00,1010.81,24.3,97,24.9
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,000,09-11-2019,04:00:00,1010.14,30.23,0.0,29.40,8.00,0.00,1010.95,24.2,95,25.1
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,000,09-11-2019,04:00:00,1000.03,28.88,0.0,5.90,3.00,0.30,1011.49,23.5,96,24.2
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,200,09-11-2019,04:00:00,1009.58,27.36,5.6,0.00,10.00,0.00,1010.59,22.6,77,27.0
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,150,09-11-2019,04:00:00,1008.83,28.70,3.7,0.01,7.00,0.00,1010.66,23.4,85,26.0
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,000,09-11-2019,04:00:00,1009.79,29.50,0.0,0.00,3.00,0.00,1010.56,23.8,88,26.0
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,280,09-11-2019,04:00:00,1010.30,28.98,3.7,0.01,10.00,0.01,1011.01,23.5,85,26.3
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,000,09-11-2019,04:00:00,1010.23,30.50,0.0,32.30,7.00,0.70,1010.94,24.4,96,25.1
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,000,09-11-2019,04:00:00,989.73,28.87,0.0,0.10,10.00,0.00,1011.05,23.5,87,25.8
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,000,09-11-2019,04:00:00,994.40,31.22,0.0,0.90,6.00,0.10,1011.28,24.8,97,25.2
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,210,09-11-2019,04:00:00,995.29,30.05,5.6,1.80,6.00,0.00,1011.91,24.1,95,25.0
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,000,09-11-2019,04:00:00,989.31,27.29,0.0,0.20,10.00,0.20,1011.37,22.5,84,25.5
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,140,09-11-2019,04:00:00,967.50,26.09,7.4,12.60,10.00,0.00,1011.27,21.8,85,24.5
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,140,09-11-2019,04:00:00,990.34,29.44,3.7,0.40,7.00,0.10,1011.11,23.8,92,25.1
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,190,09-11-2019,04:00:00,991.54,30.91,9.3,8.40,8.00,1.00,1012.64,24.6,100,24.6
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,250,09-11-2019,04:00:00,1010.28,29.04,1.9,0.10,10.00,0.00,1010.71,23.6,81,27.2
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,000,09-11-2019,04:00:00,1010.02,28.78,0.0,18.40,6.00,0.30,1011.46,23.4,97,24.0
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,000,09-11-2019,04:00:00,1006.80,29.93,0.0,3.80,7.00,0.70,1011.80,24.1,97,24.5
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,000,09-11-2019,04:00:00,1007.10,26.56,0.0,0.00,10.00,0.00,1010.41,22.1,77,26.4
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,000,09-11-2019,04:00:00,1009.91,29.36,0.0,0.80,10.00,0.00,1011.03,23.7,92,25.2
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,000,09-11-2019,04:00:00,1010.26,28.88,0.0,0.01,10.00,0.00,1010.56,23.5,79,27.4
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,000,09-11-2019,04:00:00,1009.30,30.59,0.0,1.50,10.00,0.00,1009.79,24.4,89,26.3
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,210,09-11-2019,04:00:00,1009.49,28.55,11.1,6.20,10.00,0.00,1010.91,23.3,83,26.5
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,000,09-11-2019,04:00:00,1004.99,31.12,0.0,4.80,10.00,0.00,1013.09,24.7,98,25.0
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,000,09-11-2019,04:00:00,1010.14,28.95,0.0,0.00,10.00,0.00,1010.43,23.5,75,28.3
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,000,09-11-2019,04:00:00,1007.43,30.31,0.0,0.00,10.00,0.00,1010.56,24.3,79,28.3
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,210,09-11-2019,04:00:00,1004.39,29.90,9.3,0.00,12.00,0.00,1011.32,24.0,76,28.8
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,000,09-11-2019,04:00:00,1006.60,30.32,0.0,3.90,10.00,0.00,1012.27,24.3,96,25.0
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,000,09-11-2019,04:00:00,1010.42,28.67,0.0,2.40,10.00,0.00,1011.70,23.3,88,25.4
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,000,09-11-2019,04:00:00,1010.49,28.55,0.0,4.10,11.00,0.00,1010.93,23.3,83,26.5
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,000,09-11-2019,04:00:00,998.60,27.51,0.0,0.00,10.00,0.00,1011.02,22.7,91,24.3
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,000,09-11-2019,04:00:00,1010.28,27.10,0.0,0.00,10.00,0.00,1011.00,22.4,76,27.0
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,220,09-11-2019,04:00:00,1005.26,32.96,7.4,0.00,10.00,0.00,1007.68,25.7,85,28.5
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,240,09-11-2019,04:00:00,1010.96,27.28,11.1,0.00,10.00,0.00,1011.48,22.5,69,28.7
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,000,09-11-2019,04:00:00,1005.95,31.58,0.0,0.00,7.00,0.00,1011.13,24.9,88,27.1
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,000,09-11-2019,04:00:00,1011.05,33.42,0.0,0.60,7.00,0.00,1011.47,25.9,94,26.9
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,000,09-11-2019,04:00:00,1008.80,31.90,0.0,11.00,8.00,2.10,1011.60,25.1,97,25.7
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,000,09-11-2019,04:00:00,1008.96,28.97,0.0,0.00,10.00,0.00,1009.75,23.5,86,26.0
48501,TRAD,ตราด,ตราด,11.76667,102.88333,100,09-11-2019,04:00:00,1011.26,29.41,7.4,26.70,6.00,0.00,1011.72,23.8,96,24.5
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,000,09-11-2019,04:00:00,1009.18,29.00,0.0,1.00,7.00,0.00,1009.87,23.5,92,25.0
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,000,09-11-2019,04:00:00,1009.11,29.33,0.0,0.00,7.00,0.00,1010.64,23.7,86,26.2
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,000,09-11-2019,04:00:00,1010.87,29.00,0.0,0.40,10.00,0.00,1011.79,23.5,92,25.0
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,000,09-11-2019,04:00:00,1010.89,30.92,0.0,0.10,10.00,0.00,1011.58,24.6,93,25.9
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,000,09-11-2019,04:00:00,1010.95,29.59,0.0,1.60,6.00,0.00,1011.76,23.9,96,24.6
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,000,09-11-2019,04:00:00,1009.57,29.15,0.0,0.60,10.00,0.00,1010.21,23.6,95,24.5
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,000,09-11-2019,04:00:00,1009.95,29.04,0.0,30.80,10.00,0.00,1010.36,23.6,97,24.0
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,000,09-11-2019,04:00:00,1009.40,28.27,0.0,0.00,5.00,0.00,1013.67,23.1,95,24.0
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,000,09-11-2019,04:00:00,1009.60,28.95,0.0,0.00,5.00,0.00,1011.24,23.5,98,23.8
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,000,09-11-2019,04:00:00,1007.97,26.42,0.0,20.50,10.00,0.00,1011.50,22.0,91,23.5
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,000,09-11-2019,04:00:00,1010.07,28.85,0.0,4.20,7.00,0.00,1011.45,23.4,99,23.6
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,000,09-11-2019,04:00:00,1010.50,32.20,0.0,0.00,10.00,0.00,1011.40,25.3,96,26.0
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,000,09-11-2019,04:00:00,1007.72,29.23,0.0,0.00,10.00,0.00,1011.32,23.7,96,24.4
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,000,09-11-2019,04:00:00,1010.36,29.91,0.0,0.00,10.00,0.00,1010.80,24.0,92,25.5
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,000,09-11-2019,04:00:00,1007.97,31.56,0.0,0.00,10.00,0.00,1008.96,24.9,84,27.8
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,090,09-11-2019,04:00:00,1009.90,29.54,5.6,0.00,10.00,0.00,1010.72,23.8,92,25.3
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,000,09-11-2019,04:00:00,1009.12,29.41,0.0,0.00,10.00,0.00,1010.95,23.8,96,24.5
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,000,09-11-2019,04:00:00,1010.17,30.69,0.0,34.60,4.00,0.00,1010.93,24.5,96,25.2
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,260,09-11-2019,04:00:00,1007.38,29.07,3.7,0.00,7.00,0.00,1011.42,23.6,94,24.6
48570,SATUN,สตูล,สตูล,6.65000,100.08333,000,09-11-2019,04:00:00,1010.48,29.72,0.0,0.00,10.00,0.00,1011.17,23.9,92,25.4
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,000,09-11-2019,04:00:00,1010.35,29.85,0.0,0.00,10.00,0.00,1011.48,24.0,97,24.6
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,000,09-11-2019,04:00:00,1008.48,29.23,0.0,0.00,10.00,0.00,1011.44,23.7,96,24.4
