WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,AirTemperature,Date,Time,DewPoint,WindSpeed,StationPressure,Rainfall,MeanSeaLevelPressure,Rainfall24Hr,LandVisibility,VaporPressure,WindDirection,RelativeHumidity
48459,CHON BURI,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,13.36667,100.98333,28.6,07-08-2019,01:00:00,26.4,0.0,1008.47,0.00,1008.75,0.00,10.00,34.32,000,88
48460,KO SICHANG,\u0e40\u0e01\u0e32\u0e30\u0e2a\u0e35\u0e0a\u0e31\u0e07,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,13.16167,100.80194,28.7,07-08-2019,01:00:00,25.6,0.0,1005.50,0.00,1008.62,0.00,10.00,32.79,000,83
48461,PHATTHAYA,\u0e1e\u0e31\u0e17\u0e22\u0e32,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,12.92000,100.86944,29.0,07-08-2019,01:00:00,24.1,7.4,1002.17,0.00,1009.08,0.00,10.00,30.01,240,75
48462,ARANYA PRATHET,\u0e2d\u0e23\u0e31\u0e0d\u0e1b\u0e23\u0e30\u0e40\u0e17\u0e28,\u0e2a\u0e23\u0e30\u0e41\u0e01\u0e49\u0e27,13.70000,102.58333,27.5,07-08-2019,01:00:00,25.4,0.0,1003.76,0.00,1009.36,0.00,7.00,32.36,000,88
48464,RATCHA BURI,\u0e23\u0e32\u0e0a\u0e1a\u0e38\u0e23\u0e35,\u0e23\u0e32\u0e0a\u0e1a\u0e38\u0e23\u0e35,13.48931,99.79239,26.5,07-08-2019,01:00:00,24.0,7.4,1008.53,0.00,1009.80,0.01,10.00,29.89,240,86
48465,PHETCHA BURI,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e38\u0e23\u0e35,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e38\u0e23\u0e35,12.99944,100.06056,27.1,07-08-2019,01:00:00,23.9,0.0,1008.49,0.00,1008.92,0.00,11.00,29.66,000,83
48474,NONG PHLUB AGROMET.,\u0e2b\u0e19\u0e2d\u0e07\u0e1e\u0e25\u0e31\u0e1a \u0e2a\u0e01\u0e29.,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,12.58333,99.73333,25.6,07-08-2019,01:00:00,24.0,0.0,997.35,0.00,1009.69,0.00,8.00,29.82,000,91
48475,HUA HIN,\u0e2b\u0e31\u0e27\u0e2b\u0e34\u0e19,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,12.58611,99.96250,28.3,07-08-2019,01:00:00,24.0,0.0,1008.72,0.00,1009.43,0.00,10.00,29.76,000,77
48477,SATTAHIP,\u0e2a\u0e31\u0e15\u0e2b\u0e35\u0e1a,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,12.68333,100.98333,28.7,07-08-2019,01:00:00,25.3,0.0,1006.58,0.00,1009.01,0.01,10.00,32.22,000,82
48478,RAYONG,\u0e23\u0e30\u0e22\u0e2d\u0e07,\u0e23\u0e30\u0e22\u0e2d\u0e07,12.63222,101.34361,29.5,07-08-2019,01:00:00,26.3,16.7,1008.90,0.00,1009.42,0.00,10.00,34.16,270,83
48479,HUAI PONG AGROMET.,\u0e2b\u0e49\u0e27\u0e22\u0e42\u0e1b\u0e48\u0e07 \u0e2a\u0e01\u0e29.,\u0e23\u0e30\u0e22\u0e2d\u0e07,12.73333,101.13333,28.1,07-08-2019,01:00:00,25.1,0.0,1004.01,0.00,1009.16,0.00,9.00,31.87,000,84
48480,CHANTHA BURI,\u0e08\u0e31\u0e19\u0e17\u0e1a\u0e38\u0e23\u0e35,\u0e08\u0e31\u0e19\u0e17\u0e1a\u0e38\u0e23\u0e35,12.61667,102.11333,28.2,07-08-2019,01:00:00,26.2,0.0,1009.20,0.10,1009.61,0.10,7.00,34.07,000,89
48481,PHLIU  AGROMET.,\u0e1e\u0e25\u0e34\u0e49\u0e27 \u0e2a\u0e01\u0e29.,\u0e08\u0e31\u0e19\u0e17\u0e1a\u0e38\u0e23\u0e35,12.50861,102.17305,26.8,07-08-2019,01:00:00,25.9,0.0,1007.05,0.20,1009.83,2.40,8.00,33.50,000,95
48500,PRACHUAP KHIRIKHAN,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,11.83333,99.83333,27.3,07-08-2019,01:00:00,24.3,7.4,1009.30,0.00,1010.09,6.00,10.00,30.31,270,84
48501,TRAD,\u0e15\u0e23\u0e32\u0e14,\u0e15\u0e23\u0e32\u0e14,11.76667,102.88333,26.6,07-08-2019,01:00:00,25.0,5.6,1009.20,0.00,1009.66,0.40,6.00,31.71,100,91
48517,CHUMPHON,\u0e0a\u0e38\u0e21\u0e1e\u0e23,\u0e0a\u0e38\u0e21\u0e1e\u0e23,10.49875,99.18847,26.5,07-08-2019,01:00:00,24.3,0.0,1009.41,0.00,1010.10,0.00,7.00,30.43,000,88
48532,RANONG,\u0e23\u0e30\u0e19\u0e2d\u0e07,\u0e23\u0e30\u0e19\u0e2d\u0e07,9.98333,98.61667,26.4,07-08-2019,01:00:00,24.8,3.7,1009.79,0.00,1010.71,0.00,10.00,31.33,080,91
48550,KO SAMUI,\u0e40\u0e01\u0e32\u0e30\u0e2a\u0e21\u0e38\u0e22,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,9.46667,100.05000,28.0,07-08-2019,01:00:00,24.8,0.0,1009.80,0.00,1010.49,0.00,10.00,31.39,000,83
48551,SURAT THANI,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,9.13556,99.15194,26.0,07-08-2019,01:00:00,25.3,0.0,1009.89,0.00,1010.69,3.20,8.00,32.20,000,96
48552,NAKHONSI THAMMARAT,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,8.53778,99.96389,27.6,07-08-2019,01:00:00,25.3,0.0,1009.56,0.00,1010.20,0.00,10.00,32.28,000,87
48554,NAKHONSI THAMMARAT AGROMET.,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a \u0e2a\u0e01\u0e29.,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,8.35931,100.00000,26.8,07-08-2019,01:00:00,24.9,0.0,1009.59,0.00,1010.00,0.00,10.00,31.55,000,90
48555,SURAT THANI AGROMET.,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35 \u0e2a\u0e01\u0e29.,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,9.10000,99.63333,26.7,07-08-2019,01:00:00,25.7,0.0,1008.21,0.00,1012.44,0.00,5.00,33.02,000,94
48556,PHRA SANG,\u0e1e\u0e23\u0e30\u0e41\u0e2a\u0e07 \u0e2a\u0e2d\u0e17.,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,8.57022,99.25825,26.0,07-08-2019,01:00:00,25.4,0.0,1009.01,0.00,1010.63,0.00,7.00,32.48,000,97
48557,CHAWANG,\u0e09\u0e27\u0e32\u0e07,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,8.43194,99.51194,26.0,07-08-2019,01:00:00,24.6,0.0,1007.43,0.00,1010.93,0.00,10.00,30.84,000,92
48560,PHATTHALUNG AGROMET.,\u0e1e\u0e31\u0e17\u0e25\u0e38\u0e07 \u0e2a\u0e01\u0e29.,\u0e1e\u0e31\u0e17\u0e25\u0e38\u0e07,7.58333,100.16667,26.8,07-08-2019,01:00:00,24.6,0.0,1009.04,0.00,1010.40,0.00,7.00,31.00,000,88
48561,TAKUA PA,\u0e15\u0e30\u0e01\u0e31\u0e48\u0e27\u0e1b\u0e48\u0e32,\u0e1e\u0e31\u0e07\u0e07\u0e32,8.68417,98.25222,26.8,07-08-2019,01:00:00,24.9,0.0,1009.83,0.00,1010.72,0.00,10.00,31.55,000,90
48563,KRABI,\u0e01\u0e23\u0e30\u0e1a\u0e35\u0e48,\u0e01\u0e23\u0e30\u0e1a\u0e35\u0e48,8.10361,98.97528,26.6,07-08-2019,01:00:00,24.3,0.0,1006.83,0.00,1010.41,0.00,10.00,30.34,000,87
48564,PHUKET,\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15,\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15,7.88333,98.40000,28.3,07-08-2019,01:00:00,24.4,0.0,1009.32,0.00,1009.75,0.01,10.00,30.59,000,80
48565,PHUKET AIRPORT,\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15 (\u0e28\u0e39\u0e19\u0e22\u0e4c\u0e2f),\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15,8.14500,98.31444,26.8,07-08-2019,01:00:00,24.6,0.0,1009.44,0.00,1010.43,0.00,10.00,31.00,000,88
48566,KO LANTA,\u0e40\u0e01\u0e32\u0e30\u0e25\u0e31\u0e19\u0e15\u0e32,\u0e01\u0e23\u0e30\u0e1a\u0e35\u0e48,7.53333,99.05000,27.5,07-08-2019,01:00:00,24.0,13.0,1008.97,0.00,1009.79,0.00,10.00,29.88,270,81
48567,TRANG AIRPORT,\u0e15\u0e23\u0e31\u0e07,\u0e15\u0e23\u0e31\u0e07,7.51667,99.61667,27.2,07-08-2019,01:00:00,25.1,0.0,1008.99,0.00,1010.81,0.00,10.00,31.77,000,88
48568,SONGKHLA,\u0e2a\u0e07\u0e02\u0e25\u0e32,\u0e2a\u0e07\u0e02\u0e25\u0e32,7.18211,100.60769,27.8,07-08-2019,01:00:00,24.8,0.0,1009.84,0.00,1010.60,0.00,10.00,31.28,000,84
48569,HAT YAI AIRPORT,\u0e2b\u0e32\u0e14\u0e43\u0e2b\u0e0d\u0e48,\u0e2a\u0e07\u0e02\u0e25\u0e32,6.91667,100.43333,26.2,07-08-2019,01:00:00,24.8,5.6,1006.90,0.00,1010.92,0.00,10.00,31.22,240,92
48570,SATUN,\u0e2a\u0e15\u0e39\u0e25,\u0e2a\u0e15\u0e39\u0e25,6.65000,100.08333,26.3,07-08-2019,01:00:00,25.1,0.0,1010.92,0.00,1011.61,0.00,10.00,31.96,000,93
48571,KHO HONG AGROMET.,\u0e04\u0e2d\u0e2b\u0e07\u0e29\u0e4c \u0e2a\u0e01\u0e29.,\u0e2a\u0e07\u0e02\u0e25\u0e32,7.00000,100.50000,27.5,07-08-2019,01:00:00,24.5,0.0,1009.47,0.00,1010.59,0.00,10.00,30.70,000,84
48574,SA DAO,\u0e2a\u0e30\u0e40\u0e14\u0e32,\u0e2a\u0e07\u0e02\u0e25\u0e32,6.79806,100.39056,26.2,07-08-2019,01:00:00,24.6,0.0,1008.07,0.00,1011.01,0.00,10.00,30.94,000,91
