WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,MinimumTemperature,Date,Time,WindSpeed,RelativeHumidity,AirTemperature,DewPoint,WindDirection,LandVisibility,VaporPressure,Rainfall24Hr,MeanSeaLevelPressure,Rainfall,StationPressure
48330,PHRAE,แพร่,แพร่,18.16667,100.16667,23.6,08-30-2019,07:00:00,0.0,97,24.0,23.4,000,12.00,28.78,29.60,1000.59,29.60,982.05
48331,NAN,น่าน,น่าน,18.77972,100.77778,26.6,08-30-2019,07:00:00,0.0,90,27.0,25.3,000,10.00,32.21,0.00,1001.56,0.00,978.91
48333,NAN AGROMET.,น่าน สกษ.,น่าน,18.86667,100.75000,24.8,08-30-2019,07:00:00,0.0,91,25.0,23.4,000,5.00,28.74,1.00,1001.36,0.80,971.51
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,25.5,08-30-2019,07:00:00,0.0,96,26.0,25.3,000,6.00,32.20,0.01,1001.91,0.01,966.57
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,25.2,08-30-2019,07:00:00,0.0,98,25.4,25.1,000,6.00,31.87,0.90,998.22,0.90,968.68
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,27.0,08-30-2019,07:00:00,0.0,91,27.1,25.5,000,10.00,32.69,0.00,1006.69,0.00,999.39
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,26.2,08-30-2019,07:00:00,7.4,91,26.6,25.0,010,6.00,31.71,1.80,997.36,1.80,977.65
48353,LOEI,เลย,เลย,17.45000,101.73333,25.9,08-30-2019,07:00:00,0.0,93,26.2,24.9,000,5.00,31.49,0.80,998.62,0.80,970.17
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,26.3,08-30-2019,07:00:00,16.7,87,27.0,24.7,290,15.00,31.11,2.30,995.50,1.00,975.57
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,25.0,08-30-2019,07:00:00,7.4,92,25.0,23.5,350,6.00,29.00,13.50,995.26,1.80,973.67
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,24.8,08-30-2019,07:00:00,7.4,93,25.3,24.1,360,8.00,30.07,19.10,994.90,3.10,975.56
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,24.2,08-30-2019,07:00:00,11.1,88,24.3,22.2,050,10.00,26.76,46.00,996.79,1.90,980.07
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,21.2,08-30-2019,07:00:00,9.3,95,23.4,22.5,100,10.00,27.24,52.80,996.08,5.60,978.66
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,25.5,08-30-2019,07:00:00,0.0,96,26.0,25.3,000,10.00,32.20,4.00,996.81,2.20,971.23
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,25.0,08-30-2019,07:00:00,5.6,84,27.4,24.4,270,10.00,30.50,0.00,1000.37,0.00,994.63
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,26.4,08-30-2019,07:00:00,0.0,86,26.7,24.2,000,10.00,30.26,0.00,1000.60,0.00,994.44
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,24.9,08-30-2019,07:00:00,0.0,96,25.5,24.8,000,6.00,31.25,22.00,999.75,22.00,983.35
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,24.5,08-30-2019,07:00:00,0.0,92,25.0,23.5,000,10.00,29.00,0.00,1001.68,0.00,979.33
48376,TAK,ตาก,ตาก,16.87833,99.14333,27.0,08-30-2019,07:00:00,13.0,74,27.7,22.5,270,10.00,27.31,0.00,1001.71,0.00,987.43
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,27.6,08-30-2019,07:00:00,0.0,70,28.5,22.5,000,8.00,27.18,0.00,1001.05,0.00,984.85
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,26.0,08-30-2019,07:00:00,0.0,94,26.9,25.9,000,10.00,33.42,0.00,1000.14,0.00,994.95
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,25.4,08-30-2019,07:00:00,0.0,96,26.0,25.3,000,7.00,32.20,4.70,998.50,4.70,985.37
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,25.8,08-30-2019,07:00:00,3.7,82,26.4,23.2,290,10.00,28.37,0.00,1000.34,0.00,991.06
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,25.3,08-30-2019,07:00:00,9.3,97,25.5,25.1,260,8.00,31.79,15.50,997.46,0.50,975.88
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,23.8,08-30-2019,07:00:00,18.5,100,24.0,24.0,210,2.00,29.82,160.80,997.75,33.30,980.24
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,23.5,08-30-2019,07:00:00,3.7,96,24.5,23.8,360,9.00,29.41,141.10,994.61,36.20,978.84
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,25.1,08-30-2019,07:00:00,3.7,97,25.8,25.2,170,10.00,32.09,21.10,996.35,1.00,977.59
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,22.1,08-30-2019,07:00:00,0.0,93,23.0,21.8,000,7.00,26.09,1.00,1005.00,0.00,953.44
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,26.2,08-30-2019,07:00:00,5.6,89,26.6,24.6,140,6.00,30.89,0.00,1000.09,0.00,996.16
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,20.3,08-30-2019,07:00:00,5.6,98,20.7,20.4,220,.20,23.93,0.40,1003.69,0.40,908.67
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,23.6,08-30-2019,07:00:00,5.6,98,24.9,24.6,240,7.00,30.93,126.60,996.08,3.60,980.15
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,25.9,08-30-2019,07:00:00,0.0,90,26.3,24.6,000,9.00,30.86,0.10,1000.42,0.10,996.41
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,24.9,08-30-2019,07:00:00,0.0,95,25.0,24.1,000,7.00,30.05,1.20,1001.53,0.80,990.85
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,25.0,08-30-2019,07:00:00,0.0,94,25.2,24.2,000,8.00,30.15,1.20,1000.89,1.20,998.96
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,23.2,08-30-2019,07:00:00,11.1,97,24.4,24.0,230,4.00,29.75,20.30,999.02,13.90,978.15
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,23.6,08-30-2019,07:00:00,14.8,94,24.7,23.7,240,10.00,29.25,201.30,996.00,123.60,978.40
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,24.0,08-30-2019,07:00:00,9.3,97,24.5,24.1,230,6.00,29.93,168.00,996.09,94.80,979.97
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,22.8,08-30-2019,07:00:00,11.1,93,23.2,22.0,230,7.00,26.41,76.40,999.71,10.10,985.61
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,22.2,08-30-2019,07:00:00,0.0,91,23.2,21.7,000,4.00,25.92,77.00,1000.51,7.00,985.59
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,22.0,08-30-2019,07:00:00,13.0,92,23.0,21.6,190,2.00,25.84,50.90,1000.22,11.30,985.45
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,25.9,08-30-2019,07:00:00,0.0,96,26.4,25.7,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",8.00,32.99,1.80,1000.36,0.60,997.36
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,25.0,08-30-2019,07:00:00,0.0,92,25.4,24.1,000,6.00,29.99,0.40,1000.61,0.20,992.67
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,24.7,08-30-2019,07:00:00,7.4,93,25.6,24.4,180,5.00,30.63,2.00,1001.06,1.30,999.95
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,22.8,08-30-2019,07:00:00,7.4,98,24.5,24.2,200,2.00,30.20,63.30,999.19,32.50,984.50
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,18.7,08-30-2019,07:00:00,9.3,99,18.7,18.5,210,.10,21.33,10.60,1002.56,5.00,867.83
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,24.0,08-30-2019,07:00:00,0.0,97,25.0,24.4,000,5.00,30.58,3.80,1000.67,3.00,994.79
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,25.7,08-30-2019,07:00:00,0.0,87,26.2,23.9,000,7.00,29.60,0.20,1001.50,0.01,1000.70
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,26.5,08-30-2019,07:00:00,0.0,83,27.5,24.3,000,10.00,30.42,2.40,1001.93,0.20,1001.49
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,24.2,08-30-2019,07:00:00,0.0,96,24.5,23.8,000,3.00,29.41,0.00,1003.74,0.00,992.38
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,26.0,08-30-2019,07:00:00,0.0,85,26.6,23.8,000,10.00,29.54,0.00,1001.23,0.00,1000.22
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,25.2,08-30-2019,07:00:00,7.4,92,25.4,24.1,150,7.00,29.99,1.10,1001.06,0.90,999.24
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,26.0,08-30-2019,07:00:00,3.7,80,26.6,22.8,230,8.00,27.69,0.20,1001.15,0.00,1000.39
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,25.8,08-30-2019,07:00:00,9.3,85,25.9,23.3,230,10.00,28.52,0.01,1002.11,0.00,1001.41
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,25.5,08-30-2019,07:00:00,0.0,92,26.0,24.6,000,6.00,30.84,2.30,1001.78,1.00,1001.08
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,23.8,08-30-2019,07:00:00,3.7,96,24.1,23.4,230,6.00,28.70,6.30,1000.14,2.90,978.93
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,22.8,08-30-2019,07:00:00,7.4,96,24.1,23.4,230,5.00,28.70,20.40,999.94,8.10,983.19
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,23.0,08-30-2019,07:00:00,9.3,93,24.0,22.8,180,4.00,27.76,21.70,1000.02,8.20,983.55
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,24.1,08-30-2019,07:00:00,0.0,94,24.7,23.7,000,4.00,29.25,6.00,999.89,2.00,978.02
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,22.7,08-30-2019,07:00:00,9.3,90,23.5,21.7,280,8.00,25.92,4.60,1005.87,3.20,962.19
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,24.3,08-30-2019,07:00:00,13.0,96,24.5,23.8,180,3.00,29.41,11.30,999.60,6.20,979.03
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,22.6,08-30-2019,07:00:00,22.2,100,22.7,22.7,230,3.00,27.57,27.20,1000.55,12.00,979.57
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,26.2,08-30-2019,07:00:00,1.9,83,26.6,23.5,280,10.00,29.00,0.70,1002.28,0.00,1001.84
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,24.6,08-30-2019,07:00:00,0.0,96,24.8,24.1,000,6.00,29.95,4.10,1001.55,2.70,1000.13
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,25.0,08-30-2019,07:00:00,0.0,96,25.0,24.3,000,5.00,30.32,11.90,1002.24,1.90,997.30
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,25.2,08-30-2019,07:00:00,3.7,75,27.3,22.6,260,12.00,27.37,0.00,1002.06,0.00,998.79
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,25.6,08-30-2019,07:00:00,3.7,88,26.0,23.8,210,5.00,29.50,0.10,1001.65,0.10,1000.55
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,26.6,08-30-2019,07:00:00,0.0,81,26.9,23.4,000,9.00,28.76,0.01,1002.22,0.01,1001.92
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,26.5,08-30-2019,07:00:00,0.0,81,27.0,23.5,000,10.00,28.94,0.00,1002.32,0.00,1001.63
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,26.6,08-30-2019,07:00:00,7.4,86,26.5,23.9,270,10.00,29.62,0.00,1001.67,0.00,1001.18
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,26.8,08-30-2019,07:00:00,16.7,80,27.0,23.2,230,10.00,28.41,0.01,1001.92,0.01,1000.52
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,27.7,08-30-2019,07:00:00,14.8,85,28.7,25.9,240,10.00,33.37,0.10,1002.37,0.00,1000.71
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,24.7,08-30-2019,07:00:00,0.0,97,24.8,24.4,000,10.00,30.48,5.70,1003.79,0.01,995.75
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,26.5,08-30-2019,07:00:00,5.6,79,27.8,23.9,230,10.00,29.63,0.40,1001.99,0.20,1001.71
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,27.0,08-30-2019,07:00:00,7.4,75,28.3,23.5,270,10.00,28.95,0.00,1002.28,0.00,999.17
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,27.5,08-30-2019,07:00:00,13.0,77,28.0,23.6,210,10.00,29.19,0.00,1002.78,0.00,995.89
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,25.0,08-30-2019,07:00:00,3.7,96,25.5,24.8,250,7.00,31.25,1.40,1001.65,0.40,996.05
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,27.2,08-30-2019,07:00:00,16.7,77,28.0,23.6,290,8.00,29.19,0.00,1004.65,0.00,995.39
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,25.0,08-30-2019,07:00:00,0.0,92,25.0,23.7,000,14.00,29.26,2.30,1003.34,0.00,1002.08
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,26.0,08-30-2019,07:00:00,0.0,85,26.5,23.7,000,11.00,29.35,6.30,1002.46,0.00,1002.03
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,24.0,08-30-2019,07:00:00,0.0,90,24.9,23.1,000,8.00,28.30,0.00,1003.10,0.00,990.80
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,26.4,08-30-2019,07:00:00,0.0,81,27.1,23.6,000,10.00,29.13,0.00,1003.06,0.00,1002.35
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,27.8,08-30-2019,07:00:00,7.4,76,28.5,23.9,230,10.00,29.60,0.01,1003.27,0.00,1000.85
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,26.9,08-30-2019,07:00:00,20.4,76,28.5,23.9,260,10.00,29.60,0.90,1002.60,0.00,1002.08
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,26.7,08-30-2019,07:00:00,0.0,79,27.6,23.5,000,10.00,28.98,0.00,1002.60,0.00,997.48
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,25.4,08-30-2019,07:00:00,0.0,86,27.0,24.4,000,7.00,30.56,8.80,1002.88,0.00,1002.47
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,25.3,08-30-2019,07:00:00,0.0,92,26.5,25.1,000,8.00,31.79,36.50,1003.56,0.00,1000.80
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,26.0,08-30-2019,07:00:00,7.4,79,26.5,22.5,200,10.00,27.25,1.60,1003.84,0.00,1003.05
48501,TRAD,ตราด,ตราด,11.76667,102.88333,25.2,08-30-2019,07:00:00,11.1,90,26.9,25.0,260,6.00,31.74,72.60,1003.72,2.20,1003.26
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,24.3,08-30-2019,07:00:00,0.0,96,24.7,24.0,000,7.00,29.77,14.10,1005.61,0.50,1004.92
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,24.0,08-30-2019,07:00:00,0.0,96,25.0,24.3,000,6.00,30.32,31.80,1005.51,0.40,1003.97
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,24.5,08-30-2019,07:00:00,9.3,93,24.7,23.5,200,8.00,28.98,72.70,1006.67,19.40,1005.75
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,25.1,08-30-2019,07:00:00,5.6,82,26.5,23.1,270,10.00,28.29,0.50,1006.04,0.00,1005.35
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,23.5,08-30-2019,07:00:00,5.6,100,23.6,23.6,210,6.00,29.11,7.80,1007.12,1.30,1006.32
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,24.4,08-30-2019,07:00:00,3.7,92,25.0,23.5,130,10.00,29.00,10.60,1006.03,0.70,1005.39
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,23.7,08-30-2019,07:00:00,0.0,97,24.2,23.8,000,10.00,29.39,9.20,1006.48,1.60,1006.07
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,23.5,08-30-2019,07:00:00,7.4,80,25.8,22.1,230,5.00,26.54,5.20,1008.32,0.00,1004.09
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,22.9,08-30-2019,07:00:00,0.0,98,23.4,23.1,000,10.00,28.25,16.80,1007.21,0.01,1005.58
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,23.5,08-30-2019,07:00:00,0.0,97,24.0,23.6,000,8.00,29.04,22.40,1007.71,0.00,1004.20
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,24.2,08-30-2019,07:00:00,0.0,94,24.3,23.3,000,8.00,28.54,13.20,1007.05,4.90,1005.68
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,23.3,08-30-2019,07:00:00,14.8,93,26.5,25.2,240,10.00,32.07,65.40,1006.40,12.80,1005.51
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,22.6,08-30-2019,07:00:00,7.4,99,23.9,23.7,200,8.00,29.38,55.20,1007.28,7.40,1003.69
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,24.5,08-30-2019,07:00:00,0.0,96,25.5,24.8,000,10.00,31.25,20.60,1006.73,14.80,1006.30
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,23.5,08-30-2019,07:00:00,13.0,92,26.0,24.6,200,8.00,30.84,32.80,1006.57,7.60,1005.58
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,25.0,08-30-2019,07:00:00,13.0,96,25.6,24.9,260,10.00,31.44,18.80,1007.33,18.80,1006.51
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,23.5,08-30-2019,07:00:00,0.0,97,23.8,23.4,000,8.00,28.69,25.70,1007.68,0.80,1005.85
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,24.7,08-30-2019,07:00:00,5.6,83,26.0,22.9,190,10.00,27.92,1.00,1007.13,0.00,1006.37
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,23.2,08-30-2019,07:00:00,5.6,97,24.1,23.5,230,10.00,28.96,23.20,1007.37,0.60,1003.33
48570,SATUN,สตูล,สตูล,6.65000,100.08333,23.8,08-30-2019,07:00:00,0.0,96,24.2,23.5,000,10.00,28.88,21.90,1007.42,1.70,1006.73
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,23.5,08-30-2019,07:00:00,0.0,97,24.8,24.2,000,10.00,30.22,8.80,1007.48,0.40,1006.36
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,22.6,08-30-2019,07:00:00,0.0,98,23.9,23.6,000,10.00,29.12,18.60,1007.29,1.70,1004.34
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,23.4,08-30-2019,07:00:00,0.0,96,24.0,23.3,000,8.00,28.53,11.20,1007.31,0.00,1006.61
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,23.0,08-30-2019,07:00:00,0.0,95,24.0,23.1,000,7.00,28.27,7.50,1007.83,0.00,1003.66
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,.0,08-30-2019,07:00:00,0.0,87,24.5,22.3,000,8.00,26.84,0.30,1007.58,0.00,1006.99
