WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,Rainfall,Date,Time,VaporPressure,DewPoint,AirTemperature,MeanSeaLevelPressure,WindDirection,LandVisibility,Rainfall24Hr,RelativeHumidity,StationPressure,WindSpeed
48328,LAMPANG,ลำปาง,ลำปาง,18.28333,99.51667,0.00,09-12-2019,01:00:00,28.37,23.2,24.5,1013.25,000,10.00,1.20,92,985.39,0.0
48329,LAMPHUN,ลำพูน,ลำพูน,18.56722,99.03389,0.00,09-12-2019,01:00:00,29.25,23.7,24.7,1012.56,000,10.00,1.40,94,978.66,0.0
48330,PHRAE,แพร่,แพร่,18.16667,100.16667,0.10,09-12-2019,01:00:00,30.13,24.2,24.9,1012.65,000,10.00,1.20,96,993.95,0.0
48331,NAN,น่าน,น่าน,18.77972,100.77778,0.00,09-12-2019,01:00:00,29.10,23.6,25.2,1012.89,000,10.00,0.00,91,989.85,0.0
48333,NAN AGROMET.,น่าน สกษ.,น่าน,18.86667,100.75000,0.00,09-12-2019,01:00:00,28.37,23.2,24.5,1013.53,000,7.00,0.01,92,983.27,0.0
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,0.00,09-12-2019,01:00:00,29.13,23.6,24.2,1012.93,000,7.00,1.40,97,976.99,0.0
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,0.00,09-12-2019,01:00:00,30.22,24.2,24.8,1012.34,000,10.00,1.40,97,982.32,0.0
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,0.00,09-12-2019,01:00:00,30.15,24.2,25.2,1012.58,000,8.00,9.20,94,1005.19,0.0
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,0.00,09-12-2019,01:00:00,32.20,25.3,26.0,1012.26,000,10.00,18.80,96,992.21,0.0
48353,LOEI,เลย,เลย,17.45000,101.73333,0.01,09-12-2019,01:00:00,29.00,23.5,25.0,1012.69,000,6.00,0.30,92,983.73,0.0
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,12.50,09-12-2019,01:00:00,27.16,22.4,23.2,1012.96,290,4.00,24.50,96,992.43,5.6
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,0.00,09-12-2019,01:00:00,29.52,23.8,25.0,1012.34,000,12.00,25.20,93,990.37,0.0
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,0.00,09-12-2019,01:00:00,31.90,25.1,25.7,1011.78,000,10.00,32.60,97,992.13,0.0
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,0.00,09-12-2019,01:00:00,29.33,23.7,24.6,1012.62,000,12.00,72.90,95,995.65,0.0
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,0.00,09-12-2019,01:00:00,30.13,24.2,24.9,1012.79,000,10.00,78.50,96,995.17,0.0
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,0.00,09-12-2019,01:00:00,30.93,24.6,24.9,1012.71,000,8.00,23.60,98,986.63,0.0
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,0.00,09-12-2019,01:00:00,32.53,25.4,25.6,1013.06,000,10.00,0.60,99,1007.22,0.0
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,0.00,09-12-2019,01:00:00,31.12,24.7,25.0,1013.20,000,10.00,0.50,98,1006.93,0.0
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,0.00,09-12-2019,01:00:00,28.28,23.1,24.3,1013.89,000,8.00,17.90,93,997.19,0.0
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,1.20,09-12-2019,01:00:00,26.99,22.3,23.4,1012.06,140,8.00,7.80,94,989.37,3.7
48376,TAK,ตาก,ตาก,16.87833,99.14333,0.00,09-12-2019,01:00:00,26.19,21.9,25.3,1013.39,000,6.00,1.60,81,998.83,0.0
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,0.00,09-12-2019,01:00:00,27.66,22.8,23.5,1012.96,000,7.00,5.00,96,996.29,0.0
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,0.01,09-12-2019,01:00:00,30.42,24.3,25.2,1013.01,000,10.00,0.10,95,1007.72,0.0
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,0.00,09-12-2019,01:00:00,30.07,24.1,25.3,1011.82,000,10.00,3.70,93,998.49,0.0
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,0.00,09-12-2019,01:00:00,30.69,24.5,25.2,1012.65,000,10.00,0.40,96,1003.22,0.0
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,0.10,09-12-2019,01:00:00,31.33,24.8,25.4,1005.92,290,7.00,7.70,97,984.15,3.7
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,0.00,09-12-2019,01:00:00,28.18,23.1,26.0,1011.08,220,10.00,3.10,84,993.45,5.6
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,0.00,09-12-2019,01:00:00,31.25,24.8,25.5,1010.85,000,10.00,6.80,96,994.88,0.0
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,0.00,09-12-2019,01:00:00,31.44,24.9,25.6,1011.71,000,8.00,4.90,96,992.66,0.0
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,0.00,09-12-2019,01:00:00,23.59,20.2,21.4,1015.69,000,6.00,9.90,93,963.30,0.0
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,0.00,09-12-2019,01:00:00,30.32,24.3,25.0,1012.32,000,5.00,27.40,96,1008.31,0.0
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,0.10,09-12-2019,01:00:00,21.76,18.9,19.5,1013.71,280,3.00,6.10,96,917.37,14.8
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,0.00,09-12-2019,01:00:00,31.65,25.0,26.0,1012.50,000,6.00,3.30,94,996.38,0.0
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,0.00,09-12-2019,01:00:00,29.11,23.6,25.5,1013.16,000,9.00,0.00,89,1009.08,0.0
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,0.00,09-12-2019,01:00:00,29.16,23.6,24.8,1013.97,000,7.00,1.80,93,1003.15,0.0
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,0.00,09-12-2019,01:00:00,29.93,24.1,25.8,1013.21,000,7.00,0.20,90,1011.26,0.0
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,0.00,09-12-2019,01:00:00,29.13,23.6,25.8,1012.51,230,10.00,1.60,88,991.45,5.6
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,0.00,09-12-2019,01:00:00,32.71,25.5,26.4,1011.87,000,10.00,7.60,95,994.09,0.0
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,0.00,09-12-2019,01:00:00,33.38,25.9,26.6,1011.74,000,10.00,4.90,96,995.48,0.0
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,0.01,09-12-2019,01:00:00,31.99,25.2,26.6,1012.40,000,10.00,2.00,92,998.28,0.0
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,0.00,09-12-2019,01:00:00,33.19,25.8,26.5,1013.27,000,7.00,0.20,96,998.32,0.0
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,0.00,09-12-2019,01:00:00,28.48,23.2,25.0,1013.13,210,6.00,1.50,90,998.27,3.7
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,0.00,09-12-2019,01:00:00,27.43,22.6,30.8,1012.43,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",10.00,0.40,62,1009.44,0.0
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,0.00,09-12-2019,01:00:00,29.62,23.9,25.2,1012.63,000,7.00,0.70,92,1004.59,0.0
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,0.80,09-12-2019,01:00:00,30.69,24.5,25.2,1012.99,000,6.00,23.00,96,1011.87,0.0
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,0.00,09-12-2019,01:00:00,27.29,22.5,25.5,1012.71,000,8.00,0.00,84,997.87,0.0
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,7.00,09-12-2019,01:00:00,21.14,18.4,18.4,1015.39,270,.05,15.20,100,878.81,5.6
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,15.10,09-12-2019,01:00:00,29.49,23.8,24.4,1013.45,000,8.00,19.80,97,1007.48,0.0
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,0.00,09-12-2019,01:00:00,30.59,24.4,26.3,1013.55,000,8.00,0.00,89,1012.74,0.0
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,0.00,09-12-2019,01:00:00,29.77,24.0,27.3,1012.88,000,10.00,0.00,82,1012.43,0.0
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,0.00,09-12-2019,01:00:00,26.91,22.3,23.5,1014.45,000,4.00,3.30,93,1002.93,0.0
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,0.00,09-12-2019,01:00:00,31.52,24.9,26.5,1013.21,000,10.00,1.40,91,1012.19,0.0
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,0.00,09-12-2019,01:00:00,29.25,23.7,24.7,1013.21,000,7.00,8.50,94,1011.36,0.0
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,0.00,09-12-2019,01:00:00,26.39,22.0,26.6,1012.81,000,6.00,0.10,76,1012.03,0.0
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,0.00,09-12-2019,01:00:00,29.89,24.0,26.5,1013.47,020,10.00,0.60,86,1012.76,3.7
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,15.60,09-12-2019,01:00:00,29.89,24.0,25.2,1013.17,000,7.00,19.70,93,1012.45,0.0
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,5.10,09-12-2019,01:00:00,26.66,22.1,23.5,1014.26,320,6.00,5.10,92,992.70,3.7
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,2.10,09-12-2019,01:00:00,28.13,23.0,24.8,1012.74,000,7.00,4.40,90,995.81,0.0
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,2.30,09-12-2019,01:00:00,29.13,23.6,24.2,1013.22,190,5.00,23.00,97,996.53,3.7
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,0.00,09-12-2019,01:00:00,24.78,20.9,25.5,1013.83,290,10.00,0.20,76,991.72,9.3
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,7.10,09-12-2019,01:00:00,25.93,21.7,22.0,1014.37,000,10.00,17.40,98,970.10,0.0
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,1.20,09-12-2019,01:00:00,31.98,25.2,25.6,1012.78,000,6.00,1.30,97,992.00,0.0
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,0.00,09-12-2019,01:00:00,30.91,24.6,24.6,1014.12,220,8.00,2.20,100,992.99,9.3
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,0.00,09-12-2019,01:00:00,30.78,24.5,27.4,1013.04,020,10.00,0.50,84,1012.60,1.9
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,39.60,09-12-2019,01:00:00,28.78,23.4,24.0,1013.32,000,6.00,39.90,97,1011.88,0.0
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,2.20,09-12-2019,01:00:00,28.53,23.3,24.0,1013.35,000,7.00,4.90,96,1008.33,0.0
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,0.00,09-12-2019,01:00:00,26.74,22.2,26.8,1013.13,000,10.00,0.00,76,1009.82,0.0
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,0.00,09-12-2019,01:00:00,29.69,23.9,24.8,1013.13,000,10.00,16.40,95,1012.01,0.0
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,0.00,09-12-2019,01:00:00,30.84,24.6,26.0,1013.22,310,10.00,7.60,92,1012.92,3.7
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,0.00,09-12-2019,01:00:00,29.91,24.0,25.5,1012.13,000,10.00,1.80,92,1011.63,0.0
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,0.00,09-12-2019,01:00:00,30.43,24.3,26.5,1013.52,060,10.00,1.20,88,1012.10,7.4
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,0.01,09-12-2019,01:00:00,27.42,22.6,23.8,1005.42,270,10.00,0.20,93,997.34,1.9
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,0.00,09-12-2019,01:00:00,28.51,23.2,27.2,1012.95,000,10.00,0.00,79,1012.66,0.0
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,0.00,09-12-2019,01:00:00,30.90,24.6,28.6,1012.60,000,10.00,0.00,79,1009.47,0.0
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,0.00,09-12-2019,01:00:00,31.87,25.1,28.1,1012.96,210,10.00,0.00,84,1006.01,5.6
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,0.50,09-12-2019,01:00:00,29.41,23.8,24.5,1014.41,000,7.00,0.50,96,1008.72,0.0
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,0.00,09-12-2019,01:00:00,28.06,23.0,25.2,1013.26,000,10.00,0.01,88,1011.98,0.0
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,0.00,09-12-2019,01:00:00,29.60,23.9,27.5,1012.93,290,11.00,0.00,81,1012.50,3.7
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,0.00,09-12-2019,01:00:00,26.26,21.9,24.3,1013.54,000,10.00,0.00,86,1001.09,0.0
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,0.00,09-12-2019,01:00:00,30.56,24.4,27.0,1013.26,000,10.00,0.00,86,1012.54,0.0
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,0.00,09-12-2019,01:00:00,29.35,23.7,28.8,1012.99,210,10.00,0.00,74,1010.55,5.6
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,0.00,09-12-2019,01:00:00,31.38,24.8,28.7,1012.85,270,10.00,0.00,80,1012.33,9.3
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,0.00,09-12-2019,01:00:00,30.23,24.2,27.4,1013.03,000,8.00,0.00,83,1007.85,0.0
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,0.00,09-12-2019,01:00:00,30.48,24.4,26.1,1013.39,000,7.00,0.00,90,1012.97,0.0
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,0.00,09-12-2019,01:00:00,32.20,25.3,26.0,1013.46,000,8.00,2.10,96,1010.66,0.0
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,0.00,09-12-2019,01:00:00,28.70,23.4,26.0,1013.38,000,10.00,0.00,85,1012.59,0.0
48501,TRAD,ตราด,ตราด,11.76667,102.88333,0.00,09-12-2019,01:00:00,28.18,23.1,23.8,1013.18,070,7.00,2.50,96,1012.71,7.4
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,0.00,09-12-2019,01:00:00,30.42,24.3,25.2,1013.20,000,7.00,2.80,95,1012.51,0.0
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,0.00,09-12-2019,01:00:00,28.79,23.4,24.3,1013.11,000,6.00,6.80,95,1011.56,0.0
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,0.00,09-12-2019,01:00:00,29.38,23.7,25.5,1013.58,040,10.00,0.00,90,1012.65,5.6
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,0.00,09-12-2019,01:00:00,28.97,23.5,26.0,1013.80,000,1.00,0.00,86,1013.11,0.0
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,0.00,09-12-2019,01:00:00,28.25,23.1,23.4,1014.13,000,8.00,9.00,98,1013.32,0.0
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,0.00,09-12-2019,01:00:00,30.32,24.3,25.0,1012.94,360,10.00,2.20,96,1012.30,5.6
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,0.00,09-12-2019,01:00:00,31.27,24.8,25.8,1013.14,000,10.00,0.01,94,1012.73,0.0
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,0.00,09-12-2019,01:00:00,29.41,23.8,24.5,1015.31,000,6.00,3.10,96,1011.03,0.0
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,0.00,09-12-2019,01:00:00,29.16,23.6,24.8,1011.48,000,10.00,2.30,93,1009.85,0.0
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,0.00,09-12-2019,01:00:00,27.25,22.5,24.0,1013.24,000,10.00,0.00,91,1009.71,0.0
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,0.00,09-12-2019,01:00:00,28.18,23.1,23.8,1013.16,000,7.00,2.50,96,1011.79,0.0
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,0.00,09-12-2019,01:00:00,30.84,24.6,26.0,1013.21,000,10.00,0.00,92,1012.32,0.0
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,0.00,09-12-2019,01:00:00,28.74,23.4,25.0,1013.23,000,10.00,0.00,91,1009.62,0.0
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,0.00,09-12-2019,01:00:00,31.58,24.9,27.1,1012.31,330,10.00,0.00,88,1011.87,5.6
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,0.00,09-12-2019,01:00:00,30.71,24.5,25.5,1012.54,000,10.00,1.20,94,1011.54,0.0
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,0.00,09-12-2019,01:00:00,30.07,24.1,25.3,1012.33,100,10.00,0.00,93,1011.51,5.6
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,0.00,09-12-2019,01:00:00,30.63,24.4,25.6,1013.01,000,8.00,0.00,93,1011.18,0.0
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,0.00,09-12-2019,01:00:00,27.96,22.9,25.0,1013.42,200,6.00,0.00,88,1012.66,3.7
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,0.00,09-12-2019,01:00:00,29.36,23.7,25.2,1013.23,000,6.00,1.40,92,1009.19,0.0
48570,SATUN,สตูล,สตูล,6.65000,100.08333,0.00,09-12-2019,01:00:00,29.01,23.5,25.3,1012.80,000,10.00,0.00,90,1012.11,0.0
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,0.00,09-12-2019,01:00:00,28.81,23.4,24.6,1013.67,000,10.00,2.40,93,1012.54,0.0
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,0.00,09-12-2019,01:00:00,28.98,23.5,24.7,1013.49,000,10.00,1.60,93,1010.53,0.0
