WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,AirTemperature,Date,Time,DewPoint,WindSpeed,StationPressure,Rainfall,MeanSeaLevelPressure,Rainfall24Hr,LandVisibility,VaporPressure,WindDirection,RelativeHumidity
48460,KO SICHANG,\u0e40\u0e01\u0e32\u0e30\u0e2a\u0e35\u0e0a\u0e31\u0e07,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,13.16167,100.80194,28.5,07-08-2019,04:00:00,25.7,0.0,1005.10,0.00,1008.22,0.00,10.00,32.96,000,85
48461,PHATTHAYA,\u0e1e\u0e31\u0e17\u0e22\u0e32,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,12.92000,100.86944,28.4,07-08-2019,04:00:00,25.3,0.0,1001.58,0.00,1008.50,0.00,10.00,32.19,000,83
48462,ARANYA PRATHET,\u0e2d\u0e23\u0e31\u0e0d\u0e1b\u0e23\u0e30\u0e40\u0e17\u0e28,\u0e2a\u0e23\u0e30\u0e41\u0e01\u0e49\u0e27,13.70000,102.58333,27.0,07-08-2019,04:00:00,25.6,0.0,1002.70,0.00,1008.31,0.00,7.00,32.77,000,92
48464,RATCHA BURI,\u0e23\u0e32\u0e0a\u0e1a\u0e38\u0e23\u0e35,\u0e23\u0e32\u0e0a\u0e1a\u0e38\u0e23\u0e35,13.48931,99.79239,26.3,07-08-2019,04:00:00,23.2,7.4,1008.24,0.00,1009.50,0.01,10.00,28.46,210,83
48465,PHETCHA BURI,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e38\u0e23\u0e35,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e38\u0e23\u0e35,12.99944,100.06056,27.0,07-08-2019,04:00:00,23.5,0.0,1008.07,0.00,1008.50,0.00,11.00,28.94,000,81
48474,NONG PHLUB AGROMET.,\u0e2b\u0e19\u0e2d\u0e07\u0e1e\u0e25\u0e31\u0e1a \u0e2a\u0e01\u0e29.,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,12.58333,99.73333,25.5,07-08-2019,04:00:00,24.0,0.0,996.85,0.00,1009.19,0.00,8.00,29.91,000,92
48475,HUA HIN,\u0e2b\u0e31\u0e27\u0e2b\u0e34\u0e19,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,12.58611,99.96250,27.7,07-08-2019,04:00:00,23.8,0.0,1008.13,0.00,1008.84,0.00,10.00,29.44,000,79
48478,RAYONG,\u0e23\u0e30\u0e22\u0e2d\u0e07,\u0e23\u0e30\u0e22\u0e2d\u0e07,12.63222,101.34361,29.5,07-08-2019,04:00:00,25.2,14.8,1008.27,0.00,1008.79,0.00,10.00,32.13,250,78
48479,HUAI PONG AGROMET.,\u0e2b\u0e49\u0e27\u0e22\u0e42\u0e1b\u0e48\u0e07 \u0e2a\u0e01\u0e29.,\u0e23\u0e30\u0e22\u0e2d\u0e07,12.73333,101.13333,27.0,07-08-2019,04:00:00,25.3,0.0,1003.54,0.00,1008.70,0.00,9.00,32.21,000,90
48480,CHANTHA BURI,\u0e08\u0e31\u0e19\u0e17\u0e1a\u0e38\u0e23\u0e35,\u0e08\u0e31\u0e19\u0e17\u0e1a\u0e38\u0e23\u0e35,12.61667,102.11333,27.9,07-08-2019,04:00:00,26.6,0.0,1008.26,0.40,1008.67,0.50,7.00,34.90,000,93
48481,PHLIU  AGROMET.,\u0e1e\u0e25\u0e34\u0e49\u0e27 \u0e2a\u0e01\u0e29.,\u0e08\u0e31\u0e19\u0e17\u0e1a\u0e38\u0e23\u0e35,12.50861,102.17305,26.4,07-08-2019,04:00:00,25.8,3.7,1005.85,0.00,1008.63,2.20,8.00,33.27,040,97
48500,PRACHUAP KHIRIKHAN,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,11.83333,99.83333,26.5,07-08-2019,04:00:00,24.0,3.7,1008.75,0.00,1009.54,6.00,10.00,29.89,220,86
48501,TRAD,\u0e15\u0e23\u0e32\u0e14,\u0e15\u0e23\u0e32\u0e14,11.76667,102.88333,25.5,07-08-2019,04:00:00,24.8,9.3,1008.53,0.00,1008.99,0.40,6.00,31.25,080,96
48517,CHUMPHON,\u0e0a\u0e38\u0e21\u0e1e\u0e23,\u0e0a\u0e38\u0e21\u0e1e\u0e23,10.49875,99.18847,25.7,07-08-2019,04:00:00,24.4,0.0,1008.60,0.00,1009.29,0.00,7.00,30.54,000,93
48520,SAWI AGROMET.,\u0e2a\u0e27\u0e35 \u0e2a\u0e01\u0e29.,\u0e0a\u0e38\u0e21\u0e1e\u0e23,10.33333,99.10000,25.0,07-08-2019,04:00:00,23.8,0.0,1007.79,0.00,1009.33,0.00,6.00,29.52,000,93
48532,RANONG,\u0e23\u0e30\u0e19\u0e2d\u0e07,\u0e23\u0e30\u0e19\u0e2d\u0e07,9.98333,98.61667,25.8,07-08-2019,04:00:00,24.5,0.0,1009.33,0.00,1010.26,0.00,10.00,30.73,000,93
48550,KO SAMUI,\u0e40\u0e01\u0e32\u0e30\u0e2a\u0e21\u0e38\u0e22,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,9.46667,100.05000,28.3,07-08-2019,04:00:00,24.9,5.6,1008.61,0.00,1009.30,0.00,10.00,31.42,270,82
48551,SURAT THANI,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,9.13556,99.15194,25.0,07-08-2019,04:00:00,24.3,0.0,1009.10,0.00,1009.90,3.20,7.00,30.32,000,96
48552,NAKHONSI THAMMARAT,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,8.53778,99.96389,26.5,07-08-2019,04:00:00,25.2,0.0,1008.23,0.00,1008.87,0.00,10.00,32.07,000,93
48554,NAKHONSI THAMMARAT AGROMET.,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a \u0e2a\u0e01\u0e29.,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,8.35931,100.00000,25.8,07-08-2019,04:00:00,25.1,0.0,1009.10,0.00,1009.51,0.00,10.00,31.82,000,96
48555,SURAT THANI AGROMET.,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35 \u0e2a\u0e01\u0e29.,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,9.10000,99.63333,26.5,07-08-2019,04:00:00,25.8,0.0,1007.15,0.00,1011.38,0.00,5.00,33.19,000,96
48556,PHRA SANG,\u0e1e\u0e23\u0e30\u0e41\u0e2a\u0e07 \u0e2a\u0e2d\u0e17.,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,8.57022,99.25825,25.1,07-08-2019,04:00:00,24.8,0.0,1006.85,0.00,1008.47,0.00,6.00,31.31,000,98
48557,CHAWANG,\u0e09\u0e27\u0e32\u0e07,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,8.43194,99.51194,25.5,07-08-2019,04:00:00,24.5,0.0,1006.47,0.00,1009.98,0.00,10.00,30.71,000,94
48560,PHATTHALUNG AGROMET.,\u0e1e\u0e31\u0e17\u0e25\u0e38\u0e07 \u0e2a\u0e01\u0e29.,\u0e1e\u0e31\u0e17\u0e25\u0e38\u0e07,7.58333,100.16667,25.3,07-08-2019,04:00:00,24.6,0.0,1007.78,0.00,1009.14,0.00,7.00,30.87,000,96
48561,TAKUA PA,\u0e15\u0e30\u0e01\u0e31\u0e48\u0e27\u0e1b\u0e48\u0e32,\u0e1e\u0e31\u0e07\u0e07\u0e32,8.68417,98.25222,26.4,07-08-2019,04:00:00,25.0,0.0,1008.91,0.00,1009.79,0.00,10.00,31.60,000,92
48563,KRABI,\u0e01\u0e23\u0e30\u0e1a\u0e35\u0e48,\u0e01\u0e23\u0e30\u0e1a\u0e35\u0e48,8.10361,98.97528,26.0,07-08-2019,04:00:00,24.4,0.0,1005.64,0.00,1009.22,0.00,10.00,30.57,000,91
48564,PHUKET,\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15,\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15,7.88333,98.40000,27.5,07-08-2019,04:00:00,24.6,0.0,1009.04,0.00,1009.47,0.01,10.00,30.97,000,84
48565,PHUKET AIRPORT,\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15 (\u0e28\u0e39\u0e19\u0e22\u0e4c\u0e2f),\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15,8.14500,98.31444,29.5,07-08-2019,04:00:00,24.6,3.7,1008.32,0.00,1009.31,0.00,10.00,31.00,250,75
48566,KO LANTA,\u0e40\u0e01\u0e32\u0e30\u0e25\u0e31\u0e19\u0e15\u0e32,\u0e01\u0e23\u0e30\u0e1a\u0e35\u0e48,7.53333,99.05000,26.3,07-08-2019,04:00:00,23.4,9.3,1007.98,0.00,1008.80,0.00,10.00,28.72,260,84
48567,TRANG AIRPORT,\u0e15\u0e23\u0e31\u0e07,\u0e15\u0e23\u0e31\u0e07,7.51667,99.61667,26.4,07-08-2019,04:00:00,25.1,0.0,1007.96,0.00,1009.78,0.00,9.00,31.88,000,93
48568,SONGKHLA,\u0e2a\u0e07\u0e02\u0e25\u0e32,\u0e2a\u0e07\u0e02\u0e25\u0e32,7.18211,100.60769,27.5,07-08-2019,04:00:00,24.5,0.0,1008.85,0.00,1009.60,0.00,10.00,30.70,000,84
48569,HAT YAI AIRPORT,\u0e2b\u0e32\u0e14\u0e43\u0e2b\u0e0d\u0e48,\u0e2a\u0e07\u0e02\u0e25\u0e32,6.91667,100.43333,25.9,07-08-2019,04:00:00,24.9,0.0,1005.73,0.00,1009.75,0.00,10.00,31.46,000,94
48570,SATUN,\u0e2a\u0e15\u0e39\u0e25,\u0e2a\u0e15\u0e39\u0e25,6.65000,100.08333,25.8,07-08-2019,04:00:00,24.9,0.0,1010.35,0.00,1011.03,0.00,10.00,31.55,000,95
48571,KHO HONG AGROMET.,\u0e04\u0e2d\u0e2b\u0e07\u0e29\u0e4c \u0e2a\u0e01\u0e29.,\u0e2a\u0e07\u0e02\u0e25\u0e32,7.00000,100.50000,27.1,07-08-2019,04:00:00,24.1,0.0,1008.32,0.00,1009.43,0.00,10.00,29.93,000,84
48574,SA DAO,\u0e2a\u0e30\u0e40\u0e14\u0e32,\u0e2a\u0e07\u0e02\u0e25\u0e32,6.79806,100.39056,25.3,07-08-2019,04:00:00,24.3,0.0,1007.03,0.00,1009.98,0.00,10.00,30.34,000,94
