WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,Rainfall24Hr,Date,Time,AirTemperature,DewPoint,MeanSeaLevelPressure,Rainfall,VaporPressure,WindDirection,WindSpeed,RelativeHumidity,StationPressure,LandVisibility
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,0.01,08-19-2019,04:00:00,26.3,22.9,1008.31,0.00,27.93,000,0.0,82,1005.01,10.00
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,0.00,08-19-2019,04:00:00,25.9,24.3,1008.32,0.00,30.38,000,0.0,91,1007.21,10.00
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,0.00,08-19-2019,04:00:00,28.2,23.9,1008.42,0.00,29.57,000,0.0,77,1008.12,10.00
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,0.00,08-19-2019,04:00:00,28.0,25.4,1009.56,0.00,32.52,000,0.0,86,1009.07,10.00
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,0.00,08-19-2019,04:00:00,27.8,24.5,1008.49,0.00,30.72,240,11.1,82,1007.08,10.00
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,0.00,08-19-2019,04:00:00,25.2,24.6,1010.38,0.00,30.96,180,3.7,97,1002.30,10.00
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,0.00,08-19-2019,04:00:00,28.0,25.6,1008.41,0.00,32.80,000,0.0,87,1008.13,10.00
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,0.00,08-19-2019,04:00:00,28.3,24.3,1008.58,0.00,30.31,000,0.0,79,1005.46,10.00
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,0.00,08-19-2019,04:00:00,27.6,24.4,1008.80,0.00,30.61,240,5.6,83,1001.86,10.00
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,0.00,08-19-2019,04:00:00,26.1,24.8,1008.47,0.00,31.30,000,0.0,93,1002.85,8.00
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,0.00,08-19-2019,04:00:00,25.1,23.2,1009.68,0.00,28.40,230,7.4,89,1008.41,10.00
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,1.10,08-19-2019,04:00:00,26.9,22.8,1008.54,0.00,27.70,300,5.6,78,1008.11,11.00
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,0.00,08-19-2019,04:00:00,23.9,22.6,1009.30,0.00,27.34,240,3.7,92,996.89,10.00
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,0.00,08-19-2019,04:00:00,26.7,23.5,1009.01,0.00,28.92,000,0.0,83,1008.29,10.00
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,0.00,08-19-2019,04:00:00,27.5,24.6,1010.43,0.00,30.97,240,7.4,84,1007.99,10.00
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,0.00,08-19-2019,04:00:00,28.7,26.3,1008.89,0.00,34.24,250,7.4,87,1008.38,10.00
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,0.00,08-19-2019,04:00:00,26.9,24.4,1008.32,0.00,30.64,000,0.0,86,1003.16,9.00
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,2.20,08-19-2019,04:00:00,27.0,25.6,1009.08,0.00,32.77,000,0.0,92,1008.67,7.00
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,0.00,08-19-2019,04:00:00,26.0,25.0,1009.43,0.00,31.65,000,0.0,94,1006.64,8.00
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,0.00,08-19-2019,04:00:00,26.2,23.7,1010.20,0.00,29.33,000,0.0,86,1009.41,10.00
48501,TRAD,ตราด,ตราด,11.76667,102.88333,0.00,08-19-2019,04:00:00,24.5,23.8,1009.72,0.00,29.41,080,3.7,96,1009.26,7.00
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,1.50,08-19-2019,04:00:00,24.9,23.7,1009.88,0.00,29.34,000,0.0,93,1009.19,10.00
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,0.00,08-19-2019,04:00:00,24.0,23.1,1010.00,0.00,28.27,000,0.0,95,1008.46,6.00
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,0.00,08-19-2019,04:00:00,24.0,22.5,1010.57,0.00,27.25,000,0.0,91,1009.64,10.00
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,0.00,08-19-2019,04:00:00,26.5,25.5,1009.99,0.00,32.63,300,5.6,94,1009.30,10.00
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,0.00,08-19-2019,04:00:00,23.0,22.7,1010.26,0.00,27.57,000,0.0,98,1009.45,8.00
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,0.00,08-19-2019,04:00:00,24.9,23.3,1009.94,0.00,28.56,000,0.0,91,1009.29,10.00
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,0.00,08-19-2019,04:00:00,25.0,23.5,1010.07,0.00,29.00,000,0.0,92,1009.66,10.00
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,0.00,08-19-2019,04:00:00,24.5,23.3,1011.65,0.00,28.63,000,0.0,93,1007.38,6.00
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,0.00,08-19-2019,04:00:00,24.5,23.8,1007.38,0.00,29.41,000,0.0,96,1005.76,6.00
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,0.00,08-19-2019,04:00:00,24.5,23.9,1011.06,0.00,29.67,000,0.0,97,1007.54,10.00
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,0.00,08-19-2019,04:00:00,24.5,23.8,1009.70,0.00,29.41,000,0.0,96,1008.33,8.00
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,0.00,08-19-2019,04:00:00,24.0,22.0,1010.00,0.00,26.50,000,0.0,89,1009.10,15.00
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,0.00,08-19-2019,04:00:00,23.3,21.3,1010.67,0.00,25.35,000,0.0,89,1007.05,10.00
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,0.00,08-19-2019,04:00:00,26.0,23.8,1009.78,0.00,29.50,000,0.0,88,1009.35,10.00
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,0.00,08-19-2019,04:00:00,24.8,23.6,1009.31,0.00,29.16,000,0.0,93,1008.31,10.00
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,0.00,08-19-2019,04:00:00,25.0,24.1,1010.46,0.00,30.05,080,5.6,95,1009.64,10.00
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,0.00,08-19-2019,04:00:00,24.4,23.7,1010.06,0.00,29.23,000,0.0,96,1008.22,8.00
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,2.80,08-19-2019,04:00:00,24.1,22.9,1010.31,0.00,27.93,230,3.7,93,1009.55,10.00
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,13.20,08-19-2019,04:00:00,23.0,22.7,1010.30,0.00,27.57,120,3.7,98,1006.24,10.00
48570,SATUN,สตูล,สตูล,6.65000,100.08333,0.00,08-19-2019,04:00:00,25.3,24.4,1010.91,0.00,30.60,000,0.0,95,1010.22,10.00
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,11.00,08-19-2019,04:00:00,23.4,22.8,1010.20,0.00,27.75,000,0.0,96,1009.06,10.00
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,27.10,08-19-2019,04:00:00,24.4,23.8,1010.67,0.00,29.49,000,0.0,97,1007.72,10.00
