WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,WindSpeed,Date,Time,MeanSeaLevelPressure,StationPressure,VaporPressure,WindDirection,DewPoint,Rainfall24Hr,RelativeHumidity,Rainfall,LandVisibility,AirTemperature
48333,NAN AGROMET.,น่าน สกษ.,น่าน,18.86667,100.75000,0.0,08-23-2019,22:00:00,1008.81,978.76,29.36,000,23.7,1.70,92,0.00,8.00,25.2
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,0.0,08-23-2019,22:00:00,1009.33,973.61,30.32,000,24.3,16.20,96,3.00,2.00,25.0
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,0.0,08-23-2019,22:00:00,1007.87,977.93,29.39,000,23.8,30.50,97,0.00,10.00,24.2
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,0.0,08-23-2019,22:00:00,1009.16,1001.80,29.10,000,23.6,10.60,91,8.60,5.00,25.2
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,14.8,08-23-2019,22:00:00,1008.25,988.24,31.52,330,24.9,9.00,97,7.20,2.00,25.5
48353,LOEI,เลย,เลย,17.45000,101.73333,0.0,08-23-2019,22:00:00,1008.18,979.35,30.23,000,24.2,30.30,95,0.00,12.00,25.1
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,0.0,08-23-2019,22:00:00,1007.96,987.66,29.00,000,23.5,6.50,92,3.30,12.00,25.0
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,0.0,08-23-2019,22:00:00,1008.64,986.89,32.30,000,25.3,47.50,91,0.00,10.00,26.9
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,0.0,08-23-2019,22:00:00,1007.77,988.28,29.75,000,24.0,35.30,83,0.00,12.00,27.0
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,0.0,08-23-2019,22:00:00,1008.92,992.11,32.04,000,25.2,49.80,94,0.50,10.00,26.2
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,0.0,08-23-2019,22:00:00,1009.01,991.54,32.15,000,25.3,26.90,93,1.60,10.00,26.4
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,0.0,08-23-2019,22:00:00,1008.16,982.27,30.46,000,24.3,7.40,92,1.00,11.00,25.8
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,0.0,08-23-2019,22:00:00,1007.89,1002.08,33.04,000,25.7,8.30,98,3.60,8.00,26.0
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,0.0,08-23-2019,22:00:00,1007.74,1001.52,32.37,000,25.4,6.10,97,1.10,6.00,25.8
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,0.0,08-23-2019,22:00:00,1007.99,991.55,31.77,000,25.1,0.50,88,0.00,8.00,27.2
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,0.0,08-23-2019,22:00:00,1007.90,985.43,30.15,000,24.2,15.00,94,1.00,8.00,25.2
48376,TAK,ตาก,ตาก,16.87833,99.14333,0.0,08-23-2019,22:00:00,1009.49,995.08,29.85,000,24.0,4.30,83,0.00,8.00,27.2
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,0.0,08-23-2019,22:00:00,1008.62,992.27,28.30,000,23.1,0.30,74,0.00,8.00,28.1
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,7.4,08-23-2019,22:00:00,1008.57,1003.36,31.54,280,24.9,4.80,81,0.00,10.00,28.5
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,0.0,08-23-2019,22:00:00,1007.01,993.85,32.68,000,25.5,3.60,88,0.00,10.00,27.8
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,0.0,08-23-2019,22:00:00,1008.74,999.40,33.14,000,25.8,1.60,94,0.00,10.00,26.9
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,5.6,08-23-2019,22:00:00,1008.17,986.51,32.20,350,25.3,28.60,87,0.00,10.00,27.7
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,0.0,08-23-2019,22:00:00,1008.45,991.05,34.58,000,26.5,2.10,86,0.00,10.00,29.0
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,0.0,08-23-2019,22:00:00,1007.79,991.92,32.07,000,25.2,75.90,93,0.00,10.00,26.5
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,0.0,08-23-2019,22:00:00,1007.30,988.45,34.64,000,26.5,5.60,94,0.00,8.00,27.5
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,0.0,08-23-2019,22:00:00,1009.02,957.38,27.42,000,22.6,8.50,93,0.60,5.00,23.8
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,9.3,08-23-2019,22:00:00,1008.31,1004.36,31.95,160,25.1,1.40,85,0.00,8.00,28.0
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,11.1,08-23-2019,22:00:00,1009.51,914.18,24.67,220,20.9,16.50,96,1.70,.90,21.5
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,3.7,08-23-2019,22:00:00,1007.88,991.92,35.06,210,26.7,11.20,94,0.00,6.00,27.7
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,1.9,08-23-2019,22:00:00,1008.76,1004.71,31.55,350,24.9,12.30,95,6.10,9.00,25.8
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,0.0,08-23-2019,22:00:00,1009.86,999.16,33.17,000,25.8,1.50,92,0.90,5.00,27.2
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,0.0,08-23-2019,22:00:00,1009.28,1007.35,32.66,000,25.5,12.80,93,0.10,7.00,26.8
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,9.3,08-23-2019,22:00:00,1008.63,987.82,28.95,270,23.5,2.80,75,0.00,10.00,28.3
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,5.6,08-23-2019,22:00:00,1007.85,990.20,32.36,180,25.4,4.20,88,0.00,10.00,27.5
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,5.6,08-23-2019,22:00:00,1007.80,991.65,32.64,160,25.5,8.80,89,0.00,10.00,27.5
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,0.0,08-23-2019,22:00:00,1009.58,995.42,29.52,000,23.8,28.90,93,13.80,9.00,25.0
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,3.7,08-23-2019,22:00:00,1009.96,994.98,29.34,260,23.7,18.10,93,5.70,6.00,24.9
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,3.7,08-23-2019,22:00:00,1009.43,994.64,31.49,170,24.9,19.60,98,17.30,6.00,25.2
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,0.0,08-23-2019,22:00:00,1008.31,1005.28,33.22,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",25.8,7.30,94,1.80,8.00,26.8
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,0.0,08-23-2019,22:00:00,1009.20,1001.20,30.54,000,24.4,10.80,93,7.10,7.00,25.7
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,7.4,08-23-2019,22:00:00,1009.00,1007.90,32.72,150,25.5,0.00,86,0.00,8.00,28.1
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,0.0,08-23-2019,22:00:00,1005.84,991.17,30.56,000,24.4,10.30,86,0.00,8.00,27.0
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,5.6,08-23-2019,22:00:00,1010.82,875.66,23.57,200,20.1,14.00,99,0.20,.05,20.3
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,0.0,08-23-2019,22:00:00,1009.01,1003.14,33.57,000,26.0,0.80,88,0.01,8.00,28.1
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,3.7,08-23-2019,22:00:00,1009.32,1008.52,32.42,230,25.4,0.10,82,0.00,8.00,28.8
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,11.1,08-23-2019,22:00:00,1008.86,1008.42,31.72,240,25.0,0.50,75,0.00,10.00,30.0
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,0.0,08-23-2019,22:00:00,1011.36,999.93,29.95,000,24.1,13.20,96,7.70,3.00,24.8
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,0.0,08-23-2019,22:00:00,1009.49,1008.49,28.70,000,23.4,0.10,73,0.00,10.00,28.6
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,0.0,08-23-2019,22:00:00,1009.23,1007.41,33.41,000,25.9,1.20,91,1.20,8.00,27.6
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,0.0,08-23-2019,22:00:00,1009.45,1008.69,28.30,000,23.1,0.01,74,0.00,5.00,28.1
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,3.7,08-23-2019,22:00:00,1009.37,1008.67,32.83,180,25.6,0.01,82,0.00,10.00,29.0
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,0.0,08-23-2019,22:00:00,1009.24,1008.54,34.19,000,26.3,1.10,92,0.00,7.00,27.7
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,3.7,08-23-2019,22:00:00,1009.20,988.07,29.74,230,23.9,0.90,79,0.60,10.00,28.0
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,0.0,08-23-2019,22:00:00,1009.45,992.59,30.69,000,24.5,5.30,96,0.70,6.00,25.2
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,3.7,08-23-2019,22:00:00,1010.08,993.52,30.71,190,24.5,10.20,94,1.30,3.00,25.5
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,0.0,08-23-2019,22:00:00,1009.11,987.21,31.11,000,24.7,12.00,87,0.30,10.00,27.0
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,11.1,08-23-2019,22:00:00,1008.41,965.12,27.36,190,22.6,1.00,77,0.00,10.00,27.0
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,7.4,08-23-2019,22:00:00,1009.09,988.42,30.84,140,24.6,16.00,92,0.50,6.00,26.0
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,14.8,08-23-2019,22:00:00,1010.88,989.81,30.73,210,24.5,2.60,100,2.20,7.00,24.5
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,5.6,08-23-2019,22:00:00,1009.63,1009.19,29.05,300,23.6,2.20,75,0.00,10.00,28.5
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,0.0,08-23-2019,22:00:00,1009.50,1008.07,31.79,000,25.1,21.50,97,0.00,6.00,25.5
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,0.0,08-23-2019,22:00:00,1009.80,1004.84,32.76,000,25.6,13.00,98,0.00,7.00,26.0
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,0.0,08-23-2019,22:00:00,1009.79,1006.51,28.45,000,23.2,0.00,71,0.00,10.00,28.9
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,0.0,08-23-2019,22:00:00,1009.58,1008.48,30.28,000,24.3,0.00,80,0.00,10.00,28.0
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,0.0,08-23-2019,22:00:00,1009.41,1009.11,33.20,000,25.8,0.30,80,0.00,10.00,29.6
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,0.0,08-23-2019,22:00:00,1009.75,1009.26,33.28,000,25.8,1.10,84,0.00,10.00,28.8
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,9.3,08-23-2019,22:00:00,1009.53,1008.13,30.72,260,24.5,0.01,75,0.00,10.00,29.5
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,0.0,08-23-2019,22:00:00,1010.16,1002.12,32.54,000,25.5,0.20,93,0.20,10.00,26.6
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,0.0,08-23-2019,22:00:00,1009.33,1009.05,30.96,000,24.6,0.00,76,0.00,10.00,29.2
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,5.6,08-23-2019,22:00:00,1009.44,1006.32,31.28,250,24.8,0.00,76,0.00,10.00,29.5
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,7.4,08-23-2019,22:00:00,1009.74,1002.83,29.74,270,23.9,0.00,74,0.00,10.00,29.0
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,0.0,08-23-2019,22:00:00,1009.02,1003.39,31.46,000,24.9,22.40,94,0.00,7.00,25.9
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,7.4,08-23-2019,22:00:00,1010.86,1009.60,29.60,270,23.9,0.01,81,0.00,10.00,27.5
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,0.0,08-23-2019,22:00:00,1009.99,1009.56,28.00,000,22.9,0.00,71,0.00,11.00,28.8
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,0.0,08-23-2019,22:00:00,1010.83,998.52,28.84,000,23.4,0.00,82,0.00,10.00,26.8
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,0.0,08-23-2019,22:00:00,1010.07,1009.36,29.03,000,23.5,0.00,76,0.00,10.00,28.2
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,11.1,08-23-2019,22:00:00,1010.07,1007.65,27.88,220,22.9,0.01,67,0.00,10.00,29.6
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,11.1,08-23-2019,22:00:00,1009.82,1009.30,29.08,290,23.6,0.00,69,0.00,10.00,29.8
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,3.7,08-23-2019,22:00:00,1009.94,1004.80,29.16,190,23.6,0.01,74,0.01,9.00,28.7
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,0.0,08-23-2019,22:00:00,1010.22,1009.80,33.29,000,25.8,0.00,88,0.00,7.00,28.1
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,0.0,08-23-2019,22:00:00,1010.78,1007.99,32.07,000,25.2,0.00,93,0.00,8.00,26.5
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,0.0,08-23-2019,22:00:00,1009.60,1008.81,27.49,000,22.6,0.00,74,0.00,10.00,27.8
48501,TRAD,ตราด,ตราด,11.76667,102.88333,5.6,08-23-2019,22:00:00,1010.96,1010.50,33.37,090,25.9,1.20,88,0.00,6.00,28.0
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,9.3,08-23-2019,22:00:00,1011.56,1010.88,28.18,270,23.1,0.60,84,0.00,7.00,26.0
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,11.1,08-23-2019,22:00:00,1010.38,1008.85,29.08,250,23.6,1.60,84,0.00,7.00,26.5
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,3.7,08-23-2019,22:00:00,1012.95,1012.02,26.52,210,22.1,30.60,84,22.20,8.00,24.9
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,0.0,08-23-2019,22:00:00,1011.33,1010.65,29.87,000,24.0,0.00,77,0.00,12.00,28.5
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,0.0,08-23-2019,22:00:00,1012.64,1011.84,28.01,000,23.0,1.50,82,0.00,9.00,26.2
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,0.0,08-23-2019,22:00:00,1011.23,1010.60,29.75,000,24.0,0.00,83,0.00,10.00,27.0
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,0.0,08-23-2019,22:00:00,1011.81,1011.41,31.79,000,25.1,0.00,92,0.00,10.00,26.5
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,0.0,08-23-2019,22:00:00,1012.23,1010.60,29.00,000,23.5,8.50,92,0.00,7.00,25.0
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,0.0,08-23-2019,22:00:00,1012.11,1008.60,29.52,000,23.8,1.90,93,0.00,10.00,25.0
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,0.0,08-23-2019,22:00:00,1011.69,1010.33,30.67,000,24.5,0.00,90,0.00,8.00,26.2
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,0.0,08-23-2019,22:00:00,1012.10,1011.20,30.85,000,24.6,27.50,97,0.50,10.00,25.0
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,0.0,08-23-2019,22:00:00,1012.39,1008.80,31.33,000,24.8,17.80,91,0.00,10.00,26.4
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,0.0,08-23-2019,22:00:00,1011.69,1011.25,32.21,000,25.3,29.40,90,0.40,10.00,27.0
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,0.0,08-23-2019,22:00:00,1011.96,1010.96,30.43,000,24.3,39.60,88,15.00,7.00,26.5
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,18.5,08-23-2019,22:00:00,1012.27,1011.45,32.80,270,25.6,40.80,87,0.00,10.00,28.0
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,0.0,08-23-2019,22:00:00,1012.23,1010.40,30.84,000,24.6,1.30,92,0.00,10.00,26.0
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,5.6,08-23-2019,22:00:00,1011.85,1011.10,31.39,290,24.8,0.00,83,0.00,11.00,28.0
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,0.0,08-23-2019,22:00:00,1011.92,1007.91,32.49,000,25.4,1.60,91,0.00,10.00,27.0
48570,SATUN,สตูล,สตูล,6.65000,100.08333,0.0,08-23-2019,22:00:00,1012.11,1011.42,30.97,000,24.6,0.00,84,0.00,10.00,27.5
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,0.0,08-23-2019,22:00:00,1012.00,1010.88,31.19,000,24.7,0.00,93,0.00,10.00,25.9
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,0.0,08-23-2019,22:00:00,1011.69,1008.76,31.64,000,25.0,0.01,85,0.00,10.00,27.7
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,0.0,08-23-2019,22:00:00,1011.68,1010.98,32.01,000,25.2,3.10,96,0.00,8.00,25.9
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,0.0,08-23-2019,22:00:00,1012.84,1008.67,29.00,000,23.5,6.00,92,0.00,6.00,25.0
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,0.0,08-23-2019,22:00:00,1012.28,1011.68,29.64,000,23.9,0.00,84,0.00,8.00,26.8
