WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,VaporPressure,Date,Time,WindDirection,Rainfall,DewPoint,Rainfall24Hr,StationPressure,WindSpeed,LandVisibility,AirTemperature,RelativeHumidity,MeanSeaLevelPressure
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,31.13,08-25-2019,16:00:00,070,0.00,24.7,5.90,985.94,3.7,10.00,29.0,78,1003.16
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,30.94,08-25-2019,16:00:00,000,0.00,24.6,24.50,976.34,0.0,12.00,32.7,63,1001.48
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,33.66,08-25-2019,16:00:00,000,0.30,26.0,3.40,997.39,0.0,10.00,33.0,67,1003.04
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,32.89,08-25-2019,16:00:00,000,0.00,25.6,11.20,997.04,0.0,12.00,33.2,65,1003.08
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,32.42,08-25-2019,16:00:00,190,0.00,25.4,10.40,987.24,5.6,10.00,30.2,76,1003.44
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,28.83,08-25-2019,16:00:00,260,0.00,23.4,12.10,980.43,16.7,10.00,30.1,68,1002.42
48376,TAK,ตาก,ตาก,16.87833,99.14333,29.88,08-25-2019,16:00:00,210,0.00,24.0,0.00,989.21,5.6,9.00,31.2,66,1003.34
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,29.25,08-25-2019,16:00:00,000,0.00,23.7,1.80,986.15,0.0,7.00,33.7,56,1002.10
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,30.69,08-25-2019,16:00:00,270,0.00,24.5,10.20,997.75,9.3,10.00,33.0,61,1002.86
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,32.34,08-25-2019,16:00:00,000,1.80,25.4,3.80,988.72,0.0,12.00,31.0,72,1001.67
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,30.36,08-25-2019,16:00:00,150,0.00,24.3,26.50,993.59,11.1,12.00,32.7,61,1002.70
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,32.48,08-25-2019,16:00:00,000,1.90,25.4,9.50,981.35,0.0,8.00,27.7,87,1002.89
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,32.49,08-25-2019,16:00:00,240,4.70,25.4,11.90,985.15,11.1,12.00,32.6,66,1002.25
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,31.38,08-25-2019,16:00:00,000,17.20,24.8,20.10,986.98,0.0,10.00,26.0,93,1002.80
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,31.21,08-25-2019,16:00:00,000,0.00,24.8,3.10,983.27,0.0,8.00,28.9,78,1001.94
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,27.06,08-25-2019,16:00:00,000,0.00,22.4,1.50,953.11,0.0,11.00,28.0,72,1003.79
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,31.98,08-25-2019,16:00:00,140,0.00,25.2,17.70,998.69,3.7,15.00,32.5,65,1002.56
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,26.10,08-25-2019,16:00:00,230,3.10,21.8,6.00,909.58,20.4,9.00,25.1,82,1003.24
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,34.71,08-25-2019,16:00:00,000,0.00,26.5,8.10,986.76,0.0,8.00,31.0,77,1002.46
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,33.08,08-25-2019,16:00:00,230,0.00,25.7,4.30,998.71,7.4,12.00,33.7,63,1002.64
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,30.07,08-25-2019,16:00:00,210,0.00,24.1,14.30,993.14,3.7,10.00,32.7,61,1003.58
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,28.66,08-25-2019,16:00:00,190,0.00,23.3,3.40,1001.32,7.4,10.00,32.0,60,1003.21
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,26.64,08-25-2019,16:00:00,250,0.00,22.1,7.10,982.03,5.6,12.00,33.1,53,1002.38
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,28.91,08-25-2019,16:00:00,200,0.00,23.5,34.30,984.96,14.8,10.00,30.0,68,1002.37
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,32.59,08-25-2019,16:00:00,220,0.00,25.5,36.10,986.40,5.6,10.00,30.7,74,1002.29
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,30.72,08-25-2019,16:00:00,290,0.90,24.5,20.90,989.80,3.7,10.00,27.8,82,1003.75
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,32.14,08-25-2019,16:00:00,000,0.70,25.2,13.60,989.39,0.0,10.00,28.8,81,1004.08
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,34.06,08-25-2019,16:00:00,320,4.50,26.2,43.00,989.47,5.6,10.00,30.7,77,1003.92
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,30.73,08-25-2019,16:00:00,"{'@attributes': {'Unit': 'degree'}, '0': '   '}",0.00,24.5,3.50,999.58,0.0,10.00,32.6,62,1002.53
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,33.53,08-25-2019,16:00:00,000,0.00,26.0,161.00,995.09,0.0,10.00,31.7,72,1002.89
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,29.42,08-25-2019,16:00:00,230,0.00,23.8,1.20,1003.55,11.1,8.00,32.8,59,1004.64
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,36.22,08-25-2019,16:00:00,000,0.00,27.3,38.40,989.39,0.0,9.00,29.9,86,1003.89
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,33.17,08-25-2019,16:00:00,200,0.00,25.8,29.00,997.45,7.4,10.00,32.5,68,1003.20
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,30.17,08-25-2019,16:00:00,240,0.00,24.2,0.00,1002.83,5.6,12.00,34.7,55,1003.61
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,31.31,08-25-2019,16:00:00,210,0.00,24.8,0.40,1003.64,18.5,10.00,30.5,72,1004.08
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,29.33,08-25-2019,16:00:00,300,1.00,23.7,14.30,994.49,5.6,6.00,30.5,67,1005.65
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,32.61,08-25-2019,16:00:00,250,2.30,25.5,2.30,1003.10,9.3,10.00,27.2,90,1004.11
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,29.46,08-25-2019,16:00:00,180,0.00,23.8,1.90,1001.43,3.7,9.00,33.8,56,1003.21
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,31.74,08-25-2019,16:00:00,000,0.40,25.0,4.70,1003.28,0.0,9.00,26.9,90,1004.05
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,30.57,08-25-2019,16:00:00,210,0.00,24.4,0.10,1003.54,13.0,10.00,32.1,64,1004.23
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,34.99,08-25-2019,16:00:00,240,0.60,26.7,11.00,1002.93,5.6,10.00,32.5,72,1003.62
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,28.14,08-25-2019,16:00:00,250,0.00,23.0,0.90,982.58,7.4,12.00,34.0,53,1003.18
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,29.83,08-25-2019,16:00:00,230,0.00,24.0,50.40,986.25,5.6,12.00,33.0,59,1002.56
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,30.53,08-25-2019,16:00:00,270,0.00,24.4,57.00,987.04,3.7,10.00,33.2,60,1003.07
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,31.72,08-25-2019,16:00:00,000,0.20,25.0,0.20,981.40,0.0,9.00,30.0,75,1002.95
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,27.90,08-25-2019,16:00:00,230,0.00,22.9,0.60,960.81,11.1,15.00,29.9,66,1003.50
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,30.87,08-25-2019,16:00:00,200,0.60,24.6,10.40,982.20,5.6,10.00,28.3,80,1002.58
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,33.43,08-25-2019,16:00:00,290,0.00,25.9,4.60,983.98,7.4,10.00,31.1,74,1004.47
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,31.06,08-25-2019,16:00:00,290,0.00,24.7,0.00,1004.13,18.5,10.00,31.5,67,1004.55
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,34.64,08-25-2019,16:00:00,000,0.01,26.5,4.50,1002.58,0.0,10.00,30.0,82,1003.98
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,33.53,08-25-2019,16:00:00,000,4.20,26.0,37.70,999.37,0.0,9.00,28.5,86,1004.27
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,29.98,08-25-2019,16:00:00,140,0.01,24.1,0.01,1001.02,5.6,12.00,30.4,69,1004.26
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,30.48,08-25-2019,16:00:00,320,0.01,24.4,0.01,1002.85,7.4,10.00,32.2,63,1003.94
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,31.11,08-25-2019,16:00:00,200,0.00,24.7,1.10,1003.93,13.0,10.00,32.5,64,1004.22
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,31.52,08-25-2019,16:00:00,220,0.00,24.9,0.00,1003.51,9.3,10.00,32.0,66,1004.18
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,31.98,08-25-2019,16:00:00,160,0.00,25.2,0.00,1004.02,7.4,10.00,32.5,65,1004.50
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,33.20,08-25-2019,16:00:00,180,0.01,25.8,3.60,1002.42,11.1,10.00,32.1,69,1003.80
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,35.10,08-25-2019,16:00:00,200,0.00,26.7,0.00,1002.96,22.2,12.00,29.8,84,1004.62
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,28.92,08-25-2019,16:00:00,230,0.00,23.5,2.50,998.09,7.4,10.00,31.0,64,1005.98
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,29.39,08-25-2019,16:00:00,250,0.00,23.8,0.60,1004.12,11.1,10.00,31.8,63,1004.40
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,30.31,08-25-2019,16:00:00,180,0.00,24.3,0.00,1000.88,9.3,10.00,30.0,71,1003.97
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,31.72,08-25-2019,16:00:00,000,0.00,25.0,0.20,998.26,0.0,10.00,30.0,75,1005.12
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,32.55,08-25-2019,16:00:00,250,0.30,25.5,7.40,998.79,3.7,8.00,29.0,81,1004.33
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,30.44,08-25-2019,16:00:00,230,0.00,24.3,0.00,996.78,16.7,10.00,29.5,74,1006.01
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,42.33,08-25-2019,16:00:00,270,0.00,29.9,0.00,1004.55,7.4,14.00,30.9,95,1005.80
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,27.66,08-25-2019,16:00:00,270,0.00,22.7,0.01,1003.90,25.9,11.00,32.2,58,1004.32
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,32.96,08-25-2019,16:00:00,000,0.20,25.7,2.30,993.19,0.0,8.00,28.5,85,1005.37
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,30.05,08-25-2019,16:00:00,280,0.00,24.1,0.00,1004.32,3.7,10.00,31.0,67,1005.02
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,30.21,08-25-2019,16:00:00,230,0.00,24.2,3.50,1003.15,18.5,10.00,30.8,68,1005.55
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,31.28,08-25-2019,16:00:00,250,0.00,24.8,0.40,1005.18,11.1,8.00,29.5,76,1005.69
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,29.75,08-25-2019,16:00:00,210,0.00,24.0,1.80,1000.31,1.9,15.00,30.0,70,1005.40
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,30.47,08-25-2019,16:00:00,230,0.00,24.4,48.70,1005.18,9.3,10.00,29.8,73,1005.59
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,31.72,08-25-2019,16:00:00,220,0.00,25.0,11.40,1003.34,9.3,8.00,30.0,75,1006.08
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,28.53,08-25-2019,16:00:00,270,0.50,23.3,1.20,1005.86,3.7,6.00,27.5,78,1006.64
48501,TRAD,ตราด,ตราด,11.76667,102.88333,33.41,08-25-2019,16:00:00,250,5.90,25.9,19.80,1006.07,9.3,7.00,27.6,91,1006.53
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,24.79,08-25-2019,16:00:00,260,0.01,21.0,6.60,1007.00,18.5,12.00,27.0,70,1007.68
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,24.95,08-25-2019,16:00:00,260,0.00,21.1,8.20,1005.84,7.4,8.00,26.2,73,1007.37
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,26.06,08-25-2019,16:00:00,190,0.60,21.8,72.80,1008.33,3.7,10.00,27.0,73,1009.24
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,30.56,08-25-2019,16:00:00,270,1.00,24.4,4.00,1007.65,9.3,12.00,28.0,81,1008.34
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,26.29,08-25-2019,16:00:00,230,0.00,21.9,0.80,1008.15,7.4,10.00,28.3,68,1008.95
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,25.71,08-25-2019,16:00:00,150,0.00,21.6,0.00,1006.97,5.6,10.00,29.0,64,1007.60
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,24.76,08-25-2019,16:00:00,340,0.00,20.9,0.10,1007.86,7.4,10.00,28.9,62,1008.27
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,24.42,08-25-2019,16:00:00,240,0.00,20.7,0.10,1006.21,14.8,6.00,29.0,61,1010.40
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,29.60,08-25-2019,16:00:00,000,0.00,23.9,8.80,1007.21,0.0,10.00,27.5,81,1008.82
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,30.83,08-25-2019,16:00:00,000,0.00,24.5,5.80,1006.05,0.0,8.00,27.0,87,1009.53
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,29.09,08-25-2019,16:00:00,320,0.00,23.6,9.70,1007.12,5.6,8.00,27.8,78,1008.47
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,29.77,08-25-2019,16:00:00,000,0.10,24.0,19.50,1008.03,0.0,10.00,27.3,82,1008.91
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,27.77,08-25-2019,16:00:00,000,0.00,22.8,15.00,1005.53,0.0,10.00,28.1,73,1009.09
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,29.33,08-25-2019,16:00:00,000,0.00,23.7,17.00,1008.28,0.0,10.00,29.5,71,1008.72
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,27.85,08-25-2019,16:00:00,000,0.00,22.9,10.60,1007.59,0.0,9.00,29.3,68,1008.57
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,31.46,08-25-2019,16:00:00,290,0.00,24.9,22.40,1008.06,13.0,10.00,28.6,80,1008.87
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,29.89,08-25-2019,16:00:00,170,2.20,24.0,57.80,1007.19,9.3,10.00,26.5,86,1009.01
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,24.99,08-25-2019,16:00:00,280,0.00,21.1,2.20,1008.06,5.6,10.00,28.0,66,1008.81
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,27.10,08-25-2019,16:00:00,240,0.60,22.4,2.40,1005.24,13.0,10.00,27.0,76,1009.24
48570,SATUN,สตูล,สตูล,6.65000,100.08333,29.21,08-25-2019,16:00:00,000,15.00,23.7,87.20,1008.18,0.0,10.00,25.7,89,1008.86
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,29.41,08-25-2019,16:00:00,000,3.00,23.8,8.60,1007.77,0.0,10.00,28.4,76,1008.88
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,30.01,08-25-2019,16:00:00,240,1.30,24.1,10.40,1006.49,5.6,10.00,28.0,79,1009.40
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,30.15,08-25-2019,16:00:00,270,0.00,24.2,0.00,1007.91,9.3,12.00,27.5,82,1008.60
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,29.89,08-25-2019,16:00:00,000,1.20,24.0,1.20,1005.70,0.0,7.00,26.5,86,1009.84
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,26.82,08-25-2019,16:00:00,260,0.90,22.2,4.50,1008.11,13.0,10.00,26.7,77,1008.70
