WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,LandVisibility,Date,Time,Rainfall,WindSpeed,WindDirection,AirTemperature,DewPoint,StationPressure,RelativeHumidity,Rainfall24Hr,MeanSeaLevelPressure,VaporPressure
48328,LAMPANG,ลำปาง,ลำปาง,18.28333,99.51667,10.00,09-13-2019,04:00:00,0.00,0.0,000,23.6,22.7,984.34,95,19.10,1012.26,27.58
48329,LAMPHUN,ลำพูน,ลำพูน,18.56722,99.03389,10.00,09-13-2019,04:00:00,0.00,0.0,000,24.2,23.2,976.24,94,1.00,1010.12,28.36
48330,PHRAE,แพร่,แพร่,18.16667,100.16667,10.00,09-13-2019,04:00:00,0.80,0.0,000,25.0,24.3,990.61,96,1.80,1009.24,30.32
48331,NAN,น่าน,น่าน,18.77972,100.77778,10.00,09-13-2019,04:00:00,0.00,0.0,000,26.2,24.8,986.67,92,0.00,1009.57,31.22
48333,NAN AGROMET.,น่าน สกษ.,น่าน,18.86667,100.75000,6.00,09-13-2019,04:00:00,0.00,0.0,000,25.2,23.4,979.16,90,0.00,1009.22,28.83
48334,LAMPANG AGROMET.,ลำปาง สกษ.,ลำปาง,18.31667,99.28333,6.00,09-13-2019,04:00:00,0.20,0.0,000,24.8,23.6,973.14,93,3.80,1008.86,29.16
48350,LOEI AGROMET.,เลย สกษ.,เลย,17.40000,101.73333,10.00,09-13-2019,04:00:00,0.00,0.0,000,23.5,23.2,977.50,98,0.00,1007.51,28.42
48351,UTTARADIT,อุตรดิตถ์,อุตรดิตถ์,17.61667,100.10000,8.00,09-13-2019,04:00:00,0.00,0.0,000,26.0,24.0,1001.40,89,0.00,1008.74,29.76
48352,NONG KHAI,หนองคาย,หนองคาย,17.86717,102.73303,7.00,09-13-2019,04:00:00,8.90,3.7,340,25.3,25.1,988.03,99,11.60,1008.04,31.96
48353,LOEI,เลย,เลย,17.45000,101.73333,12.00,09-13-2019,04:00:00,0.00,0.0,000,24.5,23.0,979.22,91,0.00,1008.10,28.11
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,10.00,09-13-2019,04:00:00,0.50,0.0,000,25.6,24.3,987.51,93,0.70,1007.77,30.36
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,12.00,09-13-2019,04:00:00,0.00,0.0,000,25.6,24.6,986.71,94,0.40,1008.55,30.90
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,10.00,09-13-2019,04:00:00,0.00,0.0,000,25.7,24.7,988.20,94,0.00,1007.77,31.08
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,10.00,09-13-2019,04:00:00,0.00,0.0,000,24.9,23.7,991.64,93,0.01,1008.52,29.34
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,10.00,09-13-2019,04:00:00,0.00,0.0,000,24.6,23.9,991.16,96,24.10,1008.73,29.59
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,10.00,09-13-2019,04:00:00,0.00,0.0,000,26.0,24.6,980.83,92,0.01,1006.67,30.84
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,10.00,09-13-2019,04:00:00,0.00,5.6,270,26.4,23.6,1003.32,85,0.00,1009.13,29.17
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,10.00,09-13-2019,04:00:00,0.00,0.0,000,26.5,24.6,1002.74,89,0.00,1008.95,30.97
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,8.00,09-13-2019,04:00:00,0.00,0.0,000,25.0,23.5,992.20,92,0.00,1008.78,29.00
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,10.00,09-13-2019,04:00:00,0.00,0.0,000,24.0,23.0,987.05,94,0.50,1009.64,28.01
48376,TAK,ตาก,ตาก,16.87833,99.14333,7.00,09-13-2019,04:00:00,0.00,7.4,290,26.5,21.2,995.33,73,0.00,1009.78,25.20
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,7.00,09-13-2019,04:00:00,0.00,0.0,000,26.5,21.2,992.81,73,0.00,1009.25,25.20
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,10.00,09-13-2019,04:00:00,0.00,0.0,000,26.6,24.7,1003.96,90,0.00,1009.21,31.16
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,10.00,09-13-2019,04:00:00,0.00,0.0,000,26.0,24.6,993.94,92,0.00,1007.18,30.84
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,10.00,09-13-2019,04:00:00,0.00,3.7,330,25.6,22.6,999.40,84,0.00,1008.78,27.47
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,8.00,09-13-2019,04:00:00,0.00,3.7,030,25.9,25.2,983.65,96,0.00,1005.37,32.01
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,4.00,09-13-2019,04:00:00,3.70,9.3,140,26.8,23.4,990.63,82,3.70,1008.16,28.84
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,10.00,09-13-2019,04:00:00,0.00,0.0,000,24.0,23.3,991.86,96,35.80,1007.87,28.53
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,8.00,09-13-2019,04:00:00,0.00,0.0,000,26.0,25.1,988.50,95,0.00,1007.45,31.93
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,6.00,09-13-2019,04:00:00,0.00,3.7,320,27.0,24.1,1004.63,84,1.00,1008.60,30.02
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,.10,09-13-2019,04:00:00,0.30,9.3,240,20.4,19.9,915.18,97,0.30,1010.98,23.26
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,5.00,09-13-2019,04:00:00,13.00,0.0,000,24.8,24.4,992.12,97,13.20,1008.24,30.48
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,10.00,09-13-2019,04:00:00,0.00,0.0,000,26.3,24.1,1005.04,88,0.01,1009.09,30.05
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,7.00,09-13-2019,04:00:00,0.00,0.0,000,26.0,24.6,999.06,92,0.00,1009.80,30.84
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,8.00,09-13-2019,04:00:00,0.00,0.0,000,26.0,24.6,1007.56,92,0.00,1009.50,30.84
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,10.00,09-13-2019,04:00:00,0.00,0.0,000,25.8,23.3,987.21,86,0.01,1008.18,28.60
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,8.00,09-13-2019,04:00:00,0.60,20.4,020,25.5,24.8,990.12,96,33.50,1007.88,31.25
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,8.00,09-13-2019,04:00:00,3.40,7.4,010,24.8,24.4,991.48,97,28.60,1007.76,30.48
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,10.00,09-13-2019,04:00:00,47.80,0.0,000,23.8,22.8,994.83,94,74.60,1009.04,27.67
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,6.00,09-13-2019,04:00:00,19.00,0.0,000,24.5,24.1,995.02,97,26.20,1010.01,29.93
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,4.00,09-13-2019,04:00:00,0.20,9.3,050,24.6,23.7,995.91,95,0.20,1010.76,29.33
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,10.00,09-13-2019,04:00:00,0.00,0.0,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",26.6,24.7,1005.73,90,0.00,1008.76,31.16
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,7.00,09-13-2019,04:00:00,0.00,0.0,000,26.5,25.1,1000.35,92,0.00,1008.32,31.79
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,8.00,09-13-2019,04:00:00,0.00,5.6,220,27.1,25.4,1007.53,90,0.00,1008.64,32.41
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,8.00,09-13-2019,04:00:00,0.00,3.7,090,26.0,23.7,997.77,87,0.00,1012.58,29.23
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,8.00,09-13-2019,04:00:00,0.00,7.4,290,19.6,19.1,874.66,97,0.00,1010.01,22.12
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,10.00,09-13-2019,04:00:00,0.00,0.0,000,25.9,24.7,1002.90,93,0.00,1008.81,31.19
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,8.00,09-13-2019,04:00:00,0.00,3.7,240,27.5,23.1,1009.59,77,0.00,1010.39,28.26
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,10.00,09-13-2019,04:00:00,0.00,0.0,000,28.8,25.1,1009.76,80,0.00,1010.20,31.86
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,4.00,09-13-2019,04:00:00,0.00,0.0,000,24.5,23.5,999.57,94,0.00,1011.01,28.89
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,10.00,09-13-2019,04:00:00,0.00,5.6,270,27.0,23.3,1008.08,80,0.00,1009.10,28.67
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,7.00,09-13-2019,04:00:00,0.00,0.0,000,26.7,23.9,1007.01,85,0.00,1008.84,29.72
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,7.00,09-13-2019,04:00:00,0.00,0.0,000,26.8,21.1,1008.01,71,0.00,1008.78,24.96
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,10.00,09-13-2019,04:00:00,0.00,16.7,260,27.6,21.5,1008.49,69,0.00,1009.20,25.57
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,7.00,09-13-2019,04:00:00,0.00,0.0,000,27.2,24.9,1007.84,87,0.00,1008.55,31.49
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,10.00,09-13-2019,04:00:00,0.00,5.6,240,26.4,23.6,987.20,85,0.00,1008.43,29.17
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,6.00,09-13-2019,04:00:00,0.00,0.0,000,25.1,24.4,991.44,96,10.10,1008.28,30.50
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,6.00,09-13-2019,04:00:00,0.20,0.0,000,25.0,24.3,992.24,96,9.70,1008.81,30.32
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,10.00,09-13-2019,04:00:00,0.00,0.0,000,25.4,22.6,986.38,84,0.00,1008.38,27.38
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,10.00,09-13-2019,04:00:00,0.00,3.7,250,23.5,21.7,965.46,90,0.00,1009.30,25.92
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,10.00,09-13-2019,04:00:00,0.00,5.6,210,25.8,22.5,987.45,82,0.80,1008.12,27.30
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,7.00,09-13-2019,04:00:00,0.00,7.4,240,24.9,24.9,988.63,100,0.00,1009.64,31.47
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,10.00,09-13-2019,04:00:00,0.00,7.4,320,26.2,22.6,1008.78,81,2.40,1009.21,27.49
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,6.00,09-13-2019,04:00:00,0.00,0.0,000,26.0,24.8,1007.21,93,0.00,1008.63,31.38
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,7.00,09-13-2019,04:00:00,0.00,0.0,000,26.0,25.1,1004.32,95,0.00,1009.29,31.93
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,10.00,09-13-2019,04:00:00,0.00,5.6,290,27.2,21.7,1006.29,72,0.00,1009.59,25.90
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,10.00,09-13-2019,04:00:00,0.00,3.7,270,25.6,22.8,1008.14,85,0.00,1009.26,27.73
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,10.00,09-13-2019,04:00:00,0.00,11.1,310,27.5,22.3,1008.67,73,0.01,1008.97,26.95
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,10.00,09-13-2019,04:00:00,0.00,0.0,000,28.8,24.8,1010.75,79,0.00,1011.24,31.29
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,10.00,09-13-2019,04:00:00,0.00,18.5,260,27.5,22.0,1007.50,72,0.00,1008.91,26.43
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,10.00,09-13-2019,04:00:00,0.00,0.0,000,26.0,24.6,1002.58,92,0.00,1010.64,30.84
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,10.00,09-13-2019,04:00:00,0.00,7.4,250,28.7,22.5,1008.43,69,0.00,1008.71,27.28
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,10.00,09-13-2019,04:00:00,0.00,0.0,000,28.4,23.5,1005.76,75,0.00,1008.88,28.86
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,10.00,09-13-2019,04:00:00,0.00,0.0,000,28.0,22.7,1002.26,73,3.50,1009.19,27.59
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,8.00,09-13-2019,04:00:00,0.00,7.4,300,26.4,24.5,1002.85,89,0.00,1008.47,30.78
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,10.00,09-13-2019,04:00:00,0.00,7.4,270,26.0,22.4,1009.14,81,0.50,1010.42,27.14
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,11.00,09-13-2019,04:00:00,0.00,0.0,000,26.7,21.9,1008.54,75,1.20,1008.98,26.31
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,8.00,09-13-2019,04:00:00,0.00,0.0,000,24.3,21.9,997.60,86,0.00,1010.00,26.26
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,10.00,09-13-2019,04:00:00,0.00,0.0,000,26.3,22.4,1008.82,79,0.00,1009.54,27.15
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,10.00,09-13-2019,04:00:00,0.00,0.0,000,28.4,24.1,1007.45,77,0.00,1009.88,29.96
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,10.00,09-13-2019,04:00:00,0.00,0.0,000,28.5,23.4,1008.72,74,0.20,1009.24,28.78
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,8.00,09-13-2019,04:00:00,0.00,0.0,000,26.6,23.5,1003.93,83,0.00,1009.10,29.00
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,7.00,09-13-2019,04:00:00,0.00,0.0,000,27.0,25.1,1008.55,90,0.90,1008.96,31.94
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,8.00,09-13-2019,04:00:00,0.00,0.0,000,26.3,24.7,1006.32,91,0.20,1009.10,31.13
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,10.00,09-13-2019,04:00:00,0.00,3.7,260,26.0,22.0,1011.49,78,0.00,1012.29,26.37
48501,TRAD,ตราด,ตราด,11.76667,102.88333,7.00,09-13-2019,04:00:00,11.40,5.6,070,25.8,24.9,1008.89,95,11.40,1009.35,31.55
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,6.00,09-13-2019,04:00:00,0.00,0.0,000,25.8,23.6,1009.77,88,0.00,1010.46,29.13
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,6.00,09-13-2019,04:00:00,0.00,0.0,000,24.6,24.3,1009.22,98,0.00,1010.77,30.38
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,10.00,09-13-2019,04:00:00,0.00,0.0,000,24.9,23.4,1010.94,92,0.00,1011.86,28.82
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,10.00,09-13-2019,04:00:00,0.00,0.0,000,25.2,24.2,1010.55,94,0.00,1011.24,30.15
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,8.00,09-13-2019,04:00:00,0.00,0.0,000,22.5,22.0,1010.47,97,0.60,1011.28,26.50
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,8.00,09-13-2019,04:00:00,0.00,0.0,000,24.0,23.3,1009.97,96,5.10,1010.61,28.53
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,8.00,09-13-2019,04:00:00,0.00,0.0,000,24.2,23.3,1010.46,95,0.30,1010.87,28.62
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,5.00,09-13-2019,04:00:00,0.00,0.0,000,23.2,22.6,1009.09,96,0.00,1013.38,27.41
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,10.00,09-13-2019,04:00:00,0.00,0.0,000,22.6,22.3,1009.74,98,0.00,1011.38,26.91
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,6.00,09-13-2019,04:00:00,0.00,0.0,000,23.5,23.0,1007.80,97,43.00,1011.33,28.17
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,7.00,09-13-2019,04:00:00,0.00,0.0,000,24.2,23.8,1009.29,97,3.30,1010.67,29.39
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,10.00,09-13-2019,04:00:00,0.00,0.0,000,24.8,23.9,1010.46,95,0.00,1011.35,29.69
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,10.00,09-13-2019,04:00:00,0.00,0.0,000,24.6,23.7,1007.84,95,0.00,1011.44,29.33
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,10.00,09-13-2019,04:00:00,0.00,0.0,000,26.5,24.8,1011.24,90,0.80,1011.68,31.24
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,10.00,09-13-2019,04:00:00,0.00,0.0,000,24.9,23.6,1010.17,92,0.00,1011.17,29.08
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,10.00,09-13-2019,04:00:00,0.00,0.0,000,25.6,23.7,1010.45,89,0.00,1011.28,29.29
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,7.00,09-13-2019,04:00:00,0.00,0.0,000,25.5,24.5,1009.39,94,0.00,1011.21,30.71
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,6.00,09-13-2019,04:00:00,0.00,1.9,220,25.2,23.3,1010.17,89,0.00,1010.93,28.57
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,3.00,09-13-2019,04:00:00,0.00,0.0,000,23.7,23.4,1007.29,98,0.60,1011.34,28.77
48570,SATUN,สตูล,สตูล,6.65000,100.08333,8.00,09-13-2019,04:00:00,0.00,0.0,000,24.7,23.1,1010.63,91,0.00,1011.32,28.21
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,8.00,09-13-2019,04:00:00,0.00,0.0,000,24.9,24.3,1009.83,97,30.60,1010.96,30.40
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,10.00,09-13-2019,04:00:00,0.00,0.0,000,24.6,24.0,1008.58,97,1.50,1011.53,29.85
