WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,AirTemperature,Date,Time,DewPoint,WindSpeed,StationPressure,Rainfall,MeanSeaLevelPressure,Rainfall24Hr,LandVisibility,VaporPressure,WindDirection,RelativeHumidity
48459,CHON BURI,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,13.36667,100.98333,29.2,07-07-2019,22:00:00,26.1,0.0,1008.72,0.00,1009.01,0.00,10.00,33.83,000,83
48460,KO SICHANG,\u0e40\u0e01\u0e32\u0e30\u0e2a\u0e35\u0e0a\u0e31\u0e07,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,13.16167,100.80194,29.0,07-07-2019,22:00:00,25.9,5.6,1006.25,0.00,1009.37,0.00,10.00,33.41,100,83
48461,PHATTHAYA,\u0e1e\u0e31\u0e17\u0e22\u0e32,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,12.92000,100.86944,28.5,07-07-2019,22:00:00,26.1,0.0,1002.31,0.00,1009.23,0.00,10.00,33.82,000,87
48462,ARANYA PRATHET,\u0e2d\u0e23\u0e31\u0e0d\u0e1b\u0e23\u0e30\u0e40\u0e17\u0e28,\u0e2a\u0e23\u0e30\u0e41\u0e01\u0e49\u0e27,13.70000,102.58333,28.0,07-07-2019,22:00:00,24.4,0.0,1003.70,0.00,1009.30,0.00,7.00,30.56,000,81
48464,RATCHA BURI,\u0e23\u0e32\u0e0a\u0e1a\u0e38\u0e23\u0e35,\u0e23\u0e32\u0e0a\u0e1a\u0e38\u0e23\u0e35,13.48931,99.79239,27.1,07-07-2019,22:00:00,24.1,0.0,1008.85,0.00,1010.11,0.01,10.00,29.93,000,84
48465,PHETCHA BURI,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e38\u0e23\u0e35,\u0e40\u0e1e\u0e0a\u0e23\u0e1a\u0e38\u0e23\u0e35,12.99944,100.06056,28.7,07-07-2019,22:00:00,25.6,0.0,1008.53,0.00,1008.96,0.00,11.00,32.79,000,83
48474,NONG PHLUB AGROMET.,\u0e2b\u0e19\u0e2d\u0e07\u0e1e\u0e25\u0e31\u0e1a \u0e2a\u0e01\u0e29.,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,12.58333,99.73333,27.0,07-07-2019,22:00:00,24.1,3.7,997.62,0.00,1009.91,0.00,8.00,30.02,240,84
48475,HUA HIN,\u0e2b\u0e31\u0e27\u0e2b\u0e34\u0e19,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,12.58611,99.96250,29.1,07-07-2019,22:00:00,23.7,0.0,1008.52,0.00,1009.23,0.00,10.00,29.38,000,73
48477,SATTAHIP,\u0e2a\u0e31\u0e15\u0e2b\u0e35\u0e1a,\u0e0a\u0e25\u0e1a\u0e38\u0e23\u0e35,12.68333,100.98333,29.1,07-07-2019,22:00:00,25.1,5.6,1007.25,0.01,1009.68,0.01,10.00,31.89,180,79
48478,RAYONG,\u0e23\u0e30\u0e22\u0e2d\u0e07,\u0e23\u0e30\u0e22\u0e2d\u0e07,12.63222,101.34361,29.7,07-07-2019,22:00:00,26.2,14.8,1008.95,0.00,1009.46,0.00,10.00,34.00,210,82
48479,HUAI PONG AGROMET.,\u0e2b\u0e49\u0e27\u0e22\u0e42\u0e1b\u0e48\u0e07 \u0e2a\u0e01\u0e29.,\u0e23\u0e30\u0e22\u0e2d\u0e07,12.73333,101.13333,29.2,07-07-2019,22:00:00,25.7,1.9,1004.15,0.00,1009.28,0.00,10.00,32.96,230,81
48480,CHANTHA BURI,\u0e08\u0e31\u0e19\u0e17\u0e1a\u0e38\u0e23\u0e35,\u0e08\u0e31\u0e19\u0e17\u0e1a\u0e38\u0e23\u0e35,12.61667,102.11333,28.9,07-07-2019,22:00:00,26.1,0.0,1009.58,0.01,1009.99,0.20,6.00,33.78,000,85
48481,PHLIU  AGROMET.,\u0e1e\u0e25\u0e34\u0e49\u0e27 \u0e2a\u0e01\u0e29.,\u0e08\u0e31\u0e19\u0e17\u0e1a\u0e38\u0e23\u0e35,12.50861,102.17305,27.4,07-07-2019,22:00:00,26.1,0.0,1006.77,0.00,1009.54,2.20,8.00,33.86,000,93
48500,PRACHUAP KHIRIKHAN,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,\u0e1b\u0e23\u0e30\u0e08\u0e27\u0e1a\u0e04\u0e35\u0e23\u0e35\u0e02\u0e31\u0e19\u0e18\u0e4c,11.83333,99.83333,28.0,07-07-2019,22:00:00,24.4,0.0,1008.99,0.00,1009.78,6.00,10.00,30.56,000,81
48501,TRAD,\u0e15\u0e23\u0e32\u0e14,\u0e15\u0e23\u0e32\u0e14,11.76667,102.88333,27.0,07-07-2019,22:00:00,25.6,7.4,1008.26,0.00,1008.72,0.40,7.00,32.77,110,92
48517,CHUMPHON,\u0e0a\u0e38\u0e21\u0e1e\u0e23,\u0e0a\u0e38\u0e21\u0e1e\u0e23,10.49875,99.18847,28.0,07-07-2019,22:00:00,24.4,0.0,1009.54,0.00,1010.23,0.00,8.00,30.56,000,81
48520,SAWI AGROMET.,\u0e2a\u0e27\u0e35 \u0e2a\u0e01\u0e29.,\u0e0a\u0e38\u0e21\u0e1e\u0e23,10.33333,99.10000,27.6,07-07-2019,22:00:00,24.7,1.9,1008.35,0.00,1009.88,0.00,9.00,31.16,170,84
48532,RANONG,\u0e23\u0e30\u0e19\u0e2d\u0e07,\u0e23\u0e30\u0e19\u0e2d\u0e07,9.98333,98.61667,28.1,07-07-2019,22:00:00,25.1,0.0,1009.99,0.00,1010.90,0.00,10.00,31.87,000,84
48550,KO SAMUI,\u0e40\u0e01\u0e32\u0e30\u0e2a\u0e21\u0e38\u0e22,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,9.46667,100.05000,28.5,07-07-2019,22:00:00,26.0,0.0,1009.60,0.00,1010.29,12.20,10.00,33.53,000,86
48551,SURAT THANI,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,9.13556,99.15194,26.8,07-07-2019,22:00:00,25.9,0.0,1009.89,0.00,1010.69,3.20,8.00,33.50,000,95
48552,NAKHONSI THAMMARAT,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,8.53778,99.96389,29.0,07-07-2019,22:00:00,25.5,0.0,1009.82,0.00,1010.45,0.20,10.00,32.55,000,81
48554,NAKHONSI THAMMARAT AGROMET.,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a \u0e2a\u0e01\u0e29.,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,8.35931,100.00000,28.6,07-07-2019,22:00:00,24.3,7.4,1009.91,0.00,1010.32,0.00,10.00,30.34,180,78
48555,SURAT THANI AGROMET.,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35 \u0e2a\u0e01\u0e29.,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,9.10000,99.63333,28.5,07-07-2019,22:00:00,26.0,0.0,1008.07,0.00,1012.28,0.00,5.00,33.53,000,86
48556,PHRA SANG,\u0e1e\u0e23\u0e30\u0e41\u0e2a\u0e07 \u0e2a\u0e2d\u0e17.,\u0e2a\u0e38\u0e23\u0e32\u0e29\u0e0e\u0e23\u0e4c\u0e18\u0e32\u0e19\u0e35,8.57022,99.25825,27.2,07-07-2019,22:00:00,24.8,0.0,1008.91,0.00,1010.52,0.00,8.00,31.22,000,87
48557,CHAWANG,\u0e09\u0e27\u0e32\u0e07,\u0e19\u0e04\u0e23\u0e28\u0e23\u0e35\u0e18\u0e23\u0e23\u0e21\u0e23\u0e32\u0e0a,8.43194,99.51194,26.8,07-07-2019,22:00:00,24.5,0.0,1006.12,0.00,1009.60,0.00,10.00,30.72,000,87
48560,PHATTHALUNG AGROMET.,\u0e1e\u0e31\u0e17\u0e25\u0e38\u0e07 \u0e2a\u0e01\u0e29.,\u0e1e\u0e31\u0e17\u0e25\u0e38\u0e07,7.58333,100.16667,27.8,07-07-2019,22:00:00,24.2,0.0,1008.77,0.00,1010.12,0.00,8.00,30.17,000,81
48561,TAKUA PA,\u0e15\u0e30\u0e01\u0e31\u0e48\u0e27\u0e1b\u0e48\u0e32,\u0e1e\u0e31\u0e07\u0e07\u0e32,8.68417,98.25222,27.0,07-07-2019,22:00:00,24.8,0.0,1009.49,0.00,1010.38,0.00,10.00,31.38,000,88
48563,KRABI,\u0e01\u0e23\u0e30\u0e1a\u0e35\u0e48,\u0e01\u0e23\u0e30\u0e1a\u0e35\u0e48,8.10361,98.97528,27.0,07-07-2019,22:00:00,24.5,0.0,1006.93,0.00,1010.50,0.00,10.00,30.83,000,87
48564,PHUKET,\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15,\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15,7.88333,98.40000,28.8,07-07-2019,22:00:00,24.8,0.0,1010.20,0.00,1010.63,0.01,10.00,31.29,000,79
48565,PHUKET AIRPORT,\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15 (\u0e28\u0e39\u0e19\u0e22\u0e4c\u0e2f),\u0e20\u0e39\u0e40\u0e01\u0e47\u0e15,8.14500,98.31444,26.7,07-07-2019,22:00:00,24.5,0.0,1009.16,0.00,1010.15,0.00,10.00,30.81,000,88
48566,KO LANTA,\u0e40\u0e01\u0e32\u0e30\u0e25\u0e31\u0e19\u0e15\u0e32,\u0e01\u0e23\u0e30\u0e1a\u0e35\u0e48,7.53333,99.05000,28.6,07-07-2019,22:00:00,24.4,0.0,1010.11,0.00,1010.93,0.00,10.00,30.62,000,78
48567,TRANG AIRPORT,\u0e15\u0e23\u0e31\u0e07,\u0e15\u0e23\u0e31\u0e07,7.51667,99.61667,27.8,07-07-2019,22:00:00,25.4,0.0,1009.14,0.00,1010.96,0.00,10.00,32.40,000,87
48568,SONGKHLA,\u0e2a\u0e07\u0e02\u0e25\u0e32,\u0e2a\u0e07\u0e02\u0e25\u0e32,7.18211,100.60769,29.3,07-07-2019,22:00:00,24.6,5.6,1009.84,0.00,1010.59,0.00,10.00,30.88,240,76
48569,HAT YAI AIRPORT,\u0e2b\u0e32\u0e14\u0e43\u0e2b\u0e0d\u0e48,\u0e2a\u0e07\u0e02\u0e25\u0e32,6.91667,100.43333,27.3,07-07-2019,22:00:00,24.3,0.0,1006.92,0.00,1010.92,0.00,10.00,30.31,000,84
48570,SATUN,\u0e2a\u0e15\u0e39\u0e25,\u0e2a\u0e15\u0e39\u0e25,6.65000,100.08333,27.0,07-07-2019,22:00:00,25.0,0.0,1011.68,0.00,1012.37,0.00,10.00,31.66,000,89
48571,KHO HONG AGROMET.,\u0e04\u0e2d\u0e2b\u0e07\u0e29\u0e4c \u0e2a\u0e01\u0e29.,\u0e2a\u0e07\u0e02\u0e25\u0e32,7.00000,100.50000,28.5,07-07-2019,22:00:00,24.2,0.0,1009.55,0.00,1010.66,0.00,10.00,30.15,000,78
48574,SA DAO,\u0e2a\u0e30\u0e40\u0e14\u0e32,\u0e2a\u0e07\u0e02\u0e25\u0e32,6.79806,100.39056,27.4,07-07-2019,22:00:00,25.4,0.0,1008.12,0.00,1011.05,0.00,10.00,32.45,000,89
48580,PATTANI AIRPORT,\u0e1b\u0e31\u0e15\u0e15\u0e32\u0e19\u0e35,\u0e1b\u0e31\u0e15\u0e15\u0e32\u0e19\u0e35,6.78333,101.15000,28.0,07-07-2019,22:00:00,24.4,0.0,1009.71,0.00,1010.40,5.20,8.00,30.56,000,81
48581,YALA AGROMET.,\u0e22\u0e30\u0e25\u0e32 \u0e2a\u0e01\u0e29.,\u0e22\u0e30\u0e25\u0e32,6.51667,101.28333,26.5,07-07-2019,22:00:00,24.0,3.7,1007.69,0.00,1011.84,0.00,8.00,29.89,270,86
48583,NARATHIWAT,\u0e19\u0e23\u0e32\u0e18\u0e34\u0e27\u0e32\u0e2a,\u0e19\u0e23\u0e32\u0e18\u0e34\u0e27\u0e32\u0e2a,6.41667,101.81667,28.0,07-07-2019,22:00:00,24.7,5.6,1009.20,0.00,1009.79,0.00,10.00,31.11,240,82
