WmoStationNumber,StationNameEnglish,StationNameThai,Province,Latitude,Longitude,AirTemperature,Date,Time,Rainfall,RelativeHumidity,WindSpeed,StationPressure,DewPoint,VaporPressure,LandVisibility,WindDirection,MeanSeaLevelPressure,Rainfall24Hr
48354,UDON THANI,อุดรธานี,อุดรธานี,17.38333,102.80000,32.0,08-01-2019,16:00:00,0.00,61,14.8,981.39,23.7,29.22,18.00,250,1001.11,39.80
48355,SAKON NAKHON AGROMET.,สกลนคร สกษ.,สกลนคร,17.12503,104.06100,27.0,08-01-2019,16:00:00,5.00,84,0.0,980.53,24.1,30.02,8.00,000,1002.13,23.10
48356,SAKON NAKHON,สกลนคร,สกลนคร,17.15000,104.13333,29.3,08-01-2019,16:00:00,0.00,76,14.8,981.44,24.6,30.88,15.00,210,1000.65,10.90
48357,NAKHON PHANOM,นครพนม,นครพนม,17.41083,104.78250,30.0,08-01-2019,16:00:00,0.10,78,3.7,984.68,25.8,33.17,12.00,270,1001.16,24.40
48358,NAKHON PHANOM AGROMET.,นครพนม สกษ.,นครพนม,17.44306,104.77361,29.8,08-01-2019,16:00:00,0.00,81,0.0,984.11,26.2,33.92,12.00,000,1001.25,31.50
48360,NONG BUA LAM PHU,หนองบัวลำภู,หนองบัวลำภู,17.23250,102.42944,29.7,08-01-2019,16:00:00,0.00,72,5.6,975.77,24.1,29.99,12.00,270,1001.16,8.50
48372,SUKHOTHAI*,สุโขทัย,สุโขทัย,17.10611,99.80000,28.5,08-01-2019,16:00:00,1.30,88,7.4,996.75,26.4,34.40,10.00,180,1002.48,1.30
48373,SI SAMRONG AGROMET.,ศรีสำโรง สกษ.,สุโขทัย,17.16136,99.86167,29.0,08-01-2019,16:00:00,0.40,87,11.1,996.79,26.6,34.87,8.00,240,1002.92,0.60
48374,LOM SAK,หล่มสัก,เพชรบูรณ์,16.77361,101.24944,28.2,08-01-2019,16:00:00,0.00,76,7.4,987.34,23.5,29.03,10.00,200,1003.66,16.40
48375,MAE SOT,แม่สอด,ตาก,16.65917,98.55083,25.3,08-01-2019,16:00:00,4.70,88,0.0,980.86,23.1,28.23,10.00,000,1003.22,34.80
48376,TAK,ตาก,ตาก,16.87833,99.14333,29.0,08-01-2019,16:00:00,0.40,68,13.0,989.30,22.4,27.03,7.00,260,1003.54,6.60
48377,BHUMIBOL DAM,เขื่อนภูมิพล,ตาก,17.24389,99.00250,29.0,08-01-2019,16:00:00,0.20,81,0.0,986.50,25.5,32.55,8.00,000,1002.70,0.20
48378,PHITSANULOK,พิษณุโลก,พิษณุโลก,16.79481,100.27930,26.8,08-01-2019,16:00:00,1.00,85,14.8,998.42,24.0,29.91,6.00,230,1003.64,1.00
48379,PHETCHABUN,เพชรบูรณ์,เพชรบูรณ์,16.43333,101.15000,28.0,08-01-2019,16:00:00,0.20,82,0.0,988.82,24.7,31.11,8.00,000,1001.90,14.10
48380,KAMPHAENG PHET,กำแพงเพชร,กำแพงเพชร,16.48681,99.52697,28.3,08-01-2019,16:00:00,2.90,83,3.7,994.06,25.2,31.99,10.00,110,1003.31,8.50
48381,KHON KAEN,ขอนแก่น,ขอนแก่น,16.46111,102.78972,30.0,08-01-2019,16:00:00,0.20,62,18.5,980.58,22.0,26.48,10.00,250,1001.94,7.20
48382,MAHASARAKHAM,มหาสารคาม,มหาสารคาม,16.24722,103.06805,31.5,08-01-2019,16:00:00,0.00,63,22.2,985.20,23.6,29.07,12.00,230,1002.37,5.20
48383,MUKDAHAN,มุกดาหาร,มุกดาหาร,16.54139,104.72889,28.0,08-01-2019,16:00:00,23.00,81,5.6,985.51,24.4,30.56,11.00,240,1001.19,66.20
48384,THA PHRA AGROMET.,ท่าพระ สกษ.,ขอนแก่น,16.33333,102.81667,30.4,08-01-2019,16:00:00,0.00,65,11.1,982.69,23.1,28.31,10.00,230,1001.26,1.20
48385,UMPHANG,อุ้มผาง,ตาก,16.02472,98.86444,24.8,08-01-2019,16:00:00,5.50,85,0.0,954.73,22.1,26.60,10.00,000,1006.04,22.10
48386,PICHIT AGROMET.,พิจิตร สกษ.,พิจิตร,16.43806,100.29250,29.5,08-01-2019,16:00:00,0.00,71,11.1,999.12,23.7,29.33,7.00,230,1003.03,2.90
48387,DOI MU SOE AGROMET.,ดอยมูเซอร์ สกษ.,ตาก,16.75000,98.93333,21.4,08-01-2019,16:00:00,7.00,95,11.1,909.62,20.6,24.29,.90,320,1004.50,47.00
48390,KALASIN,กาฬสินธุ์,กาฬสินธุ์,16.33250,103.58833,29.9,08-01-2019,16:00:00,0.00,73,5.6,986.01,24.5,30.67,8.00,240,1001.76,31.10
48400,NAKHON SAWAN,นครสวรรค์ ,นครสวรรค์,15.67183,100.13236,30.7,08-01-2019,16:00:00,0.01,75,3.7,999.77,25.8,33.17,6.00,180,1003.74,2.20
48401,TAKFA AGROMET.,ตากฟ้า สกษ.,นครสวรรค์,15.34944,100.53028,30.0,08-01-2019,16:00:00,0.00,67,9.3,994.39,23.2,28.37,10.00,210,1004.94,8.20
48402,CHAINAT AGROMET.,ชัยนาท สกษ.,ชัยนาท,15.15000,100.18333,27.3,08-01-2019,16:00:00,2.30,84,3.7,1002.60,24.4,30.59,5.00,300,1004.52,2.30
48403,CHAIYAPHUM,ชัยภูมิ,ชัยภูมิ,15.80000,102.03333,28.8,08-01-2019,16:00:00,0.00,71,0.0,982.40,22.9,28.00,12.00,000,1003.06,2.60
48404,ROI ET AGROMET.,ร้อยเอ็ด สกษ.,ร้อยเอ็ด,16.07322,103.60844,28.5,08-01-2019,16:00:00,0.00,71,11.1,984.70,22.6,27.44,10.00,230,1002.19,5.00
48405,ROI ET,ร้อยเอ็ด,ร้อยเอ็ด,16.02000,103.74389,29.1,08-01-2019,16:00:00,0.00,70,7.4,985.53,23.0,28.02,10.00,180,1001.49,13.70
48407,UBON RATCHATHANI,อุบลราชธานี (ศูนย์ฯ),อุบลราชธานี,15.25000,104.86667,29.5,08-01-2019,16:00:00,0.30,71,5.6,988.48,23.7,29.33,10.00,250,1002.33,1.40
48408,UBON RATCHATHANI AGROMET.,อุบลราชธานี สกษ.,อุบลราชธานี,15.23914,105.02350,29.3,08-01-2019,16:00:00,0.01,78,0.0,988.10,25.0,31.73,10.00,000,1002.75,0.30
48409,SI SAKET AGROMET.,ศรีสะเกษ,ศรีสะเกษ,15.00000,104.05000,30.1,08-01-2019,16:00:00,0.00,66,5.6,988.69,23.1,28.28,9.00,230,1003.15,6.80
48410,UTHAITHANI,อุทัยธานี,อุทัยธานี,15.37417,100.03889,28.3,08-01-2019,16:00:00,0.01,78,0.0,1001.13,24.1,30.04,10.00,"{'0': '   ', '@attributes': {'Unit': 'degree'}}",1004.13,0.30
48413,WICHIAN BURI,วิเชียรบุรี,เพชรบูรณ์,15.65700,101.10800,29.7,08-01-2019,16:00:00,0.00,71,14.8,995.80,23.8,29.44,10.00,160,1003.65,3.60
48415,AYUTTHAYA,พระนครศรีอยุธยา,พระนครศรีอยุธยา,14.53472,100.72500,30.4,08-01-2019,16:00:00,0.00,63,18.5,1004.45,22.5,27.22,8.00,230,1005.54,0.01
48416,THA TUM,ท่าตูม,สุรินทร์,15.31667,103.68333,31.6,08-01-2019,16:00:00,0.00,82,3.7,989.18,28.0,37.90,9.00,100,1003.60,15.10
48417,NAKORNNAYOK,นครนายก,นครนายก,14.36222,101.39278,19.2,08-01-2019,16:00:00,9.20,99,16.7,871.34,19.0,22.01,.10,280,1006.37,25.60
48418,BUA CHUM,บัวชุม  ,ลพบุรี,15.26667,101.18736,28.0,08-01-2019,16:00:00,2.70,85,13.0,998.12,25.1,31.95,10.00,200,1003.96,8.60
48419,PATHUMTHANI,ปทุมธานี สกษ.,ปทุมธานี,14.10000,100.61667,33.0,08-01-2019,16:00:00,0.00,55,22.2,1004.25,22.9,27.84,9.00,270,1005.04,0.00
48420,Samut Prakarn,สมุทรปราการ สกษ.,สมุทรปราการ,13.51667,100.76167,29.5,08-01-2019,16:00:00,0.00,67,18.5,1004.67,22.8,27.69,10.00,230,1005.11,0.00
48421,THONG PHAPHUM,ทองผาภูมิ,กาญจนบุรี,14.74222,98.63639,26.0,08-01-2019,16:00:00,11.70,90,0.0,995.89,24.3,30.30,4.00,000,1007.23,22.60
48425,SUPHAN BURI,สุพรรณบุรี,สุพรรณบุรี,14.47444,100.13889,30.5,08-01-2019,16:00:00,0.00,60,13.0,1004.34,21.9,26.33,12.00,240,1005.33,0.00
48426,LOP BURI,ลพบุรี,ลพบุรี,14.79972,100.64500,31.0,08-01-2019,16:00:00,0.00,61,7.4,1003.09,22.7,27.54,8.00,200,1004.89,0.20
48427,U THONG AGROMET.,อู่ทอง สกษ.,สุพรรณบุรี,14.30361,99.86472,28.9,08-01-2019,16:00:00,0.00,65,11.1,1004.47,21.6,25.80,9.00,260,1005.23,0.01
48429,SUVARNABHUMI AIRPORT,สนามบินสุวรรณภูมิ,สมุทรปราการ,13.68639,100.76750,31.4,08-01-2019,16:00:00,0.60,60,22.2,1004.57,22.8,27.76,10.00,270,1005.26,2.80
48430,PRACHIN BURI,ปราจีนบุรี,ปราจีนบุรี,14.05842,101.36930,27.4,08-01-2019,16:00:00,10.50,89,0.0,1003.70,25.4,32.45,7.00,000,1004.41,15.70
48431,NAKHON RATCHASIMA,นครราชสีมา,นครราชสีมา,14.96830,102.08603,29.5,08-01-2019,16:00:00,0.01,70,13.0,982.61,23.6,29.05,10.00,260,1003.52,2.80
48432,SURIN,สุรินทร์,สุรินทร์,14.88333,103.50000,30.1,08-01-2019,16:00:00,0.00,67,7.4,986.23,23.3,28.56,10.00,230,1002.70,18.30
48433,SURIN AGROMET.,สุรินทร์ สกษ.,สุรินทร์,14.88333,103.45000,30.7,08-01-2019,16:00:00,0.00,67,5.6,987.52,23.9,29.73,12.00,230,1003.70,21.00
48434,CHOK CHAI,โชคชัย,นครราชสีมา,14.71889,102.16861,30.5,08-01-2019,16:00:00,0.00,59,3.7,981.71,21.6,25.80,10.00,290,1003.23,2.90
48435,PAKCHONG AGROMET.,ปากช่อง สกษ.,นครราชสีมา,14.64389,101.33194,26.4,08-01-2019,16:00:00,0.00,77,14.8,961.54,22.1,26.56,11.00,240,1004.76,1.10
48436,NANG RONG,นางรอง,บุรีรัมย์,14.58333,102.80000,30.7,08-01-2019,16:00:00,0.01,59,13.0,982.97,21.8,26.17,12.00,240,1003.21,0.20
48437,BURIRUM,บุรีรัมย์,บุรีรัมย์,15.22575,103.24808,29.6,08-01-2019,16:00:00,0.00,71,14.8,983.51,23.8,29.52,10.00,250,1004.08,8.00
48438,SAMUTSONGKRAM,สมุทรสงคราม,สมุทรสงคราม,13.40778,100.03222,31.7,08-01-2019,16:00:00,0.00,49,14.8,1004.92,19.7,22.98,10.00,310,1005.35,0.01
48439,KABIN BURI,กบินทร์บุรี,ปราจีนบุรี,13.98333,101.70722,25.6,08-01-2019,16:00:00,3.80,95,0.0,1003.75,24.7,31.17,6.00,000,1005.17,11.40
48440,SA KAEW,สระแก้ว,สระแก้ว,13.78889,102.03472,26.4,08-01-2019,16:00:00,2.60,93,0.0,1000.27,25.3,32.15,7.00,000,1005.21,6.10
48450,KANCHANA BURI,กาญจนบุรี,กาญจนบุรี,14.02250,99.53583,28.0,08-01-2019,16:00:00,0.01,70,3.7,1002.42,22.1,26.54,12.00,220,1005.70,0.01
48451,NAKHONPATHOM,นครปฐม,นครปฐม,14.01167,99.97000,30.0,08-01-2019,16:00:00,0.00,59,7.4,1004.50,21.0,24.89,10.00,270,1005.60,0.70
48453,BANG NA AGROMET.,กรุงเทพฯ บางนา สกษ.,กรุงเทพมหานคร,13.66639,100.60611,31.9,08-01-2019,16:00:00,0.01,55,18.5,1004.78,21.7,25.99,10.00,250,1005.08,0.30
48454,BANGKOK PORT (KLONG TOEI),กรุงเทพฯ ท่าเรือคลองเตย,กรุงเทพมหานคร,13.70694,100.56805,30.2,08-01-2019,16:00:00,0.00,67,7.4,1004.51,23.4,28.75,10.00,260,1005.19,1.30
48455,BANGKOK METROPOLIS,กรุงเทพมหานคร,กรุงเทพมหานคร,13.72639,100.56000,30.6,08-01-2019,16:00:00,0.00,65,5.6,1004.39,23.2,28.42,10.00,280,1004.87,0.90
48456,DON MUANG AIRPORT,สนามบินดอนเมือง,กรุงเทพมหานคร,13.91917,100.60500,31.1,08-01-2019,16:00:00,0.01,58,25.9,1004.05,22.0,26.38,10.00,260,1005.44,0.60
48457,PILOT STATION,นำร่อง,สมุทรปราการ,13.39389,100.59944,29.5,08-01-2019,16:00:00,0.00,69,14.8,1003.60,23.2,28.50,10.00,240,1005.26,5.70
48458,CHACHOENGSAO,ฉะเชิงเทรา,ฉะเชิงเทรา,13.51556,101.45833,27.0,08-01-2019,16:00:00,2.20,77,11.1,999.20,22.6,27.36,10.00,270,1007.21,5.20
48459,CHON BURI,ชลบุรี,ชลบุรี,13.36667,100.98333,29.6,08-01-2019,16:00:00,0.00,73,7.4,1004.98,24.1,30.08,10.00,270,1005.26,4.50
48460,KO SICHANG,เกาะสีชัง,ชลบุรี,13.16167,100.80194,29.0,08-01-2019,16:00:00,0.00,68,9.3,1002.28,22.4,27.03,10.00,250,1005.39,0.00
48461,PHATTHAYA,พัทยา,ชลบุรี,12.92000,100.86944,29.1,08-01-2019,16:00:00,0.00,64,0.0,998.83,21.5,25.63,10.00,000,1005.71,0.80
48462,ARANYA PRATHET,อรัญประเทศ,สระแก้ว,13.70000,102.58333,26.4,08-01-2019,16:00:00,13.20,89,5.6,999.76,24.4,30.51,8.00,250,1005.36,13.70
48463,LAEM CHABANG,แหลมฉบัง,ชลบุรี,13.07694,100.87583,29.0,08-01-2019,16:00:00,0.00,68,20.4,996.90,22.4,27.03,12.00,290,1006.14,5.00
48464,RATCHA BURI,ราชบุรี,ราชบุรี,13.48931,99.79239,30.6,08-01-2019,16:00:00,0.00,54,14.8,1005.54,20.2,23.62,14.00,270,1006.79,0.01
48465,PHETCHA BURI,เพชรบุรี,เพชรบุรี,12.99944,100.06056,30.5,08-01-2019,16:00:00,0.00,57,16.7,1004.60,21.1,25.01,11.00,220,1005.03,0.90
48474,NONG PHLUB AGROMET.,หนองพลับ สกษ.,ประจวบคีรีขันธ์,12.58333,99.73333,28.0,08-01-2019,16:00:00,0.10,69,0.0,994.01,21.7,26.02,8.00,000,1006.21,12.70
48475,HUA HIN,หัวหิน,ประจวบคีรีขันธ์,12.58611,99.96250,28.5,08-01-2019,16:00:00,0.00,74,5.6,1005.38,23.4,28.78,10.00,220,1006.09,4.30
48477,SATTAHIP,สัตหีบ,ชลบุรี,12.68333,100.98333,32.0,08-01-2019,16:00:00,0.00,49,14.8,1004.02,20.1,23.51,10.00,260,1006.42,10.30
48478,RAYONG,ระยอง,ระยอง,12.63222,101.34361,29.0,08-01-2019,16:00:00,0.00,74,22.2,1005.35,23.9,29.74,10.00,260,1005.87,12.50
48479,HUAI PONG AGROMET.,ห้วยโป่ง สกษ.,ระยอง,12.73333,101.13333,31.1,08-01-2019,16:00:00,0.00,50,18.5,1000.31,19.5,22.70,10.00,270,1005.38,16.80
48480,CHANTHA BURI,จันทบุรี,จันทบุรี,12.61667,102.11333,28.7,08-01-2019,16:00:00,0.10,70,7.4,1005.95,22.7,27.54,8.00,220,1006.36,27.30
48481,PHLIU  AGROMET.,พลิ้ว สกษ.,จันทบุรี,12.50861,102.17305,28.5,08-01-2019,16:00:00,0.70,75,5.6,1003.95,23.7,29.33,8.00,290,1006.70,34.10
48500,PRACHUAP KHIRIKHAN,ประจวบคีรีขันธ์,ประจวบคีรีขันธ์,11.83333,99.83333,26.8,08-01-2019,16:00:00,0.50,76,22.2,1006.10,22.2,26.74,6.00,280,1006.89,12.70
48501,TRAD,ตราด,ตราด,11.76667,102.88333,26.4,08-01-2019,16:00:00,8.60,92,5.6,1007.17,25.0,31.60,6.00,280,1007.63,35.00
48517,CHUMPHON,ชุมพร,ชุมพร,10.49875,99.18847,29.5,08-01-2019,16:00:00,0.50,72,13.0,1007.18,24.0,29.88,8.00,280,1007.86,0.80
48520,SAWI AGROMET.,สวี สกษ.,ชุมพร,10.33333,99.10000,30.0,08-01-2019,16:00:00,0.00,69,7.4,1005.92,23.6,29.19,8.00,280,1007.43,4.20
48532,RANONG,ระนอง,ระนอง,9.98333,98.61667,30.4,08-01-2019,16:00:00,0.00,71,9.3,1007.83,24.5,30.82,10.00,250,1008.73,8.20
48550,KO SAMUI,เกาะสมุย,สุราษฎร์ธานี,9.46667,100.05000,33.5,08-01-2019,16:00:00,0.00,59,7.4,1007.08,24.2,30.28,10.00,270,1007.75,0.00
48551,SURAT THANI,สุราษฎร์ธานี,สุราษฎร์ธานี,9.13556,99.15194,34.0,08-01-2019,16:00:00,0.00,56,11.1,1007.46,24.0,29.87,10.00,270,1008.24,0.00
48552,NAKHONSI THAMMARAT,นครศรีธรรมราช,นครศรีธรรมราช,8.53778,99.96389,30.4,08-01-2019,16:00:00,3.60,78,0.0,1007.66,26.1,33.72,10.00,000,1008.29,3.60
48554,NAKHONSI THAMMARAT AGROMET.,นครศรีธรรมราช สกษ.,นครศรีธรรมราช,8.35931,100.00000,29.0,08-01-2019,16:00:00,1.10,78,11.1,1007.78,24.9,31.41,10.00,210,1008.18,1.10
48555,SURAT THANI AGROMET.,สุราษฎร์ธานี สกษ.,สุราษฎร์ธานี,9.10000,99.63333,32.3,08-01-2019,16:00:00,0.00,70,13.0,1005.51,26.0,33.64,6.00,230,1009.66,0.00
48556,PHRA SANG,พระแสง สอท.,สุราษฎร์ธานี,8.57022,99.25825,29.2,08-01-2019,16:00:00,1.00,70,0.0,1006.80,23.1,28.21,10.00,000,1008.40,1.40
48557,CHAWANG,ฉวาง,นครศรีธรรมราช,8.43194,99.51194,30.2,08-01-2019,16:00:00,0.00,76,0.0,1005.11,25.4,32.42,12.00,000,1008.55,0.00
48560,PHATTHALUNG AGROMET.,พัทลุง สกษ.,พัทลุง,7.58333,100.16667,26.8,08-01-2019,16:00:00,6.50,90,7.4,1006.91,25.1,31.82,8.00,210,1008.27,6.50
48561,TAKUA PA,ตะกั่วป่า,พังงา,8.68417,98.25222,31.2,08-01-2019,16:00:00,0.00,72,20.4,1008.52,25.6,32.76,10.00,250,1009.40,12.50
48563,KRABI,กระบี่,กระบี่,8.10361,98.97528,31.2,08-01-2019,16:00:00,0.00,63,11.1,1004.70,23.4,28.76,10.00,280,1008.21,0.00
48564,PHUKET,ภูเก็ต,ภูเก็ต,7.88333,98.40000,33.5,08-01-2019,16:00:00,0.00,57,11.1,1008.60,23.9,29.70,10.00,260,1009.03,0.00
48565,PHUKET AIRPORT,ภูเก็ต (ศูนย์ฯ),ภูเก็ต,8.14500,98.31444,31.8,08-01-2019,16:00:00,0.00,64,0.0,1007.77,24.1,29.96,10.00,000,1008.74,0.00
48566,KO LANTA,เกาะลันตา,กระบี่,7.53333,99.05000,30.6,08-01-2019,16:00:00,0.00,76,22.2,1007.70,25.8,33.26,10.00,270,1008.51,0.00
48567,TRANG AIRPORT,ตรัง,ตรัง,7.51667,99.61667,31.0,08-01-2019,16:00:00,0.00,74,9.3,1007.11,25.8,33.22,10.00,160,1008.90,0.00
48568,SONGKHLA,สงขลา,สงขลา,7.18211,100.60769,29.6,08-01-2019,16:00:00,0.70,73,0.0,1008.15,24.3,30.35,10.00,000,1008.89,0.70
48569,HAT YAI AIRPORT,หาดใหญ่,สงขลา,6.91667,100.43333,27.5,08-01-2019,16:00:00,0.20,72,11.1,1005.02,22.0,26.43,10.00,250,1009.01,2.00
48570,SATUN,สตูล,สตูล,6.65000,100.08333,29.5,08-01-2019,16:00:00,0.00,77,0.0,1008.79,25.1,31.85,10.00,000,1009.47,5.40
48571,KHO HONG AGROMET.,คอหงษ์ สกษ.,สงขลา,7.00000,100.50000,30.5,08-01-2019,16:00:00,0.00,71,0.0,1007.75,24.7,31.03,10.00,000,1008.85,0.20
48574,SA DAO,สะเดา,สงขลา,6.79806,100.39056,30.5,08-01-2019,16:00:00,0.00,70,13.0,1006.23,24.3,30.46,11.00,220,1009.12,0.00
48580,PATTANI AIRPORT,ปัตตานี,ปัตตานี,6.78333,101.15000,33.0,08-01-2019,16:00:00,0.00,60,9.3,1006.96,24.2,30.11,12.00,280,1007.64,0.00
48581,YALA AGROMET.,ยะลา สกษ.,ยะลา,6.51667,101.28333,33.0,08-01-2019,16:00:00,0.00,56,5.6,1004.52,23.2,28.40,8.00,160,1008.56,0.00
48583,NARATHIWAT,นราธิวาส,นราธิวาส,6.41667,101.81667,32.4,08-01-2019,16:00:00,0.00,61,13.0,1007.63,24.0,29.75,10.00,040,1008.21,0.00
